レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026042503010501,2026.4.25,土,福島,1福5,1,,未勝利,ダート,1700,,4,良(暫定),晴(暫定),15,09:45,牝,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,オーケーグレイス,牝,3,12,58.3, , 90,10,55,,,横山琉人,(美),相沢郁,サートゥルナーリア,アグネスタキオン,,ロイヤルチャージャー系,1,11,1中4,21,未勝利,芝,2200,良,,横山,55.0,,16,200.5,13,1.2,17,12,14,16,14,37.13,36.0,2,グランアルト
1,,2,イバラヒメ,牝,3,9,39.1, , 94,7,53,◇,*,今村聖奈,(美),新開幸一,サトノダイヤモンド,ロードカナロア,,,3,7,2中3,13,未勝利・牝,芝,2000,稍,,小林,52.0,▲,13,182.2,14,1.8,11,8,8,7,10,37.59,37.2,14,サムシングスイート
2,,3,ダイナマイトメロン,牝,3,11,51.4, , 86,12,52,▲,*,石田拓郎,(美),伊藤大士,ルーラーシップ,ハーツクライ,ネイティヴダンサー系,ロイヤルチャージャー系,1,31,1東1,初,新馬,芝,1800,良,,杉原,55.0,,15,180.8,12,1.3,16,,15,16,16,38.00,33.5,3,リッツパーティー
2,,4,ナムラオリガミ,牝,3,7,19.2, ,103,4,55,,,小崎綾也,(栗),高橋一哉,アルアイン,ヨハネスブルグ,,ニアークティック系,3,1,1小C,3,未勝利・牝,芝,2000,良,,小崎,55.0,,13,158.2,3,0.4,6,4,4,7,5,37.59,36.2,2,アストリル
3,,5,オウケンサクラコ,牝,3,15,97.7, , 83,13,52,▲,*,上里直汰,(美),田中勝春,レインボーライン,オウケンブルースリ,,ナスルーラ系,2,21,1東7,2,未勝利,芝,2400,良,,木幡,55.0,,14,340.6,12,1.6,14,13,13,13,12,37.63,35.5,11,ゴールデンパゴーダ
3,B,6,リリーボレア,牝,3,13,59.2, , 93,8,55,,*,小沢大仁,(栗),高橋一哉,シュヴァルグラン,ディープブリランテ,,ロイヤルチャージャー系,2,22,1小A,9,未勝利・牝,芝,1800,良,,小林,52.0,▲,8,24.1,10,1.2,7,5,5,8,13,36.70,36.2,8,ソングオブザバード
4,,7,ダイヤモンドパレス,牝,3,5,11.8, ,104,3,55,,*,石川裕紀,(美),手塚貴久,サトノダイヤモンド,"Royal Anthem",,ニアークティック系,1,31,1東1,初,新馬,芝,1800,良,,津村,55.0,,4,14.0,8,0.7,2,,3,2,2,37.35,34.2,11,リッツパーティー
4,,8,サルワールカミーズ,牝,3,2,9.8, ,  0,,55,,,丸山元気,(美),矢嶋大樹,シスキン,ゼンノロブロイ,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
5,,9,ゴコウコイコイ,牝,3,3,10.1, ,110,2,52,▲,*,石神深道,(美),栗田徹,ゴールドシップ,ロージズインメイ,,ロイヤルチャージャー系,4,11,3中5,4,未勝利・牝,芝,2000,良,,横山,55.0,,8,38.1,4,0.5,8,15,17,17,16,37.37,34.8,1,ピエスユニーク
5,,10,ライツェントライゼ,牝,3,6,15.0, ,103,4,55,,*,丹内祐次,(栗),梅田智之,リオンディーズ,アドマイヤマックス,,ロイヤルチャージャー系,9,20,4阪6,2,未勝利*,芝,2000,良,,和田,55.0,,5,20.2,3,0.5,4,3,3,3,3,35.87,36.5,3,エチゴドラゴン
6,,11,エリカアズーラ,牝,3,4,10.5, ,  0,,55,,,荻野極,(栗),友道康夫,ロードカナロア,Siyouni,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
6,,12,ストームアイ,牝,3,16,186.2, , 90,10,55,,*,武藤雅,(美),和田正一,サンダースノー,ソングオブウインド,,ネイティヴダンサー系,12,6,5名1,3,未勝利*,芝,2000,良,,石神,52.0,▲,13,286.9,10,1.5,14,6,6,5,5,37.46,35.4,11,アクロフェイズ
7,,13,グリミスティ,牝,3,14,93.1, , 97,6,55,,*,富田暁,(栗),森田直行,アルアイン,マンハッタンカフェ,,ロイヤルチャージャー系,2,14,1小7,3,未勝利,芝,2000,良,,杉原,55.0,,11,43.2,17,3.3,6,1,1,1,2,36.26,39.4,17,ノンブルドール
7,,14,クインズロベリア,牝,3,8,32.3, ,  0,,55,,,菊沢一樹,(美),田村康仁,デクラレーションオブウォー,キングカメハメハ,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
8,,15,エコロディアン,牝,3,1,1.6, ,114,1,55,,,斎藤新,(栗),牧浦充徳,シスキン,ディープインパクト,,ロイヤルチャージャー系,4,11,1福1,初,未勝利・牝,芝,1800,良,,斎藤,55.0,,3,5.7,3,0.2,9,3,4,4,4,36.00,35.8,5,サフランルージュ
8,,16,アルファリラエ,牝,3,10,44.4, , 93,8,55,,*,本田正重,(美),田島俊明,ダノンスマッシュ,ステイゴールド,,ロイヤルチャージャー系,11,30,5東8,初,新馬,芝,1800,良,,戸崎,55.0,,9,118.7,7,2.0,7,,5,8,8,37.30,34.4,6,ゴーラッキー
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026042503010504,2026.4.25,土,福島,1福5,4,,未勝利,ダート,1150,,2,良(暫定),晴(暫定),16,11:15,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ガクエンテンゴク,牡,3,8,31.4, , 88,14,57,,*,丸田恭介,(美),秋本大介,アメリカンペイトリオット,シンボリクリスエス,,ロイヤルチャージャー系,3,1,2中2,2,未勝利,ダ,1800,稍,,野中,57.0,,10,64.4,16,3.8,14,8,8,10,13,38.30,42.2,16,アトラステソーロ
1,B,2,セイウンヤオヨロズ,牡,3,7,21.4, ,106,6,57,,,野中悠太,(美),上原博之,セイウンコウセイ,Congrats,,ナスルーラ系,4,11,1福1,11,未勝利,ダ,1150,良,B,野中,57.0,,8,26.4,4,0.6,6,,,6,6,35.35,37.6,6,ベルゼビュート
2,B,3,コウソクルリアン,牡,3,1,2.6, ,118,1,57,,,武藤雅,(美),武藤善則,サトノダイヤモンド,"Street Sense",,ネイティヴダンサー系,3,21,2中7,5,未勝利,ダ,1200,良,B,武藤,57.0,,3,5.4,2,0.3,4,,,5,4,34.30,38.1,2,マルターズドン
2,,4,ヴェントディルーナ,牝,3,10,38.0, , 96,11,55,,*,菊沢一樹,(美),清水英克,ファインニードル,Shamardal,,ニアークティック系,3,21,2中7,4,未勝利,ダ,1200,良,,石橋,55.0,,8,77.0,14,3.3,13,,,2,4,33.90,41.5,16,マルターズドン
3,B,5,ビースタニング,牝,3,14,89.3, , 91,13,51,★,*,河原田菜,(美),小手川準,タワーオブロンドン,ゼンノロブロイ,,ロイヤルチャージャー系,2,4,川崎,17,ガーネ,ダ,1400,良,,佐藤,51.0,▲,7,,8,1.5,,4,4,4,3,,----,,エンゲルリート
3,,6,カシノユメミヅキ,牡,3,13,84.7, , 86,15,57,,*,本田正重,(美),和田雄二,メイショウボーラー,シンボリクリスエス,ロイヤルチャージャー系,ロイヤルチャージャー系,2,25,佐賀,3,たんぽ,ダ,1400,不,,石神,56.0,,7,,7,0.9,,3,3,3,6,,----,,アッシュアール
4,,7,ブレイヴソルジャー,牡,3,2,3.6, ,107,4,54,▲,,石田拓郎,(美),新開幸一,ファインニードル,キングカメハメハ,,ネイティヴダンサー系,2,15,1小8,6,未勝利,芝,1200,稍,,石田,54.0,▲,5,7.7,7,1.0,15,,,1,2,33.40,36.7,17,エバーラスト
4,,8,ニンジャトットリ,牡,3,3,6.9, ,116,2,57,,*,木幡育也,(美),松永康利,ミッキーアイル,シンボリクリスエス,,ロイヤルチャージャー系,4,12,3中6,2,未勝利,ダ,1200,稍,,田辺,57.0,,2,3.0,2,0.6,6,,,2,2,34.30,37.9,4,ロードトライデント
5,B,9,マロ,牡,3,5,13.5, , 99,9,54,▲,*,小林美駒,(栗),藤野健太,エスポワールシチー,キングカメハメハ,,ネイティヴダンサー系,3,28,2阪1,5,未勝利,ダ,1200,稍,,松山,57.0,,5,14.0,15,2.1,3,,,8,4,35.60,39.0,15,レッドレベンディス
5,,10,ユナダイヤ,牝,3,9,32.4, , 94,12,55,,*,小沢大仁,(栗),岡田稲男,サトノクラウン,ダイワメジャー,,ロイヤルチャージャー系,3,28,2阪1,6,未勝利・牝,ダ,1200,稍,,菱田,55.0,,10,58.1,11,2.1,14,,,10,8,36.60,37.6,9,ゴールドヴィーナス
6,B,11,ルヴレアール,牡,3,6,16.2, ,107,4,57,,*,丹内祐次,(栗),角田晃一,リアルスティール,"Dutch Art",,,3,8,1阪6,4,未勝利,ダ,1200,良,B,田山,54.0,▲,9,84.4,4,0.3,6,,,2,2,35.80,38.4,11,アームズレジェンド
6,B,12,リスペクトライト,牡,3,15,100.1, , 98,10,54,▲,,石神深道,(美),和田正一,フリオーソ,フジキセキ,ロイヤルチャージャー系,ロイヤルチャージャー系,3,7,2中3,6,未勝利,ダ,1200,重,,石神,54.0,▲,13,299.1,6,2.6,6,,,8,8,35.20,38.4,8,トヨサカエ
7,,13,ブレイシオン,牝,3,11,62.3, , 84,16,53,◇,*,古川奈穂,(美),青木孝文,セイウンコウセイ,フジキセキ,,ロイヤルチャージャー系,2,28,2中1,2,未勝利,ダ,1800,重,,小林,55.0,,15,294.7,14,11.3,11,3,3,7,11,38.30,47.3,14,パラダイスフェイス
7,B,14,クルビデンス,牡,3,16,106.6, ,100,8,54,▲,*,上里直汰,(美),菊川正達,アメリカンペイトリオット,アグネスタキオン,,ロイヤルチャージャー系,3,14,1名1,11,未勝利,ダ,1200,良,B,舟山,54.0,▲,10,32.6,6,0.9,8,,,2,2,35.70,38.4,11,ゴーゴーパンチ
8,,15,ジーティーニッツァ,牡,3,12,66.1, ,104,7,54,▲,,遠藤汰月,(美),伊藤伸一,ミスチヴィアスアレックス,ディープインパクト,,ロイヤルチャージャー系,2,15,1東6,4,未勝利,ダ,1300,良,,遠藤,54.0,▲,9,99.5,6,2.3,7,,,4,4,36.26,38.1,9,ジャックナダル
8,,16,フィールマイプラン,牡,3,4,9.5, ,108,3,57,,,荻野極,(美),岩戸孝樹,サトノクラウン,ブラックタイド,,ロイヤルチャージャー系,3,21,2中7,3,未勝利,ダ,1200,良,,荻野,57.0,,4,7.9,6,1.4,3,,,4,3,34.20,39.3,9,マルターズドン
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026042503010505,2026.4.25,土,福島,1福5,5,,未勝利,芝,2000,B,4,良(暫定),晴(暫定),16,12:05,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ヴォンサクレ,牡,3,12,31.1, ,100,5,57,,*,武藤雅,(美),勢司和浩,アルアイン,ハーツクライ,,ロイヤルチャージャー系,3,15,2中6,4,未勝利,芝,2000,良,,石橋,57.0,,15,224.4,8,1.2,15,16,16,16,15,36.99,35.2,3,ダノンファンスター
1,,2,ナディア,牝,3,7,16.6, , 98,8,53,△,*,舟山瑠泉,(美),菊川正達,マクマホン,トーセンブライト,,ロイヤルチャージャー系,3,15,2中6,8,未勝利,芝,2000,良,,石田,52.0,▲,10,92.3,7,1.0,7,9,9,10,9,36.77,35.5,5,ダノンファンスター
2,,3,ルミノヴァンクール,牡,3,9,19.6, , 91,12,57,,*,丹内祐次,(美),金成貴史,デクラレーションオブウォー,ダイワメジャー,,ロイヤルチャージャー系,4,11,3中5,36,未勝利,芝,1600,良,,柴田,57.0,,12,272.6,14,1.5,10,,9,10,10,36.24,35.7,13,シヴィータス
2,,4,ナムラシンジロー,牡,3,14,42.1, , 93,10,57,,*,松本大輝,(栗),羽月友彦,ミッキーアイル,ゼンノロブロイ,,ロイヤルチャージャー系,3,21,1阪9,5,未勝利,芝,1600,良,,森田,54.0,▲,16,373.3,8,0.8,14,,,9,8,36.36,34.8,13,テイエムアイラン
3,,5,ブルーブロディ,牡,3,15,53.0, , 88,15,54,▲,*,上里直汰,(美),伊坂重信,アジアエクスプレス,シンボリクリスエス,,ロイヤルチャージャー系,2,21,1東7,16,未勝利,ダ,1600,良,,木幡,57.0,,16,451.1,12,3.1,15,,,9,9,36.96,40.3,10,エムノビアンカ
3,,6,イザショウブ,牡,3,10,26.5, , 92,11,57,,,長岡禎仁,(栗),高橋亮,キタサンブラック,Ghostzapper,,ニアークティック系,1,25,1京9,13,未勝利,ダ,1400,良,,長岡,57.0,,8,82.8,8,2.2,9,,,7,7,38.70,38.2,8,ワイドグンサ
4,,7,ピコブロッサム,牝,3,11,28.0, , 90,14,50,▲,*,石田拓郎,(美),伊藤大士,"Ocean Park","Toorak Toff",,,1,18,1中7,初,新馬,芝,1600,良,,石神,50.0,▲,10,71.7,14,3.0,16,,14,14,14,36.84,36.0,14,サンプレクス
4,B,8,ミエノストロング,牡,3,2,5.0, ,114,2,57,,*,石川裕紀,(美),上原佑紀,シスキン,ディープインパクト,,ロイヤルチャージャー系,2,28,1小B,2,未勝利,芝,2000,稍,,丹内,57.0,,2,3.7,4,0.5,2,5,5,5,4,36.64,36.8,6,ニホンピロロジャー
5,,9,ウマナミカイドウ,セ,3,13,31.1, , 86,16,53,★,*,河原田菜,(美),天間昭一,ホークビル,ゴールドアリュール,,ロイヤルチャージャー系,1,10,1中3,11,未勝利,芝,1600,良,,石田,54.0,▲,16,421.7,12,1.9,15,,15,16,16,36.66,34.8,7,ディールメーカー
5,,10,タイキアロハ,牡,3,6,15.5, , 96,9,57,,*,菊沢一樹,(美),西田雄一,ラブリーデイ,モンテロッソ,,,2,22,1阪2,連,未勝利,芝,2000,良,,荻野,57.0,,6,32.2,10,2.3,6,12,12,12,13,36.90,36.3,8,ロングトールサリー
6,,11,ブランニューホーム,牡,3,5,13.2, ,108,3,54,▲,,遠藤汰月,(美),深山雅史,フィエールマン,ストーミングホーム,,ネイティヴダンサー系,4,11,1福1,10,未勝利,芝,2000,良,,遠藤,54.0,▲,10,62.5,3,0.3,6,8,8,8,6,36.56,35.0,1,メイショウハンター
6,,12,コンフィグシス,牝,3,8,16.6, ,100,5,55,,,丸田恭介,(美),小笠倫弘,シスキン,ディープインパクト,,ロイヤルチャージャー系,3,7,2中3,初,未勝利・牝,芝,2000,稍,,丸田,55.0,,10,91.6,7,0.9,12,12,12,11,11,37.67,36.1,6,サムシングスイート
7,,13,ヒロイックヴァース,牡,3,1,3.8, ,116,1,57,,*,荻野極,(美),浅利英明,ベンバトル,スマートファルコン,,ロイヤルチャージャー系,2,28,1小B,2,未勝利,芝,2000,稍,,石田,54.0,▲,5,12.1,2,0.2,3,2,2,2,1,36.56,36.7,4,ニホンピロロジャー
7,,14,イノセントホープ,牡,3,4,7.1, ,102,4,57,,*,横山琉人,(美),小島茂之,エイシンフラッシュ,ヴィクトワールピサ,,ロイヤルチャージャー系,2,28,2中1,初,未勝利,芝,2000,良,,菅原,57.0,,11,38.7,10,0.6,14,8,7,7,7,37.03,35.9,14,セットエトワール
