レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026092706040901,2026.9.27,日,中山,4中9,1,,未勝利,ダート,1200,,2,重(暫定),曇(暫定),16,10:00,牝,馬齢,２歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ドナチャージ,牝,2,8,29.5, ,106,4,55,,,杉原誠人,(美),栗田徹,ウィルテイクチャージ,"Malibu Moon",,ナスルーラ系,7,19,2福8,初,新馬,芝,1200,良,,杉原,55.0,,5,20.6,5,1.1,14,,,8,9,36.10,35.5,5,チャランダマルツ
1,,2,エコロブラン,牝,2,3,4.6, ,109,1,55,,,津村明秀,(美),中舘英二,ミスチヴィアスアレックス,ゴールドアリュール,,ロイヤルチャージャー系,8,15,2新7,初,新馬・牝,芝,1400,良,,津村,55.0,,4,8.3,5,0.4,2,,,4,3,35.40,35.4,5,カナデルペガサス
2,,3,リングスター,牝,2,13,119.3, , 86,14,53,△,*,石田拓郎,(美),秋本大介,カリフォルニアクローム,パイロ,,ナスルーラ系,8,8,2新5,初,新馬,ダ,1200,良,,今村,53.0,◇,9,60.9,10,5.4,7,,,10,9,38.70,39.8,8,ジャスパートレノ
2,,4,ノーブルミント,牝,2,6,15.9, ,102,6,55,,,木幡初也,(美),粕谷昌央,デクラレーションオブウォー,ハーツクライ,,ロイヤルチャージャー系,9,6,4中2,3,未勝利*,芝,1200,稍,,木幡,55.0,,9,38.3,6,0.5,9,,,4,4,35.10,35.7,8,セイウンリリーナ
3,,5,プリンセスロッティ,牝,2,9,47.9, ,101,7,52,▲,*,佐藤翔馬,(美),伊藤圭三,タワーオブロンドン,"Discreet Cat",,ニアークティック系,7,18,2福7,3,未勝利*,芝,1200,良,,谷原,51.0,★,5,30.3,10,2.2,7,,,1,2,33.90,37.9,11,ショウナンハーヴェ
3,,6,ニシノドリーマー,牝,2,,取消し, , 97,11,55,,,野中悠太,(美),竹内正洋,ゴールドドリーム,Galileo,,ニアークティック系,9,5,4中1,初,新馬,ダ,1200,重,,野中,55.0,,7,46.5,13,3.3,8,,,6,5,34.80,39.8,13,ポッドビート
4,,7,マリノエスプレッソ,牝,2,4,5.0, ,107,3,55,,,田辺裕信,(美),村田一誠,マテラスカイ,フリオーソ,,ロイヤルチャージャー系,8,16,2新8,7,未勝利*,ダ,1200,良,,田辺,55.0,,8,24.5,3,0.5,7,,,3,3,34.60,38.2,5,ラキアーヴェ
4,,8,ベアベルヴォワ,牝,2,14,143.2, , 84,16,52,▲,*,遠藤汰月,(美),杉浦宏昭,ニューイヤーズデイ,ディープインパクト,,ロイヤルチャージャー系,8,8,2新5,初,新馬,ダ,1200,良,,石神,53.0,△,10,173.6,9,5.0,10,,,9,9,38.50,39.6,7,ジャスパートレノ
5,,9,ノヴァフォルス,牝,2,15,188.9, , 85,15,52,▲,*,上里直汰,(美),本間忍,スマートファルコン,ルーラーシップ,ロイヤルチャージャー系,ネイティヴダンサー系,6,20,1函3,初,新馬,ダ,1000,良,,遠藤,52.0,▲,11,177.7,10,4.0,9,,,10,10,37.35,38.3,8,ノリヤンモーニン
5,,10,アオイスミレ,牝,2,7,28.6, , 98,10,55,,*,鮫島克駿,(美),加藤征弘,アルバート,ダイワメジャー,,ロイヤルチャージャー系,8,15,1札7,初,新馬,芝,1200,良,,菱田,55.0,,5,11.4,11,1.8,3,,,2,2,36.70,35.6,11,ジオパークカツキ
6,,11,ジェミニディウ,牝,2,2,4.5, ,106,4,55,,,丹内祐次,(美),伊藤圭三,マジェスティックウォリアー,ゴールドアリュール,,ロイヤルチャージャー系,9,12,4中3,初,新馬,ダ,1200,不,,丹内,55.0,,8,31.5,2,0.6,2,,,4,4,35.40,37.1,4,ナイトパイロット
6,,12,ノーブルパラス,牝,2,10,59.4, , 97,11,55,,*,菊沢一樹,(美),上原博之,ルーラーシップ,ディープブリランテ,ネイティヴダンサー系,ロイヤルチャージャー系,9,12,4中3,初,新馬,ダ,1200,不,,佐藤,52.0,▲,5,17.1,6,1.0,12,,,4,4,35.50,37.4,6,ナイトパイロット
7,,13,ワレモコウ,牝,2,1,2.9, ,109,1,55,,*,岩田望来,(美),小笠倫弘,タワーオブロンドン,エンパイアメーカー,,ネイティヴダンサー系,7,26,2新2,2,未勝利・牝*,芝,1400,良,,西塚,55.0,,7,20.7,2,0.3,6,,,2,2,35.03,35.6,7,リリカルフレア
7,,14,ウマッター,牝,2,11,71.9, , 99,8,52,▲,,水沼元輝,(美),加藤和宏,カレンブラックヒル,タイムパラドックス,,ロイヤルチャージャー系,9,5,4中1,初,新馬,ダ,1200,重,,水沼,52.0,▲,12,163.4,6,2.6,12,,,5,5,34.70,39.2,11,ポッドビート
8,,15,シュネルアステリア,牝,2,12,74.7, , 95,13,55,,,木幡巧也,(美),牧光二,アメリカンペイトリオット,シンボリクリスエス,,ロイヤルチャージャー系,9,13,4中4,13,未勝利*,ダ,1200,重,,木幡,55.0,,16,120.5,7,1.5,16,,,4,3,34.10,39.0,10,アレックスケー
8,,16,パルセノスミハ,牝,2,5,15.6, , 99,8,55,,*,佐々木大,(美),菊川正達,ヘニーヒューズ,Bernardini,,ナスルーラ系,9,5,4中1,3,未勝利*,ダ,1800,重,,内田,55.0,,6,14.5,6,1.5,6,1,1,1,1,37.60,41.4,6,マイセイバー
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026092706040902,2026.9.27,日,中山,4中9,2,,未勝利,芝,2000,C,4,重(暫定),曇(暫定),18,10:35,,馬齢,２歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ゴーゼンチュー,牝,2,10,82.1, , 81,12,52,▲,,佐藤翔馬,(美),和田雄二,グレーターロンドン,"More Than Ready",,ロイヤルチャージャー系,9,5,4中1,9,未勝利*,芝,1800,稍,,佐藤,52.0,▲,11,281.0,10,3.6,11,11,11,11,11,38.05,35.9,7,コスモプルー
2,,2,プリンキパトゥス,牡,2,1,2.5, ,115,4,55,,*,ルメール,(美),中舘英二,サトノアラジン,"Sadler's Wells",,ニアークティック系,7,5,2福4,初,新馬,芝,2000,良,,丸山,55.0,,10,49.6,2,0.1,2,5,5,3,2,37.33,36.2,3,エスクアドラ
3,,3,エーアイラピド,牡,2,9,65.0, , 92,8,55,,,丸山元気,(美),手塚貴徳,リアルスティール,タイキシャトル,,ロイヤルチャージャー系,9,5,4中1,2,新馬,芝,2000,良,,丸山,55.0,,7,48.3,10,2.5,9,2,2,8,8,38.57,35.8,9,ヴェトロテンペスタ
4,,4,ニューロファイター,牡,2,5,8.9, ,105,6,55,,*,岩田望来,(美),和田勇介,シルバーステート,"Circular Quay",,,7,4,2福3,4,未勝利*,芝,1800,稍,,坂井,55.0,,3,9.7,4,0.5,3,3,3,4,4,36.45,35.7,4,コスモハナミズキ
5,,5,カシノデスティニー,牝,2,12,134.0, , 87,11,53,△,*,石神深道,(美),和田雄二,タニノフランケル,ステイゴールド,,ロイヤルチャージャー系,9,13,4中4,初,新馬,芝,1800,稍,,柴田,55.0,,10,171.3,8,1.6,8,9,9,8,8,39.65,35.5,7,スローブギ
5,,6,トーセンマスラオ,牡,2,3,5.7, ,116,2,55,,,菊沢一樹,(美),菊沢隆徳,ハイランドリール,ディープインパクト,,ロイヤルチャージャー系,7,11,2福5,3,未勝利*,芝,1800,良,,菊沢,55.0,,4,7.6,3,0.3,6,6,6,8,9,36.25,35.4,2,レオンティウス
6,,7,コウサイリクリ,牝,2,2,5.1, ,116,2,55,,,柴田大知,(美),粕谷昌央,ウインブライト,ロージズインメイ,,ロイヤルチャージャー系,9,5,4中1,3,未勝利*,芝,1800,稍,,柴田,55.0,,3,7.5,3,0.1,4,1,1,1,1,36.55,35.4,4,コスモプルー
6,,8,ロワデュモンド,牡,2,6,12.6, ,110,5,55,,*,ミシェル,(美),西田雄一,サトノクラウン,ハーツクライ,,ロイヤルチャージャー系,7,19,2福8,初,新馬,芝,2000,良,,三浦,55.0,,6,18.8,4,1.1,8,6,6,8,8,38.74,35.3,4,グランオギュール
7,,9,フォクセン,牡,2,11,86.2, , 88,10,55,,,武藤雅,(美),戸田博文,ハービンジャー,ダイワメジャー,ニアークティック系,ロイヤルチャージャー系,8,15,2新7,初,新馬,芝,1800,良,,武藤,55.0,,9,85.0,12,3.6,12,,,11,10,37.35,36.9,11,ピコベリー
7,B,10,マイネルウルカヌス,牡,2,8,30.2, , 89,9,55,,*,木幡巧也,(美),畠山吉宏,ゴールドシップ,スクリーンヒーロー,,ロイヤルチャージャー系,9,13,4中4,2,未勝利*,芝,2000,重,,柴田,55.0,,9,152.0,9,4.3,6,3,3,5,8,37.41,39.3,9,テキサス
8,,11,ギガントシュラーク,牡,2,7,16.8, , 98,7,55,,*,戸崎圭太,(美),萱野浩二,アニマルキングダム,バゴ,,ナスルーラ系,9,13,4中4,2,未勝利*,芝,2000,重,,丸山,55.0,,10,163.0,4,1.2,10,8,8,8,6,37.59,35.8,1,テキサス
8,,12,レジームチェンジ,牡,2,4,6.0, ,121,1,55,,,横山武史,(美),鹿戸雄一,ルーラーシップ,"Daiwa Major",ネイティヴダンサー系,,8,16,1札8,初,新馬,芝,1800,良,,横山,55.0,,1,2.3,2,0.3,7,4,3,2,2,38.05,35.9,4,シティオブドリーム
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026092706040903,2026.9.27,日,中山,4中9,3,,未勝利,ダート,1800,,4,重(暫定),曇(暫定),16,11:05,,馬齢,２歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,レッドマウロア,牡,2,1,1.3, ,120,2,55,,*,ルメール,(美),加藤征弘,クリソベリル,カジノドライヴ,,ナスルーラ系,8,30,3新4,初,新馬,ダ,1800,良,,川田,55.0,,2,3.2,2,0.5,2,2,2,2,2,39.30,39.4,2,ウラノグラフィア
2,,2,ニシノマキロイ,牡,2,5,19.6, ,105,4,55,,,野中悠太,(美),田中勝春,ニューイヤーズデイ,モーリス,,,9,12,4中3,2,未勝利*,ダ,1800,不,,野中,55.0,,8,29.6,4,0.6,6,5,6,4,5,37.45,39.9,6,サクセスボーイ
3,,3,フレンドミラノ,牡,2,6,26.9, ,101,7,52,▲,*,水沼元輝,(美),加藤和宏,イスラボニータ,キズナ,,,9,5,2札5,3,未勝利*,ダ,1700,重,,河原,51.0,★,9,304.7,5,2.0,10,11,10,10,8,37.53,38.4,2,ロジアコース
4,,4,ファブリック,牡,2,3,9.3, ,113,3,55,,,岩田康誠,(美),武井亮,クリソベリル,キズナ,,,9,6,4中2,初,新馬,ダ,1800,不,,岩田,55.0,,5,8.3,3,1.5,6,2,3,3,3,38.25,38.9,5,エンジャムメント
5,B,5,グラスクラージュ,牡,2,9,77.3, ,104,6,55,,,木幡巧也,(美),牧光二,シャンハイボビー,ヴァーミリアン,,ネイティヴダンサー系,9,12,4中3,連,未勝利*,ダ,1800,不,B,木幡,55.0,,7,20.9,8,1.9,5,1,1,1,2,37.25,41.6,8,サクセスボーイ
6,,6,ナムラアラバイ,牡,2,8,30.2, ,100,8,55,,*,杉原誠人,(美),武市康男,マテラスカイ,アジアエクスプレス,,,8,8,2新5,初,新馬,ダ,1200,良,,菊沢,55.0,,6,20.1,6,2.1,2,,,8,8,37.00,38.2,4,ジャスパートレノ
7,,7,メイプルカモーン,牡,2,4,11.6, ,105,4,55,,,丸田恭介,(美),中舘英二,ゴールドシップ,ドレフォン,,,9,6,4中2,初,新馬,ダ,1800,不,,丸田,55.0,,8,23.0,4,1.7,10,10,10,9,6,38.90,37.8,2,エンジャムメント
8,,8,ファウナード,牡,2,7,27.0, , 91,9,55,,,石橋脩,(美),上原佑紀,スワーヴリチャード,メイショウサムソン,,ニアークティック系,7,18,2福7,2,未勝利*,芝,1800,良,,石橋,55.0,,7,63.2,7,0.9,4,7,5,4,5,36.30,37.3,7,ビップヴィーナス
8,,9,イキフン,牡,2,2,8.0, ,121,1,55,,,菊沢一樹,(美),平岩大典,ロゴタイプ,スマートファルコン,,ロイヤルチャージャー系,9,12,4中3,9,未勝利*,ダ,1800,不,,菊沢,55.0,,2,3.5,2,0.3,2,3,3,3,3,37.35,39.8,5,サクセスボーイ
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026092706040904,2026.9.27,日,中山,4中9,4,,新馬,芝,1200,C,2,重(暫定),曇(暫定),16,11:35,,馬齢,２歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,リゼスカーレット,牝,2,4,5.6, ,  0,,53,◇,,小林美駒,(美),村田一誠,ビッグアーサー,ワイルドラッシュ,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,アイファーティアラ,牝,2,7,28.6, ,  0,,54,☆,,長浜鴻緒,(美),的場均,ヴァンセンヌ,ステイゴールド,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
2,,3,マルジョレーヌ,牝,2,13,87.7, ,  0,,55,,,柴田大知,(美),深山雅史,オーヴァルエース,キングヘイロー,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
3,,4,ジョワリヴレ,牝,2,2,4.6, ,  0,,55,,,岩田望来,(美),千葉直人,インディチャンプ,タイキシャトル,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
3,,5,ミエノヴィヴィッド,牡,2,6,20.8, ,  0,,55,,,三浦皇成,(美),田中勝春,ダノンスマッシュ,エンパイアメーカー,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
4,,6,アッパレヤ,牡,2,10,55.7, ,  0,,55,,,岩田康誠,(美),本間忍,マテラスカイ,コマンダーインチーフ,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
4,,7,ピンクダイアモンド,牝,2,5,11.1, ,  0,,55,,,松山弘平,(栗),小栗実,カラヴァッジオ,スクリーンヒーロー,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
5,,8,ナムラジョン,牡,2,12,78.3, ,  0,,53,△,,石田拓郎,(美),尾形和幸,アドミラブル,トーセンホマレボシ,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
5,,9,ダブルスプリング,牡,2,3,5.2, ,  0,,55,,,坂井瑠星,(美),柄崎将寿,アルアイン,キンシャサノキセキ,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
6,,10,ブランカバローズ,牡,2,8,30.9, ,  0,,55,,,鮫島克駿,(美),加藤士津,フィレンツェファイア,ディープインパクト,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
6,,11,コックコート,牡,2,15,130.2, ,  0,,52,▲,,上里直汰,(美),加藤和宏,サングレーザー,ジョーカプチーノ,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
7,,12,フレンチネイル,牝,2,14,91.3, ,  0,,52,▲,,佐藤翔馬,(美),伊藤大士,ダノンバラード,ゼンノロブロイ,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
7,,13,エコロヴィータ,牝,2,9,45.4, ,  0,,55,,,菊沢一樹,(美),菊沢隆徳,ダノンスマッシュ,オンファイア,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
8,,14,ユーサイコー,牝,2,1,2.7, ,  0,,55,,,荻野極,(美),大竹正博,フィレンツェファイア,キングカメハメハ,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
8,,15,リオビーチ,牝,2,11,72.0, ,  0,,55,,,武藤雅,(美),武藤善則,ビーチパトロール,アグネスデジタル,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026092706040905,2026.9.27,日,中山,4中9,5,,新馬,芝,2000,C,4,重(暫定),曇(暫定),18,12:25,,馬齢,２歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,タイセイパーシスト,牡,2,5,14.1, ,  0,,55,,,横山武史,(美),伊藤圭三,ブリックスアンドモルタル,"Medaglia d'Oro",,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,ケルンミッチー,牡,2,10,81.9, ,  0,,55,,,杉原誠人,(美),大和田成,クリソベリル,ハーツクライ,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,ダイアナマリア,牝,2,1,1.6, ,  0,,55,,,ルメール,(美),久保田貴,モーリス,ディープインパクト,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
4,,4,テムグリーン,牡,2,8,31.0, ,  0,,55,,,鮫島克駿,(栗),宮地貴稔,デクラレーションオブウォー,ジャングルポケット,,ナスルーラ系,,,,,,,,,,,,,,,,,,,,,,,,,
5,,5,キセキテキニキテル,牡,2,7,29.9, ,  0,,53,△,,石田拓郎,(美),小笠倫弘,キセキ,カンパニー,,ナスルーラ系,,,,,,,,,,,,,,,,,,,,,,,,,
6,,6,スワーヴバシレウス,牡,2,4,9.2, ,  0,,55,,,坂井瑠星,(美),田中博康,キタサンブラック,"War Front",,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
7,,7,ライカホウ,牡,2,3,8.0, ,  0,,55,,,戸崎圭太,(美),尾関知人,サトノダイヤモンド,"Distorted Humor",,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
7,,8,テイクユアタイム,牡,2,9,33.1, ,  0,,55,,,原優介,(美),中川公成,ウィルテイクチャージ,ディープインパクト,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
8,,9,エルエシック,牝,2,6,24.8, ,  0,,55,,,ミシェル,(美),西田雄一,ミッキーロケット,タニノギムレット,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
