レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026072501010101,2026.7.25,土,札幌,1札1,1,,未勝利,ダート,1000,,2,良(暫定),晴(暫定),12,10:00,,馬齢,３歳
8,,15,マティンデ,牝,3,15,50.2,>, 89,15,53,,*,横山琉人,(栗),清水久詞,ビッグアーサー,ステイゴールド,,ロイヤルチャージャー系,7,12,1函A,3,未勝利,芝,1200,重,,丹内,55.0,,3,7.3,9,0.5,3,,,1,1,34.30,36.5,11,ミルトメロディー
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026072501010108,2026.7.25,土,札幌,1札1,8,,1勝,ダート,1700,,4,良(暫定),晴(暫定),14,13:50,,定量,３上
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ビービーバザーク,牡,4,4,14.7, , 97,9,55,▲,,和田陽希,(栗),武幸四郎,シニスターミニスター,コマンズ,ナスルーラ系,ニアークティック系,7,18,1函B,9,湯浜特別･1勝,芝,1800,良,,和田,58.0,,11,66.3,11,1.5,13,3,3,4,7,36.00,37.1,12,ドッグウッド
2,B,2,マーベリックシチー,牡,5,7,30.7, ,100,6,58,,,鮫島克駿,(栗),岡田稲男,パイロ,ゴールドアリュール,ナスルーラ系,ロイヤルチャージャー系,6,27,1函5,連,１勝ｸﾗｽ,ダ,1700,重,B,鮫島,58.0,,5,17.8,6,1.4,1,8,8,8,6,36.82,37.2,4,テイエムゴッホ
3,,3,カフェブーケット,牡,4,12,126.9, , 98,8,57,☆,*,長浜鴻緒,(美),柄崎将寿,フォーウィールドライブ,アイルハヴアナザー,,ネイティヴダンサー系,6,7,3東2,5,１勝ｸﾗｽ,ダ,1400,良,,石神,55.0,▲,12,142.2,8,1.5,10,,,8,9,36.60,37.6,5,フォースミラクル
4,,4,リュミナーズ,牝,4,10,47.1, , 99,7,56,,*,佐々木大,(美),堀内岳志,ルヴァンスレーヴ,エンパイアメーカー,,ネイティヴダンサー系,5,23,1新7,3,１勝ｸﾗｽ・牝,ダ,1800,稍,,亀田,56.0,,10,48.3,8,1.3,6,11,10,10,8,37.80,38.9,6,ハギノコラソン
5,,5,ジェネラスキング,牡,3,3,5.0, ,112,2,55,,*,横山武史,(美),久保田貴,ルーラーシップ,ゴールドアリュール,ネイティヴダンサー系,ロイヤルチャージャー系,6,27,2福1,13,１勝ｸﾗｽ,ダ,1700,稍,,ゴン,55.0,,3,6.3,7,0.8,1,13,13,13,9,36.93,38.6,5,ショウナンパトス
5,B,6,ザハント,セ,4,8,41.6, ,103,4,58,,*,小沢大仁,(栗),田中克典,マジェスティックウォリアー,フジキセキ,,ロイヤルチャージャー系,8,31,2札4,4,１勝ｸﾗｽ,ダ,1700,稍,B,横山,55.0,,2,3.8,10,1.7,5,5,5,5,10,37.20,38.9,11,アイオリア
6,,7,オンザムービー,牡,3,1,2.6,>,107,3,55,,,横山和生,(栗),牧田和弥,サンダースノー,リアルインパクト,,,6,13,1函1,4,未勝利,ダ,1700,稍,,横山,57.0,,2,3.0,1,-0.0,2,11,11,5,2,36.71,36.2,1,(コイオステソーロ)
6,,8,タイキルッジェーロ,牡,3,6,22.4, , 95,10,55,,*,北村友一,(栗),高野友和,リオンディーズ,キングヘイロー,,ニアークティック系,7,4,1函7,2,恵山特別･1勝,芝,1800,良,,鮫島,55.0,,4,5.2,8,0.6,1,6,6,8,8,37.20,34.8,4,ウインベラーノ
7,,9,ハイライトニング,セ,3,9,43.8, , 91,11,55,,*,池添謙一,(美),嘉藤貴行,リアルスティール,ヘニーヒューズ,,,3,14,2中5,9,１勝ｸﾗｽ*,ダ,1800,良,,三浦,57.0,,15,109.4,10,1.4,11,13,13,11,11,37.40,40.0,5,サンダーヴィント
7,,10,ファンタイムギフト,セ,4,5,14.8, ,101,5,58,,,丹内祐次,(美),相沢郁,ドレフォン,ダイワメジャー,,ロイヤルチャージャー系,7,5,1函8,4,１勝ｸﾗｽ,ダ,1700,良,,丹内,58.0,,5,8.5,3,0.8,3,3,3,5,5,37.25,37.7,3,アオハルブルース
8,B,11,アルニラム,セ,5,11,117.9, , 91,11,58,,*,古川吉洋,(美),伊藤大士,リアルスティール,ワークフォース,,ネイティヴダンサー系,7,11,1函9,2,１勝ｸﾗｽ,ダ,1700,重,B,小沢,58.0,,12,189.3,8,2.3,3,4,4,6,7,36.55,38.8,9,アイファーシャドー
8,B,12,ピエナオルカ,牡,3,2,2.6,>,116,1,52,▲,*,小林美駒,(栗),谷潔,ゴールドドリーム,スウェプトオーヴァーボード,,ネイティヴダンサー系,7,4,2小3,3,未勝利,ダ,1700,不,B,幸英,57.0,,1,3.7,1,-1.4,2,1,1,1,1,35.40,36.6,1,(ベルアズーロ)
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026072501010109,2026.7.25,土,札幌,1札1,9,,1勝,芝,1800,A,4,良(暫定),晴(暫定),14,14:20,牝,定量,３上
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ガーネットフレア,牝,3,5,9.1, , 95,6,53,,*,北村友一,(栗),杉山佳明,ニューイヤーズデイ,ディープインパクト,,ロイヤルチャージャー系,6,28,1函6,2,１勝ｸﾗｽ・牝,ダ,1700,稍,B,鮫島,53.0,,5,6.8,10,2.6,3,2,2,2,4,36.82,40.0,10,キャットテイル
2,,2,ニシノエピカリ,牝,4,7,14.9, , 86,9,52,★,*,河原田菜,(美),秋本大介,フィエールマン,キングカメハメハ,,ネイティヴダンサー系,5,23,1新7,4,１勝ｸﾗｽ・牝,ダ,1800,稍,,野中,56.0,,14,90.4,15,4.1,15,7,8,14,15,38.15,41.0,15,ハギノコラソン
3,,3,ルーチェフィオーレ,牝,3,1,2.6,+,110,4,53,,,横山和生,(美),嘉藤貴行,ポエティックフレア,ディープインパクト,,ロイヤルチャージャー系,10,25,4東8,5,アルテミG3,芝,1600,稍,,横山,55.0,,5,9.7,7,0.9,7,,,4,4,36.06,34.6,7,フィロステファニ
4,,4,ジェルブロア,牝,4,2,4.5, ,121,1,54,◇,*,古川奈穂,(栗),矢作芳人,キズナ,Dansili,,ニアークティック系,7,12,2福6,16,織姫賞･1勝,芝,1800,稍,,坂井,56.0,,4,7.9,2,0.1,4,2,2,2,2,35.90,35.7,3,ブルスカメンテ
5,,5,シニャンガ,牝,3,3,5.8,>,117,2,53,,*,横山武史,(美),鹿戸雄一,ロードカナロア,Tapit,,ナスルーラ系,4,25,2東1,10,未勝利・牝,芝,1800,良,,ルメ,55.0,,1,1.5,1,-0.0,1,,5,5,5,36.80,34.0,2,(カンティーナ)
6,,6,ラコンチャビエン,牝,3,4,8.4,+, 97,5,53,,*,武豊,(栗),藤原英昭,キズナ,"Distorted Humor",,ネイティヴダンサー系,3,21,2中7,9,フラワーG3,芝,1800,良,,松本,55.0,,11,83.8,15,0.8,12,6,6,6,7,37.05,35.0,14,スマートプリエール
7,,7,ジャストビート,牝,3,8,25.3, , 88,8,53,,,鮫島克駿,(栗),安達昭夫,デクラレーションオブウォー,ディープインパクト,,ロイヤルチャージャー系,4,25,3京1,4,あやめ賞･1勝,芝,1800,良,,鮫島,55.0,,6,99.5,6,1.4,6,,,1,3,35.45,35.6,6,ブレットパス
7,,8,ディヒターリーベ,牝,4,9,28.0, ,  0,,56,,*,石川倭,(美),高橋文雅,サートゥルナーリア,ハーツクライ,,ロイヤルチャージャー系,2,12,名古,3,Ｃ１１,ダ,1400,重,,望月,55.0,,1,,5,0.8,,6,5,5,6,,----,,ヴィルナタール
8,,9,キタノサリスカ,牝,3,10,56.1, , 93,7,50,▲,,和田陽希,(栗),羽月友彦,タイセイレジェンド,Kodiac,,,6,28,1函6,10,１勝ｸﾗｽ・牝,ダ,1700,稍,,和田,50.0,▲,8,43.7,6,1.0,8,5,4,2,2,36.82,38.4,8,キャットテイル
8,,10,ナムラヒナギク,牝,3,6,11.5, ,111,3,53,,,小沢大仁,(栗),大橋勇樹,ジョーカプチーノ,マツリダゴッホ,ロイヤルチャージャー系,ロイヤルチャージャー系,7,11,1函9,2,１勝ｸﾗｽ・牝,芝,1800,稍,,小沢,53.0,,7,20.6,3,0.4,5,13,13,12,12,37.15,34.3,1,ナイスプレーアスク
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026072501010110,2026.7.25,土,札幌,1札1,10,ライラック賞,2勝,芝,2600,A,6,良(暫定),晴(暫定),14,14:50,,定量,３上
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,B,1,ヴァイザーバルコ,セ,6,7,15.3, , 95,8,58,,*,石川倭,(美),水野貴広,ゴールドシップ,アドマイヤムーン,,ネイティヴダンサー系,7,11,2福5,12,信夫山特･2勝,芝,2600,良,B,大野,58.0,,10,59.0,13,2.1,7,13,13,11,12,36.72,37.1,12,サトノソティラス
2,,2,リギーロ,牡,4,9,23.2, , 96,5,58,,*,佐々木大,(美),栗田徹,キズナ,ジャングルポケット,,ナスルーラ系,7,5,1函8,13,横津岳Ｈ･2勝,芝,2600,良,,丹内,56.0,,6,12.5,9,0.8,6,9,10,3,5,37.56,35.7,9,アルマデオロ
3,,3,ライフセービング,牡,5,11,50.8, , 92,9,58,,,古川吉洋,(栗),宮徹,ビーチパトロール,ダンスインザダーク,,ロイヤルチャージャー系,7,5,1函8,15,横津岳Ｈ･2勝,芝,2600,良,,古川,55.0,,9,38.0,7,0.7,5,9,9,10,10,37.74,35.0,3,アルマデオロ
4,,4,レイデラルース,牡,5,6,13.6, , 96,5,58,,*,丹内祐次,(美),西田雄一,レイデオロ,ダイワメジャー,,ロイヤルチャージャー系,5,2,2東3,4,２勝ｸﾗｽ,芝,2400,良,,北村,58.0,,9,84.5,7,1.7,10,4,4,3,3,36.27,35.8,7,リトルジャイアンツ
5,,5,ボンドロア,牡,4,8,20.8, , 92,9,58,,*,横山武史,(栗),松永幹夫,サートゥルナーリア,ゼンノロブロイ,,ロイヤルチャージャー系,6,28,2小2,18,帆柱山特･2勝,芝,2600,良,,角田,58.0,,5,8.1,8,1.0,3,2,2,2,2,38.70,35.3,7,ナリタエスペランサ
6,,6,アスクデッドヒート,牡,4,5,6.4, ,122,1,58,,,古川奈穂,(栗),矢作芳人,ルーラーシップ,ディープインパクト,ネイティヴダンサー系,ロイヤルチャージャー系,7,5,1函8,5,横津岳Ｈ･2勝,芝,2600,良,,古川,55.0,,3,7.7,2,0.2,4,8,7,5,5,37.62,34.9,2,アルマデオロ
6,,7,ジュンツバメガエシ,牡,6,2,4.6, ,112,3,58,,,岩田康誠,(栗),友道康夫,ジャスタウェイ,エリシオ,,ニアークティック系,7,5,1函8,32,横津岳Ｈ･2勝,芝,2600,良,,岩田,57.0,,7,17.3,5,0.3,9,7,7,8,5,37.68,34.8,1,アルマデオロ
7,,8,レイヤードレッド,牡,4,3,5.4, , 96,5,58,,,長浜鴻緒,(美),手塚貴久,フィエールマン,スニッツェル,,ニアークティック系,7,12,1函A,2,北海Ｈ･2勝,芝,1800,重,,長浜,55.0,,12,97.8,8,0.7,7,10,13,11,8,37.10,35.4,3,マイネルフーガ
7,,9,バースライト,牡,4,1,4.1, ,119,2,58,,,浜中俊,(栗),武幸四郎,モーリス,ディープインパクト,,ロイヤルチャージャー系,7,5,1函8,18,横津岳Ｈ･2勝,芝,2600,良,,浜中,56.0,,2,7.4,3,0.3,7,1,1,2,2,37.50,35.4,8,アルマデオロ
8,,10,ドッビアーコ,セ,5,10,39.2, , 85,11,58,,*,小沢大仁,(栗),奥村豊,"Street Boss",Bernardini,ネイティヴダンサー系,ナスルーラ系,6,27,1函5,15,洞爺湖特･2勝,芝,2000,稍,,古川,58.0,,10,37.6,9,1.0,11,7,7,10,11,36.60,35.7,8,ヨヒーン
8,,11,ウェイクフィールド,牡,3,4,5.6,>,100,4,55,,,横山和生,(美),嘉藤貴行,キズナ,マンハッタンカフェ,,ロイヤルチャージャー系,6,13,1函1,8,奥尻特別･1勝,芝,2000,稍,,横山,55.0,,5,9.2,1,-0.1,9,1,1,1,1,36.09,35.6,5,(ドウアドバンテージ)
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026072501010111,2026.7.25,土,札幌,1札1,11,ＴＶｈ賞,3勝,芝,1200,A,2,良(暫定),晴(暫定),16,15:25,,定量,３上
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,エヴァンスウィート,牝,5,10,26.8, ,107,10,56,,*,鮫島克駿,(栗),友道康夫,スワーヴリチャード,Machiavellian,,ネイティヴダンサー系,7,4,1函7,2,ＴＶｈ杯･3勝,芝,1200,良,,吉田,56.0,,8,17.0,7,0.4,8,,,11,10,34.30,33.9,5,マーブルパレス
2,,2,シカゴスティング,牝,5,5,15.6, ,115,4,56,,*,浜中俊,(栗),庄野靖志,ロゴタイプ,スクリーンヒーロー,,ロイヤルチャージャー系,7,4,1函7,2,ＴＶｈ杯･3勝,芝,1200,良,,武豊,56.0,,4,10.3,4,0.2,5,,,8,7,33.90,34.1,7,マーブルパレス
3,,3,サウスバンク,牝,4,1,2.3, ,117,2,56,,*,横山武史,(栗),吉岡辰弥,グレーターロンドン,アフリート,,ネイティヴダンサー系,7,4,1函7,9,ＴＶｈ杯･3勝,芝,1200,良,,丹内,56.0,,1,2.8,10,0.5,10,,,1,1,33.00,35.3,16,マーブルパレス
4,,4,ルーフ,牝,6,7,22.3, ,113,5,56,,,佐々木大,(栗),清水久詞,ダイワメジャー,"Fastnet Rock",ロイヤルチャージャー系,その他のエクリプス系,7,4,1函7,2,ＴＶｈ杯･3勝,芝,1200,良,,佐々,56.0,,10,25.0,3,0.2,7,,,11,12,34.30,33.7,4,マーブルパレス
5,B,5,メルトユアハート,牝,5,4,14.4, ,121,1,56,,,横山和生,(栗),長谷川浩,ロードカナロア,ディープインパクト,,ロイヤルチャージャー系,7,4,1函7,2,ＴＶｈ杯･3勝,芝,1200,良,B,横山,56.0,,5,11.3,2,0.1,11,,,6,5,33.70,34.2,8,マーブルパレス
5,,6,ウィルオレオール,牡,4,12,125.9, , 90,11,58,,,石川倭,[地],小国博行,レッドベルジュール,フサイチコンコルド,,ニアークティック系,7,4,1函7,5,ＴＶｈ杯･3勝,芝,1200,良,,石川,58.0,,16,197.6,12,0.5,16,,,11,12,34.30,34.0,6,マーブルパレス
6,,7,ロジケープ,牡,3,2,3.0,>,111,7,55,,,丹内祐次,(美),尾形和幸,ロジユニヴァース,ハーツクライ,,ロイヤルチャージャー系,6,6,3東1,6,テレビＨ･2勝,芝,1400,良,,丹内,54.0,,3,11.2,1,-0.0,3,,,7,6,34.95,33.5,7,(クレパスキュラー)
6,,8,アンジュプロミス,牝,3,6,18.2, ,116,3,53,,,古川奈穂,(栗),矢作芳人,ドレフォン,スズカマンボ,,ロイヤルチャージャー系,7,4,1函7,2,ＴＶｈ杯･3勝,芝,1200,良,,古川,53.0,,2,5.5,8,0.5,13,,,3,3,33.40,34.9,12,マーブルパレス
7,,9,クリエープキー,牝,3,8,23.9,+,111,7,53,,*,古川吉洋,(美),牧光二,ミッキーアイル,"Spirit One",,ニアークティック系,7,11,2福5,2,安達太良,芝,1200,良,,吉田,52.0,,3,4.7,7,0.9,6,,,1,1,33.30,35.1,8,マサノカナリア
7,,10,アスクケンタッキー,牡,3,3,9.5,>,110,9,55,,,武豊,(栗),藤原英昭,"Good Magic","Point of Entry",,,7,11,1函9,9,ＨＴＢ杯･2勝,芝,1200,稍,,武豊,55.0,,2,3.2,1,-0.1,1,,,1,1,33.90,34.9,6,(ピコアーガイル)
8,,11,ゴールドサーベル,牡,5,11,47.8, , 82,12,58,,*,荻野琢真,(栗),大久保龍,レッドファルクス,ステイゴールド,,ロイヤルチャージャー系,7,4,1函7,2,ＴＶｈ杯･3勝,芝,1200,良,,小沢,58.0,,15,122.6,15,0.9,6,,,16,15,35.10,33.6,3,マーブルパレス
8,,12,パクスロマーナ,牝,6,9,26.6, ,112,6,56,,,舟山瑠泉,(栗),加藤公太,ネロ,アンライバルド,,ロイヤルチャージャー系,7,4,1函7,2,ＴＶｈ杯･3勝,芝,1200,良,,舟山,56.0,,6,16.0,6,0.3,2,,,2,2,33.10,35.0,13,マーブルパレス
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026072501010112,2026.7.25,土,札幌,1札1,12,桑園特別,2勝,ダート,1700,,4,良(暫定),晴(暫定),14,16:00,,定量,３上
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,リメンバーヒム,牡,4,5,16.2, ,102,6,58,,*,鮫島克駿,(栗),浜田多実,コパノリッキー,リアルインパクト,,,4,26,2東2,連,２勝ｸﾗｽ,ダ,1400,稍,,石橋,58.0,,11,101.2,8,1.3,7,,,9,9,36.60,36.2,8,スナッピードレッサ
2,,2,フェスタリア,牡,4,10,58.7, , 94,10,58,,*,和田陽希,(美),矢野英一,ゴールドドリーム,"Cherokee Run",,ナスルーラ系,6,14,1函2,8,津軽海Ｈ･2勝,ダ,1700,良,,今村,55.0,,10,32.1,9,1.3,5,12,12,12,11,37.25,37.2,1,チギリ
3,,3,ショウナンヤッホー,牡,4,9,34.3, ,100,7,58,,*,池添謙一,(美),栗田徹,ニューイヤーズデイ,キングカメハメハ,,ネイティヴダンサー系,6,27,2福1,6,いわき特･2勝,ダ,1700,稍,,津村,58.0,,9,60.0,6,1.1,4,5,5,4,4,37.04,37.5,7,リフレックス
4,,4,ギマール,牡,5,7,19.2, , 94,10,58,,*,石川倭,(栗),岡田稲男,カレンブラックヒル,ブライアンズタイム,,ロイヤルチャージャー系,7,4,1函7,2,竜飛崎特･2勝,ダ,1700,良,,国分,58.0,,11,84.1,10,0.8,5,14,13,14,13,37.31,37.9,1,ケイアイアギト
5,,5,セボンサデッセ,牡,4,2,3.8, ,129,1,58,,,武豊,(栗),橋口慎介,ルヴァンスレーヴ,クロフネ,,ニアークティック系,7,4,1函7,10,竜飛崎特･2勝,ダ,1700,良,,武豊,58.0,,4,7.5,2,0.1,8,8,7,6,4,36.82,38.1,3,ケイアイアギト
6,B,6,ジュンラトゥール,牡,5,6,18.4, ,103,5,58,,*,小沢大仁,(栗),浜田多実,パイロ,スペシャルウィーク,ナスルーラ系,ロイヤルチャージャー系,7,19,1函C,4,駒場特別･2勝,ダ,1700,不,B,浜中,58.0,,6,26.2,9,2.4,8,12,11,8,9,36.16,38.5,9,シーズザスローン
6,B,7,ハイクオリティ,牡,4,4,7.4, ,124,2,58,,*,佐々木大,(栗),今野貞一,リアルスティール,ロードカナロア,,,6,27,2福1,7,いわき特･2勝,ダ,1700,稍,B,ゴン,58.0,,2,4.0,2,0.1,3,2,2,1,2,36.76,37.0,4,リフレックス
7,,8,ベラジオワールド,牡,4,1,2.3, ,121,3,57,,,横山和生,(美),伊藤大士,Exceedance,Lonhro,,ロイヤルチャージャー系,6,7,3東2,3,小金井特･2勝,ダ,1600,良,,横山,57.0,,4,8.9,3,0.1,5,,,11,11,36.66,35.3,1,マクリール
7,B,9,ライフゲート,セ,4,3,5.7, ,106,4,58,,,丹内祐次,(美),伊藤圭三,マインドユアビスケッツ,セイントアレックス,,ネイティヴダンサー系,7,4,1函7,2,竜飛崎特･2勝,ダ,1700,良,B,丹内,58.0,,3,5.8,9,0.7,2,12,13,12,10,37.04,38.3,4,ケイアイアギト
8,,10,マッスルバック,牡,5,11,76.9, , 95,9,58,,,黛弘人,(栗),秋山真一,ミュゼスルタン,ダイワメジャー,,ロイヤルチャージャー系,7,4,1函7,11,竜飛崎特･2勝,ダ,1700,良,,黛弘,58.0,,13,235.8,8,0.7,10,10,10,10,10,36.98,38.4,5,ケイアイアギト
8,,11,ヒルノピレネー,牡,6,8,29.9, , 98,8,58,,*,浜中俊,(栗),北出成人,ジャスタウェイ,ロードカナロア,,,4,12,1福2,26,喜多方特･2勝,ダ,1150,良,,亀田,58.0,,7,13.5,12,1.6,5,,,15,14,35.89,37.4,7,イマージョン
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026072504020101,2026.7.25,土,新潟,2新1,1,,未勝利,芝,1800,A,2,稍(暫定),小雨(暫定),18,09:50,,馬齢,２歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,コスモバルムンク,牡,2,5,12.6, ,103,4,55,,*,菊沢一樹,(美),小手川準,ダノンバラード,レッドスパーダ,,,7,4,2福3,初,新馬,芝,1800,良,,三浦,55.0,,6,12.7,7,0.9,2,5,5,5,5,36.90,36.1,7,スタースポット
2,,2,フルーツバスケット,牡,2,2,3.9, ,102,5,55,,,吉田豊,(栗),前川恭子,モーリス,ディープインパクト,,ロイヤルチャージャー系,6,21,3東6,初,新馬,芝,1800,稍,,吉田,55.0,,10,42.8,5,0.5,13,,10,11,11,38.60,33.8,1,アヴィアトーレ
3,,3,ソラニワラエバ,牡,2,3,5.7, ,114,1,53,◇,,今村聖奈,(美),武井亮,オルフェーヴル,Galileo,,ニアークティック系,7,12,2福6,初,新馬,芝,1800,稍,,今村,53.0,◇,4,7.4,4,1.6,10,7,6,8,8,37.75,36.0,4,リサナウト
4,,4,コルサロ,牡,2,7,20.5, ,102,5,55,,,杉原誠人,(栗),中竹和也,カレンブラックヒル,ルーラーシップ,,ネイティヴダンサー系,7,4,2福3,初,新馬,芝,1800,良,,杉原,55.0,,8,55.3,5,0.8,7,9,8,8,8,37.00,35.8,4,スタースポット
5,,5,トリプティーク,牝,2,10,106.3, , 92,10,55,,,柴田大知,(美),和田雄二,イスラボニータ,フォーティナイナーズサン,,ネイティヴダンサー系,6,28,2福2,初,新馬,芝,1800,良,,柴田,55.0,,14,241.4,9,1.4,14,10,10,9,9,36.95,36.3,9,ウインワーグナー
6,,6,ローグアン,牡,2,8,76.5, , 95,9,55,,*,石川裕紀,(美),浅利英明,アドマイヤマーズ,ディープブリランテ,,ロイヤルチャージャー系,7,12,2福6,初,新馬,芝,1800,稍,,荻野,55.0,,10,46.1,12,4.0,4,12,8,13,13,37.95,38.0,13,リサナウト
7,,7,ノシェリー,牡,2,4,6.2, ,111,3,55,,,原優介,(美),鈴木慎太,ロゴタイプ,ゴールドアリュール,,ロイヤルチャージャー系,7,5,2福4,初,新馬,芝,2000,良,,原優,55.0,,7,24.8,4,0.4,13,8,8,7,8,37.41,36.3,5,エスクアドラ
7,,8,ランドジャイアンツ,牡,2,6,16.5, ,100,8,55,,,大野拓弥,(美),本間忍,ヘンリーバローズ,ルーラーシップ,,ネイティヴダンサー系,7,5,2福4,初,新馬,芝,2000,良,,大野,55.0,,11,56.5,8,0.6,15,7,5,3,5,37.33,36.7,12,エスクアドラ
8,,9,ワンコール,牝,2,9,81.7, ,102,5,55,,,石橋脩,(美),牧光二,ルーラーシップ,クロフネ,ネイティヴダンサー系,ニアークティック系,7,12,2福6,初,新馬,芝,1800,稍,,石橋,55.0,,7,28.0,10,2.4,12,8,10,6,5,37.65,37.0,10,リサナウト
8,,10,レゾルーティオ,牡,2,1,2.2, ,112,2,55,,*,斎藤新,(栗),坂口智康,サトノクラウン,ダイワメジャー,,ロイヤルチャージャー系,7,4,2福3,4,未勝利*,芝,1800,稍,,北村,55.0,,2,5.6,3,0.4,2,3,4,3,3,36.40,35.7,4,コスモハナミズキ
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026072504020102,2026.7.25,土,新潟,2新1,2,,新馬,ダート,1200,,2,重(暫定),小雨(暫定),15,10:20,,馬齢,２歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,エレクトス,牡,2,9,23.3, ,  0,,55,,,石川裕紀,(美),池上昌和,クリソベリル,ヘニーヒューズ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,リコルディオーロ,牡,2,5,8.6, ,  0,,52,▲,,佐藤翔馬,(美),伊藤圭三,ゴールドドリーム,タイキシャトル,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,モミスケ,牡,2,12,31.2, ,  0,,55,,,武藤雅,(美),水野貴広,ビッグアーサー,ゼンノロブロイ,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
3,,4,ピウモッソ,牝,2,2,5.3, ,  0,,55,,,斎藤新,(美),斎藤誠,ナダル,ドリームジャーニー,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
