レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026030706020301,2026.3.7,土,中山,2中3,1,,未勝利,ダート,1200,,2,,,16,10:05,牝,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
8,,17,ベルトラッキ,牡,3, ,121,1,57,,,戸崎圭太,(美),加藤士津,デクラレーションオブウォー,ルーラーシップ,,ネイティヴダンサー系,2,10,1東4,2,未勝利,芝,2400,良,,戸崎,57.0,,4,5.2,3,0.2,1,6,7,6,5,37.27,34.9,3,レイヒストリコ
8,,18,ラスターヴァース,牝,3, ,101,8,55,,,木幡巧也,(美),牧光二,サトノダイヤモンド,シンボリクリスエス,,ロイヤルチャージャー系,2,10,1東4,2,未勝利,芝,2400,良,,木幡,55.0,,9,105.6,6,0.8,7,9,9,8,7,37.30,35.4,7,レイヒストリコ
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026030706020306,2026.3.7,土,中山,2中3,6,,未勝利,芝,2000,A,4,,,18,12:55,牝,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,エリュグレイス,牝,3, ,129,1,55,,*,横山和生,(美),和田勇介,エピファネイア,ノヴェリスト,,その他のエクリプス系,1,12,1中5,9,未勝利,芝,2000,良,,横山,55.0,,2,4.1,2,0.0,5,5,5,5,6,35.96,36.1,4,サトノマティーニ
1,,2,アリアファブラ,牝,3, ,106,5,55,,*,丹内祐次,(美),尾関知人,アルバート,ロードカナロア,,,2,7,1東3,初,新馬,芝,1800,良,,田辺,55.0,,5,16.6,5,0.5,7,,8,4,4,37.50,35.0,7,ベルウッドクレド
2,,3,チョコスコーン,牝,3, , 98,8,55,,*,菊沢一樹,(美),林徹,ハービンジャー,ディープインパクト,ニアークティック系,ロイヤルチャージャー系,12,20,5中5,初,新馬・牝,芝,1800,良,,丹内,55.0,,6,30.4,10,1.5,3,8,8,7,8,37.85,35.7,11,リュクスパトロール
2,,4,カサナルキセキ,牝,3, , 84,15,55,,,石橋脩,(美),青木孝文,ガルボ,スーパーホーネット,,ニアークティック系,11,1,4東A,2,未勝利*,芝,2000,稍,,石橋,55.0,,10,379.2,11,3.0,8,,9,10,10,37.63,35.2,9,ソラネルマン
3,,5,コンフィグシス,牝,3, ,  0,,55,,,丸田恭介,(美),小笠倫弘,シスキン,ディープインパクト,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
3,,6,シルバープレミア,牝,3, , 92,10,55,,,横山典弘,(美),西田雄一,ワールドプレミア,"Sea The Stars",,ニアークティック系,12,28,5中8,初,新馬,芝,2000,良,,横山,55.0,,13,142.7,13,1.9,14,14,14,10,12,38.01,36.8,13,コンジェスタス
4,,7,オーブレーヌ,牝,3, ,  0,,52,▲,,石神深道,(美),和田正一,ブリックスアンドモルタル,ステイゴールド,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
4,B,8,コスモナエマ,牝,3, ,118,3,55,,*,津村明秀,(美),手塚貴久,ダノンバラード,"Southern Image",,ロイヤルチャージャー系,9,7,2札6,4,未勝利*,芝,2000,稍,,丹内,55.0,,3,7.9,2,0.1,1,8,8,2,2,38.44,37.0,5,アッカン
5,,9,サムシングスイート,牝,3, ,123,2,55,,*,岩田望来,(美),伊藤大士,サートゥルナーリア,ヴィクトワールピサ,,ロイヤルチャージャー系,2,15,1東6,4,未勝利,芝,1800,良,,横山,55.0,,1,2.8,2,0.2,3,,16,13,13,37.20,33.6,1,ナックホワイト
5,,10,クレアノア,牝,3, ,105,6,55,,,戸崎圭太,(美),久保田貴,アドマイヤマーズ,ロードカナロア,,,2,7,1東3,11,未勝利,芝,1600,良,,戸崎,55.0,,10,29.0,4,0.2,1,,,14,14,36.96,33.5,1,ターンザテーブルス
6,,11,トパーズテソーロ,牝,3, , 88,12,55,,,原優介,(美),稲垣幸雄,ゴールドシップ,"Street Cry",,ネイティヴダンサー系,12,20,5中5,初,新馬・牝,芝,1800,良,,原優,55.0,,12,141.0,12,2.2,10,14,14,15,15,38.30,35.5,9,リュクスパトロール
6,,12,イバラヒメ,牝,3, , 87,13,52,▲,*,小林美駒,(美),新開幸一,サトノダイヤモンド,ロードカナロア,,,12,6,5中1,5,未勝利*,芝,1600,良,,石田,52.0,▲,14,501.6,10,0.8,11,,10,11,11,37.38,33.9,3,スミッコディスコ
7,,13,ヴェニゼロス,牝,3, ,  0,,52,▲,,舟山瑠泉,(美),林徹,コントレイル,Skipshot,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,14,ファンシーシェイプ,牝,3, , 96,9,55,,*,丸山元気,(美),矢野英一,ロゴタイプ,ヴィクトワールピサ,,ロイヤルチャージャー系,11,24,5東6,初,新馬・牝,芝,1600,良,,岩田,55.0,,9,62.2,7,1.2,8,,,8,8,36.78,34.3,7,フェルミアーク
7,,15,メジロピオラ,牝,3, ,100,7,55,,*,三浦皇成,(美),武井亮,リオンディーズ,マンハッタンカフェ,,ロイヤルチャージャー系,11,15,3福3,初,新馬,芝,2000,良,,丹内,55.0,,5,10.5,9,0.7,4,10,9,9,9,37.24,36.7,7,ショウグンマサムネ
8,,16,ライトハウス,牝,3, , 92,10,55,,*,田辺裕信,(美),久保田貴,ダノンスマッシュ,シンボリクリスエス,,ロイヤルチャージャー系,12,27,5中7,初,新馬,芝,1600,良,,菱田,55.0,,14,155.9,10,1.1,9,,9,8,8,36.12,36.0,10,ルールザウェイヴ
8,,17,アジャイブ,牝,3, , 87,13,52,▲,,石田拓郎,(美),小笠倫弘,キセキ,ダイワメジャー,,ロイヤルチャージャー系,12,13,5中3,3,未勝利*,芝,1600,良,B,石田,52.0,▲,13,455.7,14,2.0,13,,10,12,11,36.12,35.6,11,バルボアパーク
8,,18,セシルブリュネ,牝,3, ,110,4,55,,,横山武史,(美),栗田徹,サートゥルナーリア,ステイゴールド,,ロイヤルチャージャー系,12,20,5中5,初,新馬,芝,2000,良,,横山,55.0,,6,13.6,3,0.5,3,4,4,1,1,37.07,35.8,5,プラウディッツ
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026030706020307,2026.3.7,土,中山,2中3,7,,1勝,ダート,1200,,2,,,16,13:25,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ヴァイオスペース,牡,3,>,102,7,57,,,丹内祐次,(美),黒岩陽一,リオンディーズ,ダイワメジャー,,ロイヤルチャージャー系,1,5,1中2,8,未勝利,ダ,1200,稍,,丹内,57.0,,3,5.9,1,-0.1,7,,,2,2,34.80,37.6,3,(サトノエスケープ)
1,,2,ノースブルースカイ,牝,3,>, 99,10,55,,,松岡正海,(美),堀内岳志,ダノンレジェンド,ディープインパクト,,ロイヤルチャージャー系,2,14,1東5,初,新馬,ダ,1400,良,,松岡,55.0,,3,6.6,1,-0.3,11,,,1,1,37.43,37.1,3,(ヴィスクレス)
2,,3,ライヴレッドアイ,牝,3,>,117,2,55,,,木幡巧也,(美),牧光二,ベストウォーリア,クロフネ,,ニアークティック系,1,10,1中3,2,未勝利・牝,ダ,1200,良,,木幡,55.0,,1,1.4,1,-0.6,1,,,1,1,34.50,38.1,2,(カンレイスター)
2,,4,ウォーターサグラダ,牡,3,>,115,3,57,,,ルメール,(栗),武幸四郎,シルバーステート,キングヘイロー,,ニアークティック系,1,12,1京5,5,未勝利,ダ,1200,良,,ルメ,57.0,,1,3.7,1,-0.2,5,,,6,9,37.00,36.3,1,(ラヴネヴァーダイズ)
3,,5,アンティミスト,牡,3, , 98,11,57,,*,津村明秀,(美),鈴木伸尋,Caravaggio,"Agnes Gold",,,1,11,1中4,2,１勝ｸﾗｽ*,ダ,1200,良,,横山,57.0,,10,40.5,10,2.3,4,,,13,14,36.10,38.3,6,エコロシード
3,,6,ドナソール,牝,3, , 97,13,52,▲,*,大久保友,(美),畠山吉宏,マテラスカイ,ゴールドアリュール,,ロイヤルチャージャー系,12,28,5中8,3,１勝ｸﾗｽ*,ダ,1200,良,B,荻野,55.0,,7,62.2,8,2.1,10,,,5,5,33.60,40.2,8,アルデトップガン
4,B,7,スリーコーズ,牡,3,>,108,4,54,▲,*,佐藤翔馬,(美),伊藤圭三,スズカコーズウェイ,スズカマンボ,ニアークティック系,ロイヤルチャージャー系,2,10,2京4,4,未勝利,ダ,1200,良,B,川田,57.0,,1,2.5,1,-0.1,2,,,2,2,36.00,37.7,4,(プレデンシア)
4,,8,トワイライトサイト,牡,3,>,106,5,57,,,横山和生,(美),嘉藤貴行,シニスターミニスター,ダノンシャンティ,ナスルーラ系,ロイヤルチャージャー系,12,6,5中1,初,新馬,ダ,1200,良,,横山,56.0,,1,3.8,1,-0.4,4,,,2,2,35.50,37.6,4,(ナックスプレンダー)
5,B,9,ディープスリー,牡,3,>, 87,16,57,,*,佐々木大,(栗),小栗実,"Maclean's Music","Jump Start",,ナスルーラ系,2,5,笠松,9,御嶽宿,ダ,1400,良,,塚本,57.0,,1,,1,-0.5,,1,1,1,1,,----,,(マクローリン)
5,,10,アパタイトテソーロ,牝,3, ,102,7,55,,,原優介,(美),畠山吉宏,スワーヴリチャード,ヘニーヒューズ,,,1,11,1中4,2,１勝ｸﾗｽ*,ダ,1200,良,,原優,55.0,,12,123.8,3,1.3,11,,,9,8,35.40,38.0,4,エコロシード
6,,11,スローモーション,牝,3,>, 94,14,55,,,長岡禎仁,(美),深山雅史,ミスチヴィアスアレックス,ディープインパクト,,ロイヤルチャージャー系,1,12,1中5,初,新馬,ダ,1200,良,,長岡,55.0,,8,27.4,1,-0.0,16,,,2,2,36.30,37.6,2,(ヴォンドゥ)
6,,12,レッドスティンガー,牡,3, ,126,1,57,,,戸崎圭太,(美),矢嶋大樹,レッドファルクス,ダイワメジャー,,ロイヤルチャージャー系,1,11,1中4,2,１勝ｸﾗｽ*,ダ,1200,良,,戸崎,57.0,,2,3.9,2,0.2,13,,,5,4,35.10,37.2,1,エコロシード
7,,13,トップマジシャン,牡,3, , 89,15,57,,,石橋脩,(美),石栗龍彦,モズアスコット,ディープインパクト,,ロイヤルチャージャー系,10,13,4東5,4,プラタナ･1勝,ダ,1600,良,,石橋,56.0,,7,41.9,5,2.4,7,,,7,7,38.22,37.5,5,テイエムキハク
7,,14,ロードストラダーレ,牡,3,>, 98,11,57,,,丸田恭介,(美),本間忍,ロードカナロア,Tiznow,,マンノウォー系,11,23,5東5,4,未勝利*,ダ,1300,良,,丸田,56.0,,7,15.6,1,-0.2,15,,,2,2,36.69,37.5,7,(ユイノカタリベ)
8,,15,カリヨンアヴォン,牝,3, ,102,7,55,,*,岩田望来,(美),勢司和浩,ルヴァンスレーヴ,ロードカナロア,,,12,7,5中2,12,１勝ｸﾗｽ*,ダ,1200,良,,マー,55.0,,1,2.1,4,1.0,3,,,4,4,36.20,36.7,4,ルクスレイモンド
8,,16,ジャスパーメルチェ,牝,3,>,103,6,55,,,横山武史,(栗),森秀行,Charlatan,"Unbridled's Song",,ネイティヴダンサー系,2,1,2京2,3,未勝利,ダ,1200,良,,横山,55.0,,3,7.0,1,-0.1,2,,,1,1,36.40,37.3,3,(ビスケットアソート)
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026030706020308,2026.3.7,土,中山,2中3,8,,1勝,ダート,1800,,4,,,16,13:55,,定量,４上
枠番,B,番,馬名S,性別,年齢,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ブリスフル,牡,5, , 90,10,58,,*,木幡初也,(美),武市康男,エスポワールシチー,フレンチデピュティ,,ニアークティック系,2,28,2中1,10,１勝ｸﾗｽ,ダ,1800,重,,丸田,58.0,,14,221.0,13,4.4,4,15,15,14,13,38.10,41.3,11,グロスビーク
2,,2,プルメリアクヒオ,牡,5, ,109,4,56,△,,長浜鴻緒,(美),深山雅史,ホッコータルマエ,ケイムホーム,,ネイティヴダンサー系,1,25,1中9,52,１勝ｸﾗｽ,ダ,1800,良,,長浜,56.0,△,7,34.5,9,1.9,10,3,4,3,3,37.85,41.5,10,コーリンカルベラ
3,,3,フェスタリア,牡,4, ,104,7,58,,*,原優介,(美),矢野英一,ゴールドドリーム,"Cherokee Run",,ナスルーラ系,12,13,5中3,14,１勝ｸﾗｽ,ダ,1200,良,,荻野,57.0,,2,3.8,9,0.8,1,,,11,10,35.80,37.3,8,レイユール
3,B,4,オウケンヴィーナス,牝,5,+, 86,13,53,▲,*,佐藤翔馬,(美),松永康利,ルーラーシップ,クロフネ,ネイティヴダンサー系,ニアークティック系,11,24,5東6,4,南武特別･2勝,芝,2400,良,,木幡,56.0,,11,425.3,12,3.3,12,12,12,12,12,36.80,36.2,10,バレンタインガール
4,B,5,ホークライト,セ,4, ,130,1,58,,,ルメール,(美),中舘英二,ハービンジャー,クロフネ,ニアークティック系,ニアークティック系,1,18,1中7,3,１勝ｸﾗｽ,ダ,1800,良,B,ルメ,57.0,,1,1.2,2,0.0,1,2,2,2,2,38.50,38.6,2,リラゲイル
4,B,6,ディースプレマシー,牡,4, , 91,9,58,,,石橋脩,(美),牧光二,ディーマジェスティ,"Proudest Romeo",,,2,14,1東5,4,１勝ｸﾗｽ,ダ,2100,良,B,石橋,57.0,,10,59.6,10,1.0,10,16,16,13,10,38.76,37.6,6,ライノ
5,B,7,ミルトパワー,牡,5, , 90,10,58,,*,菊沢一樹,(美),武市康男,ヤングマンパワー,エンパイアメーカー,,ネイティヴダンサー系,1,19,1中7,22,１勝ｸﾗｽ,ダ,1800,良,,原優,56.0,☆,12,280.3,10,2.6,11,12,12,13,12,38.50,40.1,9,ソレルビュレット
5,B,8,プレジール,牡,5, , 99,8,58,,,松岡正海,(美),嘉藤貴行,ロージズインメイ,ジャングルポケット,ロイヤルチャージャー系,ナスルーラ系,12,21,5中6,3,１勝ｸﾗｽ,ダ,1800,重,B,松岡,58.0,,11,41.7,7,0.8,9,15,15,15,14,37.65,36.8,1,コンティオ
6,B,9,クニノハッピー,牡,4, ,105,6,58,,,横山琉人,(美),田中剛,ヘニーヒューズ,アグネスタキオン,,ロイヤルチャージャー系,12,21,5中6,4,１勝ｸﾗｽ,ダ,1800,重,B,横山,57.0,,8,19.7,6,0.8,5,12,12,13,10,37.35,37.4,3,コンティオ
6,,10,サムワンライクユー,牡,6, , 87,12,58,,,江田照男,(美),佐藤吉勝,グレーターロンドン,アグネスデジタル,,ネイティヴダンサー系,2,21,1東7,3,１勝ｸﾗｽ,ダ,1600,良,,江田,58.0,,16,121.5,12,0.8,7,,,8,9,37.08,36.2,9,ルヴァレドクール
7,,11,オウケンシルヴァー,牡,5, ,121,2,58,,,木幡育也,(美),松永康利,ニューイヤーズデイ,キャプテンスティーヴ,,その他のエクリプス系,2,14,1東5,2,１勝ｸﾗｽ,ダ,2100,良,,木幡,58.0,,2,5.4,4,0.3,6,2,2,3,4,38.48,37.6,6,ライノ
7,,12,キャストロペペ,牡,5, ,111,3,55,▲,*,遠藤汰月,(美),堀内岳志,シャンハイボビー,トワイニング,,ネイティヴダンサー系,3,30,3中2,3,１勝ｸﾗｽ,ダ,1800,稍,,三浦,58.0,,2,3.9,11,2.5,5,2,2,2,2,37.10,41.9,14,タナサンブラック
8,B,13,カージオイド,牡,4, ,106,5,58,,,佐々木大,(美),黒岩陽一,サトノダイヤモンド,"Sea The Stars",,ニアークティック系,2,14,1東5,2,１勝ｸﾗｽ,ダ,2100,良,B,佐々,57.0,,8,21.3,7,0.6,4,1,1,1,1,38.36,38.2,11,ライノ
8,,14,ファーマシャイン,牝,5, ,  0,,53,▲,*,小林美駒,(美),深山雅史,シュヴァルグラン,スクリーンヒーロー,,ロイヤルチャージャー系,10,28,門別,2,浦臼に,ダ,1800,稍,,桑村,55.0,,2,,6,1.0,,2,2,2,3,,----,,アステロイドメア
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026030706020309,2026.3.7,土,中山,2中3,9,潮来特別,2勝,芝,2500,A,5,,,16,14:30,,ﾊﾝﾃﾞ,４上
枠番,B,番,馬名S,性別,年齢,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ワイズゴールド,牝,6, , 90,13,52,,*,江田照男,(美),蛯名利弘,レインボーライン,キングヘイロー,,ニアークティック系,2,14,1東5,10,箱根特別･2勝,芝,2400,良,,菅原,56.0,,8,117.9,4,0.9,8,3,3,2,3,37.00,34.6,5,レッドバンデ
2,,2,クリフハンガー,セ,5,>, 98,7,55,,*,田辺裕信,(美),上原博之,ルーラーシップ,ステイゴールド,ネイティヴダンサー系,ロイヤルチャージャー系,1,17,1中6,連,１勝ｸﾗｽ,芝,2200,良,,荻野,58.0,,6,12.3,1,-0.1,1,7,6,5,6,36.30,35.2,1,(サラスヴァティー)
3,B,3,トクシースタローン,牡,7, ,107,6,55,,,木幡巧也,(美),辻哲英,ホッコータルマエ,シンボリクリスエス,,ロイヤルチャージャー系,1,12,1中5,6,成田特別･2勝,ダ,2400,良,B,木幡,58.0,,7,13.7,5,0.8,11,15,15,14,13,39.17,39.1,2,ダカラフェスティヴ
4,B,4,ソワドリヨン,牝,6, , 98,7,53,,*,丸山元気,(美),古賀慎明,ハーツクライ,Dynaformer,ロイヤルチャージャー系,ロイヤルチャージャー系,12,28,5中8,3,グッドＨ･2勝,芝,2500,良,B,舟山,53.0,,11,123.9,11,1.2,13,13,13,3,4,37.20,37.0,11,コーチェラバレー
4,,5,サラトガチップス,牡,5, ,110,5,55,,*,岩田望来,(栗),新谷功一,レイデオロ,マンハッタンカフェ,,ロイヤルチャージャー系,1,24,1小1,29,海の中道･2勝,芝,2600,良,,鮫島,58.0,,3,3.9,6,1.7,3,3,3,2,2,36.93,35.7,7,キングスコール
5,,6,オールマイデイズ,牡,6, ,111,4,56,,*,津村明秀,(美),矢嶋大樹,リアルスティール,シンボリクリスエス,,ロイヤルチャージャー系,1,18,1中7,6,２勝ｸﾗｽ,芝,2200,良,,荻野,58.0,,6,53.9,4,0.5,8,5,5,5,8,37.84,34.1,7,フィーリウス
5,,7,エーオーキング,牡,4, , 94,11,54,,,佐々木大,(美),久保田貴,リアルスティール,タイキシャトル,,ロイヤルチャージャー系,11,24,5東6,6,南武特別･2勝,芝,2400,良,,佐々,56.0,,10,106.9,9,1.5,7,3,3,5,5,36.33,35.8,8,バレンタインガール
6,,8,ピックデムッシュ,牡,4, ,132,1,57,,,ルメール,(美),鹿戸雄一,レイデオロ,ハービンジャー,,ニアークティック系,12,28,5中8,7,グッドＨ･2勝,芝,2500,良,,ルメ,56.0,,1,2.3,2,0.2,2,8,8,10,9,37.36,35.5,1,コーチェラバレー
6,,9,レーヴドロペラ,牝,4, ,117,2,53,,*,戸崎圭太,(美),加藤士津,モーリス,ディープインパクト,,ロイヤルチャージャー系,11,16,3福4,4,三陸特別･2勝,芝,2600,良,,吉田,54.0,,4,7.9,3,0.4,3,2,3,3,2,37.92,35.4,8,ローザサンリヴァル
7,B,10,ヴァイザーバルコ,セ,6, , 96,10,55,,*,丸田恭介,(美),水野貴広,ゴールドシップ,アドマイヤムーン,,ネイティヴダンサー系,2,21,1小9,4,皿倉山特･2勝,芝,2600,良,,角田,58.0,,10,30.7,12,1.1,11,7,7,11,12,37.20,36.2,11,エコロレイズ
7,,11,ラーシャローム,牡,4, , 97,9,54,,*,石川裕紀,(美),奥村武,トーセンラー,ハービンジャー,,ニアークティック系,12,28,5中8,9,グッドＨ･2勝,芝,2500,良,B,長浜,54.0,,9,75.7,9,0.8,12,8,8,12,13,37.42,35.9,5,コーチェラバレー
8,,12,カエルム,牡,5, ,116,3,56,,*,横山和生,(栗),安田翔伍,ブラックタイド,キングカメハメハ,ロイヤルチャージャー系,ネイティヴダンサー系,2,21,1小9,4,皿倉山特･2勝,芝,2600,良,,横山,58.0,,5,12.8,4,0.3,1,10,10,11,8,37.20,35.4,3,エコロレイズ
8,,13,ヴィブラツィオーネ,セ,7, , 92,12,53,,*,吉田豊,(美),辻哲英,スピルバーグ,シンボリクリスエス,,ロイヤルチャージャー系,1,5,1中2,7,初日の出･2勝,芝,2000,良,,木幡,58.0,,10,85.1,7,0.7,11,8,8,8,8,37.59,34.6,2,ダンツファイター
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026030706020310,2026.3.7,土,中山,2中3,10,上総Ｓ,3勝,ダート,1800,,4,,,16,15:05,,定量,４上
枠番,B,番,馬名S,性別,年齢,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,B,1,ホウオウバリスタ,牡,7, ,114,5,58,,,横山武史,(美),稲垣幸雄,ジョーカプチーノ,サンダーガルチ,ロイヤルチャージャー系,ネイティヴダンサー系,1,17,1中6,4,アレキＨ･3勝,ダ,1800,良,B,横山,57.0,,9,18.6,2,0.6,8,3,3,3,3,37.45,37.9,8,チュウワクリスエス
2,,2,ビップスコーピオン,牡,6, , 88,14,58,,*,丸山元気,(美),田島俊明,サトノクラウン,ゼンノロブロイ,,ロイヤルチャージャー系,3,1,1阪4,7,伊丹Ｓ･3勝,ダ,1800,良,,北村,58.0,,12,67.0,11,0.8,8,13,14,14,14,38.60,36.3,4,ベルウェザー
3,,3,ウィンドフォール,牡,5, ,121,2,58,,,木幡巧也,(美),牧光二,パイロ,スウェプトオーヴァーボード,ナスルーラ系,ネイティヴダンサー系,8,2,2新3,38,柳都ＳＨ･3勝,ダ,1800,良,,木幡,57.0,,1,1.8,5,0.6,5,2,3,3,3,37.10,37.9,8,タクシンイメル
3,B,4,デコラシオン,牡,7, ,116,3,58,,,戸崎圭太,(美),高木登,ロードカナロア,Acatenango,,その他のエクリプス系,1,4,1中1,2,招福Ｓ･3勝,ダ,1800,稍,B,戸崎,58.0,,2,3.3,4,0.6,5,3,4,5,3,37.60,38.5,6,アスクデビューモア
4,,5,ゴールドアローン,牝,5, ,112,6,56,,,菊沢一樹,(美),青木孝文,ドレフォン,ヘニーヒューズ,,,1,4,1中1,2,招福Ｓ･3勝,ダ,1800,稍,,菊沢,56.0,,8,22.6,2,0.3,1,6,6,7,6,37.70,38.0,1,アスクデビューモア
4,B,6,サンセットブライト,牝,5, , 94,13,56,,,横山琉人,(美),相沢郁,ホッコータルマエ,ネオユニヴァース,,ロイヤルチャージャー系,2,7,1小5,7,豊前ＳＨ･3勝,ダ,1700,良,B,横山,52.0,,13,23.3,11,0.5,2,15,15,15,13,37.75,36.7,1,カペルブリュッケ
5,,7,ウィステリアリヴァ,牡,6, ,107,11,58,,,石橋脩,(美),小野次郎,ロゴタイプ,プリサイスエンド,,ネイティヴダンサー系,1,4,1中1,4,招福Ｓ･3勝,ダ,1800,稍,,石橋,58.0,,4,6.6,9,2.5,7,1,1,1,2,37.45,40.7,10,アスクデビューモア
5,,8,ドバイブルース,牡,5, ,112,6,58,,*,ルメール,(美),加藤征弘,キンシャサノキセキ,Monsun,ロイヤルチャージャー系,その他のエクリプス系,12,21,5中6,4,北総Ｓ･3勝,ダ,1800,重,,佐々,58.0,,2,4.1,8,1.0,4,13,13,8,8,37.50,37.1,7,イムホテプ
6,,9,シンビリーブ,牡,4, ,124,1,58,,*,団野大成,(栗),森秀行,Constitution,Footstepsinthesand,,ニアークティック系,1,24,1京8,4,下鴨Ｓ･3勝,ダ,1900,良,,川田,57.0,,2,5.3,3,0.0,11,3,3,3,3,38.03,36.8,4,アスクシュタイン
6,,10,ハッスルダンク,セ,6, ,105,12,58,,,江田照男,(美),中川公成,ダンカーク,カジノドライヴ,,ナスルーラ系,1,17,1中6,22,アレキＨ･3勝,ダ,1800,良,,江田,55.0,,11,78.0,4,1.1,6,12,12,11,7,38.05,37.2,2,チュウワクリスエス
7,,11,マーズオデッセイ,牡,4, ,110,8,58,,,三浦皇成,(美),田中勝春,アドマイヤマーズ,Freud,,ニアークティック系,2,14,1東5,15,銀蹄Ｓ･3勝,ダ,1400,良,,三浦,58.0,,7,13.3,5,0.7,5,,,13,12,36.53,35.4,2,ストレングス
7,,12,ラフエイジアン,セ,6, ,109,10,58,,*,岩田康誠,(美),中舘英二,アジアエクスプレス,Medicean,,ネイティヴダンサー系,12,21,5中6,8,北総Ｓ･3勝,ダ,1800,重,,北村,58.0,,10,59.8,4,0.6,11,13,13,14,13,37.75,36.2,1,イムホテプ
8,,13,エクリプスルバン,セ,5,>,110,8,58,,,佐々木大,(美),田中博康,シニスターミニスター,マンハッタンカフェ,ナスルーラ系,ロイヤルチャージャー系,1,10,1中3,4,２勝ｸﾗｽ,ダ,1800,良,,佐々,58.0,,2,3.7,1,-0.5,10,2,2,2,1,38.05,37.6,1,(パイシャオピン)
8,B,14,メイショウソウタ,牡,5, ,116,3,58,,,菱田裕二,(栗),岡田稲男,ドレフォン,マンハッタンカフェ,,ロイヤルチャージャー系,2,15,2京6,5,北山Ｓ･3勝,ダ,1800,良,B,菱田,58.0,,5,40.8,3,0.5,10,1,1,1,1,38.90,35.9,3,グランドプラージュ
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
