レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026080101010301,2026.8.1,土,札幌,1札3,1,,未勝利,ダート,1000,,2,稍(暫定),曇(暫定),12,10:00,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,B,1,サンライズロイ,牡,3,4,6.6, ,113,4,56,☆,,舟山瑠泉,(栗),牧浦充徳,フォーウィールドライブ,ブライアンズタイム,,ロイヤルチャージャー系,7,12,1函A,3,未勝利,ダ,1000,不,B,舟山,56.0,☆,4,9.3,3,0.2,5,,,4,4,34.65,35.6,6,ビタミンドロップ
2,B,2,アルデバローズ,牝,3,2,4.9, ,105,5,55,,*,丹内祐次,(美),矢野英一,ダノンスマッシュ,ブライアンズタイム,,ロイヤルチャージャー系,6,20,3東5,連,未勝利・牝,ダ,1400,不,B,江田,55.0,,8,21.0,7,1.2,7,,,1,1,35.10,38.1,11,アンジェラス
3,,3,ナブッコ,牡,3,5,9.7, ,115,3,57,,*,横山武史,(栗),橋田宜長,モーリス,"Perfect Soul",,ニアークティック系,7,12,2小6,8,未勝利,ダ,1000,良,,柴田,55.0,△,7,27.9,3,0.1,5,,,10,9,35.10,36.0,1,キャッチアシーフ
4,,4,ペイシャクロス,牝,3,11,62.7, ,105,5,54,☆,,長浜鴻緒,(美),粕谷昌央,ニシケンモノノフ,ノヴェリスト,,その他のエクリプス系,7,18,1函B,2,未勝利・牝,ダ,1000,良,,長浜,54.0,☆,9,41.7,3,0.4,11,,,9,8,35.10,36.6,1,メモリーデイズ
5,,5,フェアリーキャット,牝,3,8,16.1, ,101,9,53,◇,*,古川奈穂,(美),鈴木慎太,ディスクリートキャット,パイロ,,ナスルーラ系,5,30,2東B,2,未勝利,ダ,1400,良,,石神,52.0,▲,12,132.0,6,0.5,14,,,1,1,37.28,37.7,8,コウユーニポポニコ
5,,6,ヒューザー,牡,3,7,13.6, ,102,8,54,▲,*,和田陽希,(栗),小林真也,ヘニーヒューズ,アイルハヴアナザー,,ネイティヴダンサー系,7,12,1函A,4,未勝利,ダ,1000,不,,古川,55.0,◇,9,68.4,5,0.4,4,,,5,5,34.80,35.7,7,ビタミンドロップ
6,,7,ドリームガッサン,牝,3,1,3.2, ,121,2,52,▲,*,小林美駒,(美),鈴木伸尋,キャプテンキング,エイシンフラッシュ,,,7,18,1函B,3,未勝利・牝,ダ,1000,良,,遠藤,52.0,▲,1,2.3,2,0.3,4,,,7,6,34.65,36.8,2,メモリーデイズ
6,,8,アトラップモア,牝,3,6,12.2, ,  0,,55,,,佐々木大,(美),堀宣行,ヘニーヒューズ,"Distorted Humor",,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
7,,9,コシタンタン,牝,3,9,28.2, ,105,5,51,★,,河原田菜,(美),竹内正洋,フォーウィールドライブ,ロードカナロア,,,7,18,1函B,3,未勝利・牝,ダ,1000,良,,河原,51.0,★,6,20.1,4,0.5,8,,,2,3,34.05,37.4,7,メモリーデイズ
