レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026011206010501,2026.1.12,月,中山,1中5,1,,未勝利,ダート,1200,,2,良,晴,16,09:50,,馬齢,３歳
2,,4,マリブ,牡,3,450,- 2,- 2,13,486.7, , 89,13,54,▲,,石神深道,(美),和田正一,サトノジェネシス,ウインクリューガー,,ロイヤルチャージャー系,12,21,5名6,3,未勝利*,ダ,1800,稍,,石神,53.0,▲,16,521.1,11,3.1,14,13,13,13,10,38.85,40.6,10,マッドゲイル
3,B,5,クルスデルスール,牡,3,476,+14,+14,16,742.8, , 83,16,57,,*,木幡育也,(美),松永康利,ベストウォーリア,Pivotal,,ニアークティック系,12,13,5名3,3,未勝利*,ダ,1800,良,,上里,53.0,▲,14,585.8,14,3.5,14,13,13,13,13,40.05,38.8,13,インシオン
3,,6,マイネルオランチア,牡,3,482,+ 4,+ 4,1,2.7, ,122,1,57,,*,丹内祐次,(美),小手川準,スクリーンヒーロー,ロージズインメイ,ロイヤルチャージャー系,ロイヤルチャージャー系,12,21,5中6,3,未勝利*,ダ,1800,不,,プー,56.0,,1,2.9,3,0.0,2,7,7,8,7,37.85,38.2,2,ヘルメスギャング
4,,7,フィールマイプラン,牡,3,438,+ 2,+ 2,5,10.3, ,105,8,57,,,石川裕紀,(美),岩戸孝樹,サトノクラウン,ブラックタイド,,ロイヤルチャージャー系,12,21,5中6,初,新馬,芝,1600,重,,石川,56.0,,7,25.5,5,1.2,13,,1,1,1,35.64,36.9,8,ロデオドライブ
4,B,8,モータリゼーション,牡,3,506,+14,+14,11,162.5, , 93,12,57,,*,荻野極,(美),鈴木慎太,パドトロワ,エンパイアメーカー,,ネイティヴダンサー系,11,9,5東2,3,未勝利*,ダ,1600,稍,,原優,56.0,,12,233.5,12,4.2,11,,,4,5,36.60,40.8,14,サンラザール
5,,9,アオハルブルース,牡,3,504,- 4,- 4,2,5.9, ,114,3,57,,,佐々木大,(美),栗田徹,ゴールドドリーム,Flatter,,ナスルーラ系,12,21,5中6,3,未勝利*,ダ,1800,不,,佐々,56.0,,4,8.7,5,0.2,4,10,10,3,2,37.65,38.8,5,ヘルメスギャング
5,,10,ウルヴァリン,牡,3,488,- 2,- 2,15,606.5, , 94,11,54,▲,*,遠藤汰月,(美),伊藤伸一,ベストウォーリア,ネオユニヴァース,,ロイヤルチャージャー系,12,21,5中6,3,未勝利*,ダ,1200,不,,長浜,54.0,△,8,29.7,12,2.6,11,,,15,15,35.80,38.1,7,ホウオウヘッセン
6,,11,ロケットパンチ,牡,3,462,- 2,- 2,7,11.8, ,102,9,57,,,柴田善臣,(美),武藤善則,ナダル,ロードカナロア,,,12,20,5中5,5,未勝利*,ダ,1800,良,,柴田,56.0,,9,29.7,3,1.0,8,6,5,1,2,38.45,39.4,5,エコロガノン
6,B,12,オーキッドワン,牡,3,450,- 2,- 2,14,603.7, , 89,13,57,,*,武藤雅,(美),水野貴広,リオンディーズ,ゼンノロブロイ,,ロイヤルチャージャー系,12,28,5中8,4,未勝利*,ダ,1800,良,,舟山,53.0,▲,14,192.1,12,2.2,6,11,11,11,10,39.15,40.8,9,タイセツナヒ
7,,13,アデルフィー,牡,3,462,- 8,- 8,10,30.7, ,106,7,57,,*,菊沢一樹,(美),金成貴史,モーニン,ミスキャスト,,ロイヤルチャージャー系,12,20,5中5,2,未勝利*,ダ,1800,良,,戸崎,56.0,,4,8.1,7,2.0,6,4,3,8,6,38.85,39.6,7,エコロガノン
7,,14,ヴァンデスペランス,牡,3,472,+ 4,+ 4,3,7.0, ,115,2,57,,*,内田博幸,(美),中舘英二,ドレフォン,キングカメハメハ,,ネイティヴダンサー系,12,20,5中5,8,未勝利*,ダ,1800,良,,マー,56.0,,1,3.0,4,1.1,1,4,5,4,4,38.60,39.2,4,エコロガノン
8,,15,ブレイズランナー,牡,3,476,+ 6,+ 6,4,8.5, ,108,6,55,△,,鷲頭虎太,(美),蛯名正義,アルアイン,ハービンジャー,,ニアークティック系,12,21,5名6,2,未勝利*,ダ,1800,稍,,鷲頭,54.0,△,11,67.2,2,0.4,5,4,3,4,4,38.30,39.0,3,マッドゲイル
8,,16,ユイノサダハル,牡,3,468,- 2,- 2,8,13.0, ,110,4,57,,,江田照男,(美),古賀慎明,キセキ,フォーティナイナーズサン,,ネイティヴダンサー系,12,21,5中6,6,未勝利*,ダ,1800,不,,江田,56.0,,8,62.0,4,0.1,7,11,10,10,8,38.05,37.9,1,ヘルメスギャング
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026011206010504,2026.1.12,月,中山,1中5,4,,未勝利,障害(直線ダ),2880,,,良,晴,14,11:20,,定量,４上
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ブライテストドーン,セ,6,524,  0,0,4,15.4, ,110,1,60,,,草野太郎,(美),田島俊明,マインドユアビスケッツ,ゼンノロブロイ,,ロイヤルチャージャー系,10,26,4東9,3,障害未勝利,障ダ,3000,稍,,草野,60.0,,6,12.6,5,2.2,4,5,5,3,4,,13.7,,キングサーガ
2,,2,シュハリ,牡,6,466,  0,0,10,58.3, ,100,6,60,,,大江原圭,(美),粕谷昌央,カレンブラックヒル,Kris,,ネイティヴダンサー系,12,7,5中2,8,障害未勝利,障ダ,2880,良,,大江,60.0,,7,46.8,7,1.9,3,5,5,4,4,,14.0,,テーオーリカード
3,,3,ノイシュタット,牡,4,478,+ 8,+ 8,12,136.9, , 86,13,57,▲,,水沼元輝,(美),杉浦宏昭,ニューイヤーズデイ,ステイゴールド,,ロイヤルチャージャー系,11,24,3福6,14,障害未勝利,障芝,2770,良,,水沼,56.0,▲,14,129.9,11,3.4,10,10,12,11,11,,13.4,,オステリア
3,,4,シャンデルナゴル,牡,6,496,  0,0,1,2.5, ,106,4,60,,,中村将之,(栗),石坂公一,サトノダイヤモンド,キングカメハメハ,,ネイティヴダンサー系,12,21,5中6,8,障害未勝利,障ダ,2880,重,,中村,60.0,,12,86.4,3,2.1,12,4,4,4,3,,13.8,,ダノンロッキー
4,,5,ポワンキュルミナン,牡,6,434,+ 6,+ 6,7,20.9, , 88,12,60,,*,小牧加矢,(栗),岡田稲男,ロゴタイプ,フジキセキ,,ロイヤルチャージャー系,11,24,3福6,8,奥羽Ｓ･3勝,ダ,1700,良,,菱田,58.0,,14,164.4,13,1.7,9,14,14,13,11,38.07,38.1,12,シェットランド
4,,6,グローリーアテイン,セ,5,500,+ 6,+ 6,9,35.1, , 97,9,60,,*,上野翔,(美),金成貴史,ヴィクトワールピサ,マンハッタンカフェ,ロイヤルチャージャー系,ロイヤルチャージャー系,11,9,3福2,10,障害未勝利,障芝,2750,良,,草野,60.0,,6,13.6,7,1.7,6,6,6,5,5,,13.5,,ローンウルフ
5,,7,マテンロウノカゼ,牡,5,486,  0,0,2,2.9, ,109,3,60,,,森一馬,(栗),昆貢,ドゥラメンテ,キングヘイロー,,ニアークティック系,12,14,5中4,3,障害未勝利,障ダ,2880,稍,,森一,60.0,,4,8.6,3,0.8,2,2,2,3,3,,13.8,,ゴールデンスロープ
5,,8,キムタックフェイス,牡,4,486,+ 8,+ 8,13,167.9, , 89,11,59,,*,田村太雅,(栗),森田直行,フィエールマン,ロードカナロア,,,9,17,園田,4,摩耶山,ダ,1870,良,,下原,57.0,,7,,4,2.9,,3,3,3,3,,----,,ビジュードネージュ
6,,9,アバットゥータ,牡,4,470,- 4,- 4,5,17.3, , 98,8,57,▲,,井上敏樹,(栗),中竹和也,ハービンジャー,キングカメハメハ,ニアークティック系,ネイティヴダンサー系,12,14,5中4,18,障害未勝利,障ダ,2880,稍,,井上,56.0,▲,13,118.3,5,2.4,8,10,9,8,7,,13.9,,ゴールデンスロープ
6,,10,ニシノルアノーヴァ,牡,4,502,+ 8,+ 8,11,114.5, , 92,10,59,,*,伴啓太,(美),古賀慎明,リオンディーズ,ハーツクライ,,ロイヤルチャージャー系,9,6,2札5,2,富良野特･1勝,芝,2000,良,,古川,55.0,,14,340.6,13,2.2,14,2,3,3,5,36.86,38.2,13,ウイントレメンデス
7,,11,ヒットアンドロール,牡,5,466,+ 2,+ 2,6,20.7, , 99,7,60,,*,石神深一,(美),田中勝春,ブリックスアンドモルタル,キングカメハメハ,,ネイティヴダンサー系,12,21,5中6,6,障害未勝利,障ダ,2880,重,,難波,60.0,,13,154.2,5,3.4,13,13,14,12,7,,13.9,,ダノンロッキー
7,B,12,アンノウンウォリア,牡,7,484,- 4,- 4,8,23.1, ,102,5,60,,,黒岩悠,(栗),平田修,マジェスティックウォリアー,ハーツクライ,,ロイヤルチャージャー系,9,15,4阪5,8,障害未勝利,障ダ,2970,良,B,黒岩,60.0,,4,19.9,4,1.3,4,5,5,5,5,,14.3,,ヴィンテージボンド
8,,13,ヒノタマボーイ,牡,6,470,  0,0,14,197.7, ,  0,,57,▲,*,坂口智康,(美),和田雄二,ヴィクトワールピサ,タイキシャトル,ロイヤルチャージャー系,ロイヤルチャージャー系,7,26,高知,2,Ｃ１－,ダ,1400,重,,妹尾,57.0,,9,,10,1.9,,8,9,10,10,,----,,ラグラスドシエル
8,,14,タガノバルコス,牡,7,486,+ 4,+ 4,3,5.2, ,110,1,60,,,高田潤,(栗),秋山真一,キタサンブラック,キングカメハメハ,,ネイティヴダンサー系,12,14,5中4,14,障害未勝利,障ダ,2880,稍,,高田,60.0,,5,9.0,4,1.1,9,6,5,4,4,,13.8,,ゴールデンスロープ
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026011206010505,2026.1.12,月,中山,1中5,5,,新馬,ダート,1200,,2,良,晴,16,12:10,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ボンヴィアッジョ,牝,3,500,,,10,43.7, ,  0,,55,,,的場勇人,(美),西田雄一,エスポワールシチー,カコイーシーズ,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,フレキシブル,牝,3,438,,,1,2.7, ,  0,,55,,,戸崎圭太,(美),斎藤誠,シルバーステート,Curlin,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
2,,3,エリンフレーム,牝,3,444,,,4,8.1, ,  0,,55,,,菊沢一樹,(美),清水英克,フィレンツェファイア,スクリーンヒーロー,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
2,,4,アルナブ,牝,3,410,,,15,175.9, ,  0,,52,▲,,佐藤翔馬,(美),奥平雅士,マインドユアビスケッツ,スクリーンヒーロー,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
3,,5,カツノサーティーン,牡,3,500,,,16,203.7, ,  0,,57,,,岩部純二,(美),伊藤伸一,ウインブライト,メイショウサムソン,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
3,,6,ブラックゲイル,牡,3,478,,,14,113.8, ,  0,,54,▲,,水沼元輝,(美),加藤和宏,カレンブラックヒル,サウスヴィグラス,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
4,,7,マイトリックスター,牝,3,444,,,5,9.0, ,  0,,52,▲,,石神深道,(美),和田勇介,ダノンレジェンド,ステイゴールド,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
4,,8,ホウオウライラック,牝,3,430,,,11,54.5, ,  0,,55,,,丸田恭介,(美),高柳瑞樹,レイデオロ,ディープインパクト,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
5,,9,タッチザスカイ,牝,3,442,,,9,28.1, ,  0,,55,,,菅原明良,(美),高木登,マテラスカイ,キングカメハメハ,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
5,,10,リゾートライン,牡,3,502,,,7,13.5, ,  0,,57,,,荻野極,(美),伊坂重信,ドレフォン,ロードカナロア,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,11,ヨドノヒロイン,牝,3,482,,,2,5.7, ,  0,,53,△,,長浜鴻緒,(美),武市康男,マジェスティックウォリアー,タイキシャトル,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
6,,12,ヴォンドゥ,牝,3,424,,,3,6.0, ,  0,,52,▲,,遠藤汰月,(栗),小栗実,ルヴァンスレーヴ,"Northern Afleet",,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
7,,13,スカット,牝,3,446,,,6,11.8, ,  0,,52,▲,,上里直汰,(美),堀内岳志,ゴールドドリーム,ハーツクライ,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
7,,14,アイファーセラピー,牝,3,400,,,13,106.4, ,  0,,55,,,野中悠太,(美),蛯名利弘,タニノフランケル,ハービンジャー,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
8,,15,スローモーション,牝,3,388,,,8,27.4, ,  0,,55,,,長岡禎仁,(美),深山雅史,ミスチヴィアスアレックス,ディープインパクト,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
