レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026021505010601,2026.2.15,日,東京,1東6,1,,未勝利,ダート,1300,,2,良,晴,16,10:05,,馬齢,３歳
8,,15,マイネルテオドロス,牡,3,460,+ 4,+ 4,6,15.6, ,115,4,57,,,佐々木大,(美),菊川正達,ダノンバラード,アグネスデジタル,,ネイティヴダンサー系,1,25,1中9,8,未勝利,ダ,1200,良,,佐々,57.0,,4,15.6,2,0.5,3,,,2,2,34.50,38.9,3,サトノエスケープ
8,,16,メイポール,牝,3,438,+ 8,+ 8,14,365.7, , 82,16,55,,*,原優介,(美),南田美知,ホッコータルマエ,フレンチデピュティ,,ニアークティック系,12,21,5中6,6,未勝利*,ダ,1200,不,B,嶋田,55.0,,14,144.7,15,3.3,15,,,16,16,35.90,38.7,15,ホウオウヘッセン
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026021505010602,2026.2.15,日,東京,1東6,2,,未勝利,ダート,2100,,4,良,晴,16,10:35,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,アイムスティルミー,セ,3,432,- 4,- 4,9,71.7, , 85,12,57,,*,江田照男,(美),手塚貴久,ダノンバラード,ヴィクトワールピサ,,ロイヤルチャージャー系,1,24,1小1,11,未勝利,芝,1800,良,,嶋田,57.0,,12,102.1,16,4.0,5,6,8,10,15,36.25,37.6,15,アルヴァンドルード
2,,2,ホウオウモチーヴ,牡,3,496,+ 4,+ 4,1,2.0, ,110,2,57,,*,横山武史,(栗),矢作芳人,サートゥルナーリア,ハービンジャー,,ニアークティック系,11,22,4京5,2,未勝利*,芝,1800,良,,坂井,56.0,,2,3.1,5,0.3,1,,,9,8,36.30,34.6,3,ヴィスコンテッサ
3,,3,ゴールドエンバー,牡,3,466,- 8,- 8,11,105.1, ,105,5,57,,,木幡初也,(美),竹内正洋,バゴ,ステイゴールド,ナスルーラ系,ロイヤルチャージャー系,2,1,1東2,3,未勝利,ダ,2100,良,,木幡,57.0,,5,22.6,6,2.3,5,8,8,9,9,38.72,40.2,5,オルブライト
4,,4,ハルノアメ,牡,3,434,+ 4,+ 4,13,146.7, , 99,9,57,,,原田和真,(美),上原博之,ダノンバラード,トーセンブライト,,ロイヤルチャージャー系,1,24,1中8,4,未勝利,ダ,1800,良,,原田,57.0,,6,43.6,10,2.8,6,10,10,11,11,38.55,42.7,10,スノースコール
4,,5,バトルモクオ,牡,3,498,+ 2,+ 2,10,103.1, ,103,7,57,,,松岡正海,(美),戸田博文,ベンバトル,ロサード,,ロイヤルチャージャー系,1,10,1中3,初,新馬,芝,2000,良,,松岡,57.0,,9,81.3,8,1.7,13,3,3,6,6,37.63,36.1,9,ランザワールド
5,,6,クリュメノス,牡,3,486,+ 8,+ 8,7,22.8, ,100,8,55,△,,長浜鴻緒,(美),小西一男,マジェスティックウォリアー,シンボリクリスエス,,ロイヤルチャージャー系,1,24,1中8,3,未勝利,ダ,1800,良,,長浜,55.0,△,11,298.8,5,0.9,8,6,6,8,6,38.40,41.1,3,スノースコール
5,,7,ダンシングアウェイ,牡,3,468,+ 6,+ 6,6,15.5, , 96,10,57,,*,津村明秀,(美),相沢郁,ジャスタウェイ,ルーラーシップ,,ネイティヴダンサー系,1,25,1小2,5,未勝利,芝,2000,良,,永島,55.0,◇,8,31.6,14,2.0,8,14,14,14,14,36.64,36.0,13,ドッグウッド
6,,8,ケンブリッジ,牡,3,498,,,8,71.2, ,  0,,57,,,柴田善臣,(美),水野貴広,ノーブルミッション,キンシャサノキセキ,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
6,,9,グランドスウェル,牡,3,516,  0,0,4,12.3, ,109,3,57,,,杉原誠人,(美),畠山吉宏,サトノダイヤモンド,"Fusaichi Pegasus",,ネイティヴダンサー系,2,1,1東2,3,未勝利,ダ,2100,良,,杉原,57.0,,6,32.6,3,1.5,6,9,8,11,11,38.80,39.2,2,オルブライト
7,,10,エクセルクラウン,牡,3,486,+ 4,+ 4,5,14.1, ,104,6,57,,*,横山和生,(美),菊沢隆徳,サトノアラジン,"Super Saver",,,1,25,1中9,初,新馬,ダ,1800,良,,横山,57.0,,7,20.7,8,1.8,5,13,12,13,14,40.05,40.3,3,トーアエレクトラム
7,,11,マイネルアイフェル,牡,3,516,+ 4,+ 4,12,114.5, , 93,11,57,,,柴田大知,(美),上原博之,デクラレーションオブウォー,バトルプラン,,ネイティヴダンサー系,2,3,川崎,3,フェブ,ダ,1600,良,,柴田,56.0,,5,,5,1.0,,4,5,3,4,,----,,サマーマッドネス
8,,12,コパノエイダン,牡,3,496,+ 2,+ 2,2,3.4, ,120,1,57,,,原優介,(美),上原博之,コパノリッキー,キンシャサノキセキ,,ロイヤルチャージャー系,1,24,1中8,2,未勝利,ダ,1800,良,,原優,57.0,,4,9.2,2,0.0,4,12,12,4,3,38.25,40.5,1,スノースコール
8,,13,ツインドライヴ,牡,3,520,  0,0,3,6.5, ,109,3,57,,*,大野拓弥,(美),新開幸一,ブリックスアンドモルタル,"Seattle Fitz",,,1,18,1中7,11,未勝利,ダ,1800,良,,石田,54.0,▲,5,19.6,5,1.4,9,3,3,2,4,38.60,39.9,6,サイモフェーン
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026021505010603,2026.2.15,日,東京,1東6,3,,新馬,ダート,1600,,2,良,晴,16,11:05,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ニットウライズ,牡,3,450,,,8,35.8, ,  0,,57,,,柴田善臣,(美),高橋文雅,ダノンプレミアム,プリサイスエンド,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,モンスターラッシュ,牡,3,494,,,4,7.0, ,  0,,57,,,石川裕紀,(美),高木登,クリソベリル,ワイルドラッシュ,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
2,,3,ハイバーニアン,牡,3,476,,,9,39.4, ,  0,,57,,,吉田豊,(美),高橋文雅,タリスマニック,ハーツクライ,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
2,,4,ルミナスレイナ,牝,3,476,,,11,77.1, ,  0,,55,,,伊藤工真,(美),菊沢隆徳,デクラレーションオブウォー,マヤノトップガン,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
3,,5,コウユーダイダイ,牝,3,510,,,13,100.2, ,  0,,55,,,大野拓弥,(美),辻哲英,アメリカンペイトリオット,トーセンファントム,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
3,B,6,タマモブレイキン,牡,3,512,,,3,6.9, ,  0,,57,,,横山武史,(美),伊藤圭三,ブリックスアンドモルタル,ハーツクライ,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
4,,7,ウェイヴメカニクス,牡,3,476,,,5,17.7, ,  0,,57,,,三浦皇成,(美),萩原清,リアルスティール,ハービンジャー,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
4,,8,タイセイジェイド,牡,3,512,,,2,3.7, ,  0,,57,,,松山弘平,(栗),矢作芳人,クリソベリル,ロージズインメイ,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
5,,9,ハスカップジャム,牝,3,422,,,15,172.4, ,  0,,53,△,,長浜鴻緒,(美),中舘英二,フィエールマン,"Fusaichi Pegasus",,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
5,,10,モルペウステソーロ,牡,3,470,,,16,189.1, ,  0,,54,▲,,遠藤汰月,(美),高橋文雅,ミッキーロケット,ゴールドアリュール,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
6,,11,ティアップシャイン,牝,3,466,,,14,153.4, ,  0,,52,▲,,佐藤翔馬,(美),奥平雅士,ダノンスマッシュ,ゴールドアリュール,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
6,,12,エタンセル,牡,3,460,,,10,56.4, ,  0,,57,,,菅原明良,(美),高木登,ブリックスアンドモルタル,ディープインパクト,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
7,,13,プレースメント,牡,3,548,,,1,2.2, ,  0,,57,,,キング,(美),蛯名正義,ナダル,ディープインパクト,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
7,,14,バターショコラ,牝,3,462,,,7,31.1, ,  0,,55,,,岩田康誠,(美),戸田博文,マインドユアビスケッツ,ノヴェリスト,,その他のエクリプス系,,,,,,,,,,,,,,,,,,,,,,,,,
8,,15,エトワールフィーユ,牝,3,464,,,12,87.1, ,  0,,55,,,杉原誠人,(美),西田雄一,マインドユアビスケッツ,ブラックタイド,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
8,,16,トレンドラド,牝,3,454,,,6,23.5, ,  0,,55,,,佐々木大,(美),伊藤大士,レイデオロ,Singspiel,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026021505010604,2026.2.15,日,東京,1東6,4,,1勝,ダート,1600,,2,良,晴,16,11:35,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ガンダ,牡,3,496,+ 4,+ 4,2,4.8, ,112,1,57,,*,横山武史,(美),斎藤誠,ホッコータルマエ,オルフェーヴル,,,1,24,1中8,6,１勝ｸﾗｽ*,ダ,1800,良,,菅原,57.0,,10,60.0,2,0.3,8,1,1,1,1,38.05,38.9,3,クラウトロック
2,,2,ストロングエース,牡,3,484,+ 2,+ 2,13,280.2, , 87,12,55,△,,長浜鴻緒,(美),相沢郁,ヤマカツエース,キンシャサノキセキ,,ロイヤルチャージャー系,1,25,1中9,3,若竹賞･1勝*,芝,1800,良,,長浜,57.0,,12,282.0,10,1.9,12,9,10,10,11,36.25,35.9,9,ブレナヴォン
3,,3,ロンギングフォユー,牝,3,480,+ 6,+ 6,7,10.4, ,106,4,55,,,荻野極,(美),大竹正博,ナダル,ディープインパクト,,ロイヤルチャージャー系,1,24,1中8,10,１勝ｸﾗｽ*,ダ,1800,良,,荻野,55.0,,2,4.2,7,1.2,3,8,8,10,8,38.45,39.0,5,クラウトロック
4,,4,ユアフェリシティ,牡,3,482,- 4,- 4,6,10.1, ,108,2,57,,,原田和真,(美),千葉直人,ルヴァンスレーヴ,エリシオ,,ニアークティック系,1,24,1中8,7,１勝ｸﾗｽ*,ダ,1800,良,,原田,57.0,,3,6.0,5,0.9,5,3,3,2,2,38.10,39.4,8,クラウトロック
4,,5,トーアエレクトラム,牝,3,490,+ 6,+ 6,9,22.5,>,104,6,55,,*,田辺裕信,(美),小島茂之,オルフェーヴル,アグネスデジタル,,ネイティヴダンサー系,1,25,1中9,初,新馬,ダ,1800,良,,菅原,55.0,,9,41.8,1,-0.4,10,8,8,9,8,39.50,39.6,1,(レイズテンペスト)
5,,6,マイネルミラケル,牡,3,512,- 5,- 5,12,223.6,>, 75,13,57,,,柴田大知,(美),畠山吉宏,ウインブライト,ロージズインメイ,,ロイヤルチャージャー系,1,22,船橋,3,ベスト,ダ,1600,良,,柴田,56.0,,4,,1,-0.1,,8,8,7,7,,----,,(ジョイセブン)
5,,7,レイオブファイア,牡,3,462,+10,+10,10,114.5, , 94,9,54,▲,*,上里直汰,(美),加藤士津,ニューイヤーズデイ,ジャスタウェイ,,,11,9,5東2,4,オキザリ･1勝,ダ,1400,稍,,内田,56.0,,13,155.8,11,3.0,12,,,8,8,35.48,38.9,12,サトノボヤージュ
6,,8,リアライズブラーヴ,牡,3,474,- 4,- 4,5,7.8,+,104,6,57,,,松山弘平,(栗),杉山晴紀,エピファネイア,キングカメハメハ,,ネイティヴダンサー系,1,12,1京5,5,シンザンG3,芝,1600,良,,松山,57.0,,11,24.1,10,1.0,11,,,14,14,35.76,34.8,6,サンダーストラック
6,,9,サンダーヴィント,牡,3,452,+ 4,+ 4,4,6.0, , 98,8,57,,*,菅原明良,(美),高木登,アドマイヤマーズ,Petionville,,ネイティヴダンサー系,11,2,3京B,3,もちの木･1勝,ダ,1800,稍,,浜中,56.0,,9,36.6,9,1.9,5,15,16,11,9,37.60,38.3,9,パイロマンサー
7,,10,バトゥカーダ,牡,3,486,-10,-10,8,14.3, , 89,11,57,,*,松岡正海,(栗),安達昭夫,カレンブラックヒル,サウスヴィグラス,,ネイティヴダンサー系,1,10,1京3,11,１勝ｸﾗｽ*,ダ,1800,良,,柴田,55.0,△,10,136.3,8,1.2,7,8,8,7,10,38.95,37.1,7,タガノアバンドーネ
7,,11,ラフレードピエル,牡,3,450,- 2,- 2,11,166.9, , 94,9,57,,,木幡巧也,(美),萱野浩二,クリソベリル,スウェプトオーヴァーボード,,ネイティヴダンサー系,1,24,1中8,2,１勝ｸﾗｽ*,ダ,1800,良,,木幡,57.0,,13,259.9,6,1.2,11,10,10,7,6,38.30,39.3,7,クラウトロック
8,,12,ショウナンパトス,牡,3,452,+ 2,+ 2,1,4.2, ,107,3,57,,,横山和生,(美),中舘英二,ルヴァンスレーヴ,キングカメハメハ,,ネイティヴダンサー系,1,24,1中8,7,１勝ｸﾗｽ*,ダ,1800,良,,横山,57.0,,4,6.1,4,0.7,9,5,5,6,6,38.25,38.9,3,クラウトロック
8,,13,ザーフィル,牡,3,562,+18,+18,3,5.3, ,106,4,57,,*,キング,(美),林徹,Ghaiyyath,Tamayuz,,ネイティヴダンサー系,12,6,5中1,10,葉牡丹賞･1勝,芝,2000,良,,ルメ,56.0,,1,2.5,8,0.9,6,2,2,2,2,35.57,36.1,8,サノノグレーター
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026021505010605,2026.2.15,日,東京,1東6,5,,未勝利,芝,1800,D,2,良,晴,16,12:25,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ダノンオンザビート,牡,3,520,,,2,2.9, ,  0,,57,,,キング,(美),堀宣行,キタサンブラック,"Mount Nelson",,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,ピッタンヌンムル,牝,3,398,-14,-14,14,257.4, , 90,9,55,,*,江田照男,(美),伊藤大士,ダノンバラード,マヤノトップガン,,ロイヤルチャージャー系,11,24,5東6,2,未勝利*,芝,1400,良,,小林,55.0,,14,549.3,15,2.2,9,,,12,12,36.23,35.2,16,ミッキーダムール
2,,3,コスモアマデウス,牡,3,494,  0,0,15,332.2, , 84,10,57,,,柴田大知,(美),畠山吉宏,"Dawn Approach",Teofilo,,ニアークティック系,11,8,5東1,2,未勝利*,芝,2000,良,,柴田,56.0,,11,490.8,12,2.3,11,,10,10,10,38.10,34.6,11,グリーンエナジー
2,,4,ブリリアンス,牡,3,438,,,12,180.8, ,  0,,57,,,木幡巧也,(美),大和田成,サトノクラウン,ダイワメジャー,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
3,,5,アルカマル,牡,3,478,+18,+18,8,44.5, , 95,6,57,,,杉原誠人,(美),青木孝文,アルアイン,Sinndar,,ニアークティック系,11,22,3福5,4,未勝利*,芝,1800,良,,杉原,56.0,,10,28.1,11,1.1,13,7,8,7,8,36.60,36.0,9,アロンソア
3,,6,カンティーナ,牝,3,466,+10,+10,6,24.5, ,103,3,55,,*,大野拓弥,(美),堀内岳志,シルバーステート,シンボリクリスエス,,ロイヤルチャージャー系,11,16,5東4,8,未勝利*,芝,1800,良,,松岡,55.0,,7,27.6,11,1.9,3,,5,7,8,35.85,36.5,13,ランズダウンロード
4,,7,ヴォンサクレ,牡,3,484,+ 4,+ 4,7,28.2, , 95,6,57,,,横山和生,(美),勢司和浩,アルアイン,ハーツクライ,,ロイヤルチャージャー系,11,2,4東B,初,新馬,芝,2000,良,,横山,56.0,,8,52.8,5,0.5,5,,6,5,5,38.70,33.8,2,アローメタル
4,,8,アエログラム,牡,3,438,,,5,10.4, ,  0,,57,,,松山弘平,(美),菊沢隆徳,シルバーステート,クロフネ,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
5,,9,ララニューディー,牡,3,510,,,4,8.1, ,  0,,57,,,佐々木大,(美),大竹正博,サートゥルナーリア,クロフネ,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
5,,10,ヤマメホープ,牡,3,484,,,9,60.3, ,  0,,57,,,田辺裕信,(美),久保田貴,コントレイル,"Hard Spun",,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
6,,11,タイキアロハ,牡,3,496,+ 6,+ 6,13,193.9, , 91,8,57,,*,武藤雅,(美),西田雄一,ラブリーデイ,モンテロッソ,,,11,30,5東8,初,新馬,芝,1800,良,,菊沢,56.0,,12,270.1,8,2.0,11,,9,8,8,37.30,34.4,6,ゴーラッキー
6,,12,デイズインザサン,牝,3,466,,,16,354.9, ,  0,,55,,,吉田豊,(美),小野次郎,シルバーステート,ダンスインザダーク,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
7,,13,マッキュラシオン,牡,3,494,- 4,- 4,10,65.6, , 98,5,57,,*,原優介,(美),武市康男,イスラボニータ,ハーツクライ,,ロイヤルチャージャー系,11,23,5東5,2,未勝利*,芝,1600,良,,三浦,56.0,,12,109.6,7,1.0,6,,,14,13,36.36,34.3,6,ピエドゥラパン
7,,14,ナックホワイト,牝,3,474,- 6,- 6,3,5.9, ,112,2,55,,*,荻野極,(美),杉浦宏昭,ブリックスアンドモルタル,ステイゴールド,,ロイヤルチャージャー系,2,1,1東2,3,未勝利,芝,1800,良,,大野,55.0,,3,8.9,4,0.6,7,,2,2,2,36.45,34.5,6,アウダーシア
8,,15,サムシングスイート,牝,3,498,+ 4,+ 4,1,2.8, ,119,1,55,,,横山武史,(美),伊藤大士,サートゥルナーリア,ヴィクトワールピサ,,ロイヤルチャージャー系,1,17,1中6,4,未勝利,芝,2000,良,,横山,55.0,,7,9.6,2,0.0,11,13,13,13,11,36.94,34.5,1,レダアトミカ
8,,16,エコロゼット,牡,3,442,+ 4,+ 4,11,78.5, ,102,4,57,,,菅原明良,(美),岩戸孝樹,フィエールマン,ルーラーシップ,,ネイティヴダンサー系,12,6,5中1,初,新馬,芝,2000,良,,菅原,56.0,,11,78.8,7,1.3,2,8,8,7,6,37.20,35.6,10,ゴディアーモ
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026021505010606,2026.2.15,日,東京,1東6,6,,1勝,芝,2400,D,4,良,晴,18,12:55,,定量,４上
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,キョウエイグッド,牡,4,458,+ 6,+ 6,4,10.8, ,106,5,57,,,木幡巧也,(美),千葉直人,トーセンラー,イーグルカフェ,,ネイティヴダンサー系,1,17,1中6,3,１勝ｸﾗｽ,芝,2200,良,,木幡,57.0,,5,10.9,5,0.4,8,6,6,5,7,36.34,35.5,4,クリフハンガー
2,,2,キロノヴァ,牡,4,436,+ 4,+ 4,12,209.8,>, 81,13,57,,*,大野拓弥,(美),萩原清,ミッキーアイル,"Hawk Wing",,ネイティヴダンサー系,8,31,3新4,2,未勝利,芝,2200,良,,菅原,57.0,,8,19.9,10,2.2,3,18,18,18,18,37.05,36.7,7,オリオアルセーリオ
3,,3,ティムール,牡,6,480,  0,0,3,6.0, ,109,3,58,,*,荻野極,(栗),中竹和也,キズナ,Tapit,,ナスルーラ系,12,21,5阪6,3,１勝ｸﾗｽ,芝,2200,重,,西村,58.0,,4,7.2,13,2.0,4,18,15,7,7,36.38,37.7,13,ヴァリージア
