レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026011706010601,2026.1.17,土,中山,1中6,1,,未勝利,ダート,1200,,2,良,晴,16,10:05,,馬齢,３歳
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026011706010606,2026.1.17,土,中山,1中6,6,,1勝,ダート,1200,,2,良,晴,16,12:55,,定量,４上
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,パシーヴ,牡,4,486,+ 4,+ 4,5,11.1, ,111,5,58,,,三浦皇成,(美),上原博之,ニューイヤーズデイ,ゴールドアリュール,,ロイヤルチャージャー系,12,28,5中8,3,１勝ｸﾗｽ,ダ,1200,良,,三浦,57.0,,3,6.4,3,0.6,3,,,5,5,35.00,37.6,4,タイセイルヴァン
1,,2,カフェベラノッテ,牡,7,482,+ 2,+ 2,10,24.3, ,100,10,58,,,横山典弘,(美),柄崎将寿,アロマカフェ,Stravinsky,,ニアークティック系,12,13,5中3,29,１勝ｸﾗｽ,ダ,1200,良,,横山,58.0,,10,61.6,7,0.6,14,,,13,13,36.10,36.8,3,レイユール
2,B,3,チェルシー,牝,5,444,  0,0,3,4.8, ,119,1,54,△,,長浜鴻緒,(美),中舘英二,サトノアラジン,Makfi,,ネイティヴダンサー系,12,28,5中8,9,１勝ｸﾗｽ,ダ,1200,良,B,長浜,54.0,△,4,7.2,2,0.3,8,,,3,2,34.80,37.5,3,タイセイルヴァン
2,,4,レインボーラッキー,牝,4,444,- 6,- 6,7,13.5, ,112,3,56,,,横山琉人,(美),斎藤誠,"Quality Road","Awesome Again",ネイティヴダンサー系,ニアークティック系,1,4,1中1,16,１勝ｸﾗｽ・牝,ダ,1200,稍,,横山,56.0,,8,14.8,3,0.0,15,,,12,12,35.00,37.1,4,ラヴァグロウ
3,,5,カツノテンス,牡,6,454,- 2,- 2,14,86.2, , 99,12,58,,,松岡正海,(美),伊藤伸一,シルバーステート,サウスヴィグラス,,ネイティヴダンサー系,1,5,1中2,3,１勝ｸﾗｽ,ダ,1200,稍,,松岡,58.0,,16,255.9,5,0.3,13,,,5,5,35.00,37.0,7,ビーコング
3,,6,トモジャシーマ,セ,6,512,+ 6,+ 6,8,13.6, ,106,8,58,,*,津村明秀,(美),鈴木伸尋,シャンハイボビー,グラスワンダー,,ロイヤルチャージャー系,11,24,3福6,4,１勝ｸﾗｽ,ダ,1150,良,,横山,58.0,,5,8.4,6,0.9,9,,,15,12,36.55,36.1,3,レグザゴン
4,,7,バム,牡,4,464,-14,-14,16,152.1, ,  0,,58,,*,嶋田純次,(美),南田美知,ロジャーバローズ,アグネスデジタル,,ネイティヴダンサー系,11,11,金沢,2,サラ系,ダ,1400,稍,,中島,57.0,,1,,1,-0.1,,1,1,1,1,,----,,(キタノダイヤ)
4,,8,アツキヤマト,牡,5,514,  0,0,2,4.7, ,112,3,58,,,小林凌大,(美),小西一男,マルターズアポジー,ブライアンズタイム,,ロイヤルチャージャー系,12,20,5中5,5,１勝ｸﾗｽ,ダ,1200,良,,小林,58.0,,5,18.0,3,1.1,6,,,7,5,34.60,37.0,6,ダンケルド
5,,9,メッエフアパラ,牡,5,470,  0,0,1,4.3, ,110,6,58,,*,戸崎圭太,(美),辻哲英,エスポワールシチー,キングヘイロー,,ニアークティック系,12,28,5中8,4,１勝ｸﾗｽ,ダ,1200,良,,坂井,58.0,,2,4.1,4,0.8,5,,,5,5,35.00,37.8,6,タイセイルヴァン
5,,10,タルトポワール,牝,4,454,- 2,- 2,4,10.1, ,109,7,56,,,丹内祐次,(美),清水英克,モーニン,コマンズ,,ニアークティック系,12,20,5中5,4,１勝ｸﾗｽ,ダ,1200,良,,丹内,55.0,,3,8.3,9,1.9,4,,,3,3,34.20,38.2,12,ダンケルド
6,,11,ホーリーブライト,牝,5,468,+ 6,+ 6,11,40.0, , 98,13,53,▲,*,小林美駒,(美),竹内正洋,マクフィ,ディープブリランテ,,ロイヤルチャージャー系,12,21,5名6,23,１勝ｸﾗｽ・若,ダ,1200,稍,,永島,54.0,◇,10,50.3,8,1.2,2,,,14,15,36.30,36.6,6,エメラヴィ
6,B,12,クインズシフォン,牝,4,452,- 4,- 4,9,16.9, ,104,9,53,▲,,石神深道,(美),和田正一,デクラレーションオブウォー,トワイニング,,ネイティヴダンサー系,12,28,5中8,13,１勝ｸﾗｽ,ダ,1200,良,B,石神,52.0,▲,6,9.2,5,0.9,4,,,9,8,35.20,37.7,5,タイセイルヴァン
7,,13,ルージュベルベット,牝,5,444,- 2,- 2,13,48.0, ,100,10,53,▲,*,石田拓郎,(美),浅利英明,ドレフォン,ディープインパクト,,ロイヤルチャージャー系,12,7,5名2,8,１勝ｸﾗｽ,ダ,1200,良,,岩田,56.0,,7,14.8,9,1.4,6,,,5,5,35.60,37.7,10,ラーナローザ
7,,14,オオゾラヒバリ,牝,5,480,+ 4,+ 4,6,13.4, ,114,2,56,,,野中悠太,(美),根本康広,トーセンラー,スターキングマン,,ネイティヴダンサー系,1,4,1中1,8,１勝ｸﾗｽ・牝,ダ,1200,稍,,野中,56.0,,10,21.5,2,0.0,7,,,9,9,34.70,37.4,5,ラヴァグロウ
8,,15,レイホープ,牡,4,506,+ 2,+ 2,15,93.5, ,  0,,58,,*,佐々木大,(美),菊川正達,トゥザグローリー,オレハマッテルゼ,,ロイヤルチャージャー系,11,11,門別,2,グラン,ダ,1200,稍,,宮内,57.0,,7,,1,-0.3,,,,2,2,,----,,(バルジール)
8,,16,リアルショット,牡,4,464,  0,0,12,47.1, , 88,14,58,,*,木幡巧也,(美),加藤征弘,リアルスティール,ファルブラヴ,,ニアークティック系,10,11,4東3,16,１勝ｸﾗｽ,ダ,1400,稍,,佐々,56.0,,14,175.0,12,2.1,16,,,9,9,36.68,38.0,13,トラヴェリンバンド
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026011706010607,2026.1.17,土,中山,1中6,7,,1勝,芝,2200,C,4,良,晴,18,13:25,,定量,４上
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,サラスヴァティー,牝,4,478,+ 8,+ 8,2,2.8, ,117,2,55,,,横山武史,(美),森一誠,レイデオロ,ゼンノロブロイ,,ロイヤルチャージャー系,10,4,4東1,9,１勝ｸﾗｽ・牝,芝,2000,良,,横山,54.0,,6,12.8,1,-0.0,5,,2,1,1,37.54,33.2,7,(リポサンテ)
2,,2,キョウエイグッド,牡,4,452,- 2,- 2,5,10.9, ,106,4,57,,,木幡巧也,(美),千葉直人,トーセンラー,イーグルカフェ,,ネイティヴダンサー系,12,27,5中7,17,１勝ｸﾗｽ,芝,2200,良,,木幡,56.0,,13,41.0,6,0.3,12,11,11,12,11,37.31,35.5,6,ウィッシュツリー
3,B,3,フォーグッド,セ,7,500,-10,-10,10,134.3, , 96,10,58,,*,菅原明良,(美),国枝栄,ディープインパクト,Congrats,ロイヤルチャージャー系,ナスルーラ系,9,27,4中8,4,１勝ｸﾗｽ,芝,2200,良,B,荻野,58.0,,10,98.8,14,2.0,16,16,15,13,15,37.13,35.5,13,サンカシグレ
4,,4,コスモグラニット,牡,4,496,  0,0,8,30.2, ,101,6,57,,,丹内祐次,(美),清水英克,キタサンブラック,スウェプトオーヴァーボード,,ネイティヴダンサー系,12,27,5中7,29,１勝ｸﾗｽ,芝,2200,良,,丹内,56.0,,11,34.7,16,1.6,11,2,2,1,1,37.05,37.5,17,ウィッシュツリー
5,,5,ナスノソナタ,牡,4,488,+ 4,+ 4,11,160.0, , 89,11,57,,*,丸山元気,(美),武井亮,レイデオロ,ハーツクライ,,ロイヤルチャージャー系,12,6,5名1,3,１勝ｸﾗｽ,ダ,1900,良,,富田,57.0,,15,273.8,15,4.5,8,6,6,7,8,38.26,41.8,15,スマートシーカー
5,,6,ミッドセンチュリー,牡,4,484,- 2,- 2,3,6.6, ,113,3,57,,,嶋田純次,(美),松山将樹,トゥザグローリー,エイシンフラッシュ,,,12,27,5中7,16,１勝ｸﾗｽ,芝,2200,良,,嶋田,56.0,,14,48.0,3,0.1,13,7,7,8,9,37.24,35.5,6,ウィッシュツリー
6,,7,クリフハンガー,セ,5,450,- 4,- 4,6,12.3, ,101,6,58,,,荻野極,(美),上原博之,ルーラーシップ,ステイゴールド,ネイティヴダンサー系,ロイヤルチャージャー系,1,11,1中4,7,１勝ｸﾗｽ,芝,1600,良,,荻野,58.0,,8,38.0,8,1.6,3,,12,14,13,34.86,35.6,6,クライスレリアーナ
6,,8,エデルクローネ,牡,4,492,+ 8,+ 8,1,2.7, ,122,1,57,,*,戸崎圭太,(美),手塚貴久,フィエールマン,キングカメハメハ,,ネイティヴダンサー系,11,16,5東4,9,１勝ｸﾗｽ,芝,2000,良,,プー,56.0,,2,3.3,3,0.5,8,,5,6,6,36.69,34.6,6,プルミエソルティ
7,,9,コア,牡,4,502,+ 4,+ 4,7,15.9, , 99,8,57,,*,田辺裕信,(美),相沢郁,キズナ,Frankel,,ニアークティック系,11,29,5東7,3,１勝ｸﾗｽ,ダ,1600,良,,岩田,57.0,,10,99.1,11,1.8,12,,,8,9,37.32,37.3,13,コーカサスゴールド
7,,10,ストレートブラック,牝,4,432,- 2,- 2,4,10.8,>,103,5,55,,*,松岡正海,(美),奥平雅士,トーセンラー,ヴィクトワールピサ,,ロイヤルチャージャー系,9,14,4中4,2,未勝利,芝,2000,良,,石神,52.0,▲,2,4.9,2,0.2,4,4,3,3,3,35.87,34.9,4,シャンソンドール
8,,11,ウィングコマンダー,セ,4,476,+ 8,+ 8,12,649.3, , 83,12,57,,*,柴田大知,(美),粕谷昌央,デクラレーションオブウォー,エピファネイア,,,12,14,5名4,28,１勝ｸﾗｽ,ダ,1200,稍,B,菊沢,57.0,,15,257.4,16,3.7,16,,,16,16,37.20,38.2,11,ドラゴンテイラー
8,,12,ゲレル,牝,4,450,+ 4,+ 4,9,102.6, , 98,9,55,,,上野翔,(美),小野次郎,ブラックタイド,キングカメハメハ,ロイヤルチャージャー系,ネイティヴダンサー系,12,27,5中7,5,１勝ｸﾗｽ,芝,2200,良,,上野,54.0,,18,480.1,7,0.3,17,7,8,13,11,37.43,35.2,2,ウィッシュツリー
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026011706010608,2026.1.17,土,中山,1中6,8,,2勝,ダート,1200,,2,良,晴,16,13:55,,定量,４上
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,B,1,レグザゴン,牝,5,458,- 4,- 4,8,75.0,>, 95,13,53,▲,*,舟山瑠泉,(美),斎藤誠,アドマイヤムーン,ヘクタープロテクター,ネイティヴダンサー系,ネイティヴダンサー系,11,24,3福6,2,１勝ｸﾗｽ,ダ,1150,良,B,吉村,55.0,☆,8,41.3,1,-0.1,10,,,1,1,35.02,36.6,4,(ヒラボクカレラ)
1,,2,クールソル,牝,5,460,- 2,- 2,13,204.0, , 86,16,56,,*,丹内祐次,(美),斎藤誠,ドレフォン,ダイワメジャー,,ロイヤルチャージャー系,11,16,5東4,28,２勝ｸﾗｽ,ダ,1400,良,,石橋,56.0,,15,350.8,14,2.6,15,,,13,13,36.98,37.5,14,メイショウハチロー
2,B,3,リリージェーン,牝,6,442,- 4,- 4,12,172.9, , 97,11,56,,,原優介,(美),小手川準,ヘニーヒューズ,ネオユニヴァース,,ロイヤルチャージャー系,12,13,5中3,14,２勝ｸﾗｽ,ダ,1200,良,B,原優,56.0,,6,25.8,11,1.5,7,,,10,10,35.20,37.5,9,シュヴァルボヌール
2,,4,ビッグドリーム,牡,5,536,- 2,- 2,2,4.3, ,121,1,58,,*,戸崎圭太,(栗),西園正都,ビッグアーサー,"Tale of Ekati",,,12,6,5名1,3,中京日経･2勝,ダ,1200,良,,丸山,58.0,,2,5.4,3,0.6,1,,,3,3,34.90,36.6,7,ゼットエール
3,,5,フェデルミエール,牝,4,498,+ 4,+ 4,16,273.0, ,100,10,53,▲,*,上里直汰,(美),中川公成,ゴールドアクター,アルデバラン2,,ネイティヴダンサー系,12,13,5中3,3,２勝ｸﾗｽ,ダ,1200,良,,石田,52.0,▲,7,26.0,9,1.3,10,,,6,7,34.90,37.6,11,シュヴァルボヌール
3,,6,タマモヴェナトル,牡,6,452,+ 2,+ 2,11,159.6, , 97,11,58,,,菊沢一樹,(美),菊沢隆徳,シニスターミニスター,ダノンシャンティ,ナスルーラ系,ロイヤルチャージャー系,9,20,4中6,13,２勝ｸﾗｽ,ダ,1200,重,B,菊沢,58.0,,10,51.4,14,2.0,9,,,7,7,34.80,37.7,15,エコロエイト
4,,7,カツラノキサノキ,牡,5,490,- 8,- 8,14,225.9, ,101,8,58,,*,木幡巧也,(栗),庄野靖志,リオンディーズ,ゼンノロブロイ,,ロイヤルチャージャー系,12,20,5名5,10,ヤングジ･2勝,ダ,1400,稍,,佐野,58.0,,13,79.4,6,0.5,6,,,2,2,35.70,38.2,12,トルーマンテソーロ
4,,8,フレイミングパイ,牝,5,448,  0,0,6,28.6, ,101,8,53,▲,*,小林美駒,(栗),中竹和也,リアルインパクト,パイロ,,ナスルーラ系,12,6,5名1,3,中京日経･2勝,ダ,1200,良,,柴田,56.0,,8,62.9,8,1.1,10,,,6,6,35.50,36.5,6,ゼットエール
5,,9,ケープアグラス,牝,5,478,  0,0,9,81.0, ,104,7,56,,,伊藤工真,(美),金成貴史,エスポワールシチー,シンボリクリスエス,,ロイヤルチャージャー系,1,4,1中1,3,２勝ｸﾗｽ,ダ,1200,稍,,伊藤,56.0,,10,54.8,5,0.6,12,,,4,4,35.10,36.5,8,スリーピース
5,,10,トロピカルヒーロー,牡,6,558,+10,+10,15,267.8, , 90,15,56,△,*,長浜鴻緒,(美),根本康広,ビッグアーサー,ハイアーゲーム,,ロイヤルチャージャー系,12,20,5名5,2,ヤングジ･2勝,ダ,1400,稍,,神尾,58.0,,16,179.7,9,0.7,7,,,14,16,36.75,37.0,3,トルーマンテソーロ
6,,11,ゴールドハンマー,牝,4,492,  0,0,3,5.8, ,106,6,56,,,横山典弘,(美),村田一誠,ミスターメロディ,スズカコーズウェイ,,ニアークティック系,11,23,5東5,5,２勝ｸﾗｽ,ダ,1600,良,,横山,55.0,,3,4.6,9,1.0,10,,,11,11,38.28,35.7,5,セギレエルビエント
6,,12,ダンケルド,牡,4,506,  0,0,1,1.8,>,112,2,58,,,杉原誠人,(美),森一誠,ミッキーアイル,Firebreak,,,12,20,5中5,14,１勝ｸﾗｽ,ダ,1200,良,,杉原,57.0,,2,4.2,1,-0.7,2,,,1,1,33.60,36.9,5,(ピコテンダー)
7,,13,キョウエイカンフ,牡,6,528,  0,0,4,12.1, ,108,5,58,,*,横山和生,(美),勢司和浩,アジアエクスプレス,キングズベスト,,ネイティヴダンサー系,12,13,5中3,48,２勝ｸﾗｽ,ダ,1200,良,,戸崎,58.0,,2,4.8,6,0.9,3,,,10,9,35.20,36.9,4,シュヴァルボヌール
7,,14,タイセイピューマ,牡,5,496,+ 4,+ 4,5,12.2, ,110,3,55,▲,,石田拓郎,(美),新開幸一,ディスクリートキャット,ワイルドラッシュ,,ニアークティック系,1,4,1中1,4,２勝ｸﾗｽ,ダ,1200,稍,,石田,55.0,▲,7,15.7,4,0.5,8,,,7,6,35.30,36.2,1,スリーピース
8,,15,アルジェンタージョ,牝,5,468,  0,0,10,99.9, , 94,14,53,▲,*,佐藤翔馬,(美),伊藤圭三,レッドファルクス,ゴールドアリュール,,ロイヤルチャージャー系,11,22,4京5,4,２勝ｸﾗｽ,ダ,1400,良,,マー,56.0,,11,113.4,11,1.1,11,,,7,8,35.25,38.2,11,リネアグローリア
8,B,16,ジーベック,牡,5,462,  0,0,7,29.5, ,109,4,58,,*,津村明秀,(栗),矢作芳人,"Gun Runner","More Than Ready",,ロイヤルチャージャー系,12,13,5中3,2,２勝ｸﾗｽ,ダ,1200,良,B,マー,58.0,,4,7.6,4,0.8,2,,,6,6,34.90,37.1,6,シュヴァルボヌール
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026011706010609,2026.1.17,土,中山,1中6,9,菜の花賞,1勝,芝,1600,C,3,良,晴,16,14:30,牝,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,アメティスタ,牝,3,462,- 8,- 8,2,3.5,>,113,5,55,,*,横山武史,(栗),牧浦充徳,キタサンブラック,キングカメハメハ,,ネイティヴダンサー系,11,15,3福3,5,未勝利*,芝,2000,良,,西塚,54.0,☆,1,1.9,1,-0.1,1,4,5,5,5,36.60,35.7,1,(アストリル)
2,,2,アーリーハーベスト,牝,3,456,- 4,- 4,4,7.4, ,122,1,55,,*,小沢大仁,(栗),小林真也,アドマイヤマーズ,Makfi,,ネイティヴダンサー系,12,6,5名1,6,こうやま･1勝,芝,1600,良,,ジェ,55.0,,2,4.6,2,0.2,4,,2,2,2,37.98,33.7,6,クールデイトナ
3,,3,ロンギングセリーヌ,牝,3,496,- 6,- 6,3,5.9,>,108,6,55,,,横山和生,(美),竹内正洋,モーリス,ダイワメジャー,,ロイヤルチャージャー系,12,21,5中6,3,未勝利・牝*,芝,1800,重,,横山,55.0,,3,5.5,1,-0.0,2,1,1,1,1,38.60,35.0,4,(バンオンタイム)
4,,4,ファンクション,牝,3,444,+ 6,+ 6,5,8.0,>, 98,7,55,,*,丹内祐次,(美),斎藤誠,アルアイン,ダイワメジャー,,ロイヤルチャージャー系,11,24,3福6,初,新馬,芝,1800,良,,斎藤,55.0,,7,30.5,1,-0.1,10,2,2,2,2,38.10,34.4,4,(ミエノストロング)
5,,5,トリスティ,牝,3,468,-14,-14,7,49.8,+,116,3,55,,*,大野拓弥,(美),伊藤圭三,ディーマジェスティ,"Proudest Romeo",,,10,26,盛岡,9,プリン,ダ,1400,稍,,落合,54.0,,4,,6,1.4,,,,4,3,,----,,トリップス
6,,6,ポペット,牝,3,418,  0,0,1,2.1, ,117,2,55,,,横山典弘,(栗),高橋康之,サトノクラウン,エピファネイア,,,11,23,5東5,3,赤松賞･1勝*,芝,1600,良,,横山,55.0,,1,2.7,2,0.3,4,,,8,8,36.60,32.9,1,ヒズマスターピース
7,,7,オーシャンステラ,牝,3,422,+ 2,+ 2,8,123.3,>, 88,8,55,,*,菊沢一樹,(美),菊沢隆徳,ゴールドシップ,"Seeking the Gold",,ネイティヴダンサー系,11,2,4東B,10,未勝利*,芝,1600,良,,丹内,55.0,,4,7.1,6,1.3,3,,,3,2,35.58,35.6,10,グランセレスト
8,,8,エコールナヴァール,牝,3,476,+ 2,+ 2,6,16.7,>,114,4,55,,*,戸崎圭太,(美),森一誠,アドマイヤマーズ,クロフネ,,ニアークティック系,10,13,4東5,9,未勝利・牝*,ダ,1600,良,,ルメ,55.0,,1,2.5,1,-0.3,1,,,4,3,36.42,39.3,3,(ウィングブルー)
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026011706010610,2026.1.17,土,中山,1中6,10,アレキサンドライトＳ,3勝,ダート,1800,,4,良,晴,16,15:05,,ﾊﾝﾃﾞ,４上
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ヤマニンエンディマ,牡,6,518,+ 4,+ 4,10,22.1, ,113,3,55,,,大野拓弥,(美),辻哲英,サトノダイヤモンド,スペシャルウィーク,,ロイヤルチャージャー系,10,18,4東6,21,伊勢佐木･3勝,ダ,2100,良,,大野,58.0,,3,9.4,8,1.2,9,2,2,2,2,38.20,37.7,10,ピカピカサンダー
1,,2,オーケーバーディー,牝,5,466,+ 2,+ 2,3,5.6,>,103,10,54,,,横山琉人,(美),相沢郁,シニスターミニスター,ベーカバド,ナスルーラ系,ニアークティック系,1,5,1中2,8,初茜賞･2勝,ダ,1800,稍,,横山,56.0,,6,15.9,1,-0.6,8,1,1,1,1,37.00,38.7,1,(サノノワンダー)
2,,3,チュウワクリスエス,牡,4,498,+ 4,+ 4,4,6.7, ,116,1,56,,,原田和真,(美),栗田徹,ルヴァンスレーヴ,サウスヴィグラス,,ネイティヴダンサー系,12,7,5中2,10,市川ＳＨ･3勝,ダ,1800,良,,原田,55.0,,7,14.5,3,0.4,11,2,2,1,1,37.35,38.0,7,クラウンシエンタ
2,B,4,アラレタバシル,牡,5,474,+ 8,+ 8,2,5.4,>,109,7,56,,,丸山元気,(美),根本康広,ケープブランコ,デュランダル,,ロイヤルチャージャー系,12,13,5名3,3,鳴海特別･2勝,ダ,1800,良,B,丸山,58.0,,2,4.6,1,-0.1,1,12,13,5,5,38.35,36.6,4,(キングブルー)
3,B,5,ダニーデン,牡,6,510,- 4,- 4,15,231.9, , 89,16,54,,*,杉原誠人,(美),辻哲英,リアルスティール,Numerous,,ネイティヴダンサー系,11,8,5東1,8,錦秋Ｓ･3勝,ダ,1600,良,B,内田,58.0,,9,67.5,11,3.2,11,,,8,11,36.72,37.8,10,ナイトアクアリウム
3,,6,ハッスルダンク,セ,6,446,- 8,- 8,11,78.0, ,100,11,55,,*,江田照男,(美),中川公成,ダンカーク,カジノドライヴ,,ナスルーラ系,8,16,1札7,17,報知杯Ｈ･3勝,ダ,1700,良,,斎藤,55.0,,12,42.3,5,0.5,6,13,14,14,12,37.09,36.8,1,コトホドサヨウニ
4,B,7,イージーオンミー,牝,6,450,+ 6,+ 6,5,13.0, ,112,5,53,,*,原優介,(美),中舘英二,ダイワメジャー,パイロ,ロイヤルチャージャー系,ナスルーラ系,12,7,5中2,7,市川ＳＨ･3勝,ダ,1800,良,B,木幡,53.0,,5,12.9,4,0.6,3,7,8,8,8,37.60,37.7,4,クラウンシエンタ
4,,8,フラムリンガム,セ,5,490,+ 6,+ 6,12,87.5, , 98,13,54,,,木幡巧也,(美),柄崎将寿,ダイワメジャー,フレンチデピュティ,ロイヤルチャージャー系,ニアークティック系,11,16,5東4,12,銀嶺ＳＨ･3勝,ダ,1400,良,,木幡,55.0,,9,63.0,12,2.1,9,,,3,3,35.63,38.0,12,ダノンフィーゴ
5,,9,オレデイイノカ,牡,8,514,+ 4,+ 4,13,111.4, , 99,12,54,,,内田博幸,(美),古賀慎明,サウスヴィグラス,ダイワメジャー,ネイティヴダンサー系,ロイヤルチャージャー系,12,7,5中2,6,市川ＳＨ･3勝,ダ,1800,良,,内田,54.0,,13,64.8,7,1.0,8,5,5,4,4,37.50,38.3,9,クラウンシエンタ
5,,10,セブンスレター,セ,7,512,+14,+14,14,224.0, , 91,14,52,,*,黛弘人,(美),佐藤吉勝,コパノリッキー,ナリタブライアン,,ロイヤルチャージャー系,10,18,4東6,10,伊勢佐木･3勝,ダ,2100,良,,柴田,58.0,,16,299.9,10,1.9,16,10,10,10,9,38.40,37.9,13,ピカピカサンダー
6,B,11,ホウオウバリスタ,牡,7,532,+ 2,+ 2,9,18.6, ,107,8,57,,*,横山武史,(美),稲垣幸雄,ジョーカプチーノ,サンダーガルチ,ロイヤルチャージャー系,ネイティヴダンサー系,12,21,5中6,4,北総Ｓ･3勝,ダ,1800,重,B,プー,58.0,,5,15.5,6,1.0,9,2,3,5,5,37.30,37.5,9,イムホテプ
6,,12,ピクシレーション,牝,6,494,+ 8,+ 8,6,16.1, ,113,3,55,,*,菊沢一樹,(美),菊沢隆徳,ハーツクライ,"Burning Roma",ロイヤルチャージャー系,,12,20,5名5,9,尾頭橋Ｓ･3勝,ダ,1800,稍,,小沢,56.0,,6,26.4,2,0.1,8,8,8,9,9,38.05,36.5,1,メイショウズイウン
7,,13,グレイテストソング,牡,4,440,  0,0,7,16.7, ,111,6,55,,*,佐々木大,(美),小笠倫弘,モズアスコット,ハーツクライ,,ロイヤルチャージャー系,12,7,5中2,20,市川ＳＨ･3勝,ダ,1800,良,,菊沢,55.0,,6,13.4,9,1.3,9,7,7,8,5,37.65,38.3,9,クラウンシエンタ
7,,14,スズノテレサ,牝,7,462,+ 6,+ 6,16,261.9, , 90,15,50,,,柴田大知,(美),深山雅史,ルーラーシップ,ティンバーカントリー,ネイティヴダンサー系,ネイティヴダンサー系,11,24,3福6,6,奥羽Ｓ･3勝,ダ,1700,良,,柴田,56.0,,15,211.5,10,1.2,15,11,11,11,13,37.96,37.8,7,シェットランド
8,B,15,ミライヘノカギ,牡,4,532,- 4,- 4,1,2.8, ,116,1,56,,*,戸崎圭太,(美),上原佑紀,モズアスコット,フジキセキ,,ロイヤルチャージャー系,12,21,5中6,連,北総Ｓ･3勝,ダ,1800,重,B,石橋,57.0,,6,16.8,3,0.4,5,7,5,6,6,37.40,36.7,2,イムホテプ
8,,16,リバートゥルー,牝,6,466,  0,0,8,18.1, ,104,9,54,,,吉田豊,(美),久保田貴,レッドファルクス,ヴィクトワールピサ,,ロイヤルチャージャー系,1,4,1中1,11,招福Ｓ･3勝,ダ,1800,稍,,吉田,56.0,,3,6.5,6,0.8,8,8,8,10,10,37.80,38.3,3,アスクデビューモア
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026011706010611,2026.1.17,土,中山,1中6,11,カーバンクルＳ,ｵｰﾌﾟﾝ,芝,1200,C,2,良,晴,16,15:45,,ﾊﾝﾃﾞ,４上
