レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026070502010801,2026.7.5,日,函館,1函8,1,,未勝利,芝,1200,A,2,良(暫定),晴(暫定),16,09:50,,馬齢,２歳
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026070502010802,2026.7.5,日,函館,1函8,2,,未勝利,ダート,1000,,2,良(暫定),晴(暫定),12,10:20,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,アクロスメモリア,牝,3,2,5.4, ,101,5,52,▲,*,小林美駒,(美),田島俊明,マインドユアビスケッツ,アグネスタキオン,,ロイヤルチャージャー系,5,16,2東7,10,未勝利・牝,ダ,1400,良,,戸崎,55.0,,5,12.0,13,1.9,8,,,3,3,36.75,39.2,15,オーシャンステラ
2,,2,ペイシャクロス,牝,3,10,41.6, , 92,9,54,☆,*,長浜鴻緒,(美),粕谷昌央,ニシケンモノノフ,ノヴェリスト,,その他のエクリプス系,5,24,2東A,4,未勝利,ダ,1300,稍,,柴田,55.0,,12,287.7,15,2.9,9,,,2,3,35.31,40.7,15,アイムインディ
3,,3,カッサンドラ,牝,3,5,9.4, ,108,3,55,,,横山琉人,(栗),高橋義忠,インディチャンプ,ファンタスティックライト,,ナスルーラ系,6,21,1函4,8,未勝利,ダ,1000,良,,横山,55.0,,7,62.7,2,0.3,10,,,7,7,34.95,36.2,2,コウユーネロガ
4,,4,カフェオドヴィー,牡,3,6,22.0, ,  0,,57,,,斎藤新,(美),古賀慎明,ヘニーヒューズ,アイルハヴアナザー,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
5,,5,カプリースカラー,牝,3,11,44.1, , 99,6,53,△,*,鷲頭虎太,(美),金成貴史,ホークビル,ジャングルポケット,,ナスルーラ系,5,16,2東7,7,未勝利,ダ,1300,良,,佐藤,52.0,▲,5,20.7,13,2.7,5,,,5,6,36.77,39.2,14,アヴァランチ
5,,6,ミスマラッカ,牝,3,9,38.4, , 93,8,55,,*,丹内祐次,(美),本間忍,マテラスカイ,サウスヴィグラス,,ネイティヴダンサー系,8,30,3新3,3,未勝利*,ダ,1800,良,,木幡,55.0,,11,120.2,13,5.4,12,5,2,6,8,38.80,43.5,14,ファイアマン
6,B,7,マーマレードスカイ,牝,3,3,6.2, ,111,2,55,,,佐々木大,(美),堀内岳志,レッドファルクス,オルフェーヴル,,,6,21,1函4,7,未勝利,ダ,1000,良,B,佐々,55.0,,2,6.2,4,0.5,12,,,3,3,34.20,36.9,6,コウユーネロガ
6,,8,デルマハルナ,牝,3,8,37.0, , 84,11,52,▲,*,大久保友,(美),天間昭一,ディーマジェスティ,サウスヴィグラス,,ネイティヴダンサー系,6,13,1函1,初,未勝利,芝,1200,稍,,鷲頭,53.0,△,14,310.4,15,3.0,9,,,13,15,35.60,35.9,13,ディーズメンフィス
7,,9,ジャストキュート,牝,3,12,44.7, , 92,9,54,☆,*,舟山瑠泉,(美),武藤善則,ゴールドドリーム,キンシャサノキセキ,,ロイヤルチャージャー系,6,16,川崎,36,ジュー,ダ,1500,稍,,武藤,54.0,,4,,10,3.7,,1,3,3,4,,----,,ルーポ
7,,10,グレイトソン,牡,3,1,2.0, ,123,1,54,▲,,和田陽希,(栗),鈴木孝志,カリフォルニアクローム,フジキセキ,,ロイヤルチャージャー系,6,21,1函4,7,未勝利,ダ,1000,良,,和田,54.0,▲,1,1.5,3,0.5,1,,,2,2,33.45,37.4,9,コウユーネロガ
8,,11,ロードベルファスト,牡,3,7,26.3, ,104,4,57,,*,小沢大仁,(栗),畑端省吾,ロジャーバローズ,キングカメハメハ,,ネイティヴダンサー系,6,24,門別,5,アルキ,ダ,1200,良,,小野,57.0,,5,,4,2.0,,,,4,5,,----,,ダイイズキャスト
8,,12,ジェッディンデデン,牝,3,4,8.8, , 99,6,52,▲,*,遠藤汰月,(美),大和田成,モズアスコット,スズカマンボ,,ロイヤルチャージャー系,6,14,3東4,11,未勝利,芝,1400,良,,嶋田,55.0,,16,209.1,8,0.6,16,,,3,3,35.85,34.4,15,レヴェランジェ
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026070502010803,2026.7.5,日,函館,1函8,3,,未勝利,ダート,1700,,4,良(暫定),晴(暫定),14,10:50,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,B,1,ニシノモリミチ,牡,3,2,4.3, ,117,1,57,,,横山武史,(美),高木登,ダノンプレミアム,ゴールドヘイロー,,ロイヤルチャージャー系,6,20,1函3,7,未勝利,ダ,1700,良,B,横山,57.0,,2,4.2,4,0.4,8,1,1,1,1,36.98,39.3,9,ミリオンアップ
2,,2,キャピタル,牡,3,4,12.7, ,  0,,57,,,鮫島克駿,(美),堀宣行,ニューイヤーズデイ,ステイゴールド,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,カンフージョン,牡,3,14,45.1, , 84,13,57,,,小沢大仁,(栗),吉村圭司,Frosted,"Pioneerof the Nile",,ネイティヴダンサー系,6,20,1函3,9,未勝利,芝,1200,良,,小沢,57.0,,16,140.1,15,1.3,11,,,13,15,34.50,35.4,9,グランフィエルテ
3,,4,レースクイーン,牝,3,12,31.8, , 89,10,55,,*,横山琉人,(美),蛯名利弘,フィレンツェファイア,ディープインパクト,,ロイヤルチャージャー系,6,27,1函5,14,未勝利,芝,1200,重,,遠藤,52.0,▲,14,147.3,8,0.9,11,,,10,12,35.10,35.0,7,スイープセレニティ
4,,5,オーキーベルセルク,牡,3,6,14.1, , 96,6,54,▲,,小林美駒,(美),戸田博文,アニマルキングダム,Monsun,,その他のエクリプス系,6,7,3東2,3,未勝利,ダ,1600,良,,小林,54.0,▲,11,285.3,14,2.8,8,,,4,4,37.14,40.1,16,シンギュラリティ
4,,6,ガダニーニ,牝,3,10,28.2, , 99,5,55,,*,丹内祐次,(美),西田雄一,Upstart,"Harlan's Holiday",,ニアークティック系,6,21,1函4,初,未勝利,ダ,1700,良,,横山,55.0,,4,9.4,10,3.9,13,13,13,12,12,37.53,42.0,10,ビナハイバン
5,,7,ヘイマー,牡,3,13,33.7, , 86,12,54,▲,*,遠藤汰月,(美),伊藤伸一,アドマイヤムーン,Dynaformer,ネイティヴダンサー系,ロイヤルチャージャー系,6,27,1函5,2,未勝利,芝,1800,稍,,長浜,56.0,☆,16,254.7,12,0.8,13,10,11,12,11,36.65,35.5,7,アイムイン
5,,8,ミリオングローリー,牡,3,7,14.4, , 96,6,56,☆,*,長浜鴻緒,(美),蛯名正義,ミッキーグローリー,コロナドズクエスト,,ネイティヴダンサー系,6,13,3東3,8,未勝利,ダ,1400,重,,ディ,57.0,,5,8.6,14,2.4,8,,,11,11,36.60,38.0,12,キリミツ
6,,9,ジャストグレース,牡,3,8,16.1, ,105,3,57,,,古川吉洋,(栗),大根田裕,ホッコータルマエ,ダイワメジャー,,ロイヤルチャージャー系,6,21,1函4,5,未勝利,ダ,2400,良,,古川,57.0,,8,25.1,3,0.5,9,10,10,6,3,38.93,40.4,3,ハイドパーク
6,,10,マツリダシリウス,牡,3,11,28.9, , 93,8,56,☆,,舟山瑠泉,(美),水野貴広,ウインバリアシオン,クロフネ,,ニアークティック系,6,20,1函3,11,未勝利,ダ,1700,良,,舟山,55.0,△,11,62.9,12,1.5,12,3,4,4,5,37.09,40.2,13,ミリオンアップ
7,,11,クッカユフラ,牝,3,9,20.9, , 93,8,55,,,斎藤新,(美),池上昌和,マジェスティックウォリアー,ディープインパクト,,ロイヤルチャージャー系,6,20,1函3,6,未勝利,ダ,1700,良,,斎藤,55.0,,9,28.5,10,1.4,4,5,5,9,11,37.58,39.2,8,ミリオンアップ
7,B,12,ガーディアンテイル,牡,3,3,7.6, ,104,4,57,,,岩田康誠,(美),小手川準,クリソベリル,ジャングルポケット,,ナスルーラ系,6,20,1函3,9,未勝利,ダ,1700,良,,岩田,57.0,,3,5.8,7,0.9,6,7,7,6,7,37.25,39.3,9,ミリオンアップ
8,,13,ゴンフィンガー,牡,3,1,3.0, ,109,2,57,,,佐々木大,(栗),中内田充,Curlin,"Scat Daddy",ネイティヴダンサー系,ニアークティック系,6,21,1函4,初,未勝利,ダ,1700,良,,佐々,57.0,,7,13.9,3,0.4,8,8,8,6,4,37.04,39.4,3,ビナハイバン
8,,14,ルナノーヴァ,牡,3,5,12.9, , 89,10,54,▲,*,和田陽希,(栗),緒方努,ダノンレジェンド,キタサンブラック,,,6,28,1函6,2,未勝利,ダ,1700,稍,,小沢,57.0,,12,129.7,13,2.2,12,6,5,8,7,37.58,39.3,12,ライカ
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026070502010804,2026.7.5,日,函館,1函8,4,,未勝利,芝,1200,A,2,良(暫定),晴(暫定),16,11:20,牝,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,B,1,ラストシャイニー,牝,3,7,16.0, ,103,9,55,,*,小沢大仁,(美),千葉直人,ダノンプレミアム,フジキセキ,,ロイヤルチャージャー系,5,9,1新3,4,未勝利・牝,ダ,1200,稍,B,小林,52.0,▲,3,4.9,8,2.2,6,,,8,7,35.20,39.9,9,フレンズプラス
1,,2,マメーアップル,牝,3,11,26.4, ,115,3,55,,,横山琉人,(美),岩戸孝樹,マテラスカイ,キングカメハメハ,,ネイティヴダンサー系,6,14,1函2,10,未勝利,芝,1200,良,,横山,55.0,,7,18.3,2,0.2,7,,,4,4,34.20,34.5,3,カガラプンツェル
2,,3,パトリシア,牝,3,15,59.6, , 94,12,55,,*,丹内祐次,(美),杉浦宏昭,トーセンレーヴ,キングカメハメハ,,ネイティヴダンサー系,3,29,1名6,8,未勝利,芝,1200,良,,小林,52.0,▲,12,117.3,17,3.7,8,,,4,4,34.70,37.8,17,メローネ
2,,4,ブライティアロード,牝,3,13,42.6, , 92,13,52,▲,*,遠藤汰月,(美),和田正一,ダノンスマッシュ,エンパイアメーカー,,ネイティヴダンサー系,5,24,1新8,16,未勝利,芝,1200,稍,,石神,52.0,▲,11,100.2,13,1.7,10,,,11,10,35.80,36.5,11,マイネルユーゲント
3,,5,ブルーエ,牝,3,8,16.3, ,114,4,55,,,横山和生,(美),中舘英二,トーセンレーヴ,Galileo,,ニアークティック系,6,20,1函3,8,未勝利,芝,1200,良,,横山,55.0,,3,4.7,3,0.3,2,,,5,5,33.70,35.2,8,グランフィエルテ
3,B,6,ハルヒメ,牝,3,6,15.4, ,117,2,54,☆,,長浜鴻緒,(美),矢嶋大樹,マインドユアビスケッツ,ステイゴールド,,ロイヤルチャージャー系,6,21,1函4,4,未勝利・牝,芝,1200,良,B,長浜,54.0,☆,3,6.6,2,0.3,9,,,3,3,33.20,35.4,7,ファインコンダクト
4,B,7,ルーチェコメット,牝,3,5,10.6, , 96,11,52,▲,*,小林美駒,(栗),長谷川浩,ダノンキングリー,キングカメハメハ,,ネイティヴダンサー系,4,26,1福6,13,未勝利・牝,芝,1200,良,,横山,55.0,,15,177.5,6,0.4,9,,,11,10,35.60,34.0,2,カレンデュラ
4,,8,ヘリオドール,牝,3,14,44.3, , 88,14,55,,*,黛弘人,(美),和田雄二,レイデオロ,"Spring At Last",,,5,24,2東A,11,未勝利・牝,芝,1600,良,,柴田,55.0,,18,497.6,18,2.2,17,,,3,3,34.98,36.9,18,ダイヤテソーロ
5,,9,プリュスエクラ,牝,3,9,23.1, ,107,7,55,,,鮫島克駿,(栗),小林真也,エイシンフラッシュ,ヴィクトワールピサ,,ロイヤルチャージャー系,6,6,3阪1,4,未勝利,芝,1200,良,,鮫島,55.0,,5,10.4,6,0.5,4,,,3,3,34.30,34.7,9,タナブイハチターボ
5,B,10,ジュディーイメル,牝,3,1,3.1, ,114,4,55,,,武豊,(栗),武英智,アドマイヤマーズ,ロードカナロア,,,6,13,3阪3,3,未勝利・牝,ダ,1200,良,,武豊,55.0,,1,2.5,4,0.9,2,,,3,4,36.10,37.2,5,エイユーサクラ
6,,11,アルマフレイヤ,牝,3,16,63.1, , 87,15,55,,*,原田和真,(美),伊藤伸一,オルフェーヴル,メジロベイリー,,ロイヤルチャージャー系,6,14,1函2,初,未勝利,芝,1200,良,,遠藤,52.0,▲,13,136.8,12,1.3,14,,,16,16,35.50,34.3,2,カガラプンツェル
6,,12,コスモファーブロス,牝,3,3,6.7, ,110,6,55,,,横山武史,(栗),吉田直弘,シスキン,ハーツクライ,,ロイヤルチャージャー系,6,13,1函1,3,未勝利,芝,1200,稍,,横山,55.0,,3,4.0,4,0.5,3,,,8,8,34.70,34.3,2,ディーズメンフィス
7,,13,ルージュフローラ,牝,3,2,6.0, ,103,9,55,,,古川吉洋,(美),森一誠,モーリス,ディープインパクト,,ロイヤルチャージャー系,6,21,1函4,12,未勝利・牝,芝,1200,良,,古川,55.0,,8,32.5,5,0.5,1,,,10,10,33.90,34.9,3,ファインコンダクト
7,,14,レオダーム,牝,3,12,36.0, , 86,16,53,◇,*,古川奈穂,(栗),牧田和弥,ミッキーアイル,ベーカバド,,ニアークティック系,4,26,1福6,初,未勝利・牝,芝,1200,良,,舟山,53.0,△,16,191.3,9,0.8,13,,,14,14,35.80,34.2,6,カレンデュラ
8,B,15,チャーミングアイ,牝,3,10,24.4, ,105,8,52,▲,,大久保友,(美),菊川正達,マテラスカイ,ディープインパクト,,ロイヤルチャージャー系,6,21,1函4,4,未勝利・牝,芝,1200,良,B,大久,52.0,▲,12,87.1,4,0.3,8,,,9,6,33.80,34.8,1,ファインコンダクト
8,,16,バレンタインビスタ,牝,3,4,9.7, ,118,1,55,,*,佐々木大,(美),蛯名正義,ロードカナロア,オルフェーヴル,,,6,21,1函4,14,未勝利・牝,芝,1200,良,,武豊,55.0,,2,3.3,3,0.3,3,,,1,1,32.90,35.7,11,ファインコンダクト
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026070502010805,2026.7.5,日,函館,1函8,5,,新馬,芝,1800,A,4,良(暫定),晴(暫定),16,12:10,,馬齢,２歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ショウナンガレオン,牡,2,1,1.8, ,  0,,55,,,鮫島克駿,(美),加藤士津,Flightline,"Full Mast",,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,ダノンキューブ,牝,2,2,3.8, ,  0,,55,,,武豊,(栗),橋口慎介,キタサンブラック,Camelot,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,スーパーユタカ,牡,2,3,4.3, ,  0,,55,,,横山武史,(美),武井亮,エフフォーリア,キングカメハメハ,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
4,,4,サトノパラディ,牝,2,4,6.3, ,  0,,52,▲,,小林美駒,(栗),平田修,サトノクラウン,ディープインパクト,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
5,,5,アートオブブライト,牡,2,5,16.0, ,  0,,55,,,丹内祐次,(美),水野貴広,ウインブライト,ブライアンズタイム,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026070502010806,2026.7.5,日,函館,1函8,6,,未勝利,芝,2000,A,4,良(暫定),晴(暫定),16,12:40,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,パンキー,牡,3,3,7.1, ,102,8,57,,*,横山和生,(栗),茶木太樹,ウインブライト,クロフネ,,ニアークティック系,6,21,1函4,12,未勝利,芝,1800,良,,斎藤,57.0,,3,5.9,10,0.5,4,11,11,12,12,36.70,35.4,3,ベアサナエチャン
1,,2,タイセイネクサス,セ,3,15,73.2, , 82,16,57,,,黛弘人,(美),古賀慎明,キズナ,"Roderic O'Connor",,,6,20,3東5,初,未勝利,芝,1800,稍,,黛弘,57.0,,13,366.0,16,2.7,13,,16,15,16,36.65,36.2,15,ジュナベーラ
2,,3,マコトアディントン,牡,3,6,9.4, ,111,4,57,,,丹内祐次,(栗),前川恭子,オルフェーヴル,ストーミングホーム,,ネイティヴダンサー系,6,20,1函3,6,未勝利,芝,2000,良,,丹内,57.0,,3,6.0,4,0.6,10,12,12,1,1,36.17,35.7,7,ジャケットポケット
2,,4,ヤクジョ,牡,3,7,12.6, , 96,9,54,▲,*,小林美駒,(美),松永康利,リアルスティール,ケープブランコ,,,6,20,1函3,17,未勝利,芝,2000,良,,石田,54.0,▲,5,9.3,14,2.5,3,14,14,14,14,36.81,36.1,9,ジャケットポケット
3,,5,ティラユール,牡,3,13,54.5, , 89,13,54,▲,,大久保友,(栗),北出成人,グァンチャーレ,ステイゴールド,,ロイヤルチャージャー系,6,28,1函6,14,未勝利,芝,2600,良,,大久,54.0,▲,13,100.9,12,2.3,12,13,13,14,14,37.68,36.0,5,ノリマル
3,,6,エイシンインアウト,牡,3,4,8.5, ,114,3,57,,,横山琉人,(栗),中尾秀正,サトノダイヤモンド,Whipper,,ネイティヴダンサー系,6,21,1函4,17,未勝利,芝,1800,良,,横山,57.0,,4,7.8,4,0.2,5,11,11,12,12,36.70,35.1,1,ベアサナエチャン
4,,7,ウインカトリーヌ,牝,3,8,15.2, ,106,5,55,,,岩田康誠,(栗),西園翔太,ベンバトル,ダイワメジャー,,ロイヤルチャージャー系,6,21,1函4,12,未勝利,ダ,1700,良,,岩田,55.0,,6,13.1,6,1.8,12,3,3,2,2,36.82,41.2,8,ビナハイバン
4,,8,ゴコウコイコイ,牝,3,5,9.0, ,106,5,55,,,国分恭介,(美),栗田徹,ゴールドシップ,ロージズインメイ,,ロイヤルチャージャー系,6,20,1函3,4,未勝利,芝,2000,良,,国分,55.0,,11,52.0,3,0.2,7,9,7,5,4,36.43,34.7,2,ジャケットポケット
5,B,9,リトルコリンズ,牡,3,10,27.8, , 88,14,57,,,原田和真,(美),小手川準,ダノンスマッシュ,ネオユニヴァース,,ロイヤルチャージャー系,5,23,2東9,3,未勝利,芝,1600,良,,原田,57.0,,18,398.4,9,0.9,15,,,10,10,35.76,35.0,11,フリーヤ
5,,10,ルナティックブルー,牝,3,12,39.2, ,106,5,55,,,小沢大仁,(栗),今野貞一,リオンディーズ,ダノンシャンティ,,ロイヤルチャージャー系,6,20,1函3,4,未勝利・牝,芝,1800,良,,小沢,55.0,,9,34.4,3,0.4,13,9,7,6,7,35.80,36.0,4,ダーリンダーリン
6,,11,アルタティール,牡,3,14,56.8, , 91,11,56,☆,,長浜鴻緒,(美),手塚貴久,コントレイル,"Poet's Voice",,ネイティヴダンサー系,6,28,1函6,8,未勝利,芝,2600,良,,長浜,56.0,☆,11,85.3,11,2.1,3,14,13,12,11,37.59,36.1,7,ノリマル
6,,12,ショウナンマルチ,牡,3,2,6.4, ,127,1,57,,*,池添謙一,(美),大竹正博,グレーターロンドン,ウォーエンブレム,,ネイティヴダンサー系,6,6,3東1,3,未勝利,芝,2000,良,,ルメ,57.0,,1,2.2,2,0.1,1,,3,5,3,36.64,34.2,6,イニスフェイル
7,B,13,テンレディーゴー,牡,3,9,27.0, , 90,12,57,,*,佐々木大,(美),菊川正達,デクラレーションオブウォー,エピファネイア,,,6,28,1函6,9,未勝利,芝,2000,良,,吉田,57.0,,16,184.0,10,0.5,15,11,12,12,13,36.47,36.2,6,マテンロウオリジン
7,,14,デルマノリクラ,牡,3,16,103.0, , 83,15,54,▲,,遠藤汰月,(美),勢司和浩,レッドファルクス,キングカメハメハ,,ネイティヴダンサー系,6,21,1函4,9,未勝利,芝,1800,良,,遠藤,54.0,▲,16,706.6,15,1.6,15,15,15,14,14,36.95,36.0,11,ベアサナエチャン
8,,15,ファーザーアウェイ,牡,3,11,29.9, , 96,9,57,,*,鮫島克駿,(美),尾関知人,エピファネイア,ハーツクライ,,ロイヤルチャージャー系,6,6,3東1,9,未勝利,ダ,1600,良,,三浦,57.0,,3,8.2,16,3.5,3,,,8,10,36.90,40.1,15,ポッドジーク
8,,16,ギオンバヤシ,牡,3,1,3.4, ,120,2,57,,,武豊,(栗),鈴木孝志,ミッキーアイル,エイシンフラッシュ,,,6,20,1函3,3,未勝利,芝,2000,良,,武豊,57.0,,2,5.7,2,0.1,4,12,12,7,6,36.56,34.3,1,ジャケットポケット
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026070502010807,2026.7.5,日,函館,1函8,7,,1勝,ダート,1000,,2,良(暫定),晴(暫定),12,13:10,,定量,３上
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ジェイエルライナー,牝,4,5,6.6, , 86,9,52,★,*,河原田菜,(美),青木孝文,タワーオブロンドン,サンデーサイレンス,,ロイヤルチャージャー系,6,27,2福1,28,１勝ｸﾗｽ,芝,1200,良,,小林,56.0,,15,211.2,15,1.5,16,,,7,9,33.80,35.6,15,デアリングエア
2,,2,アルヘンティニータ,牝,5,4,6.1, ,101,5,53,▲,,小林美駒,(美),戸田博文,Constitution,Tizway,,,6,14,1函2,4,１勝ｸﾗｽ・牝,ダ,1000,良,,小林,53.0,▲,10,42.4,4,0.5,9,,,4,4,34.65,35.5,6,ヒットミー
3,,3,ムーンブランシュ,牝,3,2,5.4, ,118,1,53,,,古川吉洋,(美),牧光二,ドレフォン,Paynter,,,6,20,1函3,連,１勝ｸﾗｽ,ダ,1000,良,,古川,53.0,,4,9.0,2,0.6,1,,,1,1,34.35,36.0,5,クロナ
