レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026011006010301,2026.1.10,土,中山,1中3,1,,未勝利,ダート,1200,,2,良,晴,16,10:05,牝,馬齢,３歳
5,,10,フェルアフリーゼ,牝,3,446,+14,+14,5,27.8, ,101,7,53,△,,長浜鴻緒,(美),深山雅史,ドレフォン,クロフネ,,ニアークティック系,10,25,4東8,初,新馬,ダ,1600,稍,,長浜,53.0,△,9,34.9,7,2.4,7,,,3,4,37.20,38.0,12,ホウオウルクソール
6,,11,ライヴレッドアイ,牝,3,494,+ 2,+ 2,1,1.4, ,131,1,55,,,木幡巧也,(美),牧光二,ベストウォーリア,クロフネ,,ニアークティック系,12,27,5中7,22,未勝利*,ダ,1200,稍,,木幡,55.0,,1,2.4,2,0.1,1,,,2,1,33.70,38.1,4,パータリプトラ
6,,12,ルクスアンジュ,牝,3,470,  0,0,10,56.8, , 93,12,55,,*,木幡初也,(美),鹿戸雄一,ミッキーアイル,サウスヴィグラス,,ネイティヴダンサー系,11,16,3福4,17,未勝利*,ダ,1150,良,,舟山,52.0,▲,5,13.0,14,3.8,1,,,15,16,36.87,38.8,9,ドナシェーン
7,,13,オレンジキャンパス,牝,3,470,+10,+10,4,16.5, , 93,12,55,,*,武藤雅,(美),武藤善則,ヴァンゴッホ,ファスリエフ,,ニアークティック系,9,6,4中1,初,新馬,芝,1200,良,,石川,55.0,,13,70.3,7,0.9,3,,,9,10,35.60,34.3,5,ランプローグ
7,,14,ミッキーパラソル,牝,3,472,  0,0,3,14.2, ,100,8,55,,*,佐々木大,(美),久保田貴,ダノンスマッシュ,ディープインパクト,,ロイヤルチャージャー系,10,13,4東5,初,新馬・牝,芝,1600,良,,横山,55.0,,6,12.7,12,1.6,4,,,15,15,36.96,34.2,3,ノーザンタイタン
8,,15,ジョリュウジャンシ,牝,3,402,-12,-12,15,394.5, , 87,14,52,▲,*,石神深道,(美),南田美知,セイウンコウセイ,ハービンジャー,,ニアークティック系,12,20,5中5,9,未勝利*,ダ,1200,良,,嶋田,55.0,,13,260.5,16,3.8,15,,,6,6,34.80,41.5,16,シュピラー
8,,16,オレンジリバー,牝,3,424,+ 2,+ 2,6,33.7, ,102,6,55,,,原優介,(美),黒岩陽一,スワーヴリチャード,ヨハネスブルグ,,ニアークティック系,12,21,5中6,9,未勝利*,ダ,1200,不,,原優,55.0,,9,31.9,5,1.4,8,,,8,7,35.00,37.7,3,ホウオウヘッセン
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026011006010302,2026.1.10,土,中山,1中3,2,,未勝利,ダート,1800,,4,良,晴,16,10:35,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,フーディエラン,牝,3,416,- 4,- 4,8,18.8, ,104,3,55,,,横山琉人,(美),田中剛,ポエティックフレア,スペシャルウィーク,,ロイヤルチャージャー系,10,25,4新3,3,未勝利*,芝,1800,良,,横山,55.0,,5,13.8,6,0.5,6,,,5,5,37.40,34.4,3,ショウナンダイン
1,,2,ベルウッドピース,牡,3,522,+ 4,+ 4,1,2.4, ,116,1,57,,,丹内祐次,(美),中舘英二,マジェスティックウォリアー,ドゥラメンテ,,,12,21,5中6,4,未勝利*,ダ,1800,不,,丹内,56.0,,6,22.6,2,0.0,9,4,3,5,5,37.70,38.5,3,ヘルメスギャング
2,,3,ティラーノ,牡,3,468,  0,0,6,15.5, , 98,7,57,,,佐々木大,(美),小手川準,ゴールドシップ,バトルプラン,,ネイティヴダンサー系,11,24,5東6,連,未勝利*,芝,2000,良,,佐々,56.0,,5,22.7,14,2.3,8,,5,4,3,36.69,36.8,15,エムズビギン
2,B,4,レーヴドクロンヌ,牡,3,478,-14,-14,16,237.5, , 95,8,54,▲,*,上里直汰,(美),加藤士津,リーチザクラウン,Dubawi,ロイヤルチャージャー系,ネイティヴダンサー系,10,4,4東1,7,未勝利*,ダ,1600,良,,長浜,54.0,△,9,101.4,12,4.9,12,,,16,16,37.92,40.6,8,テンカムテキ
3,,5,ホッカイダイオー,牡,3,494,+ 2,+ 2,12,173.7, , 94,10,54,▲,*,佐藤翔馬,(美),奥平雅士,キセキ,クロフネ,,ニアークティック系,12,21,5中6,4,未勝利*,ダ,1800,不,,小林,56.0,,13,219.7,11,2.0,11,8,7,9,8,37.95,40.0,11,ヘルメスギャング
3,,6,ビリージェイ,牡,3,458,+12,+12,11,81.1, , 86,14,57,,*,大野拓弥,(美),高柳瑞樹,ロードカナロア,Anabaa,,ニアークティック系,11,8,3福1,9,未勝利*,芝,1800,良,B,杉原,56.0,,13,129.5,14,2.4,12,11,13,13,14,36.30,37.4,10,ハーディジェナー
4,,7,メイプルインパクト,牡,3,532,- 8,- 8,15,234.8, , 85,15,57,,,丸田恭介,(美),南田美知,シルバーステート,タイキシャトル,,ロイヤルチャージャー系,12,28,5中8,3,未勝利*,ダ,1800,良,,丸田,56.0,,16,313.7,14,3.8,13,7,8,10,14,39.05,42.6,14,タイセツナヒ
4,,8,コパノエイダン,牡,3,496,+ 4,+ 4,5,15.5, ,101,5,57,,,原優介,(美),上原博之,コパノリッキー,キンシャサノキセキ,,ロイヤルチャージャー系,10,5,4東2,4,未勝利*,ダ,1400,良,,原優,56.0,,5,13.5,9,3.6,3,,,10,10,36.68,39.8,11,エコロシード
5,B,9,ジーティームーチョ,牡,3,514,- 6,- 6,9,44.2, , 95,8,57,,*,内田博幸,(美),池上昌和,ルーラーシップ,ゴールドアリュール,ネイティヴダンサー系,ロイヤルチャージャー系,12,20,5中5,初,新馬,ダ,1800,良,,西村,56.0,,4,19.0,13,4.2,2,13,13,13,13,39.20,41.0,10,ゴールドブレイズ
5,,10,スターゲイザー,牡,3,546,+28,+28,13,178.4, , 87,13,55,△,*,長浜鴻緒,(美),根本康広,シュヴァルグラン,アフリート,,ネイティヴダンサー系,8,30,3新3,2,未勝利*,芝,1800,良,,丸山,55.0,,11,310.4,11,5.2,11,,,10,8,36.80,39.4,10,ドナルンバ
6,,11,ウインデイブレイク,牡,3,512,- 4,- 4,10,75.0, , 85,15,57,,,菊沢一樹,(美),青木孝文,ベンバトル,ダイワメジャー,,ロイヤルチャージャー系,12,13,5中3,初,新馬,芝,1800,良,,菊沢,56.0,,12,98.6,13,2.5,13,10,10,8,12,37.40,36.2,12,ベンヴェヌータ
6,,12,アルデキングダム,牡,3,468,+ 2,+ 2,2,3.1, ,106,2,57,,,横山典弘,(美),村田一誠,アニマルキングダム,エンパイアメーカー,,ネイティヴダンサー系,12,20,5中5,10,未勝利*,芝,1800,良,,横山,56.0,,3,11.2,4,1.0,8,5,5,4,4,36.75,35.1,7,ミスターライト
7,,13,ノーブルホライズン,牡,3,482,- 4,- 4,14,221.6, , 88,12,57,,,木幡初也,(美),粕谷昌央,キセキ,エルコンドルパサー,,ネイティヴダンサー系,12,14,5名4,3,未勝利*,芝,2000,稍,,木幡,56.0,,13,203.5,11,2.4,13,8,6,7,7,37.29,37.4,11,グレーヌドジョワ
7,,14,トップデュオ,牡,3,450,+ 2,+ 2,7,16.7, , 92,11,57,,,荻野極,(美),尾関知人,シスキン,ゴールドシップ,,,12,20,5中5,13,未勝利*,芝,1800,良,,荻野,56.0,,10,81.4,12,1.6,12,12,12,13,12,37.00,35.2,8,ミスターライト
8,B,15,ニシノロッドマン,牡,3,506,- 6,- 6,4,10.5, , 99,6,57,,,野中悠太,(美),矢嶋大樹,リーチザクラウン,スマートファルコン,ロイヤルチャージャー系,ロイヤルチャージャー系,1,4,1中1,8,未勝利,ダ,1800,稍,B,野中,57.0,,9,63.8,4,0.8,12,10,10,10,9,37.80,40.4,2,サトノリシャール
8,,16,カフェタンガロア,牡,3,454,- 2,- 2,3,8.4, ,103,4,57,,,横山和生,(美),嘉藤貴行,ロードカナロア,マンハッタンカフェ,,ロイヤルチャージャー系,12,20,5中5,初,新馬,芝,2000,良,,横山,56.0,,4,9.6,11,2.5,10,4,5,11,13,37.46,36.9,12,プラウディッツ
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026011006010303,2026.1.10,土,中山,1中3,3,,未勝利,ダート,1200,,2,良,晴,16,11:05,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,キョンチャン,牝,3,450,- 4,- 4,13,94.8, ,  0,,55,,,江田照男,(美),深山雅史,バゴ,クロフネ,ナスルーラ系,ニアークティック系,9,13,4中3,初,新馬,芝,2000,稍,,江田,55.0,,8,64.5,止,----,9,1,1,1,1,,----,,メイショウハチコウ
1,,2,アクシズ,牡,3,440,+ 6,+ 6,15,184.7, , 98,12,54,▲,*,舟山瑠泉,(美),尾形和幸,ダノンプレミアム,Galileo,,ニアークティック系,12,7,5中2,初,新馬,芝,1200,良,,小林,53.0,▲,10,57.0,9,1.4,7,,,8,6,35.60,35.2,9,サムハラ
2,,3,サノノキャニオン,牡,3,510,- 6,- 6,1,2.4, ,118,1,57,,*,横山武史,(美),栗田徹,ヘニーヒューズ,キングヘイロー,,ニアークティック系,12,21,5中6,初,新馬,ダ,1200,重,,原田,56.0,,3,6.5,2,0.2,1,,,2,1,35.00,37.5,4,ファンシーズ
2,,4,スノーランス,牝,3,474,+ 6,+ 6,5,16.3, ,112,3,55,,*,菅原明良,(美),上原佑紀,ニューイヤーズデイ,ハーツクライ,,ロイヤルチャージャー系,12,20,5名5,2,未勝利*,ダ,1200,稍,B,鮫島,55.0,,6,10.9,2,0.5,1,,,10,10,36.70,37.4,4,ミヤラティーニ
3,,5,イーアンベ,牡,3,472,+ 8,+ 8,11,49.8, ,100,8,57,,*,丸山元気,(美),和田雄二,アジアエクスプレス,アドマイヤボス,,ロイヤルチャージャー系,11,2,4東B,3,未勝利*,ダ,1400,重,,柴田,56.0,,8,83.7,7,2.1,6,,,5,6,36.08,38.0,8,ヘリテージブルーム
3,,6,スフェーンテソーロ,牝,3,480,  0,0,8,37.2, , 96,14,55,,,木幡巧也,(美),牧光二,フィレンツェファイア,ヴィクトワールピサ,,ロイヤルチャージャー系,11,1,4東A,2,未勝利*,ダ,1600,不,,木幡,55.0,,11,195.7,12,2.9,10,,,2,2,35.34,40.0,14,アルカディアカフェ
4,,7,ダイユウサルターレ,牡,3,514,+ 2,+ 2,4,13.9, ,111,4,57,,,佐々木大,(美),松永康利,サートゥルナーリア,ゼンノロブロイ,,ロイヤルチャージャー系,12,21,5中6,2,未勝利*,ダ,1200,不,,佐々,56.0,,6,11.4,3,1.1,5,,,2,2,34.60,37.8,4,ホウオウヘッセン
4,,8,タイセイエキサイト,牡,3,514,- 6,- 6,14,112.2, , 93,15,57,,,菊沢一樹,(美),青木孝文,アジアエクスプレス,アイルハヴアナザー,,ネイティヴダンサー系,12,21,5名6,3,未勝利*,ダ,1800,稍,,菊沢,56.0,,15,272.8,9,2.4,15,6,5,6,7,38.45,40.7,11,マッドゲイル
5,,9,ミスタートントン,牡,3,464,+ 6,+ 6,6,18.5, ,105,6,57,,,石橋脩,(美),勢司和浩,"Mo Town","City Zip",,,11,24,5東6,4,未勝利*,芝,1400,良,,石橋,56.0,,9,90.2,8,1.2,17,,,1,1,35.48,35.2,16,ミッキーダムール
5,,10,サトミノアカリ,牝,3,472,- 4,- 4,12,67.2, ,100,8,52,▲,*,小林美駒,(美),鈴木伸尋,シャンハイボビー,デヒア,,ニアークティック系,11,24,3福6,6,未勝利*,ダ,1150,良,,横山,55.0,,7,21.3,10,2.5,4,,,4,6,35.13,39.6,15,ルクスレイモンド
6,,11,ガルディーノ,牡,3,490,+ 6,+ 6,16,340.9, , 97,13,54,▲,*,石田拓郎,(美),新開幸一,ダイワメジャー,"Pure Prize",ロイヤルチャージャー系,ニアークティック系,12,14,5中4,7,未勝利*,ダ,1200,稍,,佐々,56.0,,12,201.5,10,1.4,13,,,2,3,34.40,39.9,14,ヴェネチアンキング
6,,12,コックピットサイト,牡,3,484,+10,+10,2,3.3, ,103,7,57,,,荻野極,(美),鹿戸雄一,ドレフォン,Tapit,,ナスルーラ系,11,9,5東2,初,新馬,ダ,1600,稍,,荻野,56.0,,8,36.5,5,0.7,6,,,2,2,37.08,37.9,7,ピースサイン
7,,13,グラスリッキー,牡,3,472,  0,0,7,30.9, ,110,5,57,,*,大野拓弥,(美),杉浦宏昭,コパノリッキー,ゼンノロブロイ,,ロイヤルチャージャー系,12,21,5中6,初,新馬,ダ,1200,重,,木幡,56.0,,1,3.5,6,0.9,16,,,4,2,35.10,38.1,10,ファンシーズ
7,B,14,エンカウンターベイ,牝,3,436,- 2,- 2,10,47.4, ,100,8,52,▲,*,佐藤翔馬,(美),田中剛,ダノンスマッシュ,ハーツクライ,,ロイヤルチャージャー系,12,14,5中4,13,未勝利*,芝,1200,良,,横山,55.0,,8,33.5,11,1.2,5,,,2,2,34.80,36.5,13,ニルマーネル
8,,15,ヘイスティハート,牡,3,476,- 6,- 6,3,5.0, ,117,2,57,,*,戸崎圭太,(美),小笠倫弘,フォーウィールドライブ,シニスターミニスター,,ナスルーラ系,12,14,5中4,3,未勝利*,ダ,1200,稍,,石川,56.0,,2,3.7,2,0.5,1,,,1,1,34.20,39.2,11,ヴェネチアンキング
8,,16,オンマイビート,牡,3,466,+ 4,+ 4,9,39.3, ,100,8,57,,*,丹内祐次,(美),松山将樹,ジャスタウェイ,カネヒキリ,,ロイヤルチャージャー系,12,14,5中4,2,未勝利*,ダ,1200,稍,,落合,56.0,,15,271.6,3,0.5,12,,,4,3,34.60,38.8,7,ヴェネチアンキング
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026011006010304,2026.1.10,土,中山,1中3,4,,新馬,ダート,1800,,4,良,晴,16,11:35,牝,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,アンジュレーヌ,牝,3,466,,,8,39.6, ,  0,,55,,,野中悠太,(美),宮田敬介,クリソベリル,タートルボウル,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,リオハリソンメリー,牝,3,418,,,5,12.8, ,  0,,55,,,横山武史,(美),加藤征弘,タニノフランケル,ネオユニヴァース,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,エコロストーム,牝,3,462,,,10,72.1, ,  0,,55,,,丹内祐次,(美),千葉直人,ロージズインメイ,デュランダル,ロイヤルチャージャー系,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
4,,4,ギャニミード,牝,3,460,,,3,7.0, ,  0,,55,,,内田博幸,(美),木村哲也,ドレフォン,キングカメハメハ,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
5,,5,パルフェ,牝,3,462,,,1,2.0, ,  0,,55,,,菅原明良,(美),高柳瑞樹,ルヴァンスレーヴ,エンパイアメーカー,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
5,,6,ラブカニュー,牝,3,468,,,12,152.1, ,  0,,55,,,江田照男,(美),蛯名利弘,ニューイヤーズデイ,キングカメハメハ,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
6,,7,アースアクシス,牝,3,500,,,2,3.8, ,  0,,55,,,戸崎圭太,(美),栗田徹,ドレフォン,クロフネ,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
6,,8,ナズドゥラヴィ,牝,3,450,,,9,47.2, ,  0,,55,,,伊藤工真,(美),千葉直人,ジャスタウェイ,ディープブリランテ,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
7,,9,スイートハイデン,牝,3,478,,,7,26.5, ,  0,,55,,,佐々木大,(美),菊川正達,ロジャーバローズ,サウスヴィグラス,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
7,,10,メイアイリス,牝,3,470,,,4,9.6, ,  0,,52,▲,,石神深道,(美),深山雅史,クリソベリル,カーネギー,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
8,,11,ガーヴィ,牝,3,456,,,6,13.8, ,  0,,52,▲,,舟山瑠泉,(美),村田一誠,ブリックスアンドモルタル,ハーツクライ,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
8,,12,ニューハイ,牝,3,410,,,11,125.1, ,  0,,52,▲,,遠藤汰月,(美),堀内岳志,ナカヤマフェスタ,Siyouni,ロイヤルチャージャー系,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026011006010305,2026.1.10,土,中山,1中3,5,,新馬,芝,2000,C,4,良,晴,18,12:25,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,コンヴァーンクル,牡,3,468,,,15,131.0, ,  0,,57,,,丹内祐次,(美),菊川正達,カリフォルニアクローム,タニノギムレット,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,オンザギャラクシー,牡,3,524,,,12,90.4, ,  0,,57,,,木幡巧也,(美),大和田成,レイデオロ,トーセンラー,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,3,オリオンブレード,牡,3,514,,,1,2.5, ,  0,,57,,,横山武史,(栗),矢作芳人,シルバーステート,Zoffany,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
3,,4,バトルモクオ,牡,3,496,,,9,81.3, ,  0,,57,,,松岡正海,(美),戸田博文,ベンバトル,ロサード,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
3,,5,インタノン,牡,3,488,,,2,3.7, ,  0,,57,,,大野拓弥,(美),堀宣行,キタサンブラック,タイキシャトル,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
4,,6,バルドル,牡,3,454,,,14,120.5, ,  0,,57,,,原優介,(美),池上昌和,リオンリオン,エピファネイア,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,7,カレリアフレイバー,牝,3,436,,,4,6.1, ,  0,,55,,,田辺裕信,(美),久保田貴,キタサンブラック,"Catcher In The Rye",,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,8,チャンピオンホープ,牡,3,488,,,8,35.2, ,  0,,57,,,横山和生,(美),勢司和浩,シルバーステート,キングカメハメハ,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
5,,9,サヴマ,牡,3,438,,,6,19.2, ,  0,,57,,,石橋脩,(美),辻哲英,キセキ,ステイゴールド,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
6,,10,カタカムナ,牝,3,440,,,10,83.9, ,  0,,52,▲,,小林美駒,(美),蛯名利弘,サトノクラウン,ディープブリランテ,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
6,,11,ランブレイ,牡,3,528,,,5,14.8, ,  0,,57,,,佐々木大,(美),黒岩陽一,リアルスティール,"Danehill Dancer",,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
7,B,12,リアルケンチャン,セ,3,444,,,13,110.1, ,  0,,57,,,内田博幸,(栗),緒方努,マテラスカイ,ハードスパン,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,13,ピースフルマインド,牝,3,420,,,7,21.2, ,  0,,55,,,三浦皇成,(美),伊坂重信,レイデオロ,ハービンジャー,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
8,,14,ランザワールド,牝,3,496,,,3,6.1, ,  0,,55,,,戸崎圭太,(美),宮田敬介,コントレイル,"Custom for Carlos",,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,15,アルメーリス,牡,3,540,,,11,88.0, ,  0,,57,,,荻野極,(栗),高橋一哉,モーリス,ネオユニヴァース,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026011006010306,2026.1.10,土,中山,1中3,6,,1勝,ダート,1800,,4,良,晴,16,12:55,,定量,４上
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ロードスカイブルー,牡,4,480,+10,+10,3,6.1,>,110,2,57,,,横山和生,(美),和田勇介,ウインブライト,ロージズインメイ,,ロイヤルチャージャー系,8,23,2札1,6,ニセコ特･1勝,ダ,1700,稍,,横山,55.0,,--,,外,----,,,,,,,----,,アーロンイメル
1,,2,ガラスノブルース,牡,5,446,- 2,- 2,8,14.5, ,101,9,58,,,杉原誠人,(美),田村康仁,デクラレーションオブウォー,キングカメハメハ,,ネイティヴダンサー系,12,27,5中7,7,１勝ｸﾗｽ,ダ,1800,稍,,杉原,58.0,,9,44.6,5,0.8,11,16,16,13,11,38.30,38.1,3,ミダース
2,,3,タリスマン,牡,5,478,  0,0,15,130.9, , 93,12,58,,*,伊藤工真,(美),金成貴史,タリスマニック,スパイキュール,,ロイヤルチャージャー系,12,14,5名4,3,大須特別･1勝,ダ,1800,稍,,黛弘,58.0,,11,98.5,8,1.7,11,4,4,7,6,37.60,40.7,6,レッドボブ
2,,4,ロジルーラー,牡,5,514,- 4,- 4,9,26.0, , 97,10,58,,*,松岡正海,(美),稲垣幸雄,ルーラーシップ,サンデーサイレンス,ネイティヴダンサー系,ロイヤルチャージャー系,10,18,4新1,10,１勝ｸﾗｽ,芝,1800,良,,丸山,58.0,,13,50.6,11,0.9,16,,,7,7,36.15,34.2,10,ソルトブリーズ
