レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026020705010301,2026.2.7,土,東京,1東3,1,,未勝利,ダート,1400,,2,良,曇,16,10:05,牝,馬齢,３歳
5,,10,コスモエレジー,牝,3,390,- 8,- 8,16,470.1, , 83,12,55,,*,柴田大知,(美),鈴木慎太,ダノンバラード,Shamardal,,ニアークティック系,12,14,5中4,初,新馬,芝,1600,稍,,丹内,55.0,,13,97.6,15,4.7,4,,10,11,13,37.32,39.1,15,ジーティーシンドウ
6,,11,チームユートピア,牝,3,462,- 4,- 4,6,21.8, ,104,5,55,,*,原優介,(美),中舘英二,"Vino Rosso",Utopia,,,12,13,5中3,初,新馬,ダ,1800,良,,佐々,55.0,,8,22.3,6,2.5,13,2,2,2,3,38.70,41.4,9,タイセイエムロード
6,,12,ハングローズ,牝,3,438,  0,0,3,6.9, ,111,3,55,,,佐々木大,(美),奥村武,ドレフォン,キングカメハメハ,,ネイティヴダンサー系,1,12,1中5,2,未勝利・牝,ダ,1800,良,,佐々,55.0,,4,7.6,3,1.1,1,1,1,1,1,38.90,40.0,7,ホールドザデイ
7,,13,ライヴマルガリータ,牝,3,462,+ 2,+ 2,9,41.6, ,101,8,55,,,木幡巧也,(美),牧光二,モズアスコット,サムライハート,,ロイヤルチャージャー系,1,17,1中6,連,未勝利,ダ,1800,良,,木幡,55.0,,12,170.1,4,2.1,13,13,13,10,9,38.70,40.2,2,ウリズンベー
7,,14,リワードシュテルン,牝,3,488,+ 4,+ 4,5,8.3, ,108,4,55,,,横山典弘,(美),村田一誠,モーニン,グランシュヴァリエ,,,11,15,5東3,9,未勝利・牝*,ダ,1400,良,,横山,55.0,,6,36.0,3,1.3,4,,,12,11,37.20,37.0,1,カセノアステリア
8,,15,スイープセレニティ,牝,3,470,+ 6,+ 6,1,2.5, ,122,1,55,,*,ルメール,(美),宮田敬介,ロードカナロア,ハーツクライ,,ロイヤルチャージャー系,11,16,5東4,8,未勝利・牝*,芝,1400,良,,マー,55.0,,1,2.6,3,0.3,1,,,6,6,35.63,34.9,7,イヌボウノウタゴエ
8,,16,イヌボウノヒカリ,牝,3,464,,,10,117.4, ,  0,,55,,,江田照男,(美),国枝栄,ディーマジェスティ,Frankel,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026020705010302,2026.2.7,土,東京,1東3,2,,未勝利,ダート,1300,,2,良,曇,16,10:35,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,B,1,アヴァランチ,牡,3,466,- 4,- 4,10,25.5, , 98,7,54,▲,*,上里直汰,(美),加藤士津,マジェスティックウォリアー,ワイルドラッシュ,,ニアークティック系,11,29,5東7,3,未勝利*,ダ,1600,良,,バル,56.0,,8,41.0,8,1.7,9,,,7,7,37.32,38.9,10,セントゴーデンス
1,B,2,フローズンブーケ,牝,3,494,- 4,- 4,11,32.0, , 96,10,55,,*,杉原誠人,(美),木村哲也,Frosted,Bodemeister,,,11,23,5東5,初,新馬,ダ,1600,良,,北村,55.0,,7,22.5,12,2.7,5,,,10,9,37.68,38.7,12,フルミネブル
2,,3,タイキプレジール,牡,3,496,+ 6,+ 6,8,17.2, ,108,1,55,△,*,長浜鴻緒,(美),矢野英一,ダノンプレミアム,タイキシャトル,,ロイヤルチャージャー系,1,11,1中4,5,未勝利,ダ,1200,良,,石橋,57.0,,5,16.4,5,1.2,6,,,4,4,36.30,38.8,10,ゼファーテソーロ
2,,4,シルバーアックス,牡,3,454,,,3,5.8, ,  0,,57,,,横山典弘,(美),村田一誠,シスキン,ディープインパクト,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
3,,5,ピコレーヴ,牝,3,472,,,7,13.5, ,  0,,53,,,木幡巧也,(美),牧光二,"Written Tycoon","Lope de Vega",,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,6,アジュアカレンツ,牝,3,442,+ 2,+ 2,5,10.0, ,100,5,55,,*,横山和生,(美),西田雄一,ダノンレジェンド,パイロ,,ナスルーラ系,12,6,5名1,7,未勝利・牝*,ダ,1400,良,,斎藤,55.0,,6,12.1,6,1.0,5,,,3,3,36.45,39.2,9,ダンシングドール
4,,7,ユイノカタリベ,牡,3,518,+ 6,+ 6,4,5.9, , 96,10,57,,,木幡初也,(美),竹内正洋,タワーオブロンドン,エイシンフラッシュ,,,12,14,5名4,3,未勝利*,ダ,1400,稍,,木幡,56.0,,9,18.7,9,1.9,5,,,7,7,36.30,39.4,7,クラシオン
4,,8,ジャスフォール,牡,3,492,- 4,- 4,1,4.8, , 99,6,57,,*,津村明秀,(美),上原佑紀,マクフィ,ハーツクライ,,ロイヤルチャージャー系,12,14,5中4,7,未勝利*,芝,1200,良,B,佐々,56.0,,3,4.8,14,1.7,6,,,10,8,35.40,36.4,12,ニルマーネル
5,B,9,エンカウンターベイ,牝,3,436,  0,0,12,36.0, ,104,4,52,▲,,佐藤翔馬,(美),田中剛,ダノンスマッシュ,ハーツクライ,,ロイヤルチャージャー系,1,10,1中3,4,未勝利,ダ,1200,良,B,佐藤,52.0,▲,10,47.4,4,1.3,6,,,3,3,35.90,38.1,10,コックピットサイト
5,,10,フローライト,牝,3,430,+ 6,+ 6,2,5.7, ,107,2,55,,,横山武史,(美),池上昌和,ルヴァンスレーヴ,"Pioneerof the Nile",,ネイティヴダンサー系,12,13,5中3,2,未勝利・牝*,ダ,1200,良,,横山,55.0,,4,5.2,3,0.8,1,,,10,9,35.20,39.1,2,ベアアッコチャン
6,,11,ステキサプライズ,牡,3,428,- 4,- 4,14,55.3, , 98,7,54,▲,*,遠藤汰月,(美),粕谷昌央,ゴールドシップ,ショウナンカンプ,,ナスルーラ系,1,18,1中7,4,未勝利,ダ,1200,良,,木幡,57.0,,10,137.8,5,0.8,11,,,8,7,34.80,39.1,4,マーガレットクレア
6,,12,ライヴギムレット,牝,3,470,+ 4,+ 4,15,98.7, , 88,14,55,,*,原優介,(美),大和田成,タニノフランケル,サマーバード,,ネイティヴダンサー系,11,2,4東B,初,新馬・牝,芝,1600,良,,上里,52.0,▲,14,273.2,16,3.4,16,,,2,2,35.70,37.5,16,モートンアイランド
7,,13,ポッドシャンク,牡,3,466,+14,+14,16,124.4, , 95,12,57,,,荻野極,(美),武市康男,ミスチヴィアスアレックス,ゴールドアリュール,,ロイヤルチャージャー系,10,11,4東3,初,新馬,ダ,1400,稍,,荻野,56.0,,13,93.9,7,3.3,7,,,8,7,37.35,38.9,8,ウィッキドピケット
7,,14,サリーアン,牡,3,464,  0,0,13,41.3, , 97,9,57,,,黛弘人,(美),鈴木伸尋,ダノンプレミアム,ヘニーヒューズ,,,1,11,1中4,11,未勝利,ダ,1200,良,,黛弘,57.0,,12,151.6,4,1.0,11,,,12,12,37.30,37.6,2,ゼファーテソーロ
8,,15,ソードスレイプニル,牝,3,450,  0,0,9,22.9, , 89,13,55,,*,田辺裕信,(美),鈴木慎太,インディチャンプ,クロフネ,,ニアークティック系,11,30,5東8,2,未勝利*,ダ,1400,良,,丹内,55.0,,11,38.0,13,1.9,5,,,10,12,37.43,38.8,11,ヒナノムサシ
8,,16,タヤスロレンヌ,牝,3,464,+ 4,+ 4,6,10.7, ,105,3,55,,,江田照男,(美),岩戸孝樹,タワーオブロンドン,ディープブリランテ,,ロイヤルチャージャー系,1,24,1中8,4,未勝利・牝,ダ,1200,良,,江田,55.0,,7,42.6,2,0.9,7,,,9,9,36.30,37.8,2,ムーンブランシュ
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026020705010303,2026.2.7,土,東京,1東3,3,,未勝利,ダート,1600,,2,良,曇,16,11:05,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ユニベールクイーン,牝,3,486,+ 2,+ 2,16,322.4, , 89,15,55,,*,大野拓弥,(美),武市康男,ミスターメロディ,ストロングリターン,,,1,25,1中9,初,未勝利・牝,ダ,1800,良,,丸田,55.0,,9,101.1,14,4.8,13,10,11,10,11,39.40,43.9,13,プレイメイカー
1,,2,アオイミズホ,牡,3,524,+ 2,+ 2,2,3.0, ,111,2,57,,,戸崎圭太,(美),古賀慎明,ビーチパトロール,ダイワメジャー,,ロイヤルチャージャー系,12,13,5中3,6,未勝利*,ダ,1800,良,,戸崎,56.0,,1,2.5,4,1.0,1,14,13,9,8,38.95,39.2,4,ガンダ
2,,3,テンレディーゴー,牡,3,486,+10,+10,7,35.2, , 99,7,57,,*,吉田豊,(美),菊川正達,デクラレーションオブウォー,エピファネイア,,,12,6,5中1,3,未勝利*,ダ,1800,良,,佐々,56.0,,7,35.6,9,2.3,6,8,8,7,9,38.50,39.9,13,ショウナンパトス
2,,4,デルマカイモン,牡,3,506,+ 6,+ 6,13,183.4, , 98,8,57,,,江田照男,(美),高柳瑞樹,エイシンフラッシュ,ヴィクトワールピサ,,ロイヤルチャージャー系,1,25,1中9,初,新馬,ダ,1800,良,,江田,57.0,,11,68.9,9,2.1,12,10,10,6,5,39.40,41.9,10,トーアエレクトラム
3,,5,チェストー,牡,3,466,+ 2,+ 2,10,102.3, , 96,9,53,★,,谷原柚希,(美),土田稔,レッドファルクス,フリオーソ,,ロイヤルチャージャー系,1,18,1中7,3,未勝利,ダ,1800,良,,谷原,53.0,★,8,54.6,9,3.3,11,13,13,13,12,39.75,39.5,4,サイモフェーン
3,,6,ロードクローザー,牡,3,522,- 2,- 2,1,2.4, ,119,1,57,,,横山和生,(美),田村康仁,ナダル,シンボリクリスエス,,ロイヤルチャージャー系,1,17,1中6,初,新馬,ダ,1800,良,,横山,57.0,,2,3.8,4,0.2,2,1,1,1,1,38.35,40.4,8,ガムラスタン
4,,7,ゴットタレント,牡,3,462,+ 4,+ 4,3,7.0, ,109,4,57,,,杉原誠人,(美),田村康仁,ダノンプレミアム,"Elusive Quality",,ネイティヴダンサー系,1,11,1中4,2,未勝利,ダ,1800,良,,杉原,57.0,,6,54.6,3,1.2,6,9,9,8,5,38.30,40.1,2,ファイタージェット
4,,8,トラヴィス,牡,3,454,+ 6,+ 6,12,150.0, , 92,12,57,,*,木幡巧也,(美),小笠倫弘,エピファネイア,"Sky Mesa",,ナスルーラ系,11,8,5東1,初,新馬,芝,1400,良,,原優,56.0,,9,63.5,10,1.5,7,,,8,8,37.20,34.8,9,レオアジャイル
5,,9,ザンテソーロ,牡,3,450,+ 2,+ 2,8,50.8, ,104,6,57,,,原優介,(美),畠山吉宏,オルフェーヴル,ルーラーシップ,,ネイティヴダンサー系,1,17,1中6,2,未勝利,ダ,1800,良,,原優,57.0,,7,37.9,6,2.7,10,4,4,5,6,38.25,41.7,8,ウリズンベー
5,,10,フクシマブリルハム,牡,3,544,  0,0,6,13.8, , 96,9,57,,*,田辺裕信,(美),小島茂之,ドレフォン,Henrythenavigator,,ネイティヴダンサー系,1,25,1京9,初,未勝利,ダ,1900,良,,長岡,57.0,,14,208.2,10,1.2,12,6,5,5,4,38.77,39.6,10,ドメイン
6,,11,チェイサー,牡,3,428,+ 2,+ 2,11,106.2, , 96,9,57,,*,石川裕紀,(美),相沢郁,レイデオロ,オルフェーヴル,,,1,11,1中4,2,未勝利,ダ,1800,良,,横山,57.0,,9,107.6,11,3.9,8,3,4,3,5,37.95,43.5,12,ファイタージェット
6,,12,トップオブザキング,牡,3,484,- 4,- 4,15,294.9, , 90,13,57,,,丸田恭介,(美),蛯名利弘,ワールドプレミア,ブライアンズタイム,,ロイヤルチャージャー系,1,25,1中9,初,新馬,ダ,1800,良,,丸田,57.0,,13,109.0,12,2.2,15,16,16,14,12,40.10,40.6,5,トーアエレクトラム
7,,13,スーパーハイウェイ,牡,3,474,- 2,- 2,5,12.2, ,107,5,57,,,佐々木大,(美),伊藤大士,アメリカンペイトリオット,ストーミングホーム,,ネイティヴダンサー系,12,14,5中4,初,新馬,芝,1600,稍,,佐々,56.0,,5,12.4,6,1.1,15,,5,5,5,36.78,36.4,7,ジーティーシンドウ
7,,14,ゴールドフリーダム,セ,3,488,,,14,270.0, ,  0,,54,▲,,遠藤汰月,(美),青木孝文,ゴールドアクター,マーベラスサンデー,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
8,,15,セブンワンダーズ,牡,3,468,- 2,- 2,4,8.5, ,110,3,57,,*,津村明秀,(美),斎藤誠,キセキ,クロフネ,,ニアークティック系,1,17,1中6,2,未勝利,ダ,1800,良,,横山,57.0,,6,23.6,3,1.2,5,1,1,1,1,37.95,40.8,6,ウリズンベー
8,,16,グリュック,牡,3,514,+ 6,+ 6,9,95.2, , 90,13,55,△,*,長浜鴻緒,(美),和田正一,"Known Agenda",Tiznow,,マンノウォー系,11,30,5東8,3,未勝利*,ダ,1400,良,,石神,53.0,▲,14,200.5,11,1.5,14,,,16,15,37.73,38.0,4,ヒナノムサシ
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026020705010304,2026.2.7,土,東京,1東3,4,,1勝,ダート,1600,,2,良,小雪,16,11:35,牝,定量,４上
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,B,1,グランカッサ,牝,4,510,+10,+10,11,67.6, ,100,11,56,,*,武藤雅,(美),加藤士津,オルフェーヴル,ウォーエンブレム,,ネイティヴダンサー系,11,16,3福4,12,１勝ｸﾗｽ・牝,ダ,1700,良,B,上里,51.0,▲,6,12.2,12,2.6,11,4,4,4,5,36.93,41.1,13,シェリルファミーユ
2,,2,ウエヲムイテゴラン,牝,5,462,+ 6,+ 6,2,3.7, ,121,2,56,,*,ルメール,(美),萩原清,Justify,Tapit,,ナスルーラ系,12,13,5名3,3,１勝ｸﾗｽ・牝,ダ,1800,良,,丹内,56.0,,2,3.1,2,0.1,4,7,7,7,5,38.55,36.8,3,カロローザ
3,,3,ブルスカメンテ,牝,4,430,+ 2,+ 2,6,17.8, ,109,6,56,,,石川裕紀,(美),黒岩陽一,ドゥラメンテ,Galileo,,ニアークティック系,1,11,1中4,11,１勝ｸﾗｽ,芝,1600,良,,石川,55.0,,7,23.8,4,0.3,8,,15,10,6,34.74,34.5,1,クライスレリアーナ
4,,4,カポレイラ,牝,4,458,+12,+12,12,193.7, , 89,12,54,△,*,長浜鴻緒,(美),中舘英二,アドマイヤマーズ,クロフネ,,ニアークティック系,12,14,5名4,15,１勝ｸﾗｽ・牝,芝,2000,稍,,上里,52.0,▲,16,238.7,13,1.3,16,15,15,16,16,37.46,35.1,10,テンミラクルスター
4,,5,サザンティスプーン,牝,4,430,  0,0,4,6.1, ,122,1,56,,*,津村明秀,(美),鈴木伸尋,アニマルキングダム,ゴールドアリュール,,ロイヤルチャージャー系,11,24,3福6,4,１勝ｸﾗｽ・牝,ダ,1700,良,,横山,54.0,,2,4.2,2,0.0,1,14,15,10,9,37.47,38.1,1,ステラスプレンダー
5,,6,フォンデネージュ,牝,4,518,+ 2,+ 2,7,21.6, ,108,7,56,,*,岩田康誠,(美),武井亮,ドレフォン,クロフネ,,ニアークティック系,12,13,5名3,8,１勝ｸﾗｽ・牝,ダ,1800,良,,今村,53.0,◇,4,8.1,10,1.5,1,3,3,3,3,38.25,38.8,12,カロローザ
5,,7,エウテルペ,牝,4,470,+14,+14,10,53.6,>,105,9,56,,*,大野拓弥,(美),和田正一,アドマイヤマーズ,Sightseeing,,ナスルーラ系,6,29,2福2,4,未勝利・牝,ダ,1700,良,,戸崎,55.0,,2,3.1,1,-0.1,2,2,2,2,2,37.69,38.3,1,(リックメイン)
6,,8,コーラスライン,牝,7,446,- 4,- 4,13,309.5, , 82,13,56,,*,木幡初也,(美),本間忍,ハービンジャー,キングカメハメハ,ニアークティック系,ネイティヴダンサー系,8,10,1札6,3,１勝ｸﾗｽ,芝,2000,良,,柴田,53.0,▲,9,254.8,8,2.0,9,6,5,6,9,37.07,36.5,6,ミラージュナイト
6,B,9,クラリネットソナタ,牝,4,494,- 2,- 2,3,3.8, ,116,4,56,,*,菅原明良,(美),田中博康,ナダル,"City Zip",,,10,25,4新3,18,１勝ｸﾗｽ,ダ,1800,良,,舟山,51.0,▲,1,3.2,4,0.9,1,2,2,3,2,37.60,38.4,6,ショウサンジョージ
7,B,10,タマモカンパネラ,牝,4,516,+ 2,+ 2,1,3.5, ,117,3,56,,*,横山武史,(美),伊藤圭三,ナダル,ハーツクライ,,ロイヤルチャージャー系,11,23,5東5,4,１勝ｸﾗｽ・牝,ダ,1600,良,B,谷原,51.0,★,1,3.1,6,0.6,1,,,8,8,37.08,36.5,4,カーラデマドレ
7,,11,コルヴィル,牝,5,496,+ 2,+ 2,5,14.3, ,113,5,56,,,黛弘人,(美),柄崎将寿,"Omaha Beach",Tiznow,,マンノウォー系,11,23,5東5,4,１勝ｸﾗｽ・牝,ダ,1600,良,,黛弘,56.0,,11,182.6,2,0.1,7,,,4,4,36.78,36.5,4,カーラデマドレ
8,,12,チギリ,牝,4,474,+ 8,+ 8,8,23.6, ,106,8,56,,*,荻野極,(美),鹿戸雄一,レッドファルクス,フジキセキ,,ロイヤルチャージャー系,12,14,5名4,3,１勝ｸﾗｽ・若,ダ,1800,稍,,石神,52.0,▲,5,9.8,6,0.7,15,10,7,9,8,38.35,39.0,5,コウジョリョウゾク
8,,13,ブルージュ,牝,4,450,+ 2,+ 2,9,41.6, ,105,9,56,,*,杉原誠人,(美),栗田徹,ブリックスアンドモルタル,ダイワメジャー,,ロイヤルチャージャー系,12,13,5名3,7,１勝ｸﾗｽ・牝,ダ,1800,良,,鮫島,55.0,,6,14.7,8,1.3,3,11,11,9,10,38.65,37.8,8,カロローザ
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026020705010305,2026.2.7,土,東京,1東3,5,,新馬,芝,1800,D,2,良,小雪,16,12:25,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,サファイアプレミア,牝,3,418,,,11,76.6, ,  0,,55,,,荻野極,(美),池上昌和,ワールドプレミア,ロードカナロア,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,アリアファブラ,牝,3,412,,,5,16.6, ,  0,,55,,,田辺裕信,(美),尾関知人,アルバート,ロードカナロア,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,3,カムバックトゥミー,牝,3,518,,,6,19.0, ,  0,,52,▲,,遠藤汰月,(美),佐藤吉勝,ストーミーシー,ケイムホーム,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
2,,4,サツキマーメイド,牝,3,410,,,16,179.5, ,  0,,55,,,菅原隆一,(美),石栗龍彦,ビーチパトロール,アーネストリー,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
3,,5,ベルウッドクレド,牡,3,454,,,4,16.5, ,  0,,57,,,津村明秀,(美),辻哲英,シルバーステート,"Candy Ride",,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
3,,6,レッドリファインド,牡,3,480,,,7,26.9, ,  0,,57,,,石川裕紀,(美),奥村武,レイデオロ,"Storm Cat",,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
4,,7,アドマイヤパープル,牝,3,436,,,3,6.2, ,  0,,55,,,戸崎圭太,(美),宮田敬介,ロードカナロア,Galileo,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
4,,8,フルールロイヤル,牝,3,428,,,12,77.2, ,  0,,55,,,原優介,(美),青木孝文,ハービンジャー,ゼンノロブロイ,ニアークティック系,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
5,,9,エイシンキーンラン,牝,3,474,,,10,50.2, ,  0,,55,,,江田照男,(美),田中剛,エイシンヒカリ,ジャスタウェイ,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,10,カットソロ,牡,3,520,,,2,3.4, ,  0,,57,,,横山武史,(栗),矢作芳人,コントレイル,キングヘイロー,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
6,,11,チョウシュンカ,牝,3,380,,,14,126.4, ,  0,,55,,,柴田大知,(美),村田一誠,ウインブライト,サクラバクシンオー,,ナスルーラ系,,,,,,,,,,,,,,,,,,,,,,,,,
6,,12,ピコプリンセス,牝,3,468,,,9,35.8, ,  0,,55,,,佐々木大,(美),伊藤大士,ベンバトル,オルフェーヴル,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,13,オウケンサクラコ,牝,3,430,,,15,154.7, ,  0,,55,,,木幡巧也,(美),田中勝春,レインボーライン,オウケンブルースリ,,ナスルーラ系,,,,,,,,,,,,,,,,,,,,,,,,,
7,,14,ホウオウパーソンズ,牡,3,476,,,13,99.3, ,  0,,55,△,,長浜鴻緒,(美),蛯名正義,キタサンブラック,"Discreet Cat",,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
8,,15,ヘイジュード,牡,3,492,,,1,2.2, ,  0,,57,,,ルメール,(美),堀宣行,キタサンブラック,Congaree,,ナスルーラ系,,,,,,,,,,,,,,,,,,,,,,,,,
8,,16,ソパデアホ,牡,3,512,,,8,27.0, ,  0,,57,,,大野拓弥,(美),小島茂之,イスラボニータ,シンボリクリスエス,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026020705010306,2026.2.7,土,東京,1東3,6,,未勝利,芝,1600,D,2,良,雪,16,13:00,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,クレアノア,牝,3,406,-12,-12,10,29.0, ,103,9,55,,,戸崎圭太,(美),久保田貴,アドマイヤマーズ,ロードカナロア,,,11,24,5東6,初,新馬・牝,芝,1600,良,,戸崎,55.0,,5,14.4,4,0.9,1,,,9,9,36.90,33.8,2,フェルミアーク
