レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026090501020501,2026.9.5,土,札幌,2札5,1,,未勝利,ダート,1700,,4,重(暫定),曇(暫定),14,09:50,,馬齢,２歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
5,,5,サンシルヴァリー,牝,2,10,43.5, , 87,10,55,,,川又賢治,(栗),西村真幸,オメガパフューム,フジキセキ,,ロイヤルチャージャー系,8,23,2札2,2,未勝利*,芝,1500,良,,川又,55.0,,11,159.2,7,1.0,10,,10,9,8,36.67,35.8,4,デザートスピリット
6,,6,ハミングリップス,牝,2,8,23.7, , 97,5,55,,*,藤懸貴志,(美),青木孝文,タワーオブロンドン,ディープインパクト,,ロイヤルチャージャー系,8,15,1札7,初,新馬,芝,1200,良,,遠藤,52.0,▲,11,86.7,5,1.2,5,,,8,8,37.20,34.5,2,ジオパークカツキ
6,,7,アワードリームス,牝,2,7,16.3, , 92,8,55,,*,松本大輝,(栗),中村直也,ミラアイトーン,Shamardal,,ニアークティック系,8,30,2札4,4,未勝利*,芝,1200,良,,石川,55.0,,11,199.1,9,0.8,12,,,12,11,36.00,34.9,1,ギャルズマインド
7,,8,リアルクウカイ,牡,2,11,99.5, , 89,9,55,,,原田和真,(美),萱野浩二,シャンハイボビー,リアルインパクト,,,8,16,1札8,3,未勝利*,芝,1200,良,,原田,55.0,,7,53.8,7,2.5,7,,,5,6,36.00,36.9,7,タイフーンナイン
7,,9,アルデシンザン,牡,2,2,4.3, ,107,2,55,,,丹内祐次,(美),矢野英一,レイデオロ,ローエングリン,,ニアークティック系,8,23,2札2,2,未勝利*,芝,1500,良,,丹内,55.0,,4,8.6,8,1.2,4,,2,5,3,36.33,36.5,8,デザートスピリット
8,,10,スクレイプバイ,牡,2,4,7.8, ,105,3,55,,,横山琉人,(栗),高橋義忠,ミスターメロディ,キングヘイロー,,ニアークティック系,8,16,1札8,2,未勝利*,芝,1200,良,,横山,55.0,,6,32.9,2,0.6,6,,,4,2,35.90,35.1,3,タイフーンナイン
8,,11,ミハテヌユメ,牝,2,1,2.7, ,114,1,53,◇,,小林美駒,(栗),前川恭子,カラヴァッジオ,ルーラーシップ,,ネイティヴダンサー系,8,30,2札4,9,未勝利*,芝,1200,良,,小林,52.0,▲,5,28.6,3,0.3,13,,,1,1,34.60,35.8,10,ギャルズマインド
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026090501020503,2026.9.5,土,札幌,2札5,3,,未勝利,ダート,1000,,2,重(暫定),曇(暫定),12,10:50,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,B,1,ニンジャトットリ,牡,3,3,6.8, ,117,3,57,,*,丹内祐次,(美),松永康利,ミッキーアイル,シンボリクリスエス,,ロイヤルチャージャー系,8,15,2新7,4,未勝利,ダ,1200,良,B,木幡,57.0,,2,3.7,5,1.6,2,,,1,1,33.90,39.3,13,レイズレガシー
2,,2,ペイシャクロス,牝,3,10,32.2, ,105,8,54,☆,,長浜鴻緒,(美),粕谷昌央,ニシケンモノノフ,ノヴェリスト,,その他のエクリプス系,8,23,2札2,3,未勝利・牝,ダ,1000,良,,長浜,54.0,☆,5,14.6,4,0.7,7,,,3,4,36.15,35.8,6,シェイプオブユー
3,B,3,チョウスター,牝,3,6,23.6, ,111,6,52,▲,*,和田陽希,(栗),羽月友彦,エスポワールシチー,グラスワンダー,,ロイヤルチャージャー系,8,15,2名7,2,未勝利,ダ,1200,良,B,幸英,55.0,,3,6.7,3,0.8,2,,,2,2,35.30,37.3,6,ゴールドアーチ
4,B,4,アイビーミャーオ,牝,3,1,2.4, ,124,1,53,◇,*,小林美駒,(栗),小林真也,フォーウィールドライブ,キングヘイロー,,ニアークティック系,8,23,2札2,4,未勝利・牝,ダ,1000,良,B,横山,55.0,,1,1.4,2,0.0,1,,,2,2,35.40,35.6,4,シェイプオブユー
5,,5,メイショウマドンナ,牝,3,5,22.5, ,118,2,55,,,吉田隼人,(栗),荒川義之,フィレンツェファイア,ハーツクライ,,ロイヤルチャージャー系,8,23,2札2,2,未勝利・牝,ダ,1000,良,,吉田,55.0,,3,7.7,3,0.0,4,,,5,5,36.30,35.0,1,シェイプオブユー
5,B,6,スラッシュコード,牡,3,9,31.7, , 99,10,57,,*,小沢大仁,(美),伊藤圭三,ミスターメロディ,カジノドライヴ,,ナスルーラ系,7,18,2福7,11,未勝利,芝,1200,良,B,菊沢,57.0,,10,45.4,8,0.7,8,,,5,5,34.60,35.3,12,リーデレクオーレ
6,,7,オリヒメボシ,牝,3,12,55.3, , 92,12,52,▲,*,大久保友,(栗),庄野靖志,ニューイヤーズデイ,ロードカナロア,,,7,18,1函B,2,未勝利,芝,1200,良,,北村,55.0,,12,61.4,10,1.7,11,,,13,13,35.40,34.9,5,ホウオウザロイヤル
6,,8,ハイティー,牝,3,4,12.3, ,116,4,55,,*,北村友一,(美),木村哲也,ミスターメロディ,ディープインパクト,,ロイヤルチャージャー系,8,29,2札3,6,未勝利,ダ,1000,稍,,武豊,55.0,,1,2.8,4,0.3,3,,,4,4,34.95,36.6,3,アニマレイ
7,,9,ナブッコ,牡,3,2,2.8, ,115,5,53,★,*,河原田菜,(栗),橋田宜長,モーリス,"Perfect Soul",,ニアークティック系,8,15,1札7,2,未勝利,ダ,1000,良,,横山,57.0,,7,12.9,2,0.1,1,,,1,1,35.70,35.7,4,メイワキラリ
7,B,10,スマートコーラル,牝,3,7,26.5, ,110,7,55,,*,鮫島克駿,(栗),石坂公一,マジェスティックウォリアー,ドリームジャーニー,,ロイヤルチャージャー系,8,29,2札3,6,未勝利,ダ,1000,稍,B,古川,53.0,◇,3,4.0,5,0.4,5,,,4,4,34.95,36.7,4,アニマレイ
8,B,11,サンライズロイ,牡,3,8,30.2, ,100,9,57,,*,佐々木大,(栗),牧浦充徳,フォーウィールドライブ,ブライアンズタイム,,ロイヤルチャージャー系,8,15,1札7,2,未勝利,ダ,1000,良,B,菱田,57.0,,9,23.4,5,0.8,6,,,3,2,36.30,36.0,7,メイワキラリ
8,,12,ホワイトラバーズ,牝,3,11,43.0, , 96,11,55,,,古川吉洋,(栗),大根田裕,ディーマジェスティ,クロフネ,,ニアークティック系,7,19,1函C,連,未勝利,ダ,1000,不,,古川,55.0,,6,24.8,7,1.3,5,,,8,8,35.55,36.3,7,ミスチヴマリアンヌ
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026090501020504,2026.9.5,土,札幌,2札5,4,,未勝利,ダート,1700,,4,重(暫定),曇(暫定),14,11:20,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ブラックゲイル,牡,3,14,79.6, , 90,14,56,☆,*,長浜鴻緒,(美),加藤和宏,カレンブラックヒル,サウスヴィグラス,,ネイティヴダンサー系,6,14,3東4,9,未勝利,ダ,1300,稍,,水沼,54.0,▲,14,464.7,14,3.2,15,,,6,7,36.94,38.6,15,レゲンデ
2,B,2,テンユウ,牡,3,2,3.8, ,105,3,55,◇,*,小林美駒,(美),奥村武,サートゥルナーリア,ダイワメジャー,,ロイヤルチャージャー系,8,30,2札4,6,１勝ｸﾗｽ,芝,1500,良,B,丹内,55.0,,5,12.0,8,1.1,3,,6,6,4,37.47,35.1,7,ネッタイヤライ
3,,3,モズヴイ,牡,3,7,16.5, ,103,6,57,,*,横山琉人,(栗),藤岡健一,モズアスコット,"Declaration of War",,,8,2,1札4,連,未勝利,ダ,1700,良,,西塚,57.0,,4,14.9,9,3.4,4,1,1,1,2,37.42,40.6,10,ワンダーブリッツ
3,,4,ロジクリスエス,セ,3,10,33.0, ,102,9,57,,*,丹内祐次,(美),新開幸一,ロジユニヴァース,エピファネイア,,,8,9,1札6,3,未勝利,ダ,1700,良,,黛弘,57.0,,9,41.1,6,2.1,7,13,13,13,11,38.18,39.6,4,バンダムソレール
4,B,5,メイショウセンドウ,牡,3,1,3.0, ,121,1,57,,,横山和生,(栗),飯田祐史,ホッコータルマエ,ヴィクトワールピサ,,ロイヤルチャージャー系,8,22,2札1,2,未勝利,ダ,1700,良,B,横山,57.0,,2,3.6,2,0.3,2,10,10,2,1,38.02,36.9,2,リン
4,,6,アズライトアスール,牡,3,3,7.7, ,105,3,53,★,,河原田菜,(栗),鈴木孝志,ミッキーアイル,フジキセキ,,ロイヤルチャージャー系,8,29,2札3,4,未勝利,ダ,1700,稍,,河原,53.0,★,13,144.1,2,1.3,11,5,4,3,2,36.60,38.8,5,ベルアズーロ
5,,7,クープグラッセ,牝,3,8,20.8, ,104,5,55,,*,小沢大仁,(栗),岡田稲男,リオンディーズ,ヴィクトワールピサ,,ロイヤルチャージャー系,7,19,1函C,11,未勝利,芝,1200,重,,池添,55.0,,7,19.8,7,0.5,2,,,6,5,35.20,36.0,6,コスモファーブロス
5,,8,フィーユレアル,牝,3,9,32.2, , 98,10,52,▲,*,遠藤汰月,(美),斎藤誠,リオンディーズ,ハーツクライ,,ロイヤルチャージャー系,8,8,1札5,4,未勝利・牝,ダ,1700,良,,斎藤,55.0,,9,21.0,9,2.6,1,10,9,5,5,37.20,40.3,10,ルージュボニート
6,,9,エイシンリーガル,牡,3,4,9.0, ,107,2,57,,,松本大輝,(栗),高橋康之,ルーラーシップ,フレンチデピュティ,ネイティヴダンサー系,ニアークティック系,8,30,2札4,3,未勝利,芝,2000,良,,松本,57.0,,14,52.9,3,0.2,12,2,2,1,1,37.37,36.1,10,デルマフジ
6,,10,ダンツアラーム,牝,3,6,13.2, , 95,12,55,,,黛弘人,(栗),本田優,リアルスティール,ノヴェリスト,,その他のエクリプス系,8,30,2札4,3,未勝利,ダ,1700,稍,,黛弘,55.0,,12,81.8,5,0.9,12,12,12,11,9,37.47,38.2,1,ポップアップ
7,,11,サトノフレア,牡,3,5,9.2, ,103,6,57,,,佐々木大,(美),堀宣行,サトノジェネシス,Frankel,,ニアークティック系,8,1,1札3,31,未勝利,芝,1800,稍,,佐々,57.0,,1,3.6,12,2.3,2,2,2,2,4,36.50,38.0,12,ライフイズカラフル
7,,12,アインプロージット,牝,3,12,48.3, , 91,13,55,,,川又賢治,(美),小笠倫弘,クリソベリル,Shamardal,,ニアークティック系,8,16,1札8,2,未勝利・牝,ダ,1700,良,,川又,55.0,,14,432.4,8,2.2,14,6,6,6,7,37.47,40.0,9,プルーフリーディン
8,,13,フェイスリフト,牡,3,11,38.6, ,103,6,57,,*,荻野琢真,(美),嘉藤貴行,フォーウィールドライブ,ブラックタイド,,ロイヤルチャージャー系,8,29,2札3,2,未勝利,ダ,1000,稍,,古川,57.0,,2,3.9,7,0.8,1,,,9,8,36.30,36.2,2,アニマレイ
8,,14,ディープマウンテン,牝,3,13,64.4, , 98,10,55,,,吉田隼人,(美),深山雅史,エイシンフラッシュ,アグネスタキオン,,ロイヤルチャージャー系,8,16,1札8,2,未勝利,ダ,1700,良,,吉田,55.0,,12,110.1,5,1.5,8,4,4,8,6,38.02,38.1,6,アルジェンタム
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026090501020505,2026.9.5,土,札幌,2札5,5,,新馬,芝,1500,C,3,稍(暫定),曇(暫定),14,12:10,,馬齢,２歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,グレーターマーク,牝,2,3,5.8, ,  0,,53,◇,,小林美駒,(栗),小椋研介,グレーターロンドン,ハービンジャー,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,ローズファミリー,牝,2,1,2.3, ,  0,,52,▲,,大久保友,(美),田中剛,タワーオブロンドン,モーリス,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,ポーラールート,牝,2,2,3.5, ,  0,,55,,,北村友一,(栗),武英智,キタサンブラック,"Fast Company",,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,4,フェアリースノー,牝,2,11,64.4, ,  0,,54,☆,,長浜鴻緒,(美),尾形和幸,マテラスカイ,タイキシャトル,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
4,,5,シュヴァルツペルレ,牝,2,5,13.4, ,  0,,55,,,浜中俊,(栗),武幸四郎,リアルスティール,Anabaa,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
4,,6,ラガーレッドムーン,牝,2,12,64.4, ,  0,,55,,,荻野琢真,(栗),池添学,サリオス,ロードカナロア,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,7,プレシャスタイム,牡,2,4,11.8, ,  0,,55,,,佐々木大,(栗),須貝尚介,ブリックスアンドモルタル,ゼンノロブロイ,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
5,,8,ルナディアナ,牝,2,13,82.8, ,  0,,55,,,松本大輝,(美),小手川準,ダノンプレミアム,フレンチデピュティ,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
6,,9,ララアウローラ,牝,2,8,55.2, ,  0,,55,,,小沢大仁,(美),千葉直人,グローリーヴェイズ,ヴィクトワールピサ,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
6,,10,アンミツ,牝,2,7,45.4, ,  0,,52,▲,,和田陽希,(栗),杉山佳明,タリスマニック,サウスヴィグラス,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
7,,11,ジャスコヒラリアス,牡,2,6,13.4, ,  0,,55,,,斎藤新,(栗),高橋康之,リアルインパクト,アグネスタキオン,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
7,,12,ミーアキース,牝,2,9,57.9, ,  0,,55,,,鮫島克駿,(美),加藤征弘,Corniche,"Holy Roman Emperor",,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
8,,13,アルーリングボーイ,牡,2,10,57.9, ,  0,,55,,,伊藤工真,(美),金成貴史,ステルヴィオ,"End Sweep",,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
8,,14,コーズサム,牡,2,14,122.0, ,  0,,55,,,黛弘人,(美),伊藤圭三,ニューイヤーズデイ,オルフェーヴル,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026090501020506,2026.9.5,土,札幌,2札5,6,,未勝利,芝,2000,C,4,稍(暫定),曇(暫定),16,12:40,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ハヤブサブロー,牝,3,14,51.8, , 85,16,55,,*,横山琉人,(栗),高橋義忠,ハービンジャー,ゼンノロブロイ,ニアークティック系,ロイヤルチャージャー系,7,4,1函7,2,未勝利・牝,ダ,1700,良,,吉田,55.0,,10,89.1,11,6.6,10,9,8,10,11,37.85,43.9,11,ギンケイ
1,,2,ショウナンアワード,牡,3,16,55.5, , 99,12,57,,,小沢大仁,(栗),東田明士,リアルスティール,キングカメハメハ,,ネイティヴダンサー系,8,9,1札6,6,未勝利,芝,2000,良,,小沢,57.0,,10,39.8,8,1.4,8,14,13,12,10,37.20,36.2,7,トリニタリオ
2,,3,ウインポーシャ,牝,3,13,36.1, ,103,8,54,☆,,長浜鴻緒,(美),矢嶋大樹,リオンディーズ,ステイゴールド,,ロイヤルチャージャー系,6,20,1函3,5,未勝利,芝,2000,良,B,長浜,54.0,☆,7,14.3,9,2.0,5,4,3,2,3,36.21,37.0,15,ジャケットポケット
2,B,4,ワダツミ,牝,3,2,4.9, ,110,3,53,◇,,小林美駒,(栗),笹田和秀,セイウンコウセイ,"Sadler's Wells",,ニアークティック系,8,30,2札4,4,未勝利,芝,2000,良,,小林,52.0,▲,6,16.0,4,0.2,16,16,16,15,15,37.89,34.9,1,デルマフジ
3,,5,フローレンスフーガ,牡,3,1,4.7, ,109,5,57,,,古川吉洋,(栗),四位洋文,フィエールマン,"El Corredor",,ネイティヴダンサー系,8,22,2札1,2,未勝利,芝,2000,良,,古川,57.0,,8,19.9,3,0.5,9,13,13,13,5,36.21,36.3,2,コワンニシタガウ
3,,6,シーラス,牡,3,5,12.2, ,104,7,57,,*,佐々木大,(美),堀宣行,コントレイル,Violence,,,8,22,2札1,16,未勝利,芝,2000,良,,レー,57.0,,7,15.6,5,0.7,14,7,8,7,5,35.96,37.1,6,コワンニシタガウ
4,,7,ヒメヒオウギ,牝,3,8,14.0, , 97,14,51,★,,河原田菜,(栗),中竹和也,コントレイル,ステイゴールド,,ロイヤルチャージャー系,8,29,2札3,2,未勝利,芝,1500,稍,,河原,51.0,★,9,19.2,4,1.0,8,,8,11,9,35.47,37.1,2,ペカリーナ
4,,8,マンサニージャ,牝,3,4,7.8, ,114,1,55,,,丹内祐次,(美),菊川正達,ダノンバラード,ロージズインメイ,,ロイヤルチャージャー系,8,22,2札1,3,未勝利,芝,2000,良,,丹内,55.0,,6,12.7,2,0.1,4,9,9,8,3,36.00,36.4,4,コワンニシタガウ
5,,9,ポリメトリック,牝,3,6,13.6, , 99,12,52,▲,*,和田陽希,(栗),池江泰寿,ブリックスアンドモルタル,ディープインパクト,,ロイヤルチャージャー系,8,8,1札5,20,未勝利・牝,芝,2000,稍,,松本,55.0,,8,24.9,7,0.9,2,6,6,4,4,36.26,37.1,7,ウインカトリーヌ
5,,10,サトノリアファル,牡,3,7,13.6, ,113,2,57,,,横山和生,(美),古賀慎明,ダノンキングリー,シンボリクリスエス,,ロイヤルチャージャー系,8,22,2札1,4,未勝利,芝,2000,良,,横山,57.0,,2,5.4,4,0.7,2,16,16,14,11,36.30,36.3,2,コワンニシタガウ
6,,11,レットミーテイク,牡,3,10,19.2, ,110,3,57,,*,吉田隼人,(栗),庄野靖志,スワーヴリチャード,オペラハウス,,ニアークティック系,8,22,2札1,7,未勝利,芝,2600,良,,岩田,57.0,,5,7.9,3,0.6,12,10,7,7,3,37.44,37.2,3,フィエールシャンテ
6,,12,アップターンデイ,牡,3,11,29.3, , 91,15,57,,*,藤懸貴志,(栗),藤岡健一,ニューイヤーズデイ,Teofilo,,ニアークティック系,8,15,1札7,7,未勝利,芝,1500,良,,菱田,57.0,,11,164.0,14,3.5,14,,2,2,6,36.33,38.0,14,エアヴァイブス
7,,13,デルマバンダイサン,牡,3,15,53.6, ,103,8,57,,,松本大輝,(栗),井上智史,レイデオロ,ヴィクトワールピサ,,ロイヤルチャージャー系,8,8,1札5,3,未勝利,ダ,1700,稍,,松本,57.0,,7,16.3,7,2.5,6,9,7,6,6,38.02,39.0,8,インタノン
7,,14,アート,牡,3,12,31.1, ,107,6,57,,,鮫島克駿,(栗),杉山晴紀,キセキ,ドリームジャーニー,,ロイヤルチャージャー系,8,30,2札4,5,未勝利,芝,2000,良,,鮫島,57.0,,8,26.3,5,0.3,9,12,12,12,12,37.67,35.5,4,デルマフジ
8,,15,マジックファイヤー,牡,3,9,17.8, ,100,11,57,,*,斎藤新,(美),浅利英明,キセキ,マンハッタンカフェ,,ロイヤルチャージャー系,8,9,1札6,4,未勝利,芝,2600,良,,岩田,57.0,,10,57.2,6,0.5,12,3,3,4,8,38.28,36.4,12,ドンテスタマスター
