年月日,馬名,5F,4F,3F,Lap3,Lap2,Lap1
20260606,シャルクハフト,66.9,52.3,37.4,14.1,11.7,11.6
20260606,タイセイドレフォン,84.6,65.9,47.5,17.5,15.2,14.8
20260606,ミッキーテネシー,90.2,71.8,52.5,19.2,17.1,16.2
20260606,メイショウハンター,73.6,58.2,44.2,15.3,14.9,14.0
20260606,ムーンベリル,84.2,65.4,47.4,17.5,15.1,14.8
20260606,レッドピアレス,,67.4,48.6,18.2,15.7,14.7
20260606,エイユーファイヤー,,78.9,58.8,19.7,19.7,19.4
20260606,ヒーローインチーフ,,78.4,56.3,20.8,18.1,17.4
20260606,サーディンラン,68.6,53.4,38.3,14.4,11.9,12.0
20260606,グランピアン,,81.2,59.9,20.3,19.8,19.8
20260606,ペプチドニンバス,68.3,53.2,38.1,14.2,11.8,12.1
20260606,スマイルガルーダ,,83.3,60.3,22.0,19.7,18.6
20260606,サリエンテ,,70.5,52.2,18.0,17.4,16.8
20260606,ヒルノアラゴン,89.1,70.7,52.2,18.3,16.8,17.1
20260606,トリオノチカラ,88.9,70.5,52.1,18.2,17.0,16.9
20260606,ラストモーメント,89.1,70.7,52.3,18.2,16.9,17.2
20260606,カシノクロサイト,89.2,70.7,52.3,18.3,16.9,17.1
20260606,リアルスター,,75.0,54.4,19.7,16.9,17.8
20260606,バロッカネーラ,,76.7,56.0,20.7,18.2,17.1
20260606,テイエムスティール,,136.9,101.8,32.9,35.1,33.8
20260606,サンドロナイト,132.1,107.0,82.5,26.3,28.8,27.4
20260606,ニホンピロロジャー,,89.8,66.0,23.3,22.4,20.3
20260606,チムニートップス,,76.8,56.0,20.5,18.5,17.0
20260606,ピエナオルカ,87.6,70.4,52.1,18.5,16.6,17.0
20260606,ミエノクラウン,86.4,69.0,50.2,18.3,15.9,16.0
20260606,メイショウジンライ,96.0,77.1,56.7,21.1,18.9,16.7
20260606,メイショウテンジン,90.1,71.3,51.9,19.4,17.0,15.5
20260606,カラクニダケ,86.2,70.1,52.7,18.4,17.2,17.1
20260606,ニシノキヅイタラ,87.2,70.2,52.5,18.4,17.3,16.8
20260606,アニージョ,,68.2,50.1,17.7,16.5,15.9
20260606,ハギノサステナブル,90.8,71.8,52.6,17.6,17.6,17.4
20260606,ニュークレド,,66.8,49.3,17.9,16.0,15.4
20260606,セディバン,,70.3,50.9,18.6,16.9,15.4
20260606,イリフィ,90.7,71.8,52.5,17.7,17.4,17.4
20260606,タイキルッジェーロ,90.8,71.7,52.7,17.8,17.7,17.2
20260606,ニホンピロロジャー,94.1,75.4,55.7,20.1,17.9,17.7
20260606,ガロピーネ,86.8,69.1,50.7,18.4,16.3,16.0
20260606,ミティリーニ,90.9,71.9,52.6,17.7,17.5,17.4
20260606,バレンシア,87.7,69.9,51.6,18.2,17.1,16.3
20260606,ギフテッドスペック,,69.5,50.0,17.9,16.2,15.9
20260606,コズミックフレア,,68.8,49.7,17.8,15.8,16.1
20260606,サマーブリザード,,67.2,47.4,17.2,15.4,14.8
20260606,スマートエスコート,88.6,70.7,52.1,18.2,17.1,16.8
20260606,ルフトブリュッケ,85.6,67.7,49.2,18.3,15.6,15.3
20260606,コムアンエクレール,85.7,67.6,49.0,18.6,15.2,15.2
20260606,ヘキレキ,85.8,67.4,49.3,17.7,15.5,16.1
20260606,ロードフロンティア,,79.8,59.6,21.6,19.9,18.1
20260606,メイショウピュルテ,,71.9,51.7,19.6,16.9,15.2
