年月日,馬名,Time1,Time2,Time3,Time4,Lap4,Lap3,Lap2,Lap1
20260606,ルガル,58.6,41.8,26.1,12.7,16.8,15.7,13.4,12.7
20260606,ニューオーリンズ,58.6,41.9,26.9,13.3,16.7,15.0,13.6,13.3
20260606,シュガークン,51.2,36.5,24.0,12.3,14.7,12.5,11.7,12.3
20260606,ナムラエイハブ,52.9,37.8,24.5,12.1,15.1,13.3,12.4,12.1
20260606,タガノアルトゥーラ,54.4,39.7,25.3,12.4,14.7,14.4,12.9,12.4
20260606,ジュンドラドラ,51.0,36.5,24.0,12.1,14.5,12.5,11.9,12.1
20260606,エルダークローネ,65.7,46.2,29.7,14.2,19.5,16.5,15.5,14.2
20260606,レイワサンサン,67.8,48.9,31.6,15.5,18.9,17.3,16.1,15.5
20260606,ガウラディスコ,63.7,46.6,30.8,15.3,17.1,15.8,15.5,15.3
20260606,アンジュプロミス,66.2,47.9,31.2,15.7,18.3,16.7,15.5,15.7
20260606,モチモチチャン,66.3,47.1,30.9,15.3,19.2,16.2,15.6,15.3
20260606,ラッキーシグネチャ,69.5,50.9,33.5,16.8,18.6,17.4,16.7,16.8
20260606,サンセットゴールド,65.2,47.7,31.7,16.1,17.5,16.0,15.6,16.1
20260606,エイシンリーガル,70.2,51.6,34.1,17.0,18.6,17.5,17.1,17.0
20260606,カスタニッチャ,69.7,50.7,33.3,16.7,19.0,17.4,16.6,16.7
20260606,リヒトミューレ,67.1,50.1,33.2,16.5,17.0,16.9,16.7,16.5
20260606,ラッキーストーン,66.5,48.4,31.9,16.1,18.1,16.5,15.8,16.1
20260606,エングルマン,66.7,47.7,31.2,15.5,19.0,16.5,15.7,15.5
20260606,アメリカンサクラ,67.1,48.9,32.2,16.0,18.2,16.7,16.2,16.0
20260606,アークレオン,70.2,51.0,33.5,16.7,19.2,17.5,16.8,16.7
20260606,タッチャブル,65.8,48.1,32.0,15.6,17.7,16.1,16.4,15.6
20260606,ダイアナクイーン,68.3,49.6,32.6,15.9,18.7,17.0,16.7,15.9
20260606,アンビアンス,76.3,55.0,35.8,17.9,21.3,19.2,17.9,17.9
20260606,マーゴットデイズ,72.1,52.7,34.9,17.3,19.4,17.8,17.6,17.3
20260606,ポペット,68.1,49.3,32.2,15.8,18.8,17.1,16.4,15.8
20260606,ステインアライヴ,68.5,50.9,33.7,16.7,17.6,17.2,17.0,16.7
20260606,ココプレミア,69.7,51.2,33.7,16.4,18.5,17.5,17.3,16.4
20260606,シルバーリム,65.9,49.1,32.9,14.9,16.8,16.2,18.0,14.9
20260606,ヤマニンイハナ,70.9,51.1,33.5,16.8,19.8,17.6,16.7,16.8
20260606,ニシノフランケン,72.9,52.4,34.3,16.5,20.5,18.1,17.8,16.5
20260606,アニージョ,79.1,56.5,36.7,17.8,22.6,19.8,18.9,17.8
20260606,セディバン,78.4,55.9,35.7,17.2,22.5,20.2,18.5,17.2
20260606,ワンダーミューズ,67.0,48.6,31.9,15.7,18.4,16.7,16.2,15.7
20260606,グレーヌドジョワ,66.2,48.5,31.1,15.0,17.7,17.4,16.1,15.0
20260606,ゲレイロ,66.9,49.6,32.3,15.8,17.3,17.3,16.5,15.8
20260606,エイシンウィスパー,67.7,50.0,33.2,16.4,17.7,16.8,16.8,16.4
20260606,サンライズアムール,64.1,46.6,30.1,14.9,17.5,16.5,15.2,14.9
20260606,カエルム,65.9,47.8,31.3,15.5,18.1,16.5,15.8,15.5
20260606,ヴェロシア,69.8,51.3,33.3,16.2,18.5,18.0,17.1,16.2
20260606,ファイアプレイス,66.3,48.0,31.4,15.6,18.3,16.6,15.8,15.6
20260606,コズミックフレア,75.7,54.4,35.7,17.3,21.3,18.7,18.4,17.3
20260606,タガノプディング,67.2,48.6,32.2,16.1,18.6,16.4,16.1,16.1
20260606,サマーブリザード,73.0,52.8,34.4,17.1,20.2,18.4,17.3,17.1
20260606,メイショウルーク,63.3,45.3,29.4,14.7,18.0,15.9,14.7,14.7
20260606,スカイストライプス,70.3,50.5,32.7,16.2,19.8,17.8,16.5,16.2
20260606,ﾍﾟﾌﾟﾁﾄﾞｻｸﾗの24,69.7,51.5,34.5,17.7,18.2,17.0,16.8,17.7
20260606,ソリドゥス,64.0,48.2,32.3,16.3,15.8,15.9,16.0,16.3
20260606,バレエマスター,66.9,48.9,32.8,16.5,18.0,16.1,16.3,16.5
20260606,サンライズプルート,68.7,49.6,32.6,16.5,19.1,17.0,16.1,16.5
20260606,ロードオールライト,66.1,47.3,30.4,14.7,18.8,16.9,15.7,14.7
20260606,アスクコモンタレヴ,67.7,49.1,32.0,15.7,18.6,17.1,16.3,15.7
20260606,ブレスドナイル,69.9,50.6,33.1,16.1,19.3,17.5,17.0,16.1
20260606,ハピネスサンライズ,66.3,48.4,31.7,15.8,17.9,16.7,15.9,15.8
20260606,プロスト,67.9,48.9,32.0,15.6,19.0,16.9,16.4,15.6
20260606,ヴァンロゼ,70.4,52.9,34.9,17.0,17.5,18.0,17.9,17.0
20260606,タガノラヴズワン,69.8,49.3,32.1,15.4,20.5,17.2,16.7,15.4
20260606,ムスクレスト,71.1,51.1,33.3,17.1,20.0,17.8,16.2,17.1
20260606,ハイディージェン,71.4,51.8,34.2,17.2,19.6,17.6,17.0,17.2
20260606,エンジョイドライブ,74.0,51.6,32.8,15.7,22.4,18.8,17.1,15.7
20260606,ブライトベリル,67.3,50.0,32.8,16.4,17.3,17.2,16.4,16.4
20260606,ブルーザー,68.3,48.8,31.3,15.6,19.5,17.5,15.7,15.6
20260606,ルーメンルーナエ,65.5,48.8,32.0,15.5,16.7,16.8,16.5,15.5
20260606,ダイナマイク,67.9,49.8,33.2,16.6,18.1,16.6,16.6,16.6
20260606,リッケンバッカー,69.6,49.7,32.2,16.1,19.9,17.5,16.1,16.1
20260606,エンヤラヴフェイス,69.6,50.9,33.9,16.7,18.7,17.0,17.2,16.7
20260606,ゴールドアーチ,69.7,50.9,33.8,17.0,18.8,17.1,16.8,17.0
20260606,リノルアナ,67.1,48.2,31.0,15.1,18.9,17.2,15.9,15.1
20260606,メイショウテンク,80.0,58.1,38.7,19.1,21.9,19.4,19.6,19.1
20260606,ミスティックレイン,69.8,50.5,32.9,15.9,19.3,17.6,17.0,15.9
20260606,インペリアルライツ,67.4,48.7,32.1,15.6,18.7,16.6,16.5,15.6
20260606,レゾルーティオ,67.6,49.0,31.9,15.4,18.6,17.1,16.5,15.4
20260606,ロードラディウス,72.5,53.6,35.7,18.1,18.9,17.9,17.6,18.1
20260606,フライングブレード,68.2,50.4,32.9,16.6,17.8,17.5,16.3,16.6
20260606,キングツェッペリン,71.9,53.1,34.8,17.5,18.8,18.3,17.3,17.5
20260606,メイショウセンドウ,69.9,50.8,33.6,16.8,19.1,17.2,16.8,16.8
20260606,メイショウツキヨ,68.7,50.3,33.4,16.5,18.4,16.9,16.9,16.5
20260606,ジュディーイメル,50.3,36.7,24.4,12.4,13.6,12.3,12.0,12.4
20260606,マコトブリッツ,69.1,50.5,33.4,16.6,18.6,17.1,16.8,16.6
20260606,グレートキリシマ,66.9,48.8,32.5,16.2,18.1,16.3,16.3,16.2
20260606,シグレ,50.7,37.0,24.6,12.5,13.7,12.4,12.1,12.5
20260606,タカモリ,64.9,47.3,31.6,15.8,17.6,15.7,15.8,15.8
20260606,チリーゴールド,66.5,47.6,30.9,15.3,18.9,16.7,15.6,15.3
20260606,クリコファルコン,71.8,51.6,34.3,17.4,20.2,17.3,16.9,17.4
20260606,ホッコームジカ,72.5,51.6,33.9,16.9,20.9,17.7,17.0,16.9
20260606,コニーアイランド,71.7,51.6,33.5,16.4,20.1,18.1,17.1,16.4
20260606,クリコキアナ,71.3,51.4,33.5,17.2,19.9,17.9,16.3,17.2
20260606,メイショウタイゲイ,74.3,56.2,37.2,18.3,18.1,19.0,18.9,18.3
20260606,テラステラ,65.7,48.7,32.4,16.3,17.0,16.3,16.1,16.3
20260606,クリコイーコ,65.5,48.9,32.7,16.8,16.6,16.2,15.9,16.8
20260606,テイケイウェリナ,65.7,47.4,31.0,15.3,18.3,16.4,15.7,15.3
20260606,スウィートリワード,66.5,48.5,31.9,15.8,18.0,16.6,16.1,15.8
20260606,エイユーファイヤー,68.0,49.5,32.1,16.0,18.5,17.4,16.1,16.0
20260606,ヒーローインチーフ,56.4,39.2,24.6,11.9,17.2,14.6,12.7,11.9
20260606,ストラテージュ,66.8,49.0,32.6,16.9,17.8,16.4,15.7,16.9
20260606,ロスニーニョス,65.8,47.8,31.3,15.5,18.0,16.5,15.8,15.5
20260606,グランピアン,66.9,48.2,31.6,15.7,18.7,16.6,15.9,15.7
20260606,セールヴォラン,68.5,49.5,32.4,15.7,19.0,17.1,16.7,15.7
20260606,トウカイポワール,68.8,50.3,32.6,15.8,18.5,17.7,16.8,15.8
20260606,ホルトバージ,67.5,47.7,31.7,15.8,19.8,16.0,15.9,15.8
20260606,ダガーリング,67.5,48.6,31.7,15.1,18.9,16.9,16.6,15.1
20260606,コスモストーム,67.9,49.2,32.5,16.0,18.7,16.7,16.5,16.0
20260606,フララナキラ,71.0,51.2,33.3,15.8,19.8,17.9,17.5,15.8
20260606,ハリーケーン,70.8,52.1,34.0,16.7,18.7,18.1,17.3,16.7
20260606,ストップヤーニング,68.4,49.7,32.9,16.4,18.7,16.8,16.5,16.4
20260606,ゴールデンテティス,70.8,51.2,33.4,16.4,19.6,17.8,17.0,16.4
20260606,キタノハイテイル,68.7,49.7,33.0,16.6,19.0,16.7,16.4,16.6
20260606,フルドフォルク,70.9,52.1,34.3,17.4,18.8,17.8,16.9,17.4
20260606,コスモレッド,68.5,50.3,32.7,16.0,18.2,17.6,16.7,16.0
20260606,キタノレクレドール,71.7,51.9,33.9,16.5,19.8,18.0,17.4,16.5
20260606,レジェルテ,67.7,48.8,32.0,15.5,18.9,16.8,16.5,15.5
20260606,ジュエルシップ,70.5,51.2,33.3,15.9,19.3,17.9,17.4,15.9
20260606,ヨッシーフレアー,71.8,52.2,34.0,16.0,19.6,18.2,18.0,16.0
20260606,レッドリベルタ,64.5,46.8,31.2,15.7,17.7,15.6,15.5,15.7
20260606,アスクヴォルテージ,68.6,50.5,33.8,16.8,18.1,16.7,17.0,16.8
20260606,ルージュソリテール,69.4,50.3,33.3,16.6,19.1,17.0,16.7,16.6
20260606,フルムーン,65.0,47.3,31.2,15.6,17.7,16.1,15.6,15.6
20260606,ダノンオブアイデア,66.9,49.1,32.5,16.1,17.8,16.6,16.4,16.1
20260606,ポリキポリキ,64.1,45.5,29.4,14.5,18.6,16.1,14.9,14.5
20260606,フォルトナレガーロ,72.8,52.9,34.4,17.0,19.9,18.5,17.4,17.0
20260606,ドラゴンテイラー,87.0,62.7,40.7,20.3,24.3,22.0,20.4,20.3
20260606,ロングホリデー,66.8,48.6,32.9,16.8,18.2,15.7,16.1,16.8
20260606,タワーオブバベル,71.1,51.1,32.8,15.9,20.0,18.3,16.9,15.9
20260606,スーパービジー,67.5,49.2,32.6,16.0,18.3,16.6,16.6,16.0
20260606,コワンニシタガウ,66.4,48.2,31.9,16.1,18.2,16.3,15.8,16.1
