年月日,馬名,Time1,Time2,Time3,Time4,Lap4,Lap3,Lap2,Lap1
20260522,エラン,62.6,46.3,30.8,15.3,16.3,15.5,15.5,15.3
20260522,ミリオングローリー,63.0,46.2,30.5,14.7,16.8,15.7,15.8,14.7
20260522,リッチハンター,71.4,52.3,33.9,17.4,19.1,18.4,16.5,17.4
20260522,フミサウンド,65.1,46.7,30.3,15.0,18.4,16.4,15.3,15.0
20260522,レイベリング,62.6,45.6,30.5,15.0,17.0,15.1,15.5,15.0
20260522,ライヴスプーン,64.9,47.9,31.8,16.0,17.0,16.1,15.8,16.0
20260522,ゲンジ,69.6,51.2,33.6,17.2,18.4,17.6,16.4,17.2
20260522,ホウオウバトラー,68.5,50.7,33.9,17.2,17.8,16.8,16.7,17.2
20260522,ライヴマティーニ,66.5,49.9,33.3,16.6,16.6,16.6,16.7,16.6
20260522,コックピットサイト,62.6,46.2,30.2,15.0,16.4,16.0,15.2,15.0
20260522,リラ,66.9,48.1,31.1,15.3,18.8,17.0,15.8,15.3
20260522,アイムインディ,66.8,48.5,32.2,16.6,18.3,16.3,15.6,16.6
20260522,サノノキセキ,68.3,50.0,32.8,16.4,18.3,17.2,16.4,16.4
20260522,スウィット,58.5,41.4,26.5,13.3,17.1,14.9,13.2,13.3
20260522,セイウンガジュマル,57.8,41.1,26.3,13.2,16.7,14.8,13.1,13.2
20260522,キュータンチャン,68.9,50.3,33.2,16.6,18.6,17.1,16.6,16.6
20260522,ﾌｨｯｼｭｻﾞﾋﾞｰﾄの24,70.3,52.1,34.6,17.9,18.2,17.5,16.7,17.9
20260522,ボーンディスウェイ,67.9,50.6,34.0,17.4,17.3,16.6,16.6,17.4
20260522,サトノヴィレ,61.8,45.5,29.8,14.6,16.3,15.7,15.2,14.6
20260522,イゾラフェリーチェ,60.4,44.0,28.6,13.8,16.4,15.4,14.8,13.8
20260522,クラッシファイド,59.9,43.9,29.3,14.8,16.0,14.6,14.5,14.8
20260522,ローズマイスター,65.9,47.5,30.3,15.1,18.4,17.2,15.2,15.1
20260522,マックスキュー,61.7,45.5,29.7,14.4,16.2,15.8,15.3,14.4
20260522,ウィンスタンリー,60.6,45.0,29.9,15.2,15.6,15.1,14.7,15.2
20260522,ブルスカメンテ,65.7,47.7,30.4,15.2,18.0,17.3,15.2,15.2
20260522,ニシノイストワール,64.3,46.6,30.6,15.2,17.7,16.0,15.4,15.2
20260522,ファイアマン,66.0,48.7,32.3,16.0,17.3,16.4,16.3,16.0
20260522,コスモクラシック,63.5,47.4,31.2,15.4,16.1,16.2,15.8,15.4
20260522,テンカラットレター,71.6,52.2,34.2,17.1,19.4,18.0,17.1,17.1
20260522,チャンピオンホープ,66.4,49.1,32.8,16.8,17.3,16.3,16.0,16.8
20260522,コパノエイダン,66.7,49.5,32.8,16.6,17.2,16.7,16.2,16.6
20260522,ウインリフレクト,60.0,44.3,29.3,14.5,15.7,15.0,14.8,14.5
20260522,フュチュール,62.2,46.1,30.9,15.3,16.1,15.2,15.6,15.3
20260522,ヴァルカンテソーロ,62.1,46.2,30.6,15.1,15.9,15.6,15.5,15.1
20260522,エッチェレンテ,61.4,45.2,30.2,15.2,16.2,15.0,15.0,15.2
20260522,ゴーラッキー,60.5,44.8,30.0,15.5,15.7,14.8,14.5,15.5
20260522,レイヒストリコ,60.0,44.0,29.2,15.1,16.0,14.8,14.1,15.1
20260522,サパテアール,65.8,48.9,32.1,16.3,16.9,16.8,15.8,16.3
20260522,トライデント,64.6,47.9,31.9,16.2,16.7,16.0,15.7,16.2
20260522,タンゴバイラリン,71.1,51.9,33.4,16.6,19.2,18.5,16.8,16.6
20260522,ポルトフェリス,63.7,46.7,30.6,15.5,17.0,16.1,15.1,15.5
20260522,チェルシー,68.8,50.7,33.0,16.1,18.1,17.7,16.9,16.1
20260522,マリノトニトゥルス,69.3,51.3,34.2,17.1,18.0,17.1,17.1,17.1
20260522,ナムラジミー,67.5,50.3,33.6,16.8,17.2,16.7,16.8,16.8
20260522,ブリックンクリック,67.4,49.6,32.6,16.6,17.8,17.0,16.0,16.6
20260522,リバースザトレンド,67.2,49.7,32.6,16.5,17.5,17.1,16.1,16.5
20260522,パシーヴ,64.8,48.0,32.1,16.3,16.8,15.9,15.8,16.3
20260522,ベルウッドピース,68.0,49.8,33.0,16.0,18.2,16.8,17.0,16.0
20260522,ヴァリスマリネリス,71.2,52.4,34.4,17.0,18.8,18.0,17.4,17.0
20260522,ブッチギレ,65.2,48.0,31.3,15.3,17.2,16.7,16.0,15.3
20260522,チームユートピア,67.6,50.0,32.8,16.6,17.6,17.2,16.2,16.6
20260522,ルージュリヴィエラ,66.3,48.6,32.1,16.2,17.7,16.5,15.9,16.2
20260522,スタームーンナイト,69.1,50.8,33.4,16.8,18.3,17.4,16.6,16.8
20260522,アースアクシス,64.3,47.3,31.1,15.9,17.0,16.2,15.2,15.9
20260522,イチゴワタアメ,69.1,51.1,33.2,16.4,18.0,17.9,16.8,16.4
20260522,セイルトゥグローリ,68.9,50.8,33.2,16.6,18.1,17.6,16.6,16.6
20260522,アンバーニードル,70.2,51.8,34.7,17.7,18.4,17.1,17.0,17.7
20260522,シリウスコルト,68.8,49.9,32.2,16.0,18.9,17.7,16.2,16.0
20260522,ソニックライン,65.3,47.9,31.2,15.2,17.4,16.7,16.0,15.2
20260522,ガンハンマー,69.8,51.3,34.2,17.4,18.5,17.1,16.8,17.4
20260522,ニヴルヘイム,69.4,50.3,32.5,16.0,19.1,17.8,16.5,16.0
20260522,ブルージュ,75.5,54.6,35.6,17.5,20.9,19.0,18.1,17.5
20260522,ハルノアラシ,71.5,52.5,34.9,17.9,19.0,17.6,17.0,17.9
20260522,スワローシチー,69.6,50.6,33.3,17.1,19.0,17.3,16.2,17.1
20260522,フォーマルノーチス,75.2,55.2,36.7,18.5,20.0,18.5,18.2,18.5
