年月日,馬名,5F,4F,3F,Lap3,Lap2,Lap1
20260410,キンググローリー,,56.5,41.4,14.8,13.6,13.0
20260410,ツルノマイハシ,107.4,84.5,62.7,21.5,20.5,20.7
20260410,ゴールドプレイヤー,,59.4,43.5,15.4,14.6,13.5
20260410,テンムス,,58.5,42.4,15.0,14.0,13.4
20260410,シュガーシャック,,55.9,41.3,14.8,13.7,12.8
20260410,ラッキーヤース,,65.3,46.7,16.2,15.2,15.3
20260410,ブルーミーティア,,65.5,46.7,16.3,15.1,15.3
20260410,ネオシューマン,,65.4,46.4,16.5,15.2,14.7
20260410,ステラデルークス,,62.1,46.2,15.8,15.6,14.8
20260410,カセノソレイユ,,65.6,46.1,16.6,15.0,14.5
20260410,ペールデュクラン,,70.4,51.3,17.5,17.7,16.1
20260410,タマモチョコチップ,,69.8,50.6,17.8,17.3,15.5
20260410,オーシャンステラ,,54.2,38.7,14.0,12.8,11.9
20260410,タツナナイロ,86.6,68.7,51.0,17.2,17.6,16.2
20260410,メジロピオラ,68.8,53.4,38.8,13.8,12.9,12.1
20260410,オスロクィーン,68.6,53.1,38.6,13.7,12.8,12.1
20260410,トレインザマインド,,68.3,50.0,17.9,16.5,15.6
20260410,ベルウッドピース,,69.0,50.6,18.3,16.6,15.7
20260410,ポンテヴェッキオ,,65.2,47.8,15.9,16.1,15.8
20260410,フォルナカリア,,65.4,48.1,16.1,16.3,15.7
20260410,ウィロークリーク,,68.8,50.1,17.6,16.7,15.8
20260410,コスモジンバック,,69.9,51.3,18.1,16.7,16.5
20260410,カンフーヒーロー,74.2,56.8,40.8,14.6,13.6,12.6
20260410,フォークスアップ,,72.0,53.1,17.8,17.7,17.6
20260410,ビルカール,,69.2,51.5,17.5,17.4,16.6
20260410,ウインボレロ,67.2,52.9,38.9,13.0,12.8,13.1
20260410,プルシャプラ,,68.7,51.3,17.4,17.1,16.8
20260410,コスモシェルベット,,68.4,49.9,17.5,16.6,15.8
20260410,オーキッドワン,,66.6,48.0,17.1,15.3,15.6
20260410,フルールサシェ,,69.4,50.9,17.4,17.1,16.4
20260410,ストラニエーロ,97.1,75.8,56.0,19.4,18.9,17.7
20260410,ホワイトオパール,85.8,66.7,49.3,16.9,16.6,15.8
20260410,ロサンゼルス,,69.9,50.9,17.6,17.1,16.2
