年月日,馬名,5F,4F,3F,Lap3,Lap2,Lap1
20260724,マオノクラッシュ,68.1,52.1,37.1,13.8,12.0,11.3
20260724,カルダモン,68.0,51.9,36.9,13.7,12.0,11.2
20260724,コスモプルー,67.8,51.7,36.8,13.7,11.7,11.4
20260724,アンパドゥ,,64.4,46.2,16.6,15.3,14.3
20260724,ケイベエ,69.3,53.5,38.7,14.2,12.7,11.8
20260724,レディサン,,63.2,45.1,16.3,14.6,14.2
20260724,フォルナカリア,,63.6,44.9,16.3,14.8,13.8
20260724,ガジュノリ,,63.1,46.1,15.3,15.0,15.8
20260724,サンセットブライト,,68.1,50.0,17.2,16.0,16.8
20260724,レガーロデルシエロ,67.7,52.7,37.7,14.1,12.3,11.3
20260724,スプレーフォール,,71.8,51.2,18.6,17.1,15.5
20260724,ホノボノ,,64.6,47.3,16.4,15.7,15.2
20260724,アルペンローゼ,68.5,53.1,38.2,13.9,12.2,12.1
20260724,キュータンチャン,,64.6,47.5,16.4,15.9,15.2
20260724,ズイウンゴサイ,69.0,53.5,38.8,14.1,12.7,12.0
20260724,ベルウッドピース,,72.3,53.4,18.3,17.7,17.4
20260724,サングラント,70.8,53.5,38.2,14.3,12.4,11.5
20260724,モーモーワン,,64.6,47.6,15.9,15.8,15.9
20260724,シーニックビュー,88.9,68.8,50.3,17.7,16.9,15.7
20260724,ゴールドシャーク,,67.3,48.9,17.4,15.9,15.6
20260724,ライングラウス,,70.9,52.1,18.5,17.3,16.3
20260724,ヴィクトリーロード,70.7,53.7,38.7,13.7,12.6,12.4
20260724,ファリーザ,,68.6,48.3,18.2,15.3,14.8
20260724,オンクラウドナイン,67.9,52.9,38.0,13.8,12.7,11.5
20260724,ジャムセッション,72.6,55.3,39.4,13.9,13.2,12.3
20260724,アルティシモ,67.3,52.4,37.6,13.6,12.5,11.5
20260724,タイセイパーシスト,72.8,55.4,39.6,14.0,13.2,12.4
20260724,デルマテイネ,85.3,67.7,49.9,17.6,17.0,15.3
20260724,コーディアリー,87.1,68.7,50.7,17.2,16.8,16.7
20260724,ウイングレイテスト,,153.8,113.5,39.2,37.0,37.3
20260724,カンフーヒーロー,92.0,73.1,53.9,19.6,17.8,16.5
20260724,イイクニパッション,81.6,59.6,41.7,15.4,13.9,12.4
20260724,ローディアマント,,81.9,57.0,21.0,18.4,17.6
20260724,サミアド,70.5,53.5,38.8,13.8,12.8,12.2
20260724,パッションリッチ,96.3,76.8,57.4,19.6,19.0,18.8
20260724,カゼノタカトシ,92.4,73.6,54.6,18.8,18.0,17.8
20260724,サンロード,69.6,53.6,38.5,14.4,12.4,11.7
20260724,カミカクシ,68.7,53.0,38.0,14.0,12.3,11.7
20260724,ブロッケンボウ,,69.3,50.5,17.1,16.8,16.6
20260724,ニシノコマチムスメ,,54.4,39.7,13.7,13.4,12.6
20260724,オカメノコイ,89.3,71.0,51.6,18.5,17.1,16.0
20260724,プラチナムディスク,91.2,71.4,52.1,18.6,17.1,16.4
20260724,ワレモコウ,90.6,71.1,51.7,18.7,17.1,15.9
20260724,メッエフアパラ,,77.1,55.1,19.2,18.5,17.4
20260724,ティンブロポップ,,71.5,52.1,17.7,17.3,17.1
20260724,マーズウェーブ,,81.8,58.2,20.5,19.5,18.2
20260724,ブレイブシュガー,68.2,52.4,37.4,14.0,11.8,11.6
20260724,イチザサンダー,67.7,52.0,37.1,13.9,11.6,11.6
20260724,トーアマリシテン,138.4,73.6,51.7,18.6,17.0,16.1
20260724,ミアネーロ,,67.0,50.1,16.9,17.2,16.0
20260724,ブレイヴアーサー,68.9,53.3,38.3,14.6,12.2,11.5
20260724,アイアムイガイニモ,67.5,52.2,38.0,14.3,12.2,11.5
20260724,ロードブレイズ,79.1,62.3,45.6,15.9,15.0,14.7
20260724,ベアヒロシデス,95.9,75.9,56.3,19.3,19.0,18.0
20260724,フォーエバーブルー,96.2,76.0,56.4,19.3,19.0,18.1
20260724,スカーレットジーン,,76.8,56.1,19.8,18.7,17.6
20260724,クイーンアン,,71.6,52.2,17.9,17.6,16.7
20260724,ワイズジュエル,90.2,71.6,53.1,18.6,17.6,16.9
20260724,アルジェンタージョ,71.5,54.9,39.4,14.2,12.9,12.3
20260724,ヨルヴィック,79.1,62.8,46.6,16.9,15.4,14.3
20260724,ブラッキッシュ,,70.3,50.4,17.9,16.7,15.8
20260724,アルマーレシチー,67.7,51.1,36.5,13.6,11.9,11.0
20260724,ミュークチェルシー,77.2,61.4,44.8,16.5,14.9,13.4
20260724,スケルツォテソーロ,78.7,62.8,47.6,16.3,15.6,15.7
20260724,ラッキーモア,,82.9,60.1,22.2,19.6,18.3
20260724,ブライトラン,,69.1,49.9,17.5,16.6,15.8
20260724,アオイノリプー,,68.5,49.4,17.5,16.2,15.7
20260724,アナログハート,,68.3,49.1,17.5,16.1,15.5
20260724,ヤマニンリンキング,,76.0,55.1,19.5,18.3,17.3
20260724,ダノンダックス,,63.3,45.8,16.7,15.1,14.0
20260724,アミノショコラ,99.1,79.0,59.2,20.8,19.7,18.7
20260724,レオライジング,101.1,80.2,59.1,20.1,19.5,19.5
20260724,エレスレイプニル,99.4,79.9,59.3,20.4,20.2,18.7
20260724,ベアベルヴォワ,101.0,80.2,59.0,20.0,20.1,18.9
20260724,ラインフォルテ,73.0,56.7,41.0,14.9,13.5,12.6
20260724,オオルリ,,73.8,49.6,18.4,15.2,16.0
20260724,サザンヴィターレ,,62.7,46.3,16.0,15.5,14.8
20260724,ニシノカチオトコ,,63.1,46.0,15.9,15.1,15.0
20260724,ステラガーネット,,63.4,46.8,16.0,15.8,15.0
20260724,ニシノトップダノン,68.6,52.7,38.2,13.7,12.7,11.8
