年月日,馬名,5F,4F,3F,Lap3,Lap2,Lap1
20260612,プリティーミズホ,72.4,55.3,40.4,14.1,13.5,12.8
20260612,カシノヴィタ,,69.4,51.1,17.3,17.1,16.7
20260612,ミセスジョーンズ,,86.3,62.4,22.2,19.9,20.3
20260612,トレインザマインド,,70.4,51.2,17.8,16.8,16.6
20260612,ベルウッドピース,,69.9,50.7,17.6,16.5,16.6
20260612,プリンキパトゥス,,69.5,50.7,17.6,16.4,16.7
20260612,ミダース,,69.0,49.0,18.2,16.3,14.5
20260612,キョウエイアート,,74.0,54.1,18.8,18.1,17.2
20260612,クラウントリオンフ,,71.3,51.8,18.2,17.1,16.5
20260612,ランドジャイアンツ,,71.2,51.7,18.3,17.0,16.4
20260612,ヤマタケゲンジ,,74.0,53.3,18.3,17.5,17.5
20260612,キタノバトゥーキ,,73.8,53.3,18.3,18.0,17.0
20260612,ニシノキフジン,,74.0,53.5,18.2,17.9,17.4
20260612,アップルザビート,,70.7,51.8,18.1,17.2,16.5
20260612,ローンウルフ,70.1,54.8,39.6,14.6,12.8,12.2
20260612,アルセナール,,70.4,50.4,18.4,16.6,15.4
20260612,マニス,68.5,53.7,39.2,13.8,13.2,12.2
20260612,ゲンパチルーナ,71.0,54.1,39.0,14.1,12.8,12.1
20260612,カリーン,,67.3,48.7,16.6,16.7,15.4
20260612,アースヴィンチ,,68.3,49.7,16.6,16.1,17.0
20260612,アラスカフレイバー,,70.2,51.5,18.0,16.6,16.9
20260612,サンデーパーティー,,74.3,54.1,18.7,17.6,17.8
20260612,ユニバーサルラヴ,,72.3,52.0,17.9,17.5,16.6
20260612,コンティオ,,74.7,55.8,19.6,18.8,17.4
20260612,テリオスララ,,80.0,57.0,21.8,18.5,16.7
20260612,ヤマメナイト,88.2,68.0,49.1,17.8,16.2,15.1
20260612,ニシノカルラ,,72.1,52.7,18.5,17.2,17.0
20260612,クラオルグジェシダ,88.8,69.1,50.3,18.1,16.7,15.5
20260612,アイアムユウシュン,68.5,53.3,39.1,13.7,12.9,12.5
20260612,ブレイブシュガー,75.4,59.2,44.2,15.0,14.3,14.9
20260612,アオイレイラ,76.4,60.2,45.1,15.2,14.5,15.4
20260612,ヴェラグエリエロ,,73.5,53.6,18.8,18.4,16.4
20260612,カノープス,,72.3,53.3,18.5,17.6,17.2
20260612,イトシサ,81.8,62.3,44.4,15.7,15.0,13.7
20260612,マリアイリダータ,95.8,75.0,54.8,19.8,18.1,16.9
20260612,タマモトリノ,95.4,74.5,54.4,19.0,18.3,17.1
20260612,ヤマニンヘルシェ,,73.7,53.5,18.7,17.6,17.2
20260612,ハッピースーニャ,,68.4,50.1,16.9,16.6,16.6
20260612,ミツカネルナ,,77.3,55.3,19.9,18.2,17.2
20260612,ベアゴーフォー,78.4,61.5,45.2,15.6,14.8,14.8
20260612,レッドバレンティア,82.6,63.1,45.2,16.4,14.7,14.1
20260612,キョウエイボニータ,,68.1,49.2,17.1,16.2,15.9
20260612,ユイノマチブセ,69.0,53.0,38.5,13.4,12.6,12.5
20260612,ユイノカタリベ,66.9,51.1,36.8,13.0,12.1,11.7
