年月日,馬名,5F,4F,3F,Lap3,Lap2,Lap1
20260319,クインズスピカ,70.9,54.5,39.7,14.1,13.9,11.7
20260319,セイウンラピス,72.6,57.1,40.7,15.3,13.1,12.3
20260319,マイネルフォルツァ,67.2,51.5,37.5,13.6,12.2,11.7
20260319,カプリースカラー,70.8,55.7,41.1,14.3,13.7,13.1
20260319,フナデ,67.1,52.2,37.8,13.3,12.6,11.9
20260319,ウェイクフィールド,65.0,49.9,35.9,12.8,11.8,11.3
20260319,マーゴットサンズ,65.9,50.8,36.6,12.9,12.1,11.6
20260319,コスモクラシック,66.3,51.3,36.9,13.1,12.3,11.5
20260319,マイネルパーロル,68.8,53.4,38.6,13.7,12.8,12.1
20260319,マーズテソーロ,68.7,53.4,38.7,13.7,12.7,12.3
20260319,アナレンマ,65.5,51.2,37.4,13.2,12.3,11.9
20260319,アスクナイスショー,65.5,51.2,37.3,13.3,12.2,11.8
20260319,ミセスリリー,67.1,52.0,37.1,13.4,12.5,11.2
20260319,バッハ,66.0,51.6,37.6,13.4,12.3,11.9
20260319,シャインプレマ,67.8,53.0,38.9,13.7,12.7,12.5
20260319,ジュンオルレアン,68.4,53.6,39.5,13.7,12.7,13.1
20260319,ベルウッドバモス,68.0,53.3,39.0,13.8,12.7,12.5
20260319,ランザワールド,66.8,51.7,36.8,13.4,12.3,11.1
20260319,カナテープ,68.5,52.9,38.1,13.5,12.2,12.4
20260319,アロンズロッド,67.9,51.6,37.5,13.5,12.5,11.5
20260319,リバーバレイト,64.0,49.4,36.1,12.4,11.9,11.8
20260319,ダーリングハースト,68.2,52.2,37.7,13.5,12.6,11.6
20260319,カンピオーネ,67.0,51.9,37.9,13.2,12.7,12.0
20260319,ホウオウルーレット,66.5,51.2,37.4,13.0,12.4,12.0
20260319,チュウワクリスエス,65.1,49.8,36.2,12.5,12.0,11.7
20260319,ドルビナ,80.2,59.7,41.1,15.8,13.5,11.8
20260319,ウインビギニング,74.5,58.2,41.7,15.6,13.9,12.2
20260319,アンシュウマト,66.7,51.3,37.7,13.6,12.4,11.7
20260319,サンマルオブウォー,74.2,58.2,43.7,13.9,14.5,15.3
20260319,メテオレムナント,66.3,50.7,37.4,13.4,12.2,11.8
20260319,トワイライトビュー,73.0,57.0,42.5,13.7,14.4,14.4
20260319,ラージアンサンブル,68.9,52.7,37.4,13.7,12.1,11.6
20260319,ダイメイビッグボス,68.6,52.7,37.4,13.6,12.1,11.7
20260319,ミラビリスマジック,66.4,51.5,37.5,13.5,12.4,11.6
20260319,ケイツーリーブル,66.8,51.7,37.6,13.5,12.5,11.6
20260319,パルデンス,66.7,51.9,37.1,13.8,12.2,11.1
20260319,サクラボーベル,67.8,52.4,37.8,13.7,12.4,11.7
20260319,ティナンヴァランタ,67.1,52.3,37.3,13.9,12.2,11.2
20260319,ルージュフローラ,67.4,52.5,37.5,13.9,12.3,11.3
20260319,マイネルミストラル,,69.8,50.8,17.9,17.0,15.9
20260319,リコラピッド,68.2,52.8,38.1,13.7,12.5,11.9
20260319,コナパームス,74.7,58.7,43.5,14.5,14.4,14.6
20260319,ヘイマー,69.4,52.6,37.7,13.4,12.5,11.8
20260319,クラウンシエンタ,71.3,55.2,39.8,14.2,13.1,12.5
20260319,オーキッドワン,68.9,53.3,38.1,13.6,12.4,12.1
20260319,スミレファースト,70.1,53.0,38.3,13.5,12.6,12.2
20260319,ロマンスドール,70.8,54.3,38.8,14.0,12.9,11.9
20260319,フレンチブラッサム,69.2,54.1,39.2,14.3,13.2,11.7
20260319,ライトブルースカイ,69.9,54.6,39.6,14.3,13.5,11.8
20260319,ミサビスケッツ,65.0,49.8,36.8,12.3,12.1,12.4
20260319,クインズスズラン,67.4,53.0,38.1,14.4,12.3,11.4
20260319,ウインラファーガ,69.1,54.3,39.0,14.4,12.7,11.9
20260319,ベルブリエ,67.2,52.1,38.3,13.7,12.8,11.8
20260319,サンダーユニバンス,70.9,54.9,39.9,14.1,13.2,12.6
20260319,ウインドオブヘヴン,69.0,54.0,39.6,14.0,13.1,12.5
20260319,ビッグベンメロディ,79.3,62.0,45.5,15.7,15.1,14.7
20260319,フォンドルレール,73.1,55.4,39.5,14.5,12.7,12.3
20260319,エッジランナー,73.3,56.0,40.3,14.5,13.4,12.4
20260319,エクスプレスナイト,69.5,54.0,39.4,14.0,13.1,12.3
20260319,ノアヴィヴァーチェ,70.0,54.2,39.3,13.8,13.2,12.3
20260319,ツウカイウォリアー,69.2,53.6,38.8,13.7,12.9,12.2
20260319,デシマルサーガ,68.0,52.6,38.3,14.1,12.8,11.4
20260319,シアブリス,67.9,53.0,39.2,13.7,13.4,12.1
20260319,コスモシュンライ,69.0,53.3,39.0,13.7,12.8,12.5
20260319,ロードプレリュード,68.7,52.9,39.0,13.7,12.7,12.6
20260319,タツアレックス,67.3,51.6,37.6,13.5,12.5,11.6
20260319,ヤマニンアドホック,,73.5,53.9,18.6,17.9,17.4
20260319,トーアモルペウス,68.7,52.9,38.1,13.4,12.8,11.9
20260319,ヤマニンヘルシェ,68.4,52.6,37.9,13.5,12.6,11.8
20260319,ブルーフレア,69.7,54.0,39.2,13.8,13.4,12.0
20260319,シークレットイスラ,76.0,58.9,42.8,15.3,14.2,13.3
20260319,ワールドブレイヴ,67.4,51.7,37.4,13.5,12.0,11.9
20260319,ジェイエルトランプ,68.0,52.2,37.8,13.5,12.4,11.9
20260319,ナリノモンターニュ,67.9,52.5,37.6,13.7,11.9,12.0
20260319,フェスタリア,68.3,53.3,38.2,13.9,12.4,11.9
20260319,リラゲイル,67.1,52.6,37.8,13.9,12.1,11.8
20260319,エンプレスフレーム,68.5,52.9,38.0,14.0,12.1,11.9
20260319,キリスパークル,69.3,55.0,40.0,14.5,13.0,12.5
20260319,エコロガノン,65.1,50.6,36.7,13.0,12.1,11.6
20260319,ファンシーシェイプ,66.5,51.7,37.4,13.4,12.3,11.7
20260319,サイモンナイスラン,69.4,54.0,39.1,14.0,13.1,12.0
20260319,ファイナルフォーム,65.8,51.1,37.1,13.3,12.1,11.7
20260319,トーセンエスクード,65.1,50.9,37.0,13.2,12.3,11.5
20260319,タイセイミッション,68.7,52.8,38.0,14.1,12.2,11.7
20260319,キャントウェイト,70.0,54.6,39.4,14.4,12.7,12.3
20260319,ヴェサリウス,65.8,51.4,37.3,13.4,12.4,11.5
20260319,ウインアルドーレ,67.4,52.4,37.6,14.2,12.0,11.4
20260319,ルークススペイ,68.5,52.7,37.8,13.9,12.2,11.7
20260319,カゼノタカトシ,66.7,52.0,37.5,13.4,12.3,11.8
20260319,ヤマメホープ,67.8,53.1,38.4,13.9,12.7,11.8
20260319,メイリー,68.4,53.2,38.8,13.7,13.2,11.9
20260319,サンブライト,67.4,52.3,38.1,13.7,13.0,11.4
20260319,マリノレーヴェ,67.9,52.7,38.4,13.6,13.1,11.7
20260319,タツナナイロ,69.9,54.3,39.4,13.9,13.0,12.5
20260319,キボウノホシ,65.7,50.8,37.0,13.1,12.2,11.7
20260319,エイブラムス,68.0,52.8,37.9,13.8,12.6,11.5
20260319,ラストシャリナ,65.0,50.1,36.7,12.5,11.9,12.3
20260319,サムシャイン,67.1,51.6,36.8,13.5,12.1,11.2
20260319,ツクバヴァンガード,67.0,51.9,38.1,13.5,12.4,12.2
20260319,マランドロ,67.4,51.9,38.0,13.4,12.5,12.1
20260319,ワイルドカイザー,69.1,54.0,39.3,13.9,12.8,12.6
20260319,ナハトナナレオン,69.0,53.8,39.1,14.0,12.5,12.6
20260319,キタノタイキ,67.7,52.3,38.2,13.6,12.4,12.2
20260319,インテンスゲイズ,68.7,53.6,39.0,14.0,12.6,12.4
20260319,クリスマスパレード,64.8,50.5,36.0,12.6,11.8,11.6
20260319,コスモキュランダ,63.5,48.7,35.3,12.4,11.5,11.4
20260319,マタミカンサン,66.0,51.4,36.9,12.8,12.1,12.0
20260319,ミリオンヴォイス,64.6,49.9,36.0,12.7,11.7,11.6
20260319,ブラックボイス,69.5,53.2,38.0,13.7,12.5,11.8
20260319,マオノアラシ,66.9,52.3,37.6,13.4,12.3,11.9
20260319,サフール,69.1,52.9,37.8,13.6,12.4,11.8
20260319,ウィクトルウェルス,69.2,53.5,38.5,13.9,12.9,11.7
20260319,ボンヌソワレ,69.5,54.7,40.1,14.7,13.0,12.4
20260319,アドマイヤウルトラ,69.6,53.7,38.8,14.1,13.0,11.7
20260319,アッシュグレイス,67.0,52.5,38.6,13.6,12.6,12.4
20260319,オルナータス,66.8,52.3,38.3,13.6,12.5,12.2
20260319,ローシャムパーク,62.1,48.6,36.3,12.5,12.1,11.7
20260319,アールヴィヴァン,62.3,48.7,36.4,12.6,12.2,11.6
20260319,ロードリュイール,63.4,49.9,37.5,12.6,12.3,12.6
20260319,カンティーユ,66.7,51.6,37.6,13.2,12.7,11.7
20260319,フライングビーナス,72.7,56.4,41.1,14.6,13.4,13.1
20260319,ピエドゥラパン,66.2,50.9,36.5,12.8,11.7,12.0
20260319,サンダーアリュール,65.7,51.3,37.0,13.2,11.9,11.9
20260319,ニシノエピカリ,66.3,51.8,37.3,13.2,12.1,12.0
20260319,ミッシオーネ,65.3,51.5,37.4,12.7,12.0,12.7
20260319,トルマリンテソーロ,67.8,52.8,38.3,13.6,12.8,11.9
20260319,ワザモノ,68.4,53.1,38.6,14.0,12.8,11.8
20260319,ララマセラシオン,63.4,49.4,35.9,12.8,11.7,11.4
20260319,タンゴバイラリン,68.2,53.0,38.3,13.8,12.8,11.7
20260319,ロンパイア,67.6,52.4,38.2,13.9,12.6,11.7
20260319,ミルキープリンセス,64.0,49.9,36.4,13.1,11.8,11.5
20260319,リギーロ,67.9,52.7,38.0,13.6,12.6,11.8
20260319,プレイメイカー,69.3,53.7,39.3,13.9,13.0,12.4
20260319,サンプレクス,64.9,50.6,36.9,13.0,12.3,11.6
20260319,プロミストジーン,66.3,51.6,36.6,13.5,11.8,11.3
20260319,リゾートアイランド,66.5,51.8,36.8,13.5,12.2,11.1
20260319,ピコランド,66.2,51.6,36.5,13.4,11.9,11.2
20260319,クリオロゴールド,67.1,51.3,36.7,13.1,12.0,11.6
20260319,パルフェ,66.0,50.4,35.9,12.7,11.9,11.3
20260319,ロジルーラー,68.2,52.5,38.1,13.6,12.8,11.7
20260319,ミライヘノカギ,67.7,52.8,38.1,13.7,12.6,11.8
20260319,ファインサマーデイ,68.2,52.4,37.6,13.5,12.2,11.9
20260319,ドナルンバ,67.9,52.9,38.2,13.7,12.6,11.9
20260319,ヨルヴィック,67.6,52.0,37.8,13.5,12.6,11.7
20260319,テンクウジョー,66.2,51.6,37.2,13.7,12.2,11.3
20260319,ナクライト,65.3,50.9,36.7,13.5,12.1,11.1
20260319,トレニアムーン,66.9,52.2,38.0,13.4,12.5,12.1
20260319,ブレイクフォース,,68.6,49.8,17.6,16.3,15.9
20260319,ホークライト,,68.0,49.6,17.6,16.2,15.8
20260319,レッドラパルマ,68.9,53.7,39.1,14.2,13.2,11.7
20260319,ヴェーヌドール,68.3,53.2,38.8,14.1,13.0,11.7
20260319,マクシーン,70.6,55.4,40.8,14.5,13.5,12.8
20260319,ジェイエルグリーン,68.7,53.4,39.1,14.0,13.1,12.0
20260319,マンモスホームラン,68.7,53.8,38.4,14.4,12.5,11.5
20260319,タイセイエムロード,68.9,54.0,38.5,14.3,12.7,11.5
20260319,ウインアイオライト,71.4,56.5,41.4,15.2,13.5,12.7
20260319,エナジーショット,69.0,53.2,38.2,14.1,12.5,11.6
20260319,ユーティジャーニー,68.2,52.5,37.6,13.7,12.4,11.5
20260319,オーケーバーディー,69.7,54.0,39.3,14.3,12.9,12.1
20260319,クレインヴォイス,69.9,54.2,39.4,14.0,13.2,12.2
20260319,チャックネイト,65.0,50.3,35.8,13.3,11.4,11.1
20260319,サトノレーヴ,64.1,49.1,35.0,12.6,11.4,11.0
20260319,サトノガレオン,65.0,49.7,35.3,12.8,11.5,11.0
20260319,サトノラクローヌ,66.6,51.2,36.3,13.3,11.8,11.2
20260319,ミッキーラッキー,64.5,49.9,35.5,13.3,11.2,11.0
20260319,ドゥレイクパセージ,66.3,51.0,36.1,13.2,11.8,11.1
20260319,エンジョイドアスク,64.8,50.2,35.7,13.2,11.4,11.1
20260319,マリアイリダータ,67.3,51.9,37.2,13.3,12.2,11.7
20260319,フィンガー,65.6,51.0,37.5,13.2,12.6,11.7
20260319,ゴンファロニエーレ,65.4,50.9,37.3,13.0,12.6,11.7
20260319,シーギリヤロック,65.8,51.3,37.6,13.2,12.7,11.7
20260319,スコアレジーナ,67.7,52.6,38.4,14.2,12.4,11.8
20260319,ブルースパーダ,68.4,53.3,38.8,14.0,12.8,12.0
20260319,ジュラトリー,,77.6,56.3,19.6,18.4,18.3
20260319,エンセリオ,70.4,54.7,39.2,14.2,12.9,12.1
20260319,クアラトレンガヌ,70.4,54.8,39.2,14.2,12.9,12.1
20260319,ボーントゥラブユー,69.9,54.9,40.0,14.4,13.0,12.6
20260319,フレーヴァード,67.0,52.4,37.5,13.7,12.2,11.6
20260319,アリスメティーク,67.3,53.0,37.9,13.7,12.2,12.0
20260319,ポッドクロス,67.5,52.7,37.9,14.2,12.1,11.6
20260319,アルシミスト,68.1,51.6,37.0,12.9,12.0,12.1
20260319,バンブルビー,66.5,51.5,37.1,13.3,12.1,11.7
20260319,カネショウレジェン,70.7,55.1,39.4,14.7,12.9,11.8
20260319,クリアーゲイル,65.7,50.9,36.9,13.2,12.0,11.7
20260319,ブライティアダイヤ,67.5,51.0,37.3,13.1,12.5,11.7
20260319,カネトシパンドラ,70.4,53.4,38.3,13.8,12.6,11.9
20260319,カフェノワール,67.4,52.4,37.4,14.2,12.0,11.2
20260319,ハミング,68.2,53.1,37.5,14.4,11.7,11.4
20260319,シャイニングソード,67.3,52.6,37.2,14.3,11.8,11.1
20260319,クラウディアイ,66.9,51.9,36.6,14.1,11.2,11.3
20260319,ブルースバローズ,68.1,53.6,37.9,14.7,11.9,11.3
20260319,パンジャタワー,66.6,51.7,36.4,14.0,11.1,11.3
20260319,マハートマーベル,66.2,51.2,36.2,13.5,11.5,11.2
20260319,ジョイエッロ,66.8,51.7,36.7,13.7,12.0,11.0
20260319,ブライトベリル,67.8,52.7,37.2,14.3,11.7,11.2
20260319,ベルソテイラ,65.7,50.9,36.2,13.4,11.5,11.3
20260319,ベルアズーロ,66.3,51.4,36.4,13.6,11.5,11.3
20260319,スワトウ,68.3,53.4,38.4,14.1,12.1,12.2
20260319,ラッキーヴォーグ,68.9,52.9,37.3,14.1,11.6,11.6
20260319,ロールスワン,68.2,53.7,38.0,14.7,11.9,11.4
20260319,プレスリリース,67.2,52.0,36.8,14.2,11.5,11.1
20260319,ダンシングドール,70.6,55.9,40.1,14.9,13.2,12.0
20260319,ガビーズデトワール,70.4,53.9,38.1,14.4,12.1,11.6
20260319,ギャンブルルーム,66.4,51.7,36.7,13.4,11.5,11.8
20260319,アイブリンク,66.5,51.9,37.2,13.1,11.6,12.5
20260319,レイノルズナンバー,66.9,52.3,37.5,13.4,11.6,12.5
20260319,ザキノフレンズ,71.0,55.3,39.2,14.9,12.2,12.1
20260319,ギガント,71.2,55.7,39.6,15.2,12.3,12.1
20260319,ミスティパープル,69.1,54.2,38.7,14.9,12.2,11.6
20260319,ゴッドシュアウイン,,,,14.1,11.9,
20260319,ルージュアイラ,71.0,55.2,39.0,15.1,12.1,11.8
20260319,モズギャクテン,66.2,52.1,37.9,14.1,12.1,11.7
20260319,ヴィンテール,70.9,55.2,39.0,15.1,12.1,11.8
20260319,ビルンバウム,68.2,51.8,36.8,13.9,11.8,11.1
20260319,ケイトバローズ,69.2,52.9,37.5,14.3,11.8,11.4
20260319,コイバナ,77.3,56.2,39.8,15.2,13.0,11.6
20260319,イイデカンタロウ,66.3,51.8,37.2,13.7,11.8,11.7
20260319,ハギノコラソン,69.3,54.3,39.1,14.7,12.3,12.1
20260319,ダノンカゼルタ,68.4,53.6,38.0,14.5,12.0,11.5
20260319,カタリテ,65.7,51.3,36.9,13.6,11.8,11.5
