年月日,馬名,5F,4F,3F,Lap3,Lap2,Lap1
20260403,フォーディアライフ,82.8,65.9,48.5,16.7,16.2,15.6
20260403,ツルノマイハシ,95.8,74.3,54.7,18.9,18.0,17.8
20260403,カニキュル,69.1,53.5,38.7,13.8,12.9,12.0
20260403,デアリングエア,67.4,51.8,37.5,13.6,12.4,11.5
20260403,ペールデュクラン,68.4,52.6,38.0,13.8,12.7,11.5
20260403,ブラウンラチェット,69.0,53.9,39.3,14.2,13.0,12.1
20260403,フレッシュラン,,64.4,46.3,16.3,15.4,14.6
20260403,キタノライブリー,,65.1,47.1,16.5,15.7,14.9
20260403,サノノグレーター,,64.5,46.5,16.3,15.2,15.0
20260403,ロジケープ,,66.1,49.3,16.7,16.6,16.0
20260403,ボナーテソーロ,69.1,53.6,38.9,13.7,12.9,12.3
20260403,カフェシューター,,64.9,48.0,16.3,15.7,16.0
20260403,ベルウッドピース,,65.7,48.6,16.4,16.2,16.0
20260403,ゴールデンダガー,,65.3,48.6,16.3,16.2,16.1
20260403,タッチアンドムーブ,,64.1,46.4,15.9,15.4,15.1
20260403,タンゴバイラリン,,62.4,45.3,15.5,15.4,14.4
20260403,ゼファーテソーロ,,61.4,44.9,15.3,15.4,14.2
20260403,ブッチギレ,,60.8,44.7,15.3,15.3,14.1
20260403,フォルナカリア,,63.2,45.9,15.9,15.2,14.8
20260403,ヘデントール,,68.7,49.2,17.9,16.1,15.2
20260403,コスモジンバック,,68.1,49.4,17.5,16.3,15.6
20260403,オクタヴィアヌス,,66.6,48.8,17.2,16.2,15.4
20260403,フォージドブリック,72.1,55.4,40.3,14.6,13.1,12.6
20260403,チェイサー,,67.2,48.2,17.5,15.9,14.8
20260403,アローメタル,,66.4,47.4,16.7,15.7,15.0
20260403,トップオブザキング,,98.1,73.1,24.9,24.3,23.9
20260403,スカーレットジーン,,67.1,48.8,17.4,16.0,15.4
20260403,アクティングエリア,,84.1,60.3,21.4,20.4,18.5
20260403,イセッセイ,95.8,75.5,55.3,19.6,18.7,17.0
20260403,エーティータキオン,100.7,76.6,55.1,19.4,18.1,17.6
20260403,ニシノライコウ,,57.4,41.5,14.3,14.1,13.1
20260403,カフェアローロ,,56.6,40.2,14.0,13.3,12.9
20260403,ストラニエーロ,,75.2,53.5,19.1,17.9,16.5
20260403,ダイバーシティ,82.7,64.7,47.2,16.5,15.6,15.1
20260403,アイスアンドスノー,,57.5,41.2,14.3,13.5,13.4
20260403,フォークスアップ,,68.0,51.1,16.9,17.0,17.2
20260403,スターサンサルー,,74.1,53.0,19.0,17.4,16.6
20260403,レリッシュ,68.6,54.1,40.2,13.2,13.4,13.6
20260403,ノーブルジャッカル,,67.8,49.7,17.3,16.5,15.9
20260403,アルデキングダム,69.3,53.6,38.8,14.0,13.5,11.3
20260403,トリスティ,,66.8,47.9,16.9,15.9,15.1
20260403,サクラモンストール,,66.4,47.8,16.6,15.8,15.4
20260403,ウインラファーガ,67.7,52.8,38.0,14.2,12.4,11.4
20260403,インターステラ,,70.3,51.7,18.2,17.3,16.2
20260403,ローレルクラウン,,68.2,49.2,17.9,16.6,14.7
20260403,ポッドロルフ,87.0,68.4,49.9,17.5,16.4,16.0
20260403,エリュグレイス,,69.8,49.7,18.2,16.4,15.1
20260403,タイキラフター,,63.7,46.3,16.9,15.4,14.0
20260403,フジレイメイ,84.1,66.0,49.0,17.5,16.1,15.4
20260403,グレイテストソング,84.0,64.4,46.6,16.9,15.4,14.3
20260403,クインズシフォン,,69.1,49.7,18.8,15.9,15.0
20260403,オストラヴァ,,66.5,47.3,16.6,16.0,14.7
20260403,イーガービーバー,,69.9,49.7,18.8,15.9,15.0
20260403,ロイヤルタイム,,69.6,49.6,18.7,16.1,14.8
20260403,シンハ,,69.7,49.6,18.7,16.1,14.8
20260403,マリブ,,70.1,49.8,18.8,15.9,15.1
20260403,ハビレ,93.5,71.9,51.9,18.6,16.8,16.5
20260403,ブレイヴアロウ,71.3,54.6,39.3,14.5,12.8,12.0
20260403,バルダンツァ,,72.4,52.1,18.3,17.3,16.5
20260403,ロジルーラー,83.7,65.8,47.6,17.1,16.7,13.8
20260403,ウインモナーク,,74.4,54.1,18.8,18.1,17.2
20260403,アイアムアヒーロー,,71.8,52.8,17.8,18.0,17.0
20260403,ウインアルドーレ,84.4,66.4,48.9,17.1,16.6,15.2
20260403,ターコイズフリンジ,126.3,98.9,72.9,25.3,24.0,23.6
20260403,プライベートアイズ,,61.7,45.2,15.7,14.9,14.6
20260403,ミッキーサウザンド,,62.3,44.3,15.5,14.8,14.0
20260403,シゲルカミカゼ,,72.9,53.0,18.2,17.4,17.4
20260403,ターコイズフリンジ,109.7,85.3,61.1,22.6,19.9,18.6
20260403,ナンナンプー,,70.4,51.1,18.8,16.9,15.4
20260403,シゲルカミカゼ,88.4,69.4,50.2,18.3,16.6,15.3
20260403,ソニックブレイカー,119.2,90.5,65.8,23.5,20.9,21.4
20260403,ベアアッコチャン,107.6,85.3,63.2,21.9,21.2,20.1
20260403,キョウエイスレーヴ,,66.9,49.1,16.6,16.3,16.2
20260403,ジャンビ,,72.5,52.6,18.8,17.6,16.2
20260403,オウケンベリー,,88.0,64.3,22.8,21.7,19.8
20260403,ホーリーブライト,69.7,53.2,38.3,14.2,12.7,11.4
20260403,テルケンレンスキー,70.4,53.8,38.7,14.5,12.9,11.3
20260403,サラニキケン,68.9,54.0,38.8,14.9,12.3,11.6
20260403,ロンドンプライド,72.4,55.6,39.1,14.4,12.8,11.9
20260403,ラストスマイル,90.7,72.1,53.5,18.8,17.6,17.1
20260403,ゴールドシーン,114.9,90.1,66.2,22.9,21.7,21.6
20260403,フリーリターン,96.0,75.5,55.0,18.9,18.4,17.7
20260403,スマッシュアウト,64.6,49.8,36.1,13.1,11.9,11.1
20260403,リギーロ,81.9,64.0,46.8,16.6,15.3,14.9
20260403,ブルーコーヴ,69.6,54.5,39.2,14.2,12.7,12.3
20260403,ロードインフェルノ,,67.6,48.9,17.8,16.3,14.8
20260403,カサブランカキッド,,66.2,48.9,16.9,16.2,15.8
20260403,ロストボール,70.8,53.6,38.7,14.0,12.7,12.0
20260403,ショウナンパトス,,68.1,49.5,17.3,16.3,15.9
20260403,ファルコンミノル,,65.3,47.8,16.9,15.6,15.3
20260403,シャパリュ,,60.6,43.6,15.1,14.2,14.3
20260403,エクセルクラウン,,66.2,47.4,17.1,15.6,14.7
20260403,ボンダイビーチ,101.0,79.2,58.9,20.4,19.4,19.1
20260403,タツナナイロ,94.5,75.0,56.6,18.7,19.2,18.7
20260403,ウーバーストロング,71.1,55.8,41.7,15.0,13.3,13.4
20260403,ウインドラート,,65.7,48.2,17.0,16.2,15.0
20260403,リッキースタイル,,66.7,48.3,17.6,16.0,14.7
20260403,マツリダシリウス,,68.1,49.1,17.6,16.2,15.3
20260403,スノーリン,70.2,54.9,40.0,13.8,13.4,12.8
20260403,プルナチャンドラ,,71.9,52.0,18.3,17.6,16.1
20260403,ゴールデンステップ,,65.6,48.0,16.4,15.6,16.0
20260403,コンフィグシス,87.8,69.6,51.4,17.5,17.2,16.7
20260403,インサラータ,88.3,69.8,52.4,17.8,17.6,17.0
20260403,タイセツナヒ,110.8,88.1,65.6,22.5,22.6,20.5
20260403,ビアーレ,112.5,89.2,66.4,23.3,21.8,21.3
20260403,タッセルノット,112.5,89.2,66.4,23.3,21.8,21.3
20260403,ルシャルムール,,59.4,43.5,15.2,14.1,14.2
20260403,ミラクルチケット,89.9,71.0,51.6,18.1,17.2,16.3
20260403,ブライティアダイヤ,111.1,86.4,62.4,20.3,20.8,21.3
20260403,サザンエルフ,,75.1,53.8,19.1,17.7,17.0
20260403,バギーウィップ,,66.0,47.5,17.5,15.7,14.3
20260403,ウリズンベー,,64.8,46.8,16.5,15.3,15.0
20260403,カゲムシャ,,64.3,45.6,16.5,15.0,14.1
20260403,チャイボーグ,,62.2,45.7,15.9,14.8,15.0
20260403,ミセスヴェルデ,,64.4,46.1,16.4,15.2,14.5
20260403,マクタン,,62.8,44.9,15.5,15.1,14.3
20260403,シーズアウルフ,,64.9,46.4,16.4,15.4,14.6
20260403,ロサンゼルス,,68.4,49.3,17.4,16.5,15.4
20260403,ハリウッドグラム,,71.6,53.1,18.3,18.0,16.8
20260403,ファイタージェット,,77.7,56.1,19.3,19.2,17.6
20260403,ガードオブオナー,,72.3,54.3,18.4,18.3,17.6
20260403,ストレートブラック,70.4,54.0,38.9,14.0,13.0,11.9
20260403,ロードブレイズ,81.9,64.9,47.3,17.1,15.5,14.7
20260403,カウンターセブン,77.8,61.6,44.4,16.4,14.4,13.6
20260403,グランキンバリー,70.5,53.7,37.8,13.8,12.2,11.8
20260403,アルバンヌ,,178.0,118.5,44.4,39.0,35.1
20260403,プロトポロス,77.0,61.3,45.5,16.1,14.8,14.6
20260403,アンドリーナ,,64.5,46.7,16.8,14.8,15.1
20260403,ルナカカオ,,72.3,52.3,18.9,16.6,16.8
20260403,モズマーヴェリック,,68.0,49.0,17.9,15.8,15.3
20260403,ヴァンヴィーヴ,,71.1,50.5,18.8,16.1,15.6
20260403,ファウストラーゼン,,112.7,81.5,28.3,26.3,26.9
20260403,サンライズロイ,,64.0,47.1,15.8,15.8,15.5
20260403,スノースケープ,,61.1,45.0,15.8,14.6,14.6
20260403,トゥルブレンシア,,69.6,50.3,18.4,16.5,15.4
20260403,グレイスフルマーチ,66.7,52.9,38.0,14.4,11.9,11.7
20260403,ヤマニンチェルキ,66.7,52.7,37.8,14.4,11.7,11.7
20260403,ダイシンヨーク,,75.4,53.4,19.5,17.1,16.8
20260403,ファウストラーゼン,109.1,86.4,63.8,23.0,21.1,19.7
20260403,エナクローム,,74.7,55.2,18.8,18.5,17.9
20260403,モズギャクテン,87.0,69.5,51.4,17.9,16.9,16.6
20260403,アサクサグレース,84.6,66.8,48.7,17.8,15.8,15.1
20260403,ペイシャシス,85.5,67.4,49.9,17.9,16.6,15.4
20260403,サチノブーケ,85.4,67.3,49.7,17.7,16.5,15.5
20260403,ミスティパープル,,70.2,51.0,17.6,16.7,16.7
20260403,サンライズソレイユ,69.1,53.1,37.2,14.1,11.6,11.5
20260403,ルシュヴァルドール,68.9,53.0,37.3,13.9,12.0,11.4
20260403,シンエンペラー,68.7,52.7,36.8,13.9,11.5,11.4
20260403,セラサイト,,80.0,56.8,20.2,18.6,18.0
20260403,エアミアーニ,,60.6,44.4,15.4,14.6,14.4
20260403,ルージュプルーヴ,,65.5,47.2,16.9,15.5,14.8
20260403,ブロンテス,,65.8,48.9,16.5,15.6,16.8
20260403,ハルフロンティア,,63.5,46.1,17.1,14.6,14.4
20260403,シンゼンコジロウ,80.2,63.0,46.2,16.0,14.6,15.6
20260403,ブランチアウト,86.6,68.3,50.3,18.1,16.6,15.6
20260403,ファビュラスベガス,,76.6,56.1,20.4,18.1,17.6
