年月日,馬名,Time1,Time2,Time3,Time4,Lap4,Lap3,Lap2,Lap1
20260626,ジャガード,67.4,49.6,33.1,16.5,17.8,16.5,16.6,16.5
20260626,ビッグデイメイク,66.1,47.9,31.4,15.8,18.2,16.5,15.6,15.8
20260626,サノノグレーター,59.2,44.4,30.2,15.0,14.8,14.2,15.2,15.0
20260626,テキサスバローズ,64.6,47.1,30.7,15.2,17.5,16.4,15.5,15.2
20260626,ミリオングローリー,64.8,47.9,31.2,15.1,16.9,16.7,16.1,15.1
20260626,トワニ,63.0,46.3,30.5,15.4,16.7,15.8,15.1,15.4
20260626,アイムインディ,70.6,51.6,34.0,16.9,19.0,17.6,17.1,16.9
20260626,ラッキースウィッチ,64.6,47.7,31.5,15.8,16.9,16.2,15.7,15.8
20260626,ユキマル,68.3,50.1,32.6,16.3,18.2,17.5,16.3,16.3
20260626,ランスノーブル,64.2,47.6,31.3,15.4,16.6,16.3,15.9,15.4
20260626,フミサウンド,62.5,45.8,30.2,15.3,16.7,15.6,14.9,15.3
20260626,イゾラフェリーチェ,64.2,47.6,31.2,14.7,16.6,16.4,16.5,14.7
20260626,グランカンタンテ,62.4,45.8,30.2,15.5,16.6,15.6,14.7,15.5
20260626,フレッシュラン,70.9,52.2,34.4,17.0,18.7,17.8,17.4,17.0
20260626,エリーナストーム,64.3,47.6,30.9,15.1,16.7,16.7,15.8,15.1
20260626,チギリ,64.3,47.4,31.5,15.7,16.9,15.9,15.8,15.7
20260626,ゲンジ,70.3,51.5,33.8,16.6,18.8,17.7,17.2,16.6
20260626,ニシノイストワール,62.3,45.8,30.4,15.1,16.5,15.4,15.3,15.1
20260626,ブライトラン,70.8,52.0,34.1,17.1,18.8,17.9,17.0,17.1
20260626,ノーブルスアーク,71.3,52.4,34.5,16.8,18.9,17.9,17.7,16.8
20260626,ドングラミ,70.7,51.9,34.2,16.7,18.8,17.7,17.5,16.7
20260626,デルマキタカミ,72.1,52.3,34.5,17.0,19.8,17.8,17.5,17.0
20260626,ランドジャイアンツ,71.3,52.7,34.7,17.4,18.6,18.0,17.3,17.4
20260626,ブルーリボン,71.8,52.7,34.9,16.9,19.1,17.8,18.0,16.9
20260626,センターサンテ,72.4,52.3,34.3,16.8,20.1,18.0,17.5,16.8
20260626,エスクアドラ,63.4,46.5,31.2,15.5,16.9,15.3,15.7,15.5
20260626,デアグランツ,62.3,45.9,30.1,15.2,16.4,15.8,14.9,15.2
20260626,アップルザビート,69.8,52.1,34.9,17.6,17.7,17.2,17.3,17.6
20260626,チェルシー,67.3,49.1,32.7,16.1,18.2,16.4,16.6,16.1
20260626,アンパドゥ,72.2,53.5,34.9,16.8,18.7,18.6,18.1,16.8
20260626,ポッドロワール,69.4,50.2,32.8,16.6,19.2,17.4,16.2,16.6
20260626,スピニンググローブ,65.1,47.3,30.0,14.9,17.8,17.3,15.1,14.9
20260626,ロイヤルスパイア,64.1,46.7,30.8,15.3,17.4,15.9,15.5,15.3
20260626,ゼファーテソーロ,69.2,51.6,33.4,16.8,17.6,18.2,16.6,16.8
20260626,ハミングディスト,63.7,47.3,31.1,15.5,16.4,16.2,15.6,15.5
20260626,オレンジリバー,65.3,47.6,30.9,15.5,17.7,16.7,15.4,15.5
20260626,ハスカップジャム,67.4,49.3,33.0,16.5,18.1,16.3,16.5,16.5
20260626,キミガハマ,64.3,48.0,32.1,16.1,16.3,15.9,16.0,16.1
20260626,ヴァルカンテソーロ,65.0,48.4,32.7,16.4,16.6,15.7,16.3,16.4
20260626,ボルトライン,65.5,47.7,31.1,15.6,17.8,16.6,15.5,15.6
20260626,ランパディアス,65.9,48.2,31.0,15.2,17.7,17.2,15.8,15.2
20260626,ディマイザキッド,66.6,48.7,32.3,16.0,17.9,16.4,16.3,16.0
20260626,プリュノワール,68.4,49.5,32.4,16.1,18.9,17.1,16.3,16.1
20260626,ノクターン,70.4,50.7,33.1,16.5,19.7,17.6,16.6,16.5
20260626,ロゼフェリシア,68.7,49.8,32.5,16.1,18.9,17.3,16.4,16.1
20260626,ロートホルン,72.8,53.9,35.3,17.4,18.9,18.6,17.9,17.4
20260626,リバーブレーション,69.2,50.5,33.2,16.3,18.7,17.3,16.9,16.3
20260626,キタノアヤカ,67.6,49.3,32.2,15.9,18.3,17.1,16.3,15.9
20260626,チェイサー,64.9,47.7,31.0,15.2,17.2,16.7,15.8,15.2
