年月日,馬名,Time1,Time2,Time3,Time4,Lap4,Lap3,Lap2,Lap1
20260710,ハニーコム,62.5,45.8,30.2,14.9,16.7,15.6,15.3,14.9
20260710,ホノボノ,65.2,48.1,31.7,15.8,17.1,16.4,15.9,15.8
20260710,リラ,70.2,51.6,34.3,17.4,18.6,17.3,16.9,17.4
20260710,オンナキュヌヴィ,67.1,49.4,32.5,16.0,17.7,16.9,16.5,16.0
20260710,ノリマル,68.1,48.8,31.5,15.7,19.3,17.3,15.8,15.7
20260710,サノノキセキ,67.4,48.6,31.7,15.9,18.8,16.9,15.8,15.9
20260710,ウインカーネリアン,60.7,44.6,29.3,14.3,16.1,15.3,15.0,14.3
20260710,サトノヴィレ,61.5,45.2,30.4,14.9,16.3,14.8,15.5,14.9
20260710,ブルバンビーナ,70.7,51.9,33.9,16.7,18.8,18.0,17.2,16.7
20260710,ジェシーテソーロ,64.0,46.9,31.0,15.8,17.1,15.9,15.2,15.8
20260710,ブリッツアロング,67.5,49.7,32.1,15.8,17.8,17.6,16.3,15.8
20260710,チギリ,62.9,46.3,30.0,14.6,16.6,16.3,15.4,14.6
20260710,ハルノアラシ,64.8,47.6,31.6,16.2,17.2,16.0,15.4,16.2
20260710,コンヴァージョン,66.0,49.0,32.3,16.0,17.0,16.7,16.3,16.0
20260710,アイアンナックル,68.4,49.5,32.1,16.2,18.9,17.4,15.9,16.2
20260710,サムシングニュー,60.9,44.6,29.9,14.7,16.3,14.7,15.2,14.7
20260710,スチールギターラグ,61.4,44.5,28.9,14.6,16.9,15.6,14.3,14.6
20260710,トウシンライオット,68.2,49.1,32.1,16.0,19.1,17.0,16.1,16.0
20260710,シュネーバレン,65.4,48.2,31.9,16.1,17.2,16.3,15.8,16.1
20260710,レジームチェンジ,61.7,45.0,29.9,14.7,16.7,15.1,15.2,14.7
20260710,セイウンサイフィー,68.2,50.0,32.5,16.1,18.2,17.5,16.4,16.1
20260710,トリプティーク,69.9,50.6,33.3,16.5,19.3,17.3,16.8,16.5
20260710,ブルーリボン,68.6,49.6,32.5,16.3,19.0,17.1,16.2,16.3
20260710,ライヴバーボン,71.1,51.6,33.6,16.9,19.5,18.0,16.7,16.9
20260710,ニシノミヤダシ,61.3,45.0,29.5,14.6,16.3,15.5,14.9,14.6
20260710,ブレイクフォース,67.5,49.6,32.2,15.7,17.9,17.4,16.5,15.7
20260710,ヴァズレーヌ,63.3,46.3,30.5,15.6,17.0,15.8,14.9,15.6
20260710,ショウナンタハティ,66.6,49.0,31.8,15.5,17.6,17.2,16.3,15.5
