年月日,馬名,5F,4F,3F,Lap3,Lap2,Lap1
20260703,シュタットパーク,89.3,70.7,52.1,17.1,17.4,17.6
20260703,モヴレクス,106.8,84.9,63.0,21.3,20.7,21.0
20260703,サトミノエンジェル,79.9,62.3,45.5,16.3,15.1,14.1
20260703,ペプチドドリーム,,72.4,52.9,18.3,17.5,17.1
20260703,ベアアッコチャン,103.1,81.1,59.4,20.2,19.8,19.4
20260703,ネオロマーネ,,71.7,52.0,18.1,17.7,16.2
20260703,シリアスドラマ,,70.1,50.7,18.0,17.5,15.2
20260703,エレスレイプニル,103.3,82.1,59.9,19.9,20.1,19.9
20260703,ダノンゴーイチ,,68.2,48.4,17.0,15.9,15.5
20260703,フォルマシオン,,58.1,39.2,14.9,12.5,11.8
20260703,エンジェルサン,,67.9,49.0,17.0,16.3,15.7
20260703,シュタットパーク,77.1,61.2,45.9,15.3,15.5,15.1
20260703,フォンターナドーロ,,59.5,39.8,15.3,12.8,11.7
20260703,モヴレクス,92.0,72.3,53.1,18.8,17.0,17.3
20260703,ブレイクフォース,,68.1,49.1,17.2,16.5,15.4
20260703,エターナルシルバー,,68.0,49.3,17.0,16.5,15.8
20260703,ウインテラジーナ,,63.2,44.8,16.0,14.6,14.2
20260703,ハルオーブ,68.6,52.2,37.4,13.7,12.1,11.6
20260703,アドミラルシップ,,67.8,49.6,17.1,16.3,16.2
20260703,バードウォッチャー,,64.7,47.7,16.5,16.0,15.2
20260703,ハルノアラシ,,68.6,50.0,17.2,16.6,16.2
20260703,オスロクィーン,65.4,51.1,37.6,13.4,12.4,11.8
20260703,モミスケ,,69.9,51.0,17.3,17.4,16.3
20260703,クリアクォーツ,90.8,70.4,51.0,18.3,16.5,16.2
20260703,サイモングリーマン,94.1,73.3,53.9,19.0,18.2,16.7
20260703,ケンブリッジ,,69.7,50.6,17.1,17.0,16.5
20260703,セイウンリリーナ,,68.5,50.2,17.5,16.4,16.3
20260703,ライングラウス,,69.8,50.6,17.4,17.0,16.2
20260703,ハビレ,90.4,69.1,50.3,17.4,16.8,16.1
20260703,ホウオウブースター,,68.4,50.2,17.0,16.8,16.4
20260703,フランシスガリバー,,69.0,50.2,17.9,16.3,16.0
20260703,ステラルミノーザ,,72.4,51.5,17.8,17.2,16.5
20260703,ジャガーライズ,,71.6,51.6,17.8,17.1,16.7
20260703,ロードスカイブルー,,71.9,51.7,19.0,17.0,15.7
20260703,ミッシオーネ,66.0,50.7,36.1,12.0,11.9,12.2
20260703,ダイユウサルターレ,,78.7,56.8,19.1,17.9,19.8
20260703,ブラーヴジャン,,73.4,53.3,19.1,17.5,16.7
20260703,ヤマニンジェンナ,,77.7,55.7,19.4,18.6,17.7
20260703,ランドフォートレス,,72.2,51.8,17.8,17.7,16.3
20260703,カリーン,,71.8,52.1,18.5,17.5,16.1
20260703,ツキノマバタキ,,55.7,39.7,14.4,12.8,12.5
20260703,アイアムジャイアン,91.3,72.0,52.9,18.7,17.7,16.5
20260703,バトルボーン,120.2,94.0,69.1,23.8,22.5,22.8
20260703,ブランフォルテ,92.1,72.9,54.5,18.6,18.4,17.5
20260703,シークレットシティ,70.0,54.5,40.0,14.5,13.1,12.4
20260703,スウィフトミモザ,95.8,74.7,54.9,19.0,18.3,17.6
20260703,ミュークチェルシー,81.9,63.8,46.1,17.1,15.0,14.0
20260703,フライングビーナス,80.2,62.4,45.9,16.0,15.3,14.6
20260703,ケイベエ,95.9,76.1,56.6,19.5,18.9,18.2
20260703,ハイビスカス,95.9,75.9,56.5,19.6,18.8,18.1
20260703,ハッピースーニャ,,77.8,54.9,20.1,18.0,16.8
20260703,アシャカルッカ,,71.4,50.7,18.0,16.4,16.3
20260703,キョウエイボニータ,,69.4,51.0,17.6,16.6,16.8
20260703,アピーリングルック,95.1,73.3,53.1,18.6,17.6,16.9
20260703,ワタシマツワ,68.2,53.3,38.9,14.2,12.7,12.0
20260703,ペカリーナ,71.7,55.2,40.0,14.3,13.4,12.3
20260703,ファータカリーナ,95.0,74.1,54.1,19.2,18.0,16.9
20260703,イサチルシーキング,94.5,74.2,54.3,19.1,18.2,17.0
20260703,サンタピア,66.9,52.0,37.2,13.5,12.0,11.7
20260703,ダイヒョウカーク,66.6,51.7,36.9,13.3,11.9,11.7
20260703,アルティシモ,70.8,54.4,39.5,13.7,13.2,12.6
20260703,ウンスイ,70.8,54.9,39.9,14.3,13.2,12.4
20260703,エイシンイクサボシ,,105.1,76.9,27.6,26.4,22.9
20260703,ラヴアンドライク,97.3,76.3,55.9,19.7,18.2,18.0
20260703,ディメンシア,84.9,66.4,48.3,17.1,16.1,15.1
20260703,アグアフレスカ,84.2,65.7,47.4,17.5,15.7,14.2
20260703,ステラガーネット,,63.0,46.2,15.4,15.4,15.4
20260703,ヴォンフレ,67.9,52.4,37.7,13.5,12.3,11.9
20260703,ヤマニンルーバス,71.2,55.5,40.8,14.2,13.6,13.0
20260703,シェンロン,,86.9,63.7,21.7,21.8,20.2
20260703,ｱﾒﾘの24,,86.9,63.7,21.7,21.7,20.3
20260703,トレンドマーチ,,67.5,49.8,17.4,16.3,16.1
20260703,ラスカンブレス,68.7,52.4,37.2,13.6,12.2,11.4
20260703,フランベリー,98.5,77.3,56.9,19.5,18.8,18.6
20260703,アミノショコラ,98.9,77.7,57.1,19.7,18.9,18.5
20260703,ニンジャトットリ,,90.1,65.7,23.4,21.6,20.7
20260703,ニシノギャルズ,,68.3,50.8,18.0,16.8,16.0
20260703,ハイテイラオユエ,,71.8,51.9,17.1,17.5,17.3
20260703,クレオズニードル,,64.3,46.8,16.5,15.1,15.2
20260703,リーズメイリー,86.1,67.7,49.6,17.8,15.9,15.9
20260703,リコルディオーロ,85.3,67.0,49.1,17.2,16.3,15.6
20260703,ジオパークカツキ,85.3,67.0,49.1,17.3,16.3,15.5
20260703,アオイゲート,87.0,67.9,50.0,17.8,16.6,15.6
20260703,デルマジュテーム,92.4,73.2,53.9,18.7,17.6,17.6
20260703,サファイアプレミア,,74.7,52.1,19.2,17.2,15.7
20260703,カウェーカネム,,74.4,52.0,19.1,17.1,15.8
20260703,アイスブレイカー,84.8,65.6,47.6,17.1,16.0,14.5
20260703,キョウキランブ,,58.4,42.6,15.0,13.8,13.8
20260703,ノクターナルハント,,66.2,48.3,16.8,16.5,15.0
20260703,ニシノアナベル,,64.5,47.3,16.1,16.1,15.1
20260703,アーティキュレート,,65.2,47.8,16.5,15.9,15.4
20260703,レイヤードホワイト,,67.1,49.0,16.5,16.2,16.3
20260703,シェーンリヒト,,69.5,51.8,17.0,17.4,17.4
20260703,ジョーティス,,67.2,49.0,16.5,16.1,16.4
20260703,スクリプトール,,65.0,47.0,16.3,15.6,15.1
20260703,ダノンロッキー,,67.6,48.9,17.0,16.5,15.4
20260703,モスクロッサー,,64.7,45.8,17.0,14.4,14.4
20260703,ファビュラススター,80.0,63.5,46.9,16.2,15.4,15.3
20260703,レオライジング,101.7,80.9,60.3,20.5,19.9,19.9
20260703,ラパンチュール,,69.4,50.5,17.3,16.6,16.6
20260703,ゴットタレント,82.5,64.5,47.0,16.4,15.6,15.0
20260703,ロジャリーマイン,121.7,95.9,70.1,24.5,23.0,22.6
20260703,ワザモノ,,80.3,57.8,20.9,18.7,18.2
20260703,トップデュオ,,80.7,57.9,21.0,19.3,17.6
20260703,ミスデルマー,70.0,54.3,39.6,14.7,13.4,11.5
20260703,ラルルジェンヌ,68.0,52.5,38.3,13.4,13.1,11.8
20260703,スズカミエール,68.9,53.8,39.2,13.9,12.7,12.6
20260703,ビケイムフリー,69.2,54.3,39.6,14.1,12.8,12.7
20260703,グッジョブ,,82.0,59.7,21.8,19.0,18.9
20260703,エコロヴァルド,,80.7,59.2,21.5,19.0,18.7
20260703,サンデーファンデー,,137.4,101.9,36.3,35.1,30.5
20260703,キャプテンシー,,72.5,52.5,19.0,17.3,16.2
20260703,ウォーブレイク,,68.0,50.1,17.6,16.6,15.9
20260703,ゼットリアン,,67.1,47.6,17.3,15.6,14.7
20260703,サンライズジュピタ,,80.0,57.5,21.6,18.2,17.7
20260703,ジューンオアシス,69.9,53.7,38.3,14.9,12.0,11.4
20260703,フェンダー,,167.2,122.7,41.2,40.4,41.1
