年月日,馬名,5F,4F,3F,Lap3,Lap2,Lap1
20260424,マーゴットサンズ,83.7,66.0,48.7,17.4,16.0,15.3
20260424,ハニードレス,66.8,53.2,38.4,13.9,12.1,12.4
20260424,タイセツナヒ,70.7,55.6,40.7,14.3,13.3,13.1
20260424,ベアサナエチャン,71.2,55.5,40.9,14.3,13.5,13.1
20260424,インペリアルライン,,66.5,48.4,17.6,15.4,15.4
20260424,ショウナンタハティ,,66.2,48.0,17.5,15.3,15.2
20260424,キングノジョー,166.4,131.4,97.3,33.3,32.2,31.8
20260424,ハルノアラシ,,69.3,51.3,17.7,17.6,16.0
20260424,コーディアリー,88.8,69.4,50.5,17.5,16.7,16.3
20260424,コスモフレディ,,77.4,55.8,19.4,18.4,18.0
20260424,キタノソブリン,,73.1,52.1,18.5,17.3,16.3
20260424,ヴェントベローチェ,,65.4,48.2,16.3,15.9,16.0
20260424,ヘデントール,,73.3,52.3,18.9,16.9,16.5
20260424,オーキッドワン,,69.6,50.0,17.7,16.6,15.7
20260424,トレンドマーチ,,73.1,53.3,18.3,17.8,17.2
20260424,レオスキーム,,69.8,50.6,17.9,16.2,16.5
20260424,ヒナノムサシ,84.6,67.1,49.6,17.2,16.5,15.9
20260424,ジャガーライズ,,67.2,49.4,17.3,16.6,15.5
20260424,サクラモンストール,,65.9,47.6,17.0,15.5,15.1
20260424,メリーサウンド,72.9,56.6,41.0,15.1,13.2,12.7
20260424,ダイユウサルターレ,,73.7,53.8,18.7,18.2,16.9
20260424,バルジール,69.7,53.8,39.1,14.8,12.9,11.4
20260424,サトノエスケープ,69.9,54.1,39.3,15.0,13.0,11.3
20260424,リリーブライト,67.4,52.5,38.0,13.8,12.3,11.9
20260424,ビップスコーピオン,104.1,81.2,59.4,20.9,20.0,18.5
20260424,ハッピーダンシング,,68.1,48.2,18.2,15.8,14.2
20260424,ダブルメッセージ,,68.0,47.8,17.7,15.3,14.8
20260424,ワンダーブリッツ,71.6,56.3,40.8,15.0,13.4,12.4
20260424,サウンドファミリエ,,68.0,49.5,18.7,16.3,14.5
20260424,エバーシャンティ,70.3,55.1,39.6,14.5,13.2,11.9
20260424,ピーエムキンチャン,,68.0,47.9,18.1,15.4,14.4
20260424,モロノカガヤキ,111.0,88.5,66.4,22.1,22.0,22.3
20260424,エスコルチア,110.2,87.6,65.9,21.4,22.8,21.7
20260424,トロピカルティー,125.2,99.1,73.6,25.3,24.0,24.3
20260424,フィンガー,117.2,93.1,69.7,23.4,23.4,22.9
