年月日,馬名,5F,4F,3F,Lap3,Lap2,Lap1
20260718,カンティーユ,,51.8,36.8,12.7,11.9,12.2
20260718,ルーラーリッチ,127.5,57.1,40.2,14.6,13.4,12.2
20260718,トクシージェネラル,135.7,56.3,39.9,14.3,13.4,12.2
20260718,タイヨウノユビワ,139.0,56.1,40.0,14.6,13.3,12.1
20260718,シリウスコルト,68.0,53.1,38.3,14.0,12.7,11.6
20260718,アンパドゥ,,66.2,47.3,16.9,14.9,15.5
20260718,フィールドノート,,67.1,47.9,17.6,15.9,14.4
20260718,セイウンヤオヨロズ,67.2,51.2,36.6,13.0,11.9,11.7
20260718,ノブステップ,68.1,53.1,38.3,14.0,12.5,11.8
20260718,マナイアカラニ,66.9,52.0,37.5,13.5,12.3,11.7
20260718,ミクニルミナス,67.1,52.2,37.7,13.8,12.3,11.6
20260718,テンペストヒロイン,71.5,53.8,38.6,14.6,12.9,11.1
20260718,スカット,74.4,56.3,40.8,14.8,13.5,12.5
20260718,サンダーストラック,,69.6,50.9,18.2,16.8,15.9
20260718,エイシンウルクンデ,,82.4,60.7,21.5,21.4,17.8
20260718,ニシノタカオ,74.3,56.3,40.7,14.7,13.8,12.2
20260718,ヨドノティアラ,,77.0,55.4,20.2,18.4,16.8
20260718,スペシャルサンクス,,77.5,54.2,19.8,17.7,16.7
20260718,ガジュノリ,,66.2,47.8,16.8,15.9,15.1
20260718,トウシンライオット,,66.3,48.7,16.7,16.2,15.8
20260718,サノノソルジャー,,66.4,48.4,16.7,15.7,16.0
20260718,ライヴバーボン,,65.9,48.3,16.8,15.7,15.8
20260718,ブレイクフォース,,67.5,48.8,16.6,16.0,16.2
20260718,サスツルギ,,107.0,81.1,26.6,27.9,26.6
20260718,ポッドロワール,,104.9,72.4,27.2,23.4,21.8
20260718,エターナルシルバー,,66.8,48.6,17.2,16.0,15.4
20260718,ゴバド,,72.3,53.6,18.2,17.6,17.8
20260718,リオハリソンメリー,,71.8,52.9,17.9,17.2,17.8
20260718,モントーヤ,,69.9,50.8,17.3,17.0,16.5
