年月日,馬名,5F,4F,3F,Lap3,Lap2,Lap1
20260501,コブラ,69.8,54.5,39.4,13.8,13.0,12.6
20260501,マーゴットゲイン,95.3,74.5,54.0,18.6,18.0,17.4
20260501,ブロークンハート,70.6,55.1,39.8,14.0,13.1,12.7
20260501,ドルビナ,72.7,56.7,41.9,14.3,13.6,14.0
20260501,フクスケ,72.0,55.8,41.3,14.4,13.8,13.1
20260501,ツルノマイハシ,71.2,55.3,41.4,14.8,13.8,12.8
20260501,ゾネブルーム,119.3,94.4,70.4,23.6,23.2,23.6
20260501,リッチハンター,,71.9,52.4,17.6,17.4,17.4
20260501,タケルゴールド,70.4,53.4,38.5,13.1,12.7,12.7
20260501,レガーロデルシエロ,,64.1,45.9,17.0,14.8,14.1
20260501,ギリーカラム,,64.9,46.9,16.9,15.2,14.8
20260501,ハルノアラシ,,65.0,47.6,16.1,16.0,15.5
20260501,チェイサー,,69.1,50.4,17.6,16.7,16.1
20260501,デアトゥバトル,68.8,53.3,39.0,13.7,12.9,12.4
20260501,ゴールドシャーク,,68.4,50.6,17.4,16.6,16.6
20260501,リッキースタイル,,69.9,51.2,17.2,16.9,17.1
20260501,コーディアリー,92.0,72.1,53.3,18.3,17.7,17.3
20260501,パッションリッチ,,69.0,51.1,17.5,17.3,16.3
20260501,ティブロン,68.4,53.0,38.0,13.9,12.4,11.7
20260501,ヒナノムサシ,,69.3,51.0,18.5,16.7,15.8
20260501,ダイユウサルターレ,,67.0,48.7,17.3,15.7,15.7
20260501,フェアリーキャット,72.7,55.6,40.8,14.5,13.4,12.9
20260501,ウインマニフィーク,71.8,55.0,40.1,14.5,13.3,12.3
20260501,ヴァールザーゲン,70.7,55.0,40.3,14.0,13.1,13.2
20260501,アジャイブ,89.0,69.2,50.8,18.2,16.6,16.0
20260501,ウォータースパウト,88.7,68.9,50.5,17.9,17.0,15.6
20260501,ウィルソンテソーロ,67.7,52.5,37.3,13.9,11.8,11.6
20260501,ジュピターテソーロ,68.4,52.9,37.6,14.2,11.9,11.5
20260501,ティティナ,,69.6,49.5,18.5,16.3,14.7
20260501,ヨルヴィック,95.4,73.8,53.1,19.4,17.7,16.0
20260501,ソレム,135.2,107.2,80.0,25.9,27.9,26.2
20260501,アサクサダイアナ,100.6,79.7,58.6,20.9,19.6,18.1
20260501,サトノボヤージュ,110.9,86.9,63.8,22.3,21.0,20.5
20260501,ミョンソクコムドリ,,64.7,46.7,15.5,15.4,15.8
20260501,バルダンツァ,,74.7,54.5,19.0,18.0,17.5
20260501,グロスビーク,89.6,68.1,49.1,17.4,16.6,15.1
20260501,サトノボヤージュ,90.4,70.4,51.0,17.9,16.8,16.3
20260501,エリプティクカーブ,79.9,62.4,45.8,15.7,15.3,14.8
20260501,ラヴィニアパーク,,66.0,47.7,16.9,15.5,15.3
20260501,シャンハイナイト,69.7,54.5,39.8,14.2,13.0,12.6
20260501,マリアイリダータ,94.3,74.8,55.1,19.3,18.1,17.7
20260501,セイウンラピス,71.5,55.7,40.2,14.8,13.3,12.1
20260501,アムールドパリ,103.4,83.1,61.8,20.9,21.0,19.9
20260501,ヤマニンルーバス,76.6,59.2,44.0,15.6,14.6,13.8
20260501,ウインラファーガ,76.4,59.6,43.7,15.9,14.2,13.6
20260501,ファンダム,101.7,78.0,55.9,19.7,18.3,17.9
20260501,タマモトリノ,93.4,72.9,54.1,18.5,17.9,17.7
20260501,セリエンクーニゲン,162.8,127.2,93.0,32.4,30.9,29.7
20260501,ティピティーナ,,66.3,49.4,16.3,16.9,16.2
20260501,ラスカンブレス,,86.6,62.7,21.5,21.1,20.1
20260501,ラディアントスター,,70.7,51.6,16.7,17.6,17.3
20260501,ムーンストラック,67.6,51.8,37.1,13.0,12.2,11.9
20260501,ズイウンゴサイ,67.4,52.5,38.5,13.8,12.8,11.9
20260501,パストラーレ,69.6,54.2,39.5,15.0,12.9,11.6
20260501,ナムラジミー,70.2,54.7,39.7,15.1,12.9,11.7
20260501,マピュース,,69.8,51.0,18.4,16.9,15.7
20260501,マイネルシンベリン,71.2,55.8,40.3,14.9,13.0,12.4
20260501,サンロード,68.8,53.0,38.1,13.7,12.3,12.1
20260501,ウインターブレス,67.3,52.0,37.6,13.4,12.2,12.0
20260501,ロデオドライブ,97.0,75.4,54.5,19.4,17.7,17.4
20260501,プライベートアイズ,,70.7,50.9,18.5,16.4,16.0
20260501,ヘリオトロープ,,65.7,47.8,16.6,15.8,15.4
20260501,ミスタートントン,,77.5,55.9,20.0,18.6,17.3
20260501,ミスターキャンベラ,102.7,80.6,58.4,20.7,19.4,18.3
20260501,イニスフェイル,103.1,80.6,58.8,20.6,19.6,18.6
20260501,ロードキャピタル,103.0,80.8,58.5,20.6,19.2,18.7
20260501,ホウオウフロイト,,68.3,49.0,18.1,16.3,14.6
20260501,ロードブレイズ,92.4,70.5,50.5,17.8,16.6,16.1
20260501,カサブランカキッド,,74.8,55.0,18.5,18.1,18.4
20260501,ブレーザー,,64.1,45.5,16.5,14.9,14.1
20260501,ゴールデンダガー,,76.1,56.7,19.9,18.8,18.0
20260501,スカーレットジーン,,66.9,48.8,16.8,16.0,16.0
20260501,フルールサシェ,,65.9,48.3,16.9,16.1,15.3
20260501,ゴンファロニエーレ,130.8,101.9,75.2,26.7,24.3,24.2
20260501,キャントウェイト,,70.0,50.8,18.0,16.5,16.3
20260501,ブルーユンチェリー,,68.7,49.7,17.6,16.2,15.9
20260501,プリティディーヴァ,98.2,77.6,58.5,20.4,20.1,18.0
20260501,ゴンファロニエーレ,89.9,70.0,50.9,18.0,17.2,15.7
20260501,カルネヴァーレ,,66.1,48.4,16.5,15.9,16.0
20260501,フクオトコ,,76.0,55.2,20.9,18.0,16.3
20260501,イルリサット,,65.7,46.8,16.1,15.3,15.4
20260501,トーセンマスラオ,,66.0,47.7,16.4,15.7,15.6
20260501,ファンタイムギフト,,65.5,47.9,16.2,16.5,15.2
20260501,ブラウンバナナ,67.8,52.5,38.3,13.7,12.9,11.7
20260501,アクイローネ,70.4,55.7,41.6,13.5,13.9,14.2
20260501,シャンソンドール,79.4,62.4,45.9,16.4,15.4,14.1
20260501,キンググローリー,,55.8,40.5,14.1,13.9,12.5
20260501,サクセスゴールド,157.9,126.0,93.6,35.1,29.9,28.6
20260501,ディヴァインスター,,66.8,49.8,16.6,16.8,16.4
20260501,タマモトップハット,,67.5,49.4,18.2,16.0,15.2
20260501,イーサンミラー,129.7,103.9,77.7,26.1,25.2,26.4
20260501,リアレスト,,70.2,52.1,17.5,17.8,16.8
20260501,ミラクルダンサー,,77.7,56.6,20.2,18.7,17.7
20260501,ウィッキドピケット,,73.8,53.1,18.6,17.2,17.3
20260501,ガードオブオナー,,74.5,54.5,18.5,17.9,18.1
20260501,フルミネブル,,74.7,52.2,19.0,17.0,16.2
20260501,エテルニータ,67.2,51.6,37.0,13.8,11.8,11.4
20260501,ニシノシャルム,,63.6,46.7,16.5,15.0,15.2
20260501,ジュワネング,,65.1,47.4,16.4,15.5,15.5
20260501,リトルジャイアンツ,86.5,67.9,49.3,17.3,16.2,15.8
20260501,ビップスコーピオン,97.1,75.2,54.3,19.6,17.1,17.6
20260501,アピーリングルック,95.6,74.2,54.3,19.2,17.5,17.6
20260501,ハイテイラオユエ,,76.5,55.5,19.5,18.8,17.2
20260501,ベルウッドクレド,,74.3,53.9,19.2,18.4,16.3
20260501,スパークルレイ,86.9,69.2,51.9,17.4,17.1,17.4
20260501,ポッポヘジュセヨ,92.5,73.4,54.8,18.7,18.2,17.9
20260501,タイセイドレフォン,83.6,65.7,47.6,17.4,15.0,15.2
20260501,プラニスフェリオ,,67.6,49.5,18.1,16.1,15.3
20260501,エブリモーメント,66.5,52.6,38.1,14.2,11.7,12.2
20260501,キャストアイズミー,,64.5,47.5,17.0,15.3,15.2
20260501,ラブアイミー,90.0,71.9,53.3,18.6,17.8,16.9
20260501,タイセイドレフォン,86.1,68.5,50.6,18.4,16.3,15.9
20260501,エイズルブルーム,,62.2,44.6,16.4,14.2,14.0
20260501,パーヴォ,,75.5,55.0,18.8,18.4,17.8
20260501,ローメット,67.9,53.9,39.2,14.4,12.0,12.8
20260501,レッドピアレス,,88.7,65.4,22.8,22.0,20.6
20260501,ダノンクロム,,79.7,58.5,21.2,19.6,17.7
20260501,ヘクセンハウス,,71.1,52.0,18.7,16.4,16.9
20260501,サフィラ,,66.8,49.9,17.0,16.2,16.7
20260501,ダノンクロム,91.3,73.3,54.1,19.2,17.9,17.0
20260501,ロードフォンス,68.2,53.5,38.8,14.0,12.3,12.5
20260501,サイモンゼスト,,71.0,51.5,18.9,16.8,15.8
20260501,タイキヴァンクール,,72.4,53.6,19.2,17.5,16.9
20260501,ジャストグレース,,71.8,52.3,18.7,17.1,16.5
20260501,ジョディーズマロン,89.5,71.6,52.4,18.6,16.9,16.9
20260501,クリコバロー,83.0,64.4,46.3,18.1,15.8,12.4
20260501,プレダトゥール,89.5,71.5,52.4,18.6,16.9,16.9
20260501,ポワンキュルミナン,,68.7,50.2,18.8,16.3,15.1
20260501,ファイティンアスク,,77.0,54.6,20.7,18.3,15.6
20260501,ケンフィールド,81.5,65.4,47.7,17.7,14.9,15.1
20260501,ルビーブロンド,,74.1,54.3,20.1,17.3,16.9
20260501,メイショウソウタ,90.0,71.2,51.5,18.8,16.4,16.3
20260501,オーケーキュート,,63.7,46.7,17.2,14.7,14.8
20260501,ワダツミ,,68.5,50.2,18.0,16.3,15.9
20260501,ウインリュクス,,70.2,49.5,18.1,15.7,15.7
20260501,メイショウピュルテ,,68.4,49.2,18.0,16.0,15.2
20260501,ジェットマグナム,98.3,77.9,57.6,19.8,18.9,18.9
20260501,エトワールブーケ,91.9,73.4,54.6,18.5,17.9,18.2
20260501,タマモスカイ,91.1,72.0,51.9,18.8,16.5,16.6
20260501,ルーポ,69.3,53.2,38.6,13.9,12.7,12.0
20260501,ラトラース,,66.6,48.3,17.7,15.5,15.1
20260501,シュガークン,110.8,87.9,65.1,23.3,21.6,20.2
20260501,シュプレヒコール,101.0,80.1,59.6,22.2,19.0,18.4
20260501,ヴェストラン,,75.2,54.6,20.0,17.7,16.9
20260501,クラン,,73.2,54.0,18.9,17.6,17.5
20260501,ゴッドアイ,,134.5,98.7,34.0,33.2,31.5
20260501,マイエレメント,,63.9,45.5,16.1,15.2,14.2
20260501,ハイドパーク,,79.9,56.8,21.3,18.3,17.2
20260501,フォーゲル,,72.6,50.9,19.2,15.9,15.8
20260501,ロサルゴサ,,73.8,51.8,20.1,15.8,15.9
20260501,サトノロザリー,,74.4,53.8,20.4,17.5,15.9
20260501,ドラゴングローリア,,73.9,52.1,20.6,16.2,15.3
20260501,シスキンブルーム,,74.3,52.8,21.0,16.9,14.9
20260501,ジーティーマン,67.0,52.0,36.6,13.9,11.4,11.3
20260501,メリフルアス,88.0,69.5,51.3,18.3,16.7,16.3
20260501,テーオールビー,,112.3,80.5,28.6,25.7,26.2
20260501,アスクセクシーモア,,81.5,58.3,20.7,19.2,18.4
20260501,イニシオ,,71.6,53.4,18.7,17.3,17.4
20260501,ロングトールサリー,,60.5,44.0,15.9,14.4,13.7
20260501,ウィズユアドリーム,65.4,51.0,36.4,13.8,11.5,11.1
20260501,ダズリングダンス,,70.1,51.0,18.1,16.9,16.0
20260501,サイモンシュバリエ,80.7,64.1,45.8,17.5,14.3,14.0
20260501,エリカアズーラ,,61.0,45.3,15.3,15.3,14.7
20260501,ダノンブギ,,110.6,83.0,27.6,28.6,26.8
20260501,バトンインディ,85.5,68.2,51.3,17.3,17.3,16.7
20260501,ヴォーゲ,,63.1,45.4,15.8,14.7,14.9
20260501,フィールライクユー,,70.7,52.0,18.0,17.2,16.8
20260501,クォーツァイト,67.2,50.4,35.3,13.0,10.9,11.4
20260501,キョウエイクローム,85.9,69.2,52.1,18.3,17.2,16.6
