年月日,馬名,5F,4F,3F,Lap3,Lap2,Lap1
20260710,サトミノエンジェル,,69.5,49.3,17.8,16.2,15.3
20260710,タイセツナヒ,70.8,55.4,40.9,14.2,13.7,13.0
20260710,レオライジング,70.8,55.4,40.8,14.2,13.6,13.0
20260710,エコロレジーナ,,67.9,49.3,16.7,16.8,15.8
20260710,コントラポスト,,72.8,53.1,18.2,17.7,17.2
20260710,フォンターナドーロ,,72.2,52.4,18.0,17.6,16.8
20260710,ノリマル,,65.2,47.5,17.1,15.7,14.7
20260710,ライヴバーボン,,64.7,47.6,17.1,15.9,14.6
20260710,ブレイクフォース,,67.9,49.9,16.7,16.8,16.4
20260710,ウィロークリーク,,80.2,58.5,20.5,19.0,19.0
20260710,キョウエイシャトル,,68.7,50.7,18.4,16.2,16.1
20260710,アスクナイスショー,,66.3,48.8,17.1,16.3,15.4
20260710,カスバートテソーロ,71.4,55.4,39.9,14.5,13.1,12.3
20260710,クラウンアールシー,,68.6,51.7,18.1,16.8,16.8
20260710,デルマテイネ,81.6,64.9,47.8,16.0,15.8,16.0
20260710,カンフーヒーロー,93.1,74.4,56.0,18.4,18.7,18.9
20260710,モミスケ,,71.3,51.0,18.3,16.6,16.1
20260710,ボーンディスウェイ,84.1,66.8,49.1,16.8,16.1,16.2
20260710,アイビーカイロス,83.1,66.4,49.2,16.9,16.1,16.2
20260710,アイビークロノス,83.6,66.4,48.8,16.7,16.0,16.1
20260710,レッドアヴァンティ,,74.3,53.2,18.3,18.0,16.9
20260710,シャンソンドール,89.7,70.8,52.4,18.3,16.8,17.3
20260710,カーマインジュエル,,80.4,57.6,20.6,18.7,18.3
20260710,ダイユウサルターレ,,73.3,52.8,18.5,16.6,17.7
20260710,バトルボーン,113.0,89.9,66.5,22.5,22.2,21.8
20260710,ブラーヴジャン,,69.3,50.0,17.6,16.5,15.9
20260710,ヤマニンガラッシア,,72.5,52.9,18.2,17.3,17.4
20260710,アルティシエル,69.9,55.0,40.0,14.6,13.0,12.4
20260710,ファビュラススター,,72.1,51.2,17.5,17.3,16.4
20260710,ソニックブレイカー,68.3,53.1,38.3,14.1,12.8,11.4
20260710,ミュークチェルシー,75.3,59.4,43.4,15.5,13.9,14.0
20260710,ヴァルドルチャ,80.1,62.2,45.4,16.2,14.9,14.3
20260710,ヘリオトロープ,,69.5,49.5,17.5,16.1,15.9
20260710,トレンドマーチ,,70.3,50.5,17.5,16.6,16.4
20260710,ルシェロアズーリ,,70.7,50.9,18.3,16.6,16.0
20260710,ステラデルークス,,67.0,48.5,17.0,16.0,15.5
20260710,サリードゥ,,70.4,51.0,18.4,16.6,16.0
20260710,ベアベルヴォワ,100.1,78.8,58.9,19.2,20.4,19.3
20260710,ソニックライン,68.3,53.9,39.7,13.9,13.0,12.8
20260710,ラヴィプランドール,68.2,52.5,38.3,13.5,12.9,11.9
20260710,フジテンクウ,72.3,56.0,39.9,15.6,12.9,11.4
20260710,ランウェイミューズ,71.3,55.2,39.5,15.4,12.9,11.2
20260710,ジャンビ,,74.4,53.6,19.2,18.1,16.3
20260710,ロジャリーマイン,127.8,101.7,74.5,26.2,25.0,23.3
20260710,ニンジャトットリ,,75.8,55.0,20.7,17.9,16.4
20260710,ドナチャージ,,63.0,46.3,15.7,15.5,15.1
20260710,ステラガーネット,,63.3,46.3,15.8,15.6,14.9
20260710,ロジャリーマイン,120.9,92.9,67.6,23.8,22.6,21.2
20260710,グランフィエスタ,,92.8,68.3,23.9,22.7,21.7
20260710,セントゴーデンス,,57.9,41.9,15.1,14.0,12.8
20260710,エーデルクラフト,,81.2,57.9,20.8,19.4,17.7
20260710,プリティディーヴァ,91.3,72.5,53.2,19.1,17.7,16.4
20260710,グレイスルーラー,,66.9,49.2,16.9,16.6,15.7
20260710,サスケソルトバーン,96.5,79.0,59.3,19.9,20.3,19.1
20260710,クールチェンジ,68.3,52.5,38.6,13.6,12.9,12.1
20260710,アルティシモ,67.8,51.7,37.9,13.0,12.8,12.1
20260710,モウエエデショー,,67.1,48.0,17.1,15.4,15.5
20260710,デルマジュテーム,87.3,68.9,51.2,17.8,17.3,16.1
20260710,スチョウプリンセス,86.2,68.1,50.7,17.6,17.1,16.0
20260710,サヨノジャンボリー,83.8,62.9,44.5,15.6,14.4,14.5
20260710,ショービット,71.7,55.9,40.6,14.4,13.5,12.7
20260710,アジャイブ,71.5,56.0,40.6,14.3,13.7,12.6
20260710,エイシンイクサボシ,,88.7,64.5,22.4,21.7,20.4
20260710,キョウエイボニータ,,66.5,48.1,16.8,15.6,15.7
20260710,ニシノアナベル,,61.7,45.2,15.4,14.9,14.9
20260710,ビップヴィーナス,,86.9,61.0,22.3,20.2,18.5
20260710,ディメンシア,79.8,61.9,45.1,16.2,15.0,13.9
20260710,ホウオウライセンス,79.7,62.0,44.9,16.1,15.0,13.8
20260710,ウップヘリーア,,55.4,39.8,14.4,13.3,12.1
20260710,アイアムジャイアン,89.4,69.3,50.4,18.0,17.0,15.4
20260710,アースヴィンチ,,64.1,46.8,15.9,15.7,15.2
20260710,ジェムシリカ,80.5,63.3,46.5,16.3,15.4,14.8
20260710,キーチジャステン,80.3,63.2,46.3,16.4,14.8,15.1
20260710,グッジョブ,,68.4,49.8,17.4,16.2,16.2
20260710,シェーラ,71.0,54.8,38.3,15.4,11.5,11.4
20260710,スマートクラビ,,71.8,52.9,18.9,16.9,17.1
20260710,ルブリアン,87.3,69.2,50.5,18.2,16.4,15.9
20260710,エコログロウ,,68.9,50.9,18.1,16.7,16.1
20260710,メイショウテンジン,88.8,70.4,50.9,18.7,16.3,15.9
20260710,サンデーファンデー,,69.6,51.2,18.1,16.2,16.9
