年月日,馬名,Time1,Time2,Time3,Time4,Lap4,Lap3,Lap2,Lap1
20260319,ノンスタンダルド,52.3,38.0,24.6,11.8,14.3,13.4,12.8,11.8
20260319,ハナムラサキ,56.5,41.1,26.7,13.1,15.4,14.4,13.6,13.1
20260319,アンチェーン,53.4,38.9,25.1,11.9,14.5,13.8,13.2,11.9
20260319,パルデンス,70.4,52.4,35.0,17.2,18.0,17.4,17.8,17.2
20260319,ロードインフェルノ,69.2,51.0,33.6,16.9,18.2,17.4,16.7,16.9
20260319,キャストロププ,68.6,50.8,33.7,17.1,17.8,17.1,16.6,17.1
20260319,アンダーザライト,54.7,39.5,25.4,12.3,15.2,14.1,13.1,12.3
20260319,ライヴドライバー,70.4,52.0,34.8,17.8,18.4,17.2,17.0,17.8
20260319,グレイスルーラー,75.6,54.8,35.8,17.8,20.8,19.0,18.0,17.8
20260319,チャンピオンホース,70.0,52.2,34.3,17.5,17.8,17.9,16.8,17.5
20260319,サクラボーベル,71.2,51.8,34.1,17.4,19.4,17.7,16.7,17.4
20260319,ノーブルスアーク,68.6,51.6,33.9,17.4,17.0,17.7,16.5,17.4
20260319,ティナンヴァランタ,71.6,52.7,34.6,17.5,18.9,18.1,17.1,17.5
20260319,ルージュフローラ,71.3,52.7,34.6,17.2,18.6,18.1,17.4,17.2
20260319,リコラピッド,70.9,51.7,34.1,17.1,19.2,17.6,17.0,17.1
20260319,コナパームス,70.5,52.0,34.3,17.1,18.5,17.7,17.2,17.1
20260319,マンダリンボレロ,70.4,51.2,33.5,16.7,19.2,17.7,16.8,16.7
20260319,ポッドロワール,66.1,47.2,30.7,15.5,18.9,16.5,15.2,15.5
20260319,カスバートテソーロ,71.4,51.7,33.4,16.8,19.7,18.3,16.6,16.8
20260319,ブルスカメンテ,65.7,47.4,30.7,15.1,18.3,16.7,15.6,15.1
20260319,メディチパワー,70.1,52.4,35.3,18.5,17.7,17.1,16.8,18.5
20260319,ペルシアーノ,65.6,47.3,30.5,15.1,18.3,16.8,15.4,15.1
20260319,エビスディアーナ,71.3,52.2,34.3,17.1,19.1,17.9,17.2,17.1
20260319,ショウナンダット,71.0,51.6,34.4,17.5,19.4,17.2,16.9,17.5
20260319,グランドスウェル,71.1,51.9,33.8,16.4,19.2,18.1,17.4,16.4
20260319,ミウ,70.6,51.6,33.9,17.0,19.0,17.7,16.9,17.0
