年月日,馬名,Time1,Time2,Time3,Time4,Lap4,Lap3,Lap2,Lap1
20260403,ダンツティアラ,62.7,46.6,29.9,14.8,16.1,16.7,15.1,14.8
20260403,エラン,62.9,46.3,30.5,15.1,16.6,15.8,15.4,15.1
20260403,アールグレイ,63.7,46.7,29.8,14.5,17.0,16.9,15.3,14.5
20260403,オンナキュヌヴィ,63.4,45.9,29.9,14.7,17.5,16.0,15.2,14.7
20260403,キャストロププ,69.6,51.3,33.6,16.6,18.3,17.7,17.0,16.6
20260403,フレッシュラン,68.0,49.3,32.5,16.2,18.7,16.8,16.3,16.2
20260403,サトノラポール,62.6,46.3,30.4,15.1,16.3,15.9,15.3,15.1
20260403,チギリ,64.0,46.9,30.3,14.9,17.1,16.6,15.4,14.9
20260403,ピカピカサンダー,63.4,46.7,30.7,15.3,16.7,16.0,15.4,15.3
20260403,キタノライブリー,69.9,52.2,34.5,17.4,17.7,17.7,17.1,17.4
20260403,シーグルロス,67.9,49.5,32.4,16.3,18.4,17.1,16.1,16.3
20260403,グレイスルーラー,67.8,49.6,32.5,15.9,18.2,17.1,16.6,15.9
20260403,サノノグレーター,68.8,50.3,32.6,16.4,18.5,17.7,16.2,16.4
20260403,アイデアユー,63.9,47.3,31.2,15.6,16.6,16.1,15.6,15.6
20260403,ミリオングローリー,67.5,50.2,32.7,16.2,17.3,17.5,16.5,16.2
20260403,ライヴマティーニ,67.6,49.3,32.5,15.9,18.3,16.8,16.6,15.9
20260403,アナザーフェイス,63.8,46.9,30.7,15.3,16.9,16.2,15.4,15.3
20260403,レッドジェルブロワ,61.8,46.2,30.6,14.8,15.6,15.6,15.8,14.8
20260403,ロジケープ,68.0,49.9,32.8,16.7,18.1,17.1,16.1,16.7
20260403,イントゥゴールデン,66.2,49.2,32.3,16.2,17.0,16.9,16.1,16.2
20260403,グレープレモネード,72.1,53.0,34.4,16.9,19.1,18.6,17.5,16.9
20260403,カシノスパーク,66.8,50.0,32.9,16.2,16.8,17.1,16.7,16.2
20260403,フェーダーローター,66.7,50.0,32.8,16.1,16.7,17.2,16.7,16.1
