年月日,馬名,5F,4F,3F,Lap3,Lap2,Lap1
20260529,タイヨウフレア,73.2,57.5,42.8,14.8,14.4,13.6
20260529,パレホ,,69.2,50.7,17.4,17.0,16.3
20260529,アエログラム,68.3,52.1,37.9,13.5,12.6,11.8
20260529,ティブロン,,75.5,53.8,19.2,18.0,16.6
20260529,セントラルヴァレー,,64.9,47.0,16.4,15.6,15.0
20260529,トレインザマインド,,68.3,49.3,17.4,16.4,15.5
20260529,ビービーアジャイル,,67.8,49.3,17.1,16.2,16.0
20260529,ランドジャイアンツ,,72.7,53.0,18.1,17.8,17.1
20260529,ノヴァフォルス,,72.4,52.9,18.0,17.7,17.2
20260529,フェリスセンダ,,72.8,53.1,18.3,17.7,17.1
20260529,ウイングレイテスト,,150.0,111.2,37.5,36.9,36.8
20260529,ニシノギャルズ,,73.2,53.9,19.0,18.0,16.9
20260529,シンギュラリティ,70.3,54.0,38.5,14.5,12.5,11.5
20260529,アジュアカレンツ,69.9,53.6,38.2,14.3,12.4,11.5
20260529,ハビレ,85.5,65.7,47.6,17.1,15.5,15.0
20260529,ジェイエルライナー,67.6,52.4,37.7,13.2,12.7,11.8
20260529,エクスプレスナイト,68.7,53.3,38.6,13.4,12.9,12.3
20260529,コーディアリー,87.2,68.3,50.6,17.0,17.0,16.6
20260529,ルモンテ,,71.7,49.3,18.3,15.9,15.1
20260529,ガミーヌ,,71.8,51.0,17.6,17.6,15.8
20260529,ロングラン,88.2,69.3,51.0,17.7,17.1,16.2
20260529,スミレファースト,68.5,52.1,38.0,13.4,12.7,11.9
20260529,クリアクォーツ,87.5,69.0,50.8,18.0,16.5,16.3
20260529,ブリスフル,68.9,54.0,39.1,14.1,12.8,12.2
20260529,ヴェネチアンキング,,65.7,47.7,17.1,16.1,14.5
20260529,カサブランカキッド,,70.9,51.9,18.2,17.3,16.4
20260529,ロサンゼルス,,66.0,48.2,16.8,16.2,15.2
20260529,ブラーヴジャン,,70.2,50.2,17.4,16.3,16.5
20260529,ウィナーズチェック,,71.4,51.7,18.2,17.1,16.4
20260529,ボナーテソーロ,98.6,77.2,56.5,19.9,18.6,18.0
20260529,チャロ,69.4,53.5,38.2,14.2,12.5,11.5
20260529,クインズヒマワリ,69.5,53.7,38.7,14.2,12.9,11.6
20260529,ウインアベリア,69.7,53.9,38.5,14.4,12.7,11.4
20260529,テイクケア,82.4,63.9,46.4,16.5,15.5,14.4
20260529,ベンサレム,95.6,76.3,56.6,19.1,19.0,18.5
20260529,スケルツォテソーロ,94.9,76.2,56.7,19.0,18.9,18.8
20260529,エクリプスルバン,90.3,71.1,52.5,18.3,17.5,16.7
20260529,ファンダム,70.9,55.2,40.4,14.4,13.6,12.4
20260529,ホウオウライセンス,80.1,63.9,47.4,16.3,15.7,15.4
20260529,タマモトリノ,95.6,74.4,54.2,19.2,18.4,16.6
20260529,オールマイデイズ,,71.7,51.1,18.3,17.0,15.8
20260529,オストラヴァ,,69.9,50.5,17.7,17.3,15.5
20260529,バスキュール,,72.6,52.4,18.1,17.5,16.8
20260529,ファイタージェット,,71.1,52.9,18.1,17.9,16.9
20260529,ヤマニンガラッシア,,72.2,53.2,18.4,17.9,16.9
20260529,トクシージェネラル,,71.8,52.5,19.6,17.1,15.8
20260529,ウインターブレス,69.9,53.9,38.5,14.5,12.5,11.5
20260529,ユイノカタリベ,71.0,54.6,39.1,14.9,12.8,11.4
20260529,ペリバジャ,68.0,52.4,38.1,14.3,12.5,11.3
20260529,アラタ,,85.1,62.1,22.1,20.9,19.1
20260529,フリーリターン,89.8,70.0,51.1,18.3,17.8,15.0
20260529,キングノジョー,79.8,62.7,45.1,16.4,15.0,13.7
20260529,ペプチドドリーム,,69.1,50.4,17.1,17.1,16.2
20260529,タイセイジェンマ,,69.4,50.4,17.1,16.6,16.7
20260529,ジェイエルモーダル,,69.8,51.1,17.2,17.4,16.5
20260529,メイヨシュア,,67.0,48.3,17.9,15.5,14.9
20260529,コスモシグナス,,68.5,49.1,18.1,16.0,15.0
20260529,アートオブブライト,,68.0,48.8,18.2,15.7,14.9
20260529,ピリナカピリナ,,69.6,50.7,18.3,17.0,15.4
20260529,ジュンヴィヴァン,,63.9,46.4,16.3,15.2,14.9
20260529,イケイケドンドン,71.0,54.8,38.7,15.0,12.5,11.2
20260529,ヘリオトロープ,,65.9,48.1,16.3,16.1,15.7
20260529,エスシーレイジュ,70.8,54.6,38.6,14.9,12.4,11.3
20260529,ドゥマーヴェリック,,73.3,51.6,19.0,16.9,15.7
20260529,フジレイメイ,88.2,69.5,51.6,17.5,17.5,16.6
20260529,メリーサウンド,99.7,77.7,56.8,19.8,18.9,18.1
20260529,セブンマイスター,91.2,70.6,51.0,18.8,16.8,15.4
20260529,ジェムシリカ,91.3,71.0,51.1,18.3,16.8,16.0
20260529,ゴールドシーン,68.1,52.0,37.0,13.6,12.1,11.3
20260529,キョウエイアート,,69.3,51.4,17.2,17.2,17.0
20260529,オクトーバーナイン,79.3,62.4,45.4,16.6,15.0,13.8
20260529,ミアネーロ,,68.5,49.7,16.3,16.6,16.8
20260529,ピーターサイト,,77.6,56.9,19.9,18.5,18.5
20260529,ザーフィル,,87.2,65.3,21.7,22.0,21.6
20260529,メッエフアパラ,,74.2,54.3,18.7,18.9,16.7
20260529,イミグラントソング,88.4,70.1,51.8,17.7,17.3,16.8
20260529,シゲルカミカゼ,98.0,77.8,57.3,20.4,18.5,18.4
20260529,ラパンチュール,,68.8,49.6,17.7,16.4,15.5
20260529,ベセル,,73.5,55.0,19.0,18.4,17.6
20260529,ブレイズランナー,,73.7,55.1,18.8,18.5,17.8
20260529,サルヴァトーレ,66.9,51.7,37.2,13.8,12.3,11.1
20260529,フィーチャリング,69.1,52.9,38.0,13.7,12.6,11.7
20260529,リスペクトライト,68.2,52.8,38.0,13.8,12.6,11.6
20260529,タイセイドレフォン,81.3,64.8,47.4,17.1,15.3,15.0
20260529,パーサヴィアランス,80.6,63.8,46.1,16.9,14.6,14.6
20260529,ダノンシーマ,86.7,69.0,51.1,17.6,16.9,16.6
20260529,トラカイキャッスル,81.7,65.1,47.5,17.2,15.0,15.3
20260529,サラサダンディー,82.9,65.8,47.9,17.2,15.3,15.4
20260529,パノラマステージ,,69.1,50.3,18.3,16.2,15.8
20260529,レッドピアレス,87.5,69.7,51.1,18.0,16.4,16.7
20260529,グランビスタ,,65.3,47.5,16.8,15.6,15.1
20260529,ハイディージェン,,64.3,48.0,16.1,15.5,16.4
20260529,カフジエメンタール,,77.3,55.2,19.7,18.1,17.4
20260529,オドラニャソンソン,,88.4,64.9,21.6,21.7,21.6
20260529,ダイメイプリンス,,87.8,64.6,21.1,22.3,21.2
20260529,フライングブレード,76.6,60.5,44.0,15.7,13.6,14.7
20260529,アメジストロード,,70.3,49.6,19.0,15.6,15.0
20260529,メイショウツヨキ,92.0,73.0,53.7,19.2,17.2,17.3
20260529,エアフォースワン,,70.3,52.3,17.9,17.2,17.2
20260529,ジャストグレース,,68.7,50.6,17.2,16.6,16.8
20260529,ナムラソラン,,61.7,45.0,16.0,14.4,14.6
20260529,サンライズコナー,,64.1,46.7,16.9,15.1,14.7
20260529,ケンフィールド,84.4,67.4,48.8,17.6,15.6,15.6
20260529,エアフォースワン,87.3,69.4,51.2,17.7,16.9,16.6
