年月日,馬名,Time1,Time2,Time3,Time4,Lap4,Lap3,Lap2,Lap1
20260718,ハニーコム,69.3,51.3,33.8,17.0,18.0,17.5,16.8,17.0
20260718,リポサンテ,69.0,50.8,33.1,16.3,18.2,17.7,16.8,16.3
20260718,リラ,69.7,50.3,32.7,16.2,19.4,17.6,16.5,16.2
20260718,ムーンブランシュ,54.2,39.4,24.8,12.3,14.8,14.6,12.5,12.3
20260718,ホウオウパーソンズ,69.7,51.6,34.0,17.3,18.1,17.6,16.7,17.3
20260718,ガジュノリ,69.6,51.0,33.4,16.6,18.6,17.6,16.8,16.6
20260718,ポッドロワール,68.5,50.3,32.6,16.1,18.2,17.7,16.5,16.1
20260718,スワローシチー,70.5,51.7,34.0,17.1,18.8,17.7,16.9,17.1
20260718,トウシンライオット,69.2,50.8,33.7,17.0,18.4,17.1,16.7,17.0
20260718,ロジケープ,67.6,50.1,33.2,16.6,17.5,16.9,16.6,16.6
20260718,ラスターヴァース,64.7,48.1,31.5,15.6,16.6,16.6,15.9,15.6
20260718,ロードストラダーレ,71.4,52.6,34.7,17.3,18.8,17.9,17.4,17.3
20260718,ゴッドレイ,65.6,48.5,32.4,15.7,17.1,16.1,16.7,15.7
20260718,バッカステソーロ,63.1,46.0,30.0,15.0,17.1,16.0,15.0,15.0
20260718,ガヴァルニー,62.1,46.7,31.2,15.6,15.4,15.5,15.6,15.6
20260718,ピコブロッサム,65.7,48.4,32.2,15.7,17.3,16.2,16.5,15.7
20260718,エニシングゴース,67.3,49.8,32.8,16.6,17.5,17.0,16.2,16.6
20260718,ランドジャイアンツ,71.0,52.0,34.1,17.1,19.0,17.9,17.0,17.1
20260718,サノノソルジャー,68.2,50.2,33.3,16.7,18.0,16.9,16.6,16.7
20260718,ライヴバーボン,69.0,51.3,33.7,17.0,17.7,17.6,16.7,17.0
20260718,ワンコール,64.6,47.8,31.1,15.2,16.8,16.7,15.9,15.2
20260718,ブレイクフォース,67.9,50.4,33.0,15.9,17.5,17.4,17.1,15.9
20260718,ヴァズレーヌ,63.3,47.6,31.4,15.4,15.7,16.2,16.0,15.4
20260718,ショウナンタハティ,68.1,50.3,33.2,16.5,17.8,17.1,16.7,16.5
20260718,スピニンググローブ,65.6,48.2,31.6,15.7,17.4,16.6,15.9,15.7
20260718,セントゴーデンス,64.2,47.3,31.0,15.5,16.9,16.3,15.5,15.5
20260718,スヴェンガーリ,65.9,49.3,32.8,16.3,16.6,16.5,16.5,16.3
20260718,コンフィアル,65.7,49.1,32.5,15.7,16.6,16.6,16.8,15.7
20260718,レッドマスキュラー,64.7,47.8,31.1,15.3,16.9,16.7,15.8,15.3
20260718,ウィルステート,65.6,47.9,31.0,15.2,17.7,16.9,15.8,15.2
20260718,トルタパスカリーナ,65.0,47.0,30.4,14.8,18.0,16.6,15.6,14.8
20260718,キミハスコール,67.6,50.0,32.8,16.1,17.6,17.2,16.7,16.1
20260718,ヴィンブルレー,66.1,48.4,31.9,16.1,17.7,16.5,15.8,16.1
20260718,ブリックンクリック,65.5,48.3,31.7,15.4,17.2,16.6,16.3,15.4
20260718,エターナルシルバー,65.8,48.4,31.7,15.4,17.4,16.7,16.3,15.4
20260718,コンヴァージョン,66.6,49.2,32.5,16.0,17.4,16.7,16.5,16.0
20260718,ラッキーキッド,67.0,49.8,32.5,16.0,17.2,17.3,16.5,16.0
20260718,トレンドマーチ,67.2,50.0,33.2,16.7,17.2,16.8,16.5,16.7
20260718,プラネタリーアワー,69.6,51.1,33.7,16.2,18.5,17.4,17.5,16.2
20260718,ルージュカルデア,70.1,51.5,33.4,16.3,18.6,18.1,17.1,16.3
20260718,ゴバド,71.0,51.6,33.5,16.3,19.4,18.1,17.2,16.3
20260718,リオハリソンメリー,69.8,51.2,33.5,16.5,18.6,17.7,17.0,16.5
20260718,ウィロークリーク,65.7,48.4,31.7,15.4,17.3,16.7,16.3,15.4
20260718,インチジオーネ,68.9,51.5,34.4,16.9,17.4,17.1,17.5,16.9
20260718,トリプティーク,69.5,51.9,34.5,17.4,17.6,17.4,17.1,17.4
20260718,テンクウハット,70.7,53.2,37.0,19.4,17.5,16.2,17.6,19.4
20260718,アーリマックス,72.3,53.0,34.8,17.5,19.3,18.2,17.3,17.5
20260718,キタノアヤカ,71.0,51.9,34.3,17.1,19.1,17.6,17.2,17.1
20260718,デヴィーア,77.4,56.7,37.1,18.8,20.7,19.6,18.3,18.8
20260718,ノワールブレイブ,72.1,53.1,34.8,17.4,19.0,18.3,17.4,17.4
20260718,サイモンオリエント,73.3,55.3,37.6,19.0,18.0,17.7,18.6,19.0
20260718,ジュエルドレーサー,67.2,50.1,33.0,16.6,17.1,17.1,16.4,16.6
20260718,スプレーフォール,64.6,47.4,31.1,15.5,17.2,16.3,15.6,15.5
20260718,ハルノアラシ,67.0,49.4,32.0,15.6,17.6,17.4,16.4,15.6
20260718,ゼンダンタカ,70.3,51.5,33.7,16.5,18.8,17.8,17.2,16.5
20260718,キタイノホシ,63.7,47.3,30.8,15.0,16.4,16.5,15.8,15.0
20260718,アイファーアイドル,69.0,50.5,33.4,16.7,18.5,17.1,16.7,16.7
20260718,ファンシーフリル,69.3,52.1,34.4,17.2,17.2,17.7,17.2,17.2
20260718,ペルヴォルム,66.9,49.5,32.8,16.4,17.4,16.7,16.4,16.4
20260718,イネガラーブル,65.8,48.4,31.6,15.9,17.4,16.8,15.7,15.9
20260718,ナイトバード,65.3,48.4,31.8,15.6,16.9,16.6,16.2,15.6
20260718,モーニンムスメ,65.6,48.6,31.5,15.3,17.0,17.1,16.2,15.3
20260718,サトノエスケープ,65.6,48.6,31.5,15.6,17.0,17.1,15.9,15.6
20260718,ジワタネホ,70.6,51.8,33.8,16.8,18.8,18.0,17.0,16.8
20260718,インザダーク,73.2,52.2,33.7,16.4,21.0,18.5,17.3,16.4
20260718,オオルリ,69.9,51.4,34.6,17.4,18.5,16.8,17.2,17.4
20260718,ライングラウス,69.0,50.6,33.0,15.8,18.4,17.6,17.2,15.8
20260718,モチロンコクラ,75.2,54.7,35.0,17.4,20.5,19.7,17.6,17.4
20260718,コスモデュアリズム,75.1,54.3,35.2,17.7,20.8,19.1,17.5,17.7
20260718,モミスケ,70.9,52.6,35.1,18.0,18.3,17.5,17.1,18.0
20260718,チャームジュネーヴ,64.9,48.3,31.6,15.4,16.6,16.7,16.2,15.4
20260718,サングラデーション,69.0,49.4,32.0,15.1,19.6,17.4,16.9,15.1
20260718,サンカルミア,67.2,47.3,30.2,14.5,19.9,17.1,15.7,14.5
20260718,ナイトスラッガー,75.0,55.0,36.1,17.5,20.0,18.9,18.6,17.5
