年月日,馬名,5F,4F,3F,Lap3,Lap2,Lap1
20260522,ニューファウンド,87.8,69.1,50.9,18.0,16.8,16.1
20260522,タイセイエムロード,73.9,57.6,41.6,15.2,13.6,12.8
20260522,ボーンディスウェイ,76.1,59.8,44.3,15.0,14.8,14.5
20260522,フォーアライター,,68.7,50.9,17.1,17.1,16.7
20260522,フォーディアライフ,,72.0,53.5,18.4,17.4,17.7
20260522,タンゴバイラリン,,65.3,47.4,16.3,15.3,15.8
20260522,ブッチギレ,,65.7,47.1,16.4,15.0,15.7
20260522,スタームーンナイト,,71.2,51.7,18.3,17.0,16.4
20260522,セイルトゥグローリ,,71.1,51.7,18.3,17.0,16.4
20260522,ハルノアラシ,,71.9,53.0,18.0,17.5,17.5
20260522,コーディアリー,90.1,70.9,52.1,18.1,17.2,16.8
20260522,コスモシェルベット,,77.6,55.3,19.3,18.1,17.9
20260522,イヌボウノウタゴエ,68.5,52.5,37.3,13.8,11.8,11.7
20260522,フューチャプライム,,77.2,56.4,19.7,18.7,18.0
20260522,ウイングレイテスト,,144.3,107.9,35.5,34.9,37.5
20260522,ライフゲート,,65.3,47.8,16.6,15.7,15.5
20260522,アラスカフレイバー,,64.4,48.1,15.9,16.1,16.1
20260522,フジレイメイ,87.9,69.5,49.9,17.0,16.5,16.4
20260522,メリーサウンド,100.9,79.0,58.3,20.3,19.3,18.7
20260522,グレイテストソング,94.5,75.6,56.2,18.9,19.0,18.3
20260522,クアラトレンガヌ,92.5,73.7,54.7,18.6,17.9,18.2
20260522,ラフターラインズ,87.9,68.8,50.7,17.6,16.6,16.5
20260522,リケアマカロニ,71.7,55.6,40.6,14.3,13.5,12.8
20260522,ロングラン,,75.0,54.7,19.2,18.2,17.3
20260522,バルダンツァ,,72.8,53.3,18.5,17.8,17.0
20260522,ウインアルドーレ,90.7,70.6,51.6,17.3,16.8,17.5
20260522,メッエフアパラ,,74.8,54.2,18.6,17.8,17.8
20260522,トクシージェネラル,70.8,54.8,40.1,14.1,13.3,12.7
20260522,アールヴィヴァン,139.6,110.9,81.9,27.3,28.5,26.1
20260522,アグアフレスカ,93.9,73.8,52.6,19.2,17.6,15.8
20260522,アールヴィヴァン,105.8,81.7,58.8,21.6,19.6,17.6
20260522,セリエンクーニゲン,93.1,68.8,48.8,18.1,16.3,14.4
20260522,レッドバレンティア,,68.0,49.1,17.5,16.1,15.5
20260522,カーラデマドレ,,74.2,54.4,18.6,18.0,17.8
20260522,オストラヴァ,,67.6,49.6,16.8,17.1,15.7
20260522,ミクニインスパイア,,65.9,48.9,16.4,16.8,15.7
20260522,テンカムテキ,,71.4,53.0,18.1,17.7,17.2
20260522,バスキュール,,73.0,52.7,18.4,17.4,16.9
20260522,ジオセントリック,,70.1,52.0,17.6,17.3,17.1
20260522,ゴーソーファー,,69.1,50.5,18.3,16.2,16.0
20260522,ヴェントベローチェ,,69.3,50.4,17.8,16.4,16.2
20260522,アルタティール,,69.9,51.5,17.8,16.8,16.9
20260522,アイムスティルミー,,68.5,49.8,17.3,16.2,16.3
20260522,ベセル,,66.9,48.7,17.3,16.5,14.9
20260522,コウユーニポポニコ,70.4,54.1,39.9,14.2,13.1,12.6
20260522,サルヴァトーレ,71.7,55.5,40.0,15.3,13.0,11.7
20260522,クインズシフォン,70.5,54.6,39.7,14.5,13.3,11.9
20260522,リスペクトライト,72.5,56.3,40.4,15.3,13.4,11.7
20260522,カフェラバー,68.3,53.5,39.2,14.2,13.2,11.8
20260522,ウインディナナコ,,88.5,67.1,19.2,23.4,24.5
20260522,アロンズロッド,77.5,59.5,43.1,15.5,14.3,13.3
20260522,フォルナカリア,,74.9,55.7,18.8,19.6,17.3
20260522,ピーターサイト,71.9,56.7,41.4,15.2,14.1,12.1
20260522,カシノユメミヅキ,70.1,54.2,39.0,14.2,12.8,12.0
20260522,ダノンファンスター,101.0,79.6,58.2,20.0,19.4,18.8
20260522,ゴンファロニエーレ,,93.6,65.2,24.8,21.0,19.4
20260522,トレミニョン,,107.5,80.0,27.9,26.9,25.2
20260522,ゴンファロニエーレ,89.7,69.4,50.9,17.6,17.6,15.7
20260522,ダイユウサルターレ,,65.6,48.3,16.0,16.0,16.3
20260522,フームスムート,,64.3,46.4,16.6,15.2,14.6
20260522,ウインドラート,,72.7,52.4,18.9,17.4,16.1
20260522,ポタリング,111.2,89.2,66.7,23.3,22.3,21.1
20260522,ウッケン,69.9,54.4,39.8,14.1,13.0,12.7
20260522,エリプティクカーブ,,66.3,48.1,16.6,16.2,15.3
20260522,プライベートアイズ,,65.4,48.8,16.4,16.3,16.1
20260522,フィオリータ,,66.2,47.2,16.2,15.7,15.3
20260522,ドリームコア,79.8,62.5,45.6,16.3,15.2,14.1
20260522,マルターズドン,,67.1,49.7,16.9,16.6,16.2
20260522,リアライズタキオン,,61.7,45.3,15.9,15.4,14.0
20260522,レッドインサイト,,66.1,47.9,16.8,15.9,15.2
20260522,ルドヴィクス,,75.8,53.5,19.0,17.5,17.0
20260522,ジェムシリカ,86.1,68.2,49.6,17.5,16.6,15.5
20260522,ファインコンダクト,,141.6,103.9,36.3,34.5,33.1
20260522,フォルラニーニ,,68.7,49.8,18.0,16.0,15.8
20260522,ノアソノマ,73.7,57.1,41.5,15.0,13.6,12.9
20260522,ﾏﾝﾃﾗﾗｲの24,73.8,57.1,41.5,15.0,13.7,12.8
20260522,ハイテイラオユエ,,72.9,52.3,18.3,17.4,16.6
20260522,ユーベルジーク,,76.7,55.3,20.0,18.2,17.1
20260522,ヤマニンガラッシア,,75.9,54.7,19.4,17.9,17.4
20260522,ヴェイルドハート,,76.0,55.7,19.0,18.6,18.1
20260522,ニューバラード,,75.0,52.9,18.6,17.6,16.7
20260522,キングスメッセージ,,80.4,57.7,20.9,19.5,17.3
20260522,ファーザーアウェイ,,82.5,59.7,21.0,20.0,18.7
20260522,ビップスコーピオン,102.7,80.2,58.0,19.7,19.1,19.2
20260522,レイヤードレッド,,67.9,50.6,17.0,16.7,16.9
20260522,ニシノヒノトリ,,70.7,52.0,18.0,17.1,16.9
20260522,ルークウォーム,,70.3,51.7,17.7,16.7,17.3
20260522,パーサヴィアランス,78.8,62.8,46.6,15.7,15.4,15.5
20260522,ゼットリアン,,70.7,52.1,18.0,17.2,16.9
20260522,パンチャマハブータ,,70.4,51.0,17.8,16.9,16.3
20260522,メイショウタイピン,,75.9,57.2,19.7,19.1,18.4
20260522,ミラージュナイト,,77.3,55.6,20.4,18.3,16.9
20260522,ラブアイミー,102.9,82.7,63.0,21.2,20.8,21.0
20260522,リーベンスヴェルト,71.8,54.8,39.2,14.3,12.6,12.3
20260522,マイバレンタイン,71.5,54.5,39.3,14.5,13.0,11.8
20260522,アウローラシエル,,79.0,57.2,20.2,19.1,17.9
20260522,セディバン,,78.4,56.1,20.6,18.5,17.0
20260522,ウインモンクール,82.9,66.1,48.6,17.0,15.9,15.7
20260522,サンライズグラシア,73.6,58.0,41.4,16.3,13.3,11.8
20260522,カフジエメンタール,73.0,57.4,40.9,16.1,13.1,11.7
20260522,スフィダンテ,98.6,77.9,56.0,21.0,17.6,17.4
20260522,ブロンテス,,65.1,50.1,16.2,16.3,17.6
20260522,テイエムスティール,,103.7,76.0,27.0,25.5,23.5
20260522,バレンシア,,69.4,51.0,18.6,16.5,15.9
20260522,ケンフィールド,,69.9,52.0,17.6,17.0,17.4
20260522,ジャストグレース,86.8,69.3,50.7,18.3,16.3,16.1
20260522,テーオーダヴィンチ,,63.9,48.2,16.6,16.0,15.6
20260522,ブロンテス,82.2,65.2,47.9,16.5,15.8,15.6
20260522,ケンフィールド,87.6,69.6,53.4,18.4,17.1,17.9
20260522,プレダトゥール,93.4,75.0,55.5,19.8,18.1,17.6
20260522,ショウナンガルフ,,80.4,56.6,20.2,18.9,17.5
20260522,ニシノフランケン,93.2,75.1,55.4,19.8,18.0,17.6
20260522,ヨッシーフレアー,93.3,75.0,55.4,19.7,18.1,17.6
20260522,タガノバルコス,86.5,69.6,51.3,17.6,16.8,16.9
20260522,フェゲフォイア,91.1,72.4,52.5,19.6,16.9,16.0
20260522,レガリアーナ,,73.0,53.4,19.6,17.5,16.3
20260522,ホウオウバローロ,,62.9,45.7,16.5,15.1,14.1
20260522,グランフィエルテ,,68.0,49.7,17.5,16.4,15.8
20260522,バーバラップ,71.2,56.0,41.2,15.0,13.3,12.9
20260522,ルクスドリーム,66.7,52.2,37.5,13.6,11.7,12.2
20260522,コスモファーブロス,,69.6,50.4,18.8,16.5,15.1
20260522,ユウトザイノセント,67.3,52.5,37.7,13.7,11.7,12.3
20260522,カルプスペルシュ,,82.7,60.9,20.6,20.2,20.1
20260522,イサギ,94.2,74.7,53.8,19.9,16.9,17.0
20260522,ダノンオブアイデア,,90.2,67.0,22.6,22.3,22.1
20260522,マイネルエンペラー,100.5,79.0,57.2,21.2,17.1,18.9
20260522,ディーリライズ,,74.5,53.3,19.6,17.6,16.1
20260522,リアルケンチャン,,74.1,52.7,19.5,17.1,16.1
20260522,シュネープリンセス,,71.6,51.5,19.2,16.5,15.8
20260522,ゼンノゾンターク,,75.1,53.6,19.9,17.4,16.3
20260522,ジューンアゲイン,88.6,71.3,52.4,18.3,16.8,17.3
20260522,クリムゾンバースト,88.7,71.4,52.7,18.5,16.8,17.4
20260522,タガノアルトゥーラ,88.6,71.4,52.6,18.4,16.9,17.3
20260522,アスクセクシーモア,,82.0,59.4,21.3,20.0,18.1
20260522,メリオーレム,,72.0,52.3,18.8,16.9,16.6
20260522,カルロット,,66.0,47.4,17.8,15.1,14.5
20260522,アンソニー,,66.3,47.0,17.8,14.8,14.4
20260522,ベレシート,70.8,54.9,39.3,14.9,12.1,12.3
20260522,ロングトールサリー,,98.0,68.8,24.9,22.6,21.3
20260522,バステール,,89.7,62.5,23.7,20.2,18.6
20260522,メイショウユウゲン,,70.4,51.7,19.0,16.2,16.5
20260522,サトノフレイ,,71.3,52.8,17.9,17.0,17.9
20260522,ニホンピロマリンバ,,67.6,51.1,17.0,16.6,17.5
20260522,ランダムナンバー,67.4,53.3,39.0,14.2,12.2,12.6
20260522,ﾗﾊｲﾅ2の24,67.4,53.3,39.0,14.2,12.2,12.6
20260522,パンジャケリー,67.4,53.3,39.0,14.2,12.2,12.6
20260522,カネトシフラム,,73.3,53.3,18.9,17.6,16.8
20260522,チュオンソン,88.5,70.7,51.5,18.7,16.4,16.4
20260522,ウインドオルフェ,,62.5,47.7,15.1,15.8,16.8
20260522,ダイメイプリンス,,64.2,48.9,16.3,15.9,16.7
20260522,スイートポメロ,,81.7,60.0,20.8,20.1,19.1
20260522,スラッシュ,,71.3,53.2,18.8,17.1,17.3
20260522,メイショウビストロ,,71.9,52.4,18.9,16.8,16.7
20260522,テイクマイハート,,108.1,78.6,26.3,26.9,25.4
20260522,フリームファクシ,,157.7,119.8,39.3,40.6,39.9
20260522,モズマーヴェリック,,71.8,52.7,19.4,16.9,16.4
20260522,メイショウナナユキ,,69.8,51.2,18.3,16.3,16.6
20260522,エコロメジャー,,71.9,53.0,19.3,16.9,16.8
20260522,フリームファクシ,186.0,152.3,118.0,39.2,39.4,39.4
20260522,ナイトシンフォニー,,58.5,41.8,15.9,13.4,12.5
20260522,イガッチ,,72.6,52.4,18.8,17.0,16.6
20260522,ムイ,,70.4,50.9,17.9,16.0,17.0
20260522,ヴェントステラーレ,91.7,73.8,54.9,19.2,18.0,17.7
20260522,スタードメイソン,71.2,55.8,39.8,15.4,12.5,11.9
20260522,デュアルロール,,76.3,55.2,19.9,17.7,17.6
20260522,アスクアットバット,70.7,55.2,39.3,15.2,12.4,11.7
20260522,ニシノサリーナ,108.1,82.7,60.2,21.4,20.2,18.6
20260522,ラウニウ,85.8,68.7,50.3,18.2,16.4,15.7
20260522,パンジャタワー,242.9,194.4,142.6,50.0,45.8,46.8
20260522,グロリアス,,64.0,47.3,16.3,15.6,15.4
20260522,ファビュラスベガス,,90.8,67.4,23.7,22.0,21.7
20260522,ドリームキャリー,79.3,62.5,45.3,16.3,14.8,14.2
20260522,ニシノサリーナ,187.2,146.6,112.5,38.0,35.1,39.4
20260522,トゥルブレンシア,,70.3,50.3,18.7,15.9,15.7
20260522,ハクサンモッピー,86.6,68.8,50.1,18.3,15.4,16.4
20260522,ショウナンバシット,,68.5,50.5,18.2,16.3,16.0
20260522,パンジャタワー,197.2,155.0,112.6,39.9,37.9,34.8
20260522,ヴィラフランカ,,73.3,48.5,18.4,15.4,14.7
20260522,ウインロズパレード,,66.2,47.8,17.2,15.2,15.4
20260522,ラルス,,70.6,50.3,18.5,16.4,15.4
20260522,ペイシャトサモア,,72.3,51.0,19.2,16.0,15.8
20260522,ストームサンダー,,71.1,51.9,19.4,16.1,16.4
20260522,イニシオ,,79.4,54.0,19.8,18.5,15.7
20260522,ナムラロダン,,77.5,56.2,20.0,18.2,18.0
20260522,プランシングホース,,77.6,56.8,20.5,18.1,18.2
20260522,ファンビッチャン,,77.7,56.8,20.4,18.2,18.2
20260522,アメリカンステージ,,74.8,54.4,19.7,17.5,17.2
20260522,マイエレメント,166.7,140.2,110.5,43.3,42.0,25.2
20260522,ガウディ,,239.1,178.9,60.0,60.8,58.1
20260522,マカホウ,94.4,75.7,56.4,20.3,18.4,17.7
20260522,ミエノクラウン,88.9,70.6,50.6,18.8,15.8,16.0
20260522,マテンロウアワー,102.8,81.4,59.3,22.1,18.9,18.3
20260522,ジューンベロシティ,100.0,81.3,62.6,21.0,21.0,20.6
20260522,エリカアズーラ,,61.5,45.4,15.9,14.7,14.8
20260522,ロットブラータ,65.1,51.9,38.3,13.1,12.1,13.1
20260522,ガウディ,197.2,158.5,120.2,39.1,42.1,39.0
20260522,ロードマンハイム,,67.3,48.8,18.0,16.0,14.8
20260522,ジャズ,,239.0,176.8,59.8,58.2,58.8
20260522,エンダードラゴン,,95.1,66.5,26.2,21.1,19.2
20260522,スターアニス,,77.7,56.5,19.6,18.5,18.4
20260522,トラッドロア,,77.8,56.8,20.4,18.7,17.7
20260522,ジャズ,169.1,135.2,101.3,35.1,34.0,32.2
20260522,ファムエレガンテ,,73.2,53.9,20.0,16.8,17.1
20260522,ドットカモン,,73.7,53.5,19.7,16.9,16.9
20260522,ダイヤモンドエルザ,,73.7,53.1,19.5,16.6,17.0
20260522,ホワイトラバーズ,,73.8,54.2,18.6,17.7,17.9
20260522,ガイアメンテ,,76.6,54.1,20.7,17.1,16.3
20260522,ホワイトラバーズ,91.2,73.4,54.6,19.1,17.9,17.6
20260522,シラヌイ,86.2,68.4,48.8,18.9,15.4,14.5
20260522,バディ,,134.2,100.7,35.2,33.5,32.0
20260522,エンデュミオン,87.6,70.7,53.1,18.3,17.4,17.4
20260522,スピードリッチ,86.5,69.6,51.0,18.0,16.6,16.4
20260522,ブリュットミレジメ,,69.9,50.7,17.7,16.5,16.5
20260522,メメボス,,77.2,56.2,19.7,18.7,17.8
20260522,ラルクアンレーヴ,,73.1,53.6,19.1,17.9,16.6
20260522,ベルサンローラン,,69.1,50.2,17.7,16.4,16.1
20260522,メイショウアゴナス,87.3,69.5,50.9,17.6,16.2,17.1
20260522,リアララ,201.1,161.7,121.8,40.3,40.7,40.8
20260522,ハリウッドブルース,,66.4,48.0,17.0,16.0,15.0
20260522,サリュエ,,65.2,47.6,17.4,15.3,14.9
20260522,アルトラムス,,68.1,50.1,17.5,16.3,16.3
20260522,ペプチドプラタ,168.1,120.3,90.2,30.2,30.6,29.4
20260522,ペプチドプラタ,151.4,120.8,91.0,27.4,28.7,34.9
20260522,エボルヴィング,,81.8,58.9,20.9,19.6,18.4
20260522,ウインラウダ,97.1,78.2,57.5,20.8,18.6,18.1
20260522,タイキエクセロン,,68.0,49.2,17.6,16.1,15.5
20260522,タマコイファルコン,84.4,67.1,48.6,17.7,15.9,15.0
20260522,スリールーディカ,69.1,54.2,38.3,13.9,12.0,12.4
20260522,アルファローバ,84.0,66.5,48.5,16.9,15.8,15.8
20260522,クラウスーラ,86.3,69.2,51.2,17.7,17.0,16.5
20260522,ルファーダ,,72.5,53.4,19.1,16.7,17.6
20260521,ブエナディオサ,69.1,53.6,38.1,14.0,12.4,11.7
20260521,ルミノメテオール,66.1,50.5,36.0,13.2,11.7,11.1
20260521,ショウナンタハティ,66.2,51.0,36.6,13.2,11.7,11.7
20260521,オリオアルセーリオ,69.3,53.7,38.4,14.3,12.6,11.5
20260521,ホークライト,66.2,51.2,36.7,13.4,11.8,11.5
20260521,ハスカップジャム,68.7,53.8,39.4,14.1,13.0,12.3
20260521,ヴァンデスペランス,66.1,51.0,36.5,13.2,11.8,11.5
