年月日,馬名,Time1,Time2,Time3,Time4,Lap4,Lap3,Lap2,Lap1
20260327,メイショウソムリエ,63.4,47.4,31.3,15.7,16.0,16.1,15.6,15.7
20260327,レッドモンレーヴ,61.6,45.4,30.3,14.7,16.2,15.1,15.6,14.7
20260327,ガジュノリ,66.5,49.1,32.1,16.1,17.4,17.0,16.0,16.1
20260327,プリムツァール,61.7,44.9,29.2,14.4,16.8,15.7,14.8,14.4
20260327,ライヴドライバー,68.2,50.5,32.9,16.4,17.7,17.6,16.5,16.4
20260327,グレイスルーラー,67.5,49.3,32.0,15.8,18.2,17.3,16.2,15.8
20260327,チャンピオンホース,66.9,49.7,32.9,16.1,17.2,16.8,16.8,16.1
20260327,サノノグレーター,67.6,49.4,32.4,16.5,18.2,17.0,15.9,16.5
20260327,ミリオンクラウン,67.8,49.4,32.4,16.2,18.4,17.0,16.2,16.2
20260327,ミリオングローリー,59.9,43.8,29.2,14.0,16.1,14.6,15.2,14.0
20260327,ノーブルスアーク,67.1,49.8,32.9,16.4,17.3,16.9,16.5,16.4
20260327,アクシズ,65.9,48.6,31.9,15.6,17.3,16.7,16.3,15.6
20260327,アイリーノリチャン,68.2,50.5,33.3,16.7,17.7,17.2,16.6,16.7
20260327,エメラルドテソーロ,66.3,48.7,31.0,15.0,17.6,17.7,16.0,15.0
20260327,ウインカーネリアン,59.5,43.2,28.1,13.6,16.3,15.1,14.5,13.6
20260327,ボーンディスウェイ,65.7,48.9,31.2,15.2,16.8,17.7,16.0,15.2
20260327,アスコリピチェーノ,64.6,46.8,30.2,14.9,17.8,16.6,15.3,14.9
20260327,イゾラフェリーチェ,63.0,46.4,30.6,15.1,16.6,15.8,15.5,15.1
20260327,ショウナンラリー,64.5,47.3,31.0,15.2,17.2,16.3,15.8,15.2
20260327,ディースプレマシー,66.4,49.0,31.3,15.3,17.4,17.7,16.0,15.3
20260327,サトノラポール,61.7,45.3,30.1,15.3,16.4,15.2,14.8,15.3
20260327,チギリ,61.3,44.8,29.4,14.9,16.5,15.4,14.5,14.9
20260327,ピカピカサンダー,62.5,46.7,31.5,16.0,15.8,15.2,15.5,16.0
20260327,スピニンググローブ,65.0,47.4,30.1,14.9,17.6,17.3,15.2,14.9
20260327,マーガレットクレア,65.3,47.5,30.7,15.2,17.8,16.8,15.5,15.2
20260327,ジャックナダル,63.5,46.0,29.6,14.6,17.5,16.4,15.0,14.6
20260327,レッドジェルブロワ,63.0,47.2,31.6,16.0,15.8,15.6,15.6,16.0
20260327,セットエトワール,61.1,44.9,29.3,14.5,16.2,15.6,14.8,14.5
20260327,カルダモン,62.1,44.8,29.0,14.8,17.3,15.8,14.2,14.8
20260327,ゴーラッキー,62.2,45.1,29.4,14.8,17.1,15.7,14.6,14.8
20260327,カンピオーネ,70.5,51.9,34.5,17.2,18.6,17.4,17.3,17.2
20260327,ブレイクフォース,68.2,50.5,32.9,16.2,17.7,17.6,16.7,16.2
20260327,コスモフレディ,67.6,49.9,32.9,16.3,17.7,17.0,16.6,16.3
20260327,タッチアンドムーブ,70.4,50.7,33.5,16.8,19.7,17.2,16.7,16.8
20260327,ホークライト,68.6,50.9,33.1,16.6,17.7,17.8,16.5,16.6
20260327,スワローシチー,69.8,50.8,33.8,16.2,19.0,17.0,17.6,16.2
20260327,バッハ,67.7,49.5,32.4,15.8,18.2,17.1,16.6,15.8
20260327,ペルシアーノ,66.9,49.9,32.8,16.2,17.0,17.1,16.6,16.2
20260327,ゼファーテソーロ,71.2,52.3,35.1,17.6,18.9,17.2,17.5,17.6
20260327,アッシュグレイス,64.1,47.5,31.2,15.6,16.6,16.3,15.6,15.6
20260327,シャインプレマ,67.4,50.0,32.7,15.9,17.4,17.3,16.8,15.9
20260327,アンチェーン,64.3,47.9,31.8,16.1,16.4,16.1,15.7,16.1
20260327,キミガハマ,64.3,47.7,31.8,16.2,16.6,15.9,15.6,16.2
20260327,ノーザンタイタン,67.8,50.1,32.8,16.0,17.7,17.3,16.8,16.0
