年月日,馬名,5F,4F,3F,Lap3,Lap2,Lap1
20260626,モヴレクス,85.2,67.0,49.0,17.1,16.0,15.9
20260626,ファンタイムギフト,67.2,52.1,37.6,13.4,12.5,11.7
20260626,イモータリス,,68.5,49.5,17.5,15.9,16.1
20260626,フランベリー,71.1,55.0,40.5,14.1,13.5,12.9
20260626,アースグレイジング,71.2,55.0,40.5,14.0,13.5,13.0
20260626,バードウォッチャー,88.7,71.3,53.1,18.1,17.4,17.6
20260626,アップルザビート,,69.8,51.5,17.8,17.0,16.7
20260626,ゼファーテソーロ,,63.3,46.6,15.8,15.4,15.4
20260626,ランドジャイアンツ,,70.8,51.0,17.6,17.0,16.4
20260626,フェスティヴビーム,70.9,55.7,40.1,14.8,13.4,11.9
20260626,ルイステソーロ,73.0,56.4,40.9,14.9,13.6,12.4
20260626,マイネルボス,72.3,55.3,39.5,14.5,13.1,11.9
20260626,ムーンストラック,68.0,52.3,37.7,13.2,12.6,11.9
20260626,ケンブリッジ,,70.2,51.7,17.2,16.9,17.6
20260626,セイウンリリーナ,,69.9,51.3,17.6,16.9,16.8
20260626,アートオブブライト,,69.4,51.3,17.3,17.5,16.5
20260626,モミスケ,,76.5,54.4,19.0,17.9,17.5
20260626,マイネルオラクル,86.7,68.1,49.9,17.0,17.1,15.8
20260626,クイーンズワーフ,68.9,53.0,38.4,13.7,12.9,11.8
20260626,ジェットブレード,70.2,54.4,39.8,13.8,13.1,12.9
20260626,ミスターマーボー,68.0,52.2,38.0,13.6,12.8,11.6
20260626,サイモングリーマン,77.8,60.9,43.8,15.8,15.1,12.9
20260626,ケファロニア,,70.3,52.9,18.0,17.7,17.2
20260626,グルーヴェンス,,70.1,52.3,18.2,17.2,16.9
20260626,メイショウコバト,,65.8,48.5,17.0,16.4,15.1
20260626,デルマジュテーム,92.1,72.8,54.1,18.4,18.3,17.4
20260626,ブラーヴジャン,,69.7,51.5,18.1,17.0,16.4
20260626,ケルピー,,74.3,54.8,19.0,18.1,17.7
20260626,ダイユウサルターレ,,82.0,60.0,21.6,19.3,19.1
20260626,アグネスクレスト,,74.0,53.1,19.2,17.1,16.8
20260626,アイアムアッパレ,83.5,64.6,47.4,16.4,15.8,15.2
20260626,ニットウエース,81.9,64.6,47.6,16.5,15.5,15.6
20260626,リーゼントモニカ,103.6,81.6,60.3,20.6,20.3,19.4
20260626,スウィフトミモザ,81.3,62.6,44.4,15.5,15.0,13.9
20260626,ツクバヴァンガード,,70.3,50.5,18.6,16.8,15.1
20260626,カネショウレジェン,92.4,70.4,50.6,19.0,16.5,15.1
20260626,バギーウィップ,,73.0,53.1,19.4,17.4,16.3
20260626,スターツトゥデイ,,70.7,50.5,18.0,16.6,15.9
20260626,ハッピースーニャ,,68.4,49.6,17.3,16.6,15.7
20260626,アシャカルッカ,,77.0,55.8,19.5,18.3,18.0
20260626,アイアムキレマスネ,104.7,80.8,58.2,21.4,19.9,16.9
20260626,ジンクピリチオン,104.9,81.0,58.4,21.5,20.0,16.9
20260626,ツクバアヴァロン,65.5,51.0,36.8,13.3,12.0,11.5
20260626,モウエエデショー,,69.1,49.9,18.0,16.1,15.8
20260626,コスモシグルン,68.2,53.4,39.1,13.8,13.1,12.2
20260626,ホーリーブライト,68.5,52.6,38.1,13.7,12.4,12.0
20260626,ローズガーデン,70.6,53.4,38.4,14.0,12.5,11.9
20260626,ウインシュクラン,70.3,54.3,39.0,14.2,12.8,12.0
20260626,ストラクチャー,70.0,54.4,39.6,13.9,13.1,12.6
20260626,エウテルペ,70.2,53.1,37.8,13.9,12.5,11.4
20260626,ティティナ,69.1,52.6,37.5,13.8,12.2,11.5
20260626,シャルトル,65.5,51.0,37.0,13.0,12.1,11.9
20260626,ラヴアンドライク,70.7,54.1,39.3,13.8,12.9,12.6
20260626,セシルブリュネ,,63.1,46.4,16.0,15.4,15.0
20260626,シーズアウルフ,,62.6,45.4,15.7,15.3,14.4
20260626,ベールドインパクト,131.3,74.3,53.1,19.7,17.2,16.2
20260626,トレベルオール,95.8,74.7,54.6,18.6,18.4,17.6
20260626,アピーリングルック,96.0,74.7,54.8,19.0,18.2,17.6
20260626,ベアアッコチャン,99.6,78.6,58.4,20.2,19.7,18.5
20260626,ケイベエ,100.8,79.8,59.6,20.4,19.6,19.6
20260626,エレスレイプニル,99.8,79.4,59.3,20.9,18.4,20.0
20260626,ニンジャトットリ,100.1,78.7,57.9,20.8,19.4,17.7
20260626,コスモアチーブ,,72.3,51.2,18.8,16.9,15.5
20260626,ハビレ,84.4,66.4,49.0,17.3,16.1,15.6
20260626,ミスタートントン,,87.4,62.4,23.0,20.3,19.1
20260626,フクオトコ,,64.1,45.4,17.4,14.3,13.7
20260626,ジーティーブラック,,63.4,45.9,17.4,14.8,13.7
20260626,スペーストラベラー,,64.9,46.7,17.8,15.2,13.7
20260626,トムキャット,69.2,53.7,38.6,14.0,12.8,11.8
20260626,インザダーク,67.8,52.7,37.9,13.6,12.7,11.6
20260626,コスモデュアリズム,69.0,53.7,38.7,13.9,12.7,12.1
20260626,クラウンセト,,78.6,57.8,19.5,19.3,19.0
20260626,カミノテイオー,86.4,66.5,49.4,16.9,16.5,16.0
20260626,ファビュラススター,81.5,64.9,47.9,16.1,16.0,15.8
20260626,サトノリアン,,74.0,54.2,18.7,18.5,17.0
20260626,ダノンロッキー,,79.4,57.9,20.2,19.9,17.8
