年月日,馬名,Time1,Time2,Time3,Time4,Lap4,Lap3,Lap2,Lap1
20260424,ライヴスプーン,61.9,46.2,30.1,14.9,15.7,16.1,15.2,14.9
20260424,ユキマル,67.6,50.1,32.9,16.0,17.5,17.2,16.9,16.0
20260424,ロードインフェルノ,67.2,49.6,32.7,16.1,17.6,16.9,16.6,16.1
20260424,ルカランフィースト,62.9,46.5,30.2,14.6,16.4,16.3,15.6,14.6
20260424,ブルバンビーナ,64.3,48.1,31.7,15.7,16.2,16.4,16.0,15.7
20260424,フレッシュラン,66.1,48.8,32.1,16.2,17.3,16.7,15.9,16.2
20260424,リポサンテ,67.2,49.4,31.8,15.7,17.8,17.6,16.1,15.7
20260424,ゲンジ,68.1,50.3,33.3,16.2,17.8,17.0,17.1,16.2
20260424,ケナゲ,65.4,48.7,32.4,16.4,16.7,16.3,16.0,16.4
20260424,ベセル,67.0,50.2,32.8,16.3,16.8,17.4,16.5,16.3
20260424,プレースメント,61.2,45.1,29.4,14.4,16.1,15.7,15.0,14.4
20260424,イントゥゴールデン,64.7,48.4,32.3,16.1,16.3,16.1,16.2,16.1
20260424,ホウオウパーソンズ,66.2,49.4,32.0,15.7,16.8,17.4,16.3,15.7
20260424,カーブドフェザー,67.4,50.7,33.6,16.4,16.7,17.1,17.2,16.4
20260424,インペリアルライン,68.0,49.7,32.4,15.7,18.3,17.3,16.7,15.7
20260424,フミサウンド,63.1,46.8,30.5,14.8,16.3,16.3,15.7,14.8
20260424,レイベリング,62.0,45.4,29.7,14.8,16.6,15.7,14.9,14.8
20260424,クレイヴィンオナー,63.8,47.9,31.8,15.6,15.9,16.1,16.2,15.6
20260424,マイネルアズーロ,62.1,45.8,29.9,15.0,16.3,15.9,14.9,15.0
20260424,ピラニアキッス,64.9,48.5,31.9,15.5,16.4,16.6,16.4,15.5
20260424,マグネシアブリック,67.6,50.7,32.8,15.9,16.9,17.9,16.9,15.9
20260424,ショウナンタハティ,68.0,51.0,33.1,16.1,17.0,17.9,17.0,16.1
20260424,ピックデムッシュ,61.7,45.6,30.0,14.6,16.1,15.6,15.4,14.6
20260424,ピカピカサンダー,63.6,47.1,31.2,15.4,16.5,15.9,15.8,15.4
20260424,カフェシューター,68.1,51.0,33.1,16.1,17.1,17.9,17.0,16.1
20260424,アイデアユー,62.6,46.3,30.6,15.3,16.3,15.7,15.3,15.3
20260424,ラベルセーヌ,63.9,47.2,31.4,15.7,16.7,15.8,15.7,15.7
20260424,ホウオウルクソール,66.3,48.7,32.0,15.9,17.6,16.7,16.1,15.9
20260424,ルージュリヴィエラ,64.1,47.8,31.8,15.8,16.3,16.0,16.0,15.8
20260424,メリティス,65.1,48.9,32.2,15.8,16.2,16.7,16.4,15.8
20260424,ポセイドンテソーロ,69.7,51.7,33.6,16.4,18.0,18.1,17.2,16.4
20260424,ピコバレット,70.0,51.3,33.3,16.4,18.7,18.0,16.9,16.4
20260424,エコロブルーム,67.7,50.3,33.4,16.6,17.4,16.9,16.8,16.6
20260424,レガーロデルシエロ,72.0,53.4,34.7,17.2,18.6,18.7,17.5,17.2
20260424,ケープウィッカム,66.9,49.6,32.5,15.6,17.3,17.1,16.9,15.6
