年月日,馬名,Time1,Time2,Time3,Time4,Lap4,Lap3,Lap2,Lap1
20260703,ジャガード,67.8,49.0,31.7,15.7,18.8,17.3,16.0,15.7
20260703,ユキマル,66.9,48.5,31.6,16.1,18.4,16.9,15.5,16.1
20260703,サトノヴィレ,62.9,46.3,30.3,15.2,16.6,16.0,15.1,15.2
20260703,カイトヴィント,63.6,46.9,31.2,15.9,16.7,15.7,15.3,15.9
20260703,チギリ,63.2,46.5,30.8,15.2,16.7,15.7,15.6,15.2
20260703,ホノボノ,68.2,51.3,35.0,18.0,16.9,16.3,17.0,18.0
20260703,アイアンナックル,67.4,49.8,33.3,16.7,17.6,16.5,16.6,16.7
20260703,テキサスバローズ,66.6,48.7,31.9,16.2,17.9,16.8,15.7,16.2
20260703,アマンヘセル,63.5,46.7,30.9,15.4,16.8,15.8,15.5,15.4
20260703,ロジケープ,67.3,49.3,32.6,16.2,18.0,16.7,16.4,16.2
20260703,アイムインディ,63.6,47.3,31.7,15.8,16.3,15.6,15.9,15.8
20260703,ノリマル,65.8,47.8,31.0,15.4,18.0,16.8,15.6,15.4
20260703,ラッキースウィッチ,62.9,45.6,29.4,14.7,17.3,16.2,14.7,14.7
20260703,ライヴバーボン,67.9,49.3,32.6,16.5,18.6,16.7,16.1,16.5
20260703,エスクアドラ,62.7,46.1,30.2,15.0,16.6,15.9,15.2,15.0
20260703,カンピオーネ,65.0,47.8,31.7,15.6,17.2,16.1,16.1,15.6
20260703,イゾラフェリーチェ,65.8,48.7,32.1,16.1,17.1,16.6,16.0,16.1
20260703,ヴァズレーヌ,64.6,47.9,32.2,16.1,16.7,15.7,16.1,16.1
20260703,ポッドロワール,67.7,49.1,32.3,16.4,18.6,16.8,15.9,16.4
20260703,アタリダイキチ,68.7,51.7,34.0,16.8,17.0,17.7,17.2,16.8
20260703,スピニンググローブ,65.7,48.2,31.1,15.1,17.5,17.1,16.0,15.1
20260703,ゼファーテソーロ,65.3,47.9,32.1,16.1,17.4,15.8,16.0,16.1
20260703,メイショウバリスタ,68.8,51.0,34.3,16.7,17.8,16.7,17.6,16.7
20260703,キミガハマ,65.1,48.6,32.1,15.5,16.5,16.5,16.6,15.5
20260703,ルストラーレ,62.0,44.7,28.8,14.4,17.3,15.9,14.4,14.4
20260703,ゴールデンハニビー,64.3,46.8,30.5,14.9,17.5,16.3,15.6,14.9
20260703,リサナウト,62.8,45.7,30.2,15.4,17.1,15.5,14.8,15.4
20260703,ロワデュモンド,69.3,51.0,34.2,16.9,18.3,16.8,17.3,16.9
20260703,ブレイクフォース,67.7,49.8,32.6,15.9,17.9,17.2,16.7,15.9
20260703,レッドロスタム,69.4,51.0,33.0,16.0,18.4,18.0,17.0,16.0
20260703,アドミラルシップ,69.7,51.5,33.7,16.6,18.2,17.8,17.1,16.6
20260703,ケープウィッカム,67.4,49.5,32.7,16.4,17.9,16.8,16.3,16.4
20260703,エマージェンス,62.2,45.7,30.4,14.9,16.5,15.3,15.5,14.9
20260703,ハルノアラシ,69.9,51.3,34.0,17.3,18.6,17.3,16.7,17.3
20260703,エターナルシルバー,67.3,49.4,32.7,16.0,17.9,16.7,16.7,16.0
20260703,セイウンヤオヨロズ,63.6,45.3,29.1,14.1,18.3,16.2,15.0,14.1
20260703,ウインテラジーナ,70.1,51.7,33.9,16.9,18.4,17.8,17.0,16.9
20260703,ワインダークシー,67.4,49.6,32.9,16.2,17.8,16.7,16.7,16.2
20260703,ジーナグレイス,65.4,47.2,30.7,15.3,18.2,16.5,15.4,15.3
20260703,ショウナンハーヴェ,69.6,51.1,33.8,16.8,18.5,17.3,17.0,16.8
20260703,アルーアウインド,69.7,50.9,33.1,16.1,18.8,17.8,17.0,16.1
20260703,サノノファイター,70.0,51.7,33.9,16.7,18.3,17.8,17.2,16.7
20260703,タシット,67.9,49.9,32.5,16.0,18.0,17.4,16.5,16.0
20260703,ブリッツアロング,70.2,51.6,34.4,17.1,18.6,17.2,17.3,17.1
20260703,スマイルディシー,64.1,47.3,31.3,15.8,16.8,16.0,15.5,15.8
20260703,フェデルミエール,70.9,51.9,33.7,16.7,19.0,18.2,17.0,16.7
20260703,コンヴァージョン,66.1,49.0,32.3,15.9,17.1,16.7,16.4,15.9
20260703,ミツカネメルクリオ,71.8,52.4,34.8,17.2,19.4,17.6,17.6,17.2
20260703,ミエスタ,70.3,51.9,34.0,16.7,18.4,17.9,17.3,16.7
20260703,ヌビアン,72.1,52.8,35.1,17.7,19.3,17.7,17.4,17.7
20260703,エルミー,62.5,45.5,30.0,14.6,17.0,15.5,15.4,14.6
20260703,アロハオエ,64.6,47.7,31.7,16.2,16.9,16.0,15.5,16.2
20260703,コパノエイダン,80.0,58.7,37.9,18.5,21.3,20.8,19.4,18.5
20260703,ゴバド,71.8,53.0,34.9,17.2,18.8,18.1,17.7,17.2
20260703,パチクリベスクリ,0.0,54.2,35.3,17.7,0.0,18.9,17.6,17.7
20260703,ヴァルフォース,71.2,52.6,34.5,16.9,18.6,18.1,17.6,16.9
20260703,ヴァストマーレ,64.9,47.3,30.8,15.1,17.6,16.5,15.7,15.1
20260703,ソーロブスト,64.9,47.4,30.9,15.0,17.5,16.5,15.9,15.0
20260703,ボールドゾーン,72.1,53.3,35.4,17.1,18.8,17.9,18.3,17.1
20260703,アンパドゥ,72.6,53.5,35.4,17.6,19.1,18.1,17.8,17.6
20260703,ラストシャリナ,67.2,48.7,31.2,14.7,18.5,17.5,16.5,14.7
20260703,クリアクォーツ,72.3,52.4,34.2,16.7,19.9,18.2,17.5,16.7
20260703,ガラク,56.9,41.5,27.2,13.2,15.4,14.3,14.0,13.2
20260703,ノクターン,72.1,52.9,34.8,17.2,19.2,18.1,17.6,17.2
20260703,フィールドノート,71.9,53.4,35.4,17.2,18.5,18.0,18.2,17.2
20260703,カンフーヒーロー,72.0,52.2,34.3,16.8,19.8,17.9,17.5,16.8
20260703,ヨドノティアラ,76.8,56.9,37.8,19.2,19.9,19.1,18.6,19.2
20260703,サイモングリーマン,70.0,52.6,34.1,16.3,17.4,18.5,17.8,16.3
20260703,スティールヴォーグ,70.9,51.5,33.2,16.0,19.4,18.3,17.2,16.0
20260703,ペールデュクラン,71.3,52.3,34.0,16.8,19.0,18.3,17.2,16.8
20260703,レイナデルアイレ,73.4,54.0,35.5,18.0,19.4,18.5,17.5,18.0
20260703,スカイドリーマー,71.9,52.0,34.6,16.7,19.9,17.4,17.9,16.7
20260703,タマモチョコチップ,71.0,51.8,33.5,16.4,19.2,18.3,17.1,16.4
20260703,パーフェクトスノー,69.8,50.7,33.3,16.4,19.1,17.4,16.9,16.4
20260703,ジュンヴィヴァン,57.0,41.5,27.1,13.2,15.5,14.4,13.9,13.2
20260703,ディヴァインスペル,71.7,52.8,34.6,17.0,18.9,18.2,17.6,17.0
20260703,ノーブルクライ,70.0,51.5,33.8,17.0,18.5,17.7,16.8,17.0
20260703,ラーナローザ,67.0,48.8,32.1,15.9,18.2,16.7,16.2,15.9
20260703,マイネルボス,65.0,46.9,30.4,14.8,18.1,16.5,15.6,14.8
20260703,イマジェリーナ,70.4,50.6,33.9,17.3,19.8,16.7,16.6,17.3
20260703,ジャメビュ,70.5,51.1,32.9,16.4,19.4,18.2,16.5,16.4
20260703,ケンブリッジ,70.6,51.2,33.5,16.4,19.4,17.7,17.1,16.4
20260703,モーニンムスメ,70.7,52.3,35.0,17.3,18.4,17.3,17.7,17.3
20260703,シルバーゴールド,72.5,53.1,34.8,17.5,19.4,18.3,17.3,17.5
20260703,サイモンセレーノ,70.4,50.6,32.4,16.2,19.8,18.2,16.2,16.2
20260703,カシマライフウ,71.5,52.9,35.3,17.4,18.6,17.6,17.9,17.4
20260703,ジーティージェミル,73.0,53.8,35.8,17.9,19.2,18.0,17.9,17.9
20260703,コスモノーチラス,70.1,51.7,34.3,16.6,18.4,17.4,17.7,16.6
20260703,ライングラウス,71.6,51.2,33.4,16.6,20.4,17.8,16.8,16.6
20260703,モミスケ,70.3,51.1,33.4,16.5,19.2,17.7,16.9,16.5
20260703,ピリナカピリナ,73.5,54.2,35.7,18.0,19.3,18.5,17.7,18.0
20260703,レガメデルヴェント,68.5,50.1,32.4,15.2,18.4,17.7,17.2,15.2
20260703,マイネルモメンタム,67.1,48.8,31.9,16.2,18.3,16.9,15.7,16.2
20260703,モンツァフレイバー,70.7,53.0,35.2,17.3,17.7,17.8,17.9,17.3
20260703,フランシスガリバー,67.4,47.8,30.3,14.9,19.6,17.5,15.4,14.9
