race_id,日付,場所,距離,芝ダ,クラス,馬券種,買い目,推定的中確率,推定オッズ,推定期待値,購入額,実配当(100円),実オッズ,的中,実払戻額,収支,date,曜日,土日,R数,週末10R
2024010606010101,20240106,中山,1200,ダ,未勝利,三連単,2→11→16,0.0021,353.2,0.725,10000,0,0.0,0,0,-10000,2024-01-06,5,True,12,True
2024010606010102,20240106,中山,1800,ダ,未勝利,三連単,14→6→11,0.0037,197.1,0.725,10000,0,0.0,0,0,-10000,2024-01-06,5,True,12,True
2024010606010103,20240106,中山,1200,ダ,新馬,三連単,13→4→10,0.001,755.7,0.725,10000,0,0.0,0,0,-10000,2024-01-06,5,True,12,True
2024010606010104,20240106,中山,1800,ダ,新馬,三連単,7→10→12,0.0008,901.7,0.725,10000,0,0.0,0,0,-10000,2024-01-06,5,True,12,True
2024010606010105,20240106,中山,2000,芝,未勝利,三連単,10→15→7,0.0027,272.6,0.725,10000,0,0.0,0,0,-10000,2024-01-06,5,True,12,True
2024010606010106,20240106,中山,2400,ダ,1勝,三連単,11→1→14,0.0015,496.8,0.725,10000,0,0.0,0,0,-10000,2024-01-06,5,True,12,True
2024010606010107,20240106,中山,1200,芝,1勝,三連単,5→3→10,0.0019,389.4,0.725,10000,0,0.0,0,0,-10000,2024-01-06,5,True,12,True
2024010606010108,20240106,中山,1800,ダ,1勝,三連単,7→2→15,0.0011,654.5,0.725,10000,0,0.0,0,0,-10000,2024-01-06,5,True,12,True
2024010606010109,20240106,中山,2200,芝,3勝,三連単,6→2→1,0.0092,78.9,0.725,10000,0,0.0,0,0,-10000,2024-01-06,5,True,12,True
2024010606010110,20240106,中山,1600,芝,OP(L),三連単,1→7→3,0.003,238.0,0.725,10000,0,0.0,0,0,-10000,2024-01-06,5,True,12,True
2024010606010111,20240106,中山,2000,芝,Ｇ３,三連単,4→15→10,0.0014,510.4,0.725,10000,0,0.0,0,0,-10000,2024-01-06,5,True,12,True
2024010606010112,20240106,中山,1800,ダ,2勝,三連単,11→12→8,0.0009,810.8,0.725,10000,0,0.0,0,0,-10000,2024-01-06,5,True,12,True
2024010608010101,20240106,京都,1800,ダ,未勝利,三連単,14→3→16,0.0017,420.7,0.725,10000,0,0.0,0,0,-10000,2024-01-06,5,True,12,True
2024010608010102,20240106,京都,1900,ダ,未勝利,三連単,9→4→3,0.0012,607.1,0.725,10000,0,0.0,0,0,-10000,2024-01-06,5,True,12,True
2024010608010103,20240106,京都,1400,ダ,未勝利,三連単,11→12→2,0.0016,450.3,0.725,10000,0,0.0,0,0,-10000,2024-01-06,5,True,12,True
2024010608010104,20240106,京都,1800,ダ,新馬,三連単,12→11→2,0.0006,1133.0,0.725,10000,0,0.0,0,0,-10000,2024-01-06,5,True,12,True
2024010608010105,20240106,京都,1800,芝,未勝利,三連単,5→2→3,0.0018,401.2,0.725,10000,0,0.0,0,0,-10000,2024-01-06,5,True,12,True
2024010608010106,20240106,京都,1200,芝,1勝,三連単,3→2→10,0.0041,175.4,0.725,10000,0,0.0,0,0,-10000,2024-01-06,5,True,12,True
2024010608010107,20240106,京都,1800,ダ,1勝,三連単,10→7→1,0.0034,215.1,0.725,10000,0,0.0,0,0,-10000,2024-01-06,5,True,12,True
2024010608010108,20240106,京都,1200,ダ,2勝,三連単,9→16→11,0.0012,623.9,0.725,10000,0,0.0,0,0,-10000,2024-01-06,5,True,12,True
2024010608010109,20240106,京都,1400,ダ,3勝,三連単,1→6→11,0.0019,378.1,0.725,10000,0,0.0,0,0,-10000,2024-01-06,5,True,12,True
2024010608010110,20240106,京都,3000,芝,ｵｰﾌﾟﾝ,三連単,10→4→6,0.0031,237.2,0.725,10000,0,0.0,0,0,-10000,2024-01-06,5,True,12,True
2024010608010111,20240106,京都,1600,芝,Ｇ３,三連単,15→14→4,0.0007,1013.1,0.725,10000,0,0.0,0,0,-10000,2024-01-06,5,True,12,True
