race_id,日付,場所,距離,芝ダ,クラス,馬券種,買い目,推定的中確率,推定オッズ,推定期待値,購入額,実配当(100円),実オッズ,的中,実払戻額,収支,date,曜日,土日,R数,週末10R
2024010606010109,20240106,中山,2200,芝,3勝,馬連,2-6,0.3499,2.2,0.77,5000,0,0.0,0,0,-5000,2024-01-06,5,True,12,True
2024010606010109,20240106,中山,2200,芝,3勝,馬連,1-6,0.3466,2.2,0.763,5000,0,0.0,0,0,-5000,2024-01-06,5,True,12,True
2024010608010109,20240106,京都,1400,ダ,3勝,馬連,1-6,0.2277,3.4,0.774,5000,920,9.2,1,46000,41000,2024-01-06,5,True,12,True
2024010608010109,20240106,京都,1400,ダ,3勝,馬連,1-11,0.218,3.6,0.785,5000,0,0.0,0,0,-5000,2024-01-06,5,True,12,True
2024010708010210,20240107,京都,1400,芝,3勝,馬連,1-2,0.2214,3.5,0.775,5000,0,0.0,0,0,-5000,2024-01-07,6,True,12,True
2024010708010210,20240107,京都,1400,芝,3勝,馬連,2-5,0.218,3.6,0.785,5000,0,0.0,0,0,-5000,2024-01-07,6,True,12,True
2024011306010410,20240113,中山,1200,ダ,3勝,馬連,6-15,0.1879,4.1,0.771,5000,0,0.0,0,0,-5000,2024-01-13,5,True,12,True
2024011306010410,20240113,中山,1200,ダ,3勝,馬連,6-11,0.1838,4.2,0.772,5000,0,0.0,0,0,-5000,2024-01-13,5,True,12,True
2024011406010509,20240114,中山,1200,芝,3勝,馬連,2-6,0.2028,3.8,0.771,5000,0,0.0,0,0,-5000,2024-01-14,6,True,12,True
2024011406010509,20240114,中山,1200,芝,3勝,馬連,6-11,0.1969,3.9,0.768,5000,0,0.0,0,0,-5000,2024-01-14,6,True,12,True
2024011408010510,20240114,京都,1800,ダ,3勝,馬連,3-5,0.2087,3.7,0.772,5000,0,0.0,0,0,-5000,2024-01-14,6,True,12,True
2024011408010510,20240114,京都,1800,ダ,3勝,馬連,2-5,0.2084,3.7,0.771,5000,0,0.0,0,0,-5000,2024-01-14,6,True,12,True
2024011410010210,20240114,小倉,1800,芝,3勝,馬連,7-8,0.1876,4.1,0.769,5000,0,0.0,0,0,-5000,2024-01-14,6,True,12,True
2024011410010210,20240114,小倉,1800,芝,3勝,馬連,5-8,0.1866,4.2,0.784,5000,0,0.0,0,0,-5000,2024-01-14,6,True,12,True
2024012006010611,20240120,中山,2000,芝,3勝,馬連,9-10,0.2367,3.3,0.781,5000,0,0.0,0,0,-5000,2024-01-20,5,True,12,True
2024012006010611,20240120,中山,2000,芝,3勝,馬連,8-10,0.2204,3.5,0.771,5000,0,0.0,0,0,-5000,2024-01-20,5,True,12,True
2024012008010611,20240120,京都,1600,芝,3勝,馬連,8-14,0.2253,3.4,0.766,5000,0,0.0,0,0,-5000,2024-01-20,5,True,12,True
2024012008010611,20240120,京都,1600,芝,3勝,馬連,1-14,0.2218,3.5,0.776,5000,0,0.0,0,0,-5000,2024-01-20,5,True,12,True
2024012106010710,20240121,中山,1800,ダ,3勝,馬連,2-3,0.1633,4.7,0.767,5000,0,0.0,0,0,-5000,2024-01-21,6,True,12,True
2024012106010710,20240121,中山,1800,ダ,3勝,馬連,3-14,0.1588,4.9,0.778,5000,0,0.0,0,0,-5000,2024-01-21,6,True,12,True
2024012108010710,20240121,京都,1200,ダ,3勝,馬連,9-13,0.1985,3.9,0.774,5000,0,0.0,0,0,-5000,2024-01-21,6,True,12,True
2024012108010710,20240121,京都,1200,ダ,3勝,馬連,10-13,0.1978,3.9,0.771,5000,0,0.0,0,0,-5000,2024-01-21,6,True,12,True
2024012110010411,20240121,小倉,1700,ダ,3勝,馬連,15-16,0.1909,4.1,0.783,5000,0,0.0,0,0,-5000,2024-01-21,6,True,12,True
2024012110010411,20240121,小倉,1700,ダ,3勝,馬連,10-15,0.1881,4.1,0.771,5000,0,0.0,0,0,-5000,2024-01-21,6,True,12,True
2024012705010109,20240127,東京,1400,ダ,3勝,馬連,7-16,0.1935,4.0,0.774,5000,0,0.0,0,0,-5000,2024-01-27,5,True,12,True
2024012705010109,20240127,東京,1400,ダ,3勝,馬連,3-7,0.1821,4.3,0.783,5000,0,0.0,0,0,-5000,2024-01-27,5,True,12,True
2024012708020111,20240127,京都,1900,ダ,3勝,馬連,6-7,0.279,2.8,0.781,5000,270,2.7,1,13500,8500,2024-01-27,5,True,12,True
2024012708020111,20240127,京都,1900,ダ,3勝,馬連,6-8,0.2302,3.4,0.783,5000,0,0.0,0,0,-5000,2024-01-27,5,True,12,True
2024012805010210,20240128,東京,1600,芝,3勝,馬連,5-14,0.2107,3.7,0.78,5000,0,0.0,0,0,-5000,2024-01-28,6,True,12,True
2024012805010210,20240128,東京,1600,芝,3勝,馬連,5-11,0.2076,3.7,0.768,5000,0,0.0,0,0,-5000,2024-01-28,6,True,12,True
2024012808020210,20240128,京都,2200,芝,3勝,馬連,1-8,0.2178,3.6,0.784,5000,0,0.0,0,0,-5000,2024-01-28,6,True,12,True
2024012808020210,20240128,京都,2200,芝,3勝,馬連,2-8,0.2146,3.6,0.772,5000,0,0.0,0,0,-5000,2024-01-28,6,True,12,True
2024012810010611,20240128,小倉,1200,芝,3勝,馬連,6-11,0.1713,4.5,0.771,5000,0,0.0,0,0,-5000,2024-01-28,6,True,12,True
2024012810010611,20240128,小倉,1200,芝,3勝,馬連,11-12,0.1677,4.6,0.771,5000,4370,43.7,1,218500,213500,2024-01-28,6,True,12,True
2024020305010311,20240203,東京,2400,芝,3勝,馬連,4-9,0.3037,2.6,0.79,5000,0,0.0,0,0,-5000,2024-02-03,5,True,12,True
2024020305010311,20240203,東京,2400,芝,3勝,馬連,4-11,0.2755,2.8,0.771,5000,0,0.0,0,0,-5000,2024-02-03,5,True,12,True
2024020308020309,20240203,京都,1200,ダ,3勝,馬連,8-12,0.1855,4.2,0.779,5000,0,0.0,0,0,-5000,2024-02-03,5,True,12,True
2024020308020309,20240203,京都,1200,ダ,3勝,馬連,2-12,0.1853,4.2,0.778,5000,1580,15.8,1,79000,74000,2024-02-03,5,True,12,True
2024020405010410,20240204,東京,1600,ダ,3勝,馬連,5-6,0.192,4.0,0.768,5000,0,0.0,0,0,-5000,2024-02-04,6,True,12,True
2024020405010410,20240204,東京,1600,ダ,3勝,馬連,5-14,0.19,4.1,0.779,5000,1290,12.9,1,64500,59500,2024-02-04,6,True,12,True
2024020408020409,20240204,京都,1400,芝,3勝,馬連,3-7,0.2549,3.0,0.765,5000,390,3.9,1,19500,14500,2024-02-04,6,True,12,True
2024020408020409,20240204,京都,1400,芝,3勝,馬連,4-7,0.2296,3.4,0.781,5000,0,0.0,0,0,-5000,2024-02-04,6,True,12,True
2024021005010510,20240210,東京,1400,芝,3勝,馬連,3-14,0.1987,3.9,0.775,5000,0,0.0,0,0,-5000,2024-02-10,5,True,12,True
2024021005010510,20240210,東京,1400,芝,3勝,馬連,3-11,0.1909,4.1,0.783,5000,0,0.0,0,0,-5000,2024-02-10,5,True,12,True
2024021008020510,20240210,京都,2000,芝,3勝,馬連,1-11,0.256,3.0,0.768,5000,0,0.0,0,0,-5000,2024-02-10,5,True,12,True
2024021008020510,20240210,京都,2000,芝,3勝,馬連,6-11,0.2512,3.1,0.779,5000,0,0.0,0,0,-5000,2024-02-10,5,True,12,True
2024021105010609,20240211,東京,1800,芝,3勝,馬連,1-12,0.2302,3.4,0.783,5000,0,0.0,0,0,-5000,2024-02-11,6,True,12,True
2024021105010609,20240211,東京,1800,芝,3勝,馬連,10-12,0.2279,3.4,0.775,5000,0,0.0,0,0,-5000,2024-02-11,6,True,12,True
2024021108020610,20240211,京都,1800,ダ,3勝,馬連,8-14,0.1841,4.2,0.773,5000,0,0.0,0,0,-5000,2024-02-11,6,True,12,True
2024021108020610,20240211,京都,1800,ダ,3勝,馬連,12-14,0.1815,4.3,0.78,5000,0,0.0,0,0,-5000,2024-02-11,6,True,12,True
2024021705010710,20240217,東京,2100,ダ,3勝,馬連,8-9,0.2168,3.6,0.78,5000,0,0.0,0,0,-5000,2024-02-17,5,True,12,True
2024021705010710,20240217,東京,2100,ダ,3勝,馬連,8-13,0.2104,3.7,0.778,5000,0,0.0,0,0,-5000,2024-02-17,5,True,12,True
2024021708020710,20240217,京都,1400,ダ,3勝,馬連,2-3,0.1954,4.0,0.781,5000,0,0.0,0,0,-5000,2024-02-17,5,True,12,True
2024021708020710,20240217,京都,1400,ダ,3勝,馬連,3-15,0.187,4.1,0.767,5000,0,0.0,0,0,-5000,2024-02-17,5,True,12,True
2024021710020311,20240217,小倉,1700,ダ,3勝,馬連,5-6,0.2022,3.8,0.768,5000,0,0.0,0,0,-5000,2024-02-17,5,True,12,True
2024021710020311,20240217,小倉,1700,ダ,3勝,馬連,1-6,0.2003,3.9,0.781,5000,0,0.0,0,0,-5000,2024-02-17,5,True,12,True
2024021805010810,20240218,東京,2000,芝,3勝,馬連,4-9,0.3016,2.6,0.784,5000,0,0.0,0,0,-5000,2024-02-18,6,True,12,True
2024021805010810,20240218,東京,2000,芝,3勝,馬連,8-9,0.2777,2.8,0.777,5000,0,0.0,0,0,-5000,2024-02-18,6,True,12,True
2024021808020810,20240218,京都,1600,芝,3勝,馬連,4-11,0.2637,2.9,0.765,5000,890,8.9,1,44500,39500,2024-02-18,6,True,12,True
2024021808020810,20240218,京都,1600,芝,3勝,馬連,3-4,0.2594,3.0,0.778,5000,0,0.0,0,0,-5000,2024-02-18,6,True,12,True
2024022406020111,20240224,中山,1600,芝,3勝,馬連,5-11,0.2327,3.3,0.768,5000,0,0.0,0,0,-5000,2024-02-24,5,True,12,True
2024022406020111,20240224,中山,1600,芝,3勝,馬連,2-5,0.2308,3.4,0.785,5000,1550,15.5,1,77500,72500,2024-02-24,5,True,12,True
2024022409010110,20240224,阪神,1800,ダ,3勝,馬連,7-12,0.2173,3.6,0.782,5000,0,0.0,0,0,-5000,2024-02-24,5,True,12,True
2024022409010110,20240224,阪神,1800,ダ,3勝,馬連,5-7,0.2171,3.6,0.782,5000,650,6.5,1,32500,27500,2024-02-24,5,True,12,True
2024022506020210,20240225,中山,1200,ダ,3勝,馬連,12-16,0.1941,4.0,0.777,5000,0,0.0,0,0,-5000,2024-02-25,6,True,12,True
2024022506020210,20240225,中山,1200,ダ,3勝,馬連,13-16,0.1907,4.1,0.782,5000,920,9.2,1,46000,41000,2024-02-25,6,True,12,True
2024022509010209,20240225,阪神,3000,芝,3勝,馬連,5-11,0.2413,3.2,0.772,5000,0,0.0,0,0,-5000,2024-02-25,6,True,12,True
2024022509010209,20240225,阪神,3000,芝,3勝,馬連,3-5,0.2335,3.3,0.771,5000,0,0.0,0,0,-5000,2024-02-25,6,True,12,True
2024022510020611,20240225,小倉,1200,芝,3勝,馬連,3-11,0.1866,4.2,0.784,5000,0,0.0,0,0,-5000,2024-02-25,6,True,12,True
2024022510020611,20240225,小倉,1200,芝,3勝,馬連,3-16,0.1824,4.2,0.766,5000,0,0.0,0,0,-5000,2024-02-25,6,True,12,True
2024030206020310,20240302,中山,1800,ダ,3勝,馬連,2-13,0.2534,3.1,0.786,5000,0,0.0,0,0,-5000,2024-03-02,5,True,12,True
2024030206020310,20240302,中山,1800,ダ,3勝,馬連,11-13,0.2515,3.1,0.78,5000,0,0.0,0,0,-5000,2024-03-02,5,True,12,True
2024030209010310,20240302,阪神,1200,ダ,3勝,馬連,3-8,0.2078,3.7,0.769,5000,620,6.2,1,31000,26000,2024-03-02,5,True,12,True
2024030209010310,20240302,阪神,1200,ダ,3勝,馬連,6-8,0.1988,3.9,0.775,5000,0,0.0,0,0,-5000,2024-03-02,5,True,12,True
2024030306020409,20240303,中山,2200,芝,3勝,馬連,1-3,0.2288,3.4,0.778,5000,0,0.0,0,0,-5000,2024-03-03,6,True,12,True
2024030306020409,20240303,中山,2200,芝,3勝,馬連,3-14,0.2195,3.5,0.768,5000,0,0.0,0,0,-5000,2024-03-03,6,True,12,True
2024030309010410,20240303,阪神,1400,芝,3勝,馬連,2-9,0.1974,3.9,0.77,5000,0,0.0,0,0,-5000,2024-03-03,6,True,12,True
2024030309010410,20240303,阪神,1400,芝,3勝,馬連,7-9,0.1966,3.9,0.767,5000,0,0.0,0,0,-5000,2024-03-03,6,True,12,True
2024030310020811,20240303,小倉,2000,芝,3勝,馬連,4-7,0.2058,3.8,0.782,5000,0,0.0,0,0,-5000,2024-03-03,6,True,12,True
2024030310020811,20240303,小倉,2000,芝,3勝,馬連,3-4,0.203,3.8,0.771,5000,0,0.0,0,0,-5000,2024-03-03,6,True,12,True
2024030906020510,20240309,中山,1200,芝,3勝,馬連,4-10,0.1784,4.3,0.767,5000,0,0.0,0,0,-5000,2024-03-09,5,True,12,True
2024030906020510,20240309,中山,1200,芝,3勝,馬連,4-9,0.1775,4.4,0.781,5000,0,0.0,0,0,-5000,2024-03-09,5,True,12,True
2024030907010111,20240309,中京,1400,ダ,3勝,馬連,1-2,0.2422,3.2,0.775,5000,0,0.0,0,0,-5000,2024-03-09,5,True,12,True
2024030907010111,20240309,中京,1400,ダ,3勝,馬連,2-12,0.2273,3.4,0.773,5000,0,0.0,0,0,-5000,2024-03-09,5,True,12,True
2024030909010510,20240309,阪神,1800,芝,3勝,馬連,5-7,0.2895,2.7,0.782,5000,0,0.0,0,0,-5000,2024-03-09,5,True,12,True
2024030909010510,20240309,阪神,1800,芝,3勝,馬連,2-7,0.28,2.8,0.784,5000,0,0.0,0,0,-5000,2024-03-09,5,True,12,True
2024031009010610,20240310,阪神,2000,ダ,3勝,馬連,4-5,0.203,3.8,0.771,5000,0,0.0,0,0,-5000,2024-03-10,6,True,12,True
2024031009010610,20240310,阪神,2000,ダ,3勝,馬連,3-4,0.2012,3.9,0.785,5000,0,0.0,0,0,-5000,2024-03-10,6,True,12,True
2024031606020710,20240316,中山,1800,ダ,3勝,馬連,5-9,0.187,4.1,0.767,5000,0,0.0,0,0,-5000,2024-03-16,5,True,12,True
2024031606020710,20240316,中山,1800,ダ,3勝,馬連,9-14,0.186,4.2,0.781,5000,0,0.0,0,0,-5000,2024-03-16,5,True,12,True
2024031607010310,20240316,中京,1600,芝,3勝,馬連,11-12,0.1791,4.3,0.77,5000,0,0.0,0,0,-5000,2024-03-16,5,True,12,True
2024031607010310,20240316,中京,1600,芝,3勝,馬連,12-14,0.1735,4.5,0.781,5000,0,0.0,0,0,-5000,2024-03-16,5,True,12,True
