race_id,日付,場所,距離,芝ダ,クラス,馬券種,買い目,推定的中確率,推定オッズ,推定期待値,購入額,実配当(100円),実オッズ,的中,実払戻額,収支,date,曜日,土日,R数,週末10R
2024010606010101,20240106,中山,1200,ダ,未勝利,複勝,2,0.1169,6.8,0.795,10000,0,0.0,0,0,-10000,2024-01-06,5,True,12,True
2024010606010102,20240106,中山,1800,ダ,未勝利,複勝,14,0.1443,5.5,0.794,10000,0,0.0,0,0,-10000,2024-01-06,5,True,12,True
2024010606010103,20240106,中山,1200,ダ,新馬,複勝,13,0.0919,8.7,0.799,10000,0,0.0,0,0,-10000,2024-01-06,5,True,12,True
2024010606010104,20240106,中山,1800,ダ,新馬,複勝,7,0.0909,8.8,0.8,10000,0,0.0,0,0,-10000,2024-01-06,5,True,12,True
2024010606010105,20240106,中山,2000,芝,未勝利,複勝,10,0.1225,6.5,0.796,10000,0,0.0,0,0,-10000,2024-01-06,5,True,12,True
2024010606010106,20240106,中山,2400,ダ,1勝,複勝,11,0.1095,7.3,0.799,10000,170,1.7,1,17000,7000,2024-01-06,5,True,12,True
2024010606010107,20240106,中山,1200,芝,1勝,複勝,5,0.1188,6.7,0.796,10000,170,1.7,1,17000,7000,2024-01-06,5,True,12,True
2024010606010108,20240106,中山,1800,ダ,1勝,複勝,7,0.0992,8.1,0.803,10000,0,0.0,0,0,-10000,2024-01-06,5,True,12,True
2024010606010109,20240106,中山,2200,芝,3勝,複勝,6,0.1905,4.2,0.8,10000,0,0.0,0,0,-10000,2024-01-06,5,True,12,True
2024010606010110,20240106,中山,1600,芝,OP(L),複勝,1,0.1331,6.0,0.798,10000,150,1.5,1,15000,5000,2024-01-06,5,True,12,True
2024010606010111,20240106,中山,2000,芝,Ｇ３,複勝,4,0.1107,7.2,0.797,10000,0,0.0,0,0,-10000,2024-01-06,5,True,12,True
2024010606010112,20240106,中山,1800,ダ,2勝,複勝,11,0.0885,9.0,0.796,10000,0,0.0,0,0,-10000,2024-01-06,5,True,12,True
2024010608010101,20240106,京都,1800,ダ,未勝利,複勝,14,0.1139,7.0,0.798,10000,0,0.0,0,0,-10000,2024-01-06,5,True,12,True
2024010608010102,20240106,京都,1900,ダ,未勝利,複勝,9,0.1015,7.9,0.802,10000,0,0.0,0,0,-10000,2024-01-06,5,True,12,True
2024010608010103,20240106,京都,1400,ダ,未勝利,複勝,11,0.1086,7.4,0.804,10000,0,0.0,0,0,-10000,2024-01-06,5,True,12,True
2024010608010104,20240106,京都,1800,ダ,新馬,複勝,12,0.0809,9.9,0.801,10000,260,2.6,1,26000,16000,2024-01-06,5,True,12,True
2024010608010105,20240106,京都,1800,芝,未勝利,複勝,5,0.1098,7.3,0.801,10000,0,0.0,0,0,-10000,2024-01-06,5,True,12,True
2024010608010106,20240106,京都,1200,芝,1勝,複勝,3,0.1518,5.3,0.805,10000,130,1.3,1,13000,3000,2024-01-06,5,True,12,True
2024010608010107,20240106,京都,1800,ダ,1勝,複勝,10,0.1382,5.8,0.802,10000,220,2.2,1,22000,12000,2024-01-06,5,True,12,True
2024010608010108,20240106,京都,1200,ダ,2勝,複勝,9,0.0956,8.4,0.803,10000,210,2.1,1,21000,11000,2024-01-06,5,True,12,True
2024010608010109,20240106,京都,1400,ダ,3勝,複勝,1,0.1178,6.8,0.801,10000,190,1.9,1,19000,9000,2024-01-06,5,True,12,True
2024010608010110,20240106,京都,3000,芝,ｵｰﾌﾟﾝ,複勝,10,0.1303,6.1,0.795,10000,0,0.0,0,0,-10000,2024-01-06,5,True,12,True
2024010608010111,20240106,京都,1600,芝,Ｇ３,複勝,15,0.0878,9.1,0.799,10000,0,0.0,0,0,-10000,2024-01-06,5,True,12,True
2024010608010112,20240106,京都,1800,芝,1勝,複勝,5,0.1087,7.4,0.804,10000,170,1.7,1,17000,7000,2024-01-06,5,True,12,True
2024010706010201,20240107,中山,1200,ダ,未勝利,複勝,13,0.1298,6.2,0.805,10000,0,0.0,0,0,-10000,2024-01-07,6,True,12,True
2024010706010202,20240107,中山,1800,ダ,未勝利,複勝,14,0.1375,5.8,0.798,10000,110,1.1,1,11000,1000,2024-01-07,6,True,12,True
2024010706010203,20240107,中山,1800,ダ,未勝利,複勝,9,0.1679,4.8,0.806,10000,0,0.0,0,0,-10000,2024-01-07,6,True,12,True
2024010706010204,20240107,中山,2880,ダ,未勝利,複勝,7,0.1088,7.4,0.805,10000,0,0.0,0,0,-10000,2024-01-07,6,True,12,True
2024010706010205,20240107,中山,1600,芝,未勝利,複勝,12,0.1175,6.8,0.799,10000,0,0.0,0,0,-10000,2024-01-07,6,True,12,True
2024010706010206,20240107,中山,2000,芝,新馬,複勝,4,0.0879,9.1,0.8,10000,140,1.4,1,14000,4000,2024-01-07,6,True,12,True
2024010706010207,20240107,中山,1800,ダ,1勝,複勝,7,0.096,8.3,0.797,10000,0,0.0,0,0,-10000,2024-01-07,6,True,12,True
2024010706010208,20240107,中山,1800,ダ,1勝,複勝,1,0.108,7.4,0.799,10000,230,2.3,1,23000,13000,2024-01-07,6,True,12,True
2024010706010209,20240107,中山,2000,芝,2勝,複勝,5,0.0852,9.4,0.801,10000,0,0.0,0,0,-10000,2024-01-07,6,True,12,True
2024010706010210,20240107,中山,1800,ダ,ｵｰﾌﾟﾝ,複勝,14,0.0952,8.4,0.799,10000,240,2.4,1,24000,14000,2024-01-07,6,True,12,True
2024010706010211,20240107,中山,1600,芝,Ｇ３,複勝,13,0.1085,7.4,0.803,10000,330,3.3,1,33000,23000,2024-01-07,6,True,12,True
2024010706010212,20240107,中山,1200,ダ,2勝,複勝,13,0.1163,6.9,0.802,10000,110,1.1,1,11000,1000,2024-01-07,6,True,12,True
2024010708010201,20240107,京都,1800,ダ,未勝利,複勝,14,0.1302,6.1,0.794,10000,0,0.0,0,0,-10000,2024-01-07,6,True,12,True
2024010708010202,20240107,京都,1800,ダ,新馬,複勝,12,0.0934,8.6,0.803,10000,400,4.0,1,40000,30000,2024-01-07,6,True,12,True
2024010708010203,20240107,京都,1400,ダ,未勝利,複勝,8,0.1599,5.0,0.799,10000,110,1.1,1,11000,1000,2024-01-07,6,True,12,True
2024010708010204,20240107,京都,1200,ダ,1勝,複勝,7,0.1096,7.3,0.8,10000,140,1.4,1,14000,4000,2024-01-07,6,True,12,True
