race_id,日付,場所,距離,芝ダ,クラス,馬券種,買い目,推定的中確率,推定オッズ,推定期待値,購入額,実配当(100円),実オッズ,的中,実払戻額,収支,date,曜日,土日,R数,週末10R
2024010606010111,20240106,中山,2000,芝,Ｇ３,馬連,4-15,0.206,3.8,0.783,5000,0,0.0,0,0,-5000,2024-01-06,5,True,12,True
2024010606010111,20240106,中山,2000,芝,Ｇ３,馬連,4-10,0.2046,3.8,0.777,5000,0,0.0,0,0,-5000,2024-01-06,5,True,12,True
2024010608010111,20240106,京都,1600,芝,Ｇ３,馬連,14-15,0.1663,4.7,0.782,5000,0,0.0,0,0,-5000,2024-01-06,5,True,12,True
2024010608010111,20240106,京都,1600,芝,Ｇ３,馬連,4-15,0.1662,4.7,0.781,5000,0,0.0,0,0,-5000,2024-01-06,5,True,12,True
2024010706010211,20240107,中山,1600,芝,Ｇ３,馬連,11-13,0.2061,3.8,0.783,5000,0,0.0,0,0,-5000,2024-01-07,6,True,12,True
2024010706010211,20240107,中山,1600,芝,Ｇ３,馬連,6-13,0.1987,3.9,0.775,5000,0,0.0,0,0,-5000,2024-01-07,6,True,12,True
2024011310010111,20240113,小倉,2000,芝,Ｇ３,馬連,2-12,0.2262,3.4,0.769,5000,0,0.0,0,0,-5000,2024-01-13,5,True,12,True
2024011310010111,20240113,小倉,2000,芝,Ｇ３,馬連,11-12,0.223,3.5,0.781,5000,0,0.0,0,0,-5000,2024-01-13,5,True,12,True
2024011406010511,20240114,中山,2000,芝,Ｇ３,馬連,2-6,0.1829,4.2,0.768,5000,0,0.0,0,0,-5000,2024-01-14,6,True,12,True
2024011406010511,20240114,中山,2000,芝,Ｇ３,馬連,6-11,0.1818,4.3,0.782,5000,0,0.0,0,0,-5000,2024-01-14,6,True,12,True
2024012805010211,20240128,東京,1400,ダ,Ｇ３,馬連,7-11,0.1951,4.0,0.781,5000,0,0.0,0,0,-5000,2024-01-28,6,True,12,True
2024012805010211,20240128,東京,1400,ダ,Ｇ３,馬連,7-12,0.1943,4.0,0.777,5000,0,0.0,0,0,-5000,2024-01-28,6,True,12,True
2024012808020211,20240128,京都,1200,芝,Ｇ３,馬連,4-13,0.181,4.3,0.778,5000,590,5.9,1,29500,24500,2024-01-28,6,True,12,True
2024012808020211,20240128,京都,1200,芝,Ｇ３,馬連,4-17,0.1707,4.5,0.768,5000,0,0.0,0,0,-5000,2024-01-28,6,True,12,True
2024020405010411,20240204,東京,1600,芝,Ｇ３,馬連,6-11,0.1708,4.5,0.768,5000,0,0.0,0,0,-5000,2024-02-04,6,True,12,True
2024020405010411,20240204,東京,1600,芝,Ｇ３,馬連,6-9,0.1662,4.7,0.781,5000,0,0.0,0,0,-5000,2024-02-04,6,True,12,True
2024020408020411,20240204,京都,1800,芝,Ｇ３,馬連,7-12,0.225,3.4,0.765,5000,0,0.0,0,0,-5000,2024-02-04,6,True,12,True
2024020408020411,20240204,京都,1800,芝,Ｇ３,馬連,9-12,0.2183,3.6,0.786,5000,0,0.0,0,0,-5000,2024-02-04,6,True,12,True
2024021005010511,20240210,東京,1600,芝,Ｇ３,馬連,3-13,0.23,3.4,0.782,5000,870,8.7,1,43500,38500,2024-02-10,5,True,12,True
2024021005010511,20240210,東京,1600,芝,Ｇ３,馬連,4-13,0.2218,3.5,0.776,5000,0,0.0,0,0,-5000,2024-02-10,5,True,12,True
2024021105010611,20240211,東京,1800,芝,Ｇ３,馬連,1-8,0.2437,3.2,0.78,5000,0,0.0,0,0,-5000,2024-02-11,6,True,12,True
2024021105010611,20240211,東京,1800,芝,Ｇ３,馬連,3-8,0.2372,3.3,0.783,5000,0,0.0,0,0,-5000,2024-02-11,6,True,12,True
2024021705010711,20240217,東京,3400,芝,Ｇ３,馬連,6-9,0.2732,2.8,0.765,5000,0,0.0,0,0,-5000,2024-02-17,5,True,12,True
