race_id,日付,場所,距離,芝ダ,クラス,馬券種,買い目,推定的中確率,推定オッズ,推定期待値,購入額,実配当(100円),実オッズ,的中,実払戻額,収支,date,曜日,土日,R数,週末10R
2024010606010109,20240106,中山,2200,芝,3勝,三連複,6-2-1,0.5069,1.5,0.76,10000,0,0.0,0,0,-10000,2024-01-06,5,True,12,True
2024010608010109,20240106,京都,1400,ダ,3勝,三連複,1-6-11,0.3279,2.3,0.754,10000,0,0.0,0,0,-10000,2024-01-06,5,True,12,True
2024010708010210,20240107,京都,1400,芝,3勝,三連複,2-1-5,0.3278,2.3,0.754,10000,0,0.0,0,0,-10000,2024-01-07,6,True,12,True
2024011306010410,20240113,中山,1200,ダ,3勝,三連複,6-15-11,0.2768,2.7,0.747,10000,0,0.0,0,0,-10000,2024-01-13,5,True,12,True
2024011406010509,20240114,中山,1200,芝,3勝,三連複,6-2-11,0.2877,2.6,0.748,10000,0,0.0,0,0,-10000,2024-01-14,6,True,12,True
2024011408010510,20240114,京都,1800,ダ,3勝,三連複,5-3-2,0.3121,2.4,0.749,10000,0,0.0,0,0,-10000,2024-01-14,6,True,12,True
2024011410010210,20240114,小倉,1800,芝,3勝,三連複,8-7-5,0.2783,2.7,0.751,10000,0,0.0,0,0,-10000,2024-01-14,6,True,12,True
2024012006010611,20240120,中山,2000,芝,3勝,三連複,10-9-8,0.3335,2.2,0.734,10000,0,0.0,0,0,-10000,2024-01-20,5,True,12,True
2024012008010611,20240120,京都,1600,芝,3勝,三連複,14-8-1,0.3333,2.2,0.733,10000,0,0.0,0,0,-10000,2024-01-20,5,True,12,True
2024012106010710,20240121,中山,1800,ダ,3勝,三連複,3-2-14,0.2399,3.1,0.744,10000,0,0.0,0,0,-10000,2024-01-21,6,True,12,True
2024012108010710,20240121,京都,1200,ダ,3勝,三連複,13-9-10,0.2866,2.6,0.745,10000,0,0.0,0,0,-10000,2024-01-21,6,True,12,True
